,how,many,types,of,religious,or,spiritual,teachers,are,there,in,christianity,?
there,0.3328511416912079,0.4993700683116913,0.37238845229148865,0.44397735595703125,0.2111731320619583,0.4594070315361023,0.2076401561498642,0.2249779999256134,0.5433560013771057,1.0,0.5361666083335876,0.2046097069978714,0.29405656456947327
are,0.311818927526474,0.5655534863471985,0.4691450595855713,0.39081433415412903,0.20633597671985626,0.5374364256858826,0.1689925491809845,0.2565288841724396,1.0,0.5433560013771057,0.3841303884983063,0.17709970474243164,0.24591213464736938
many,0.4425291419029236,0.9999999403953552,0.4814179539680481,0.37253960967063904,0.28807735443115234,0.36905089020729065,0.23598726093769073,0.29123616218566895,0.5655534863471985,0.4993700683116913,0.41474202275276184,0.2578398585319519,0.2124512493610382
forms,0.17325511574745178,0.2981320917606354,0.4727765917778015,0.33835989236831665,0.20632997155189514,0.36597785353660583,0.1861318200826645,0.137333482503891,0.32807791233062744,0.26480165123939514,0.26377561688423157,0.20290516316890717,0.1196754202246666
of,0.2480744868516922,0.37253960967063904,0.2447618544101715,1.0,0.2958606779575348,0.3792596757411957,0.3108343183994293,0.27737662196159363,0.39081433415412903,0.44397735595703125,0.5696388483047485,0.2674740254878998,0.1826142966747284
spiritual,0.18180760741233826,0.23598726093769073,0.11830631643533707,0.3108343183994293,0.5744005441665649,0.23889665305614471,1.0,0.30937016010284424,0.1689925491809845,0.2076401561498642,0.1903325319290161,0.4858110249042511,0.1801415979862213
or,0.3378981947898865,0.36905089020729065,0.41673311591148376,0.3792596757411957,0.2404305636882782,1.0000001192092896,0.23889665305614471,0.2126750648021698,0.5374364256858826,0.4594070315361023,0.3586423695087433,0.18387722969055176,0.32389625906944275
religious,0.2058211863040924,0.28807735443115234,0.13931486010551453,0.2958606779575348,0.9999998807907104,0.2404305636882782,0.5744005441665649,0.26186174154281616,0.20633597671985626,0.2111731320619583,0.24099457263946533,0.5730897188186646,0.15727058053016663
teachers,0.24127359688282013,0.29123616218566895,0.15843401849269867,0.27737662196159363,0.26186174154281616,0.2126750648021698,0.30937016010284424,1.0,0.2565288841724396,0.2249779999256134,0.2128150761127472,0.20471397042274475,0.19522249698638916
in,0.2601168751716614,0.41474202275276184,0.18516337871551514,0.5696388483047485,0.24099457263946533,0.3586423695087433,0.1903325319290161,0.2128150761127472,0.3841303884983063,0.5361666083335876,1.0,0.22138716280460358,0.20430970191955566
christianity,0.19488567113876343,0.2578398585319519,0.07992285490036011,0.2674740254878998,0.5730897188186646,0.18387722969055176,0.4858110249042511,0.20471397042274475,0.17709970474243164,0.2046097069978714,0.22138716280460358,1.0,0.22408421337604523
",",0.22659391164779663,0.40610817074775696,0.24108222126960754,0.4946078956127167,0.2753547728061676,0.3769497275352478,0.2115405946969986,0.28049156069755554,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.255263090133667,0.31091248989105225
across,0.2515762746334076,0.34783458709716797,0.19747407734394073,0.2936134934425354,0.1514187604188919,0.24619930982589722,0.10449335724115372,0.14015820622444153,0.24150612950325012,0.31968754529953003,0.36988839507102966,0.22294487059116364,0.17034576833248138
all,0.3725806474685669,0.5443700551986694,0.35742777585983276,0.42798417806625366,0.20434121787548065,0.3321593105792999,0.20192575454711914,0.2889573872089386,0.5343062281608582,0.38885584473609924,0.3335905969142914,0.24064089357852936,0.29575422406196594
three,0.23807744681835175,0.4501400589942932,0.2845081090927124,0.3844621181488037,0.14797210693359375,0.25355035066604614,0.12194996327161789,0.1903533935546875,0.38895705342292786,0.3531675636768341,0.34828072786331177,0.1538826823234558,0.20928427577018738
major,0.12500809133052826,0.2907782793045044,0.16983361542224884,0.2641255557537079,0.209694966673851,0.21074031293392181,0.11362297832965851,0.07087451219558716,0.21536177396774292,0.27976733446121216,0.3249945342540741,0.12036482989788055,0.19788557291030884
traditions,0.19979596138000488,0.36509189009666443,0.31012317538261414,0.2921203374862671,0.45478489995002747,0.32729700207710266,0.4124178886413574,0.31369519233703613,0.3339942693710327,0.2990190386772156,0.251825749874115,0.49514275789260864,0.18007412552833557
-,0.14799264073371887,0.12801265716552734,0.15745076537132263,0.2919245660305023,0.12867896258831024,0.24945028126239777,0.09073083102703094,0.13929817080497742,0.16516205668449402,0.16187970340251923,0.2593633532524109,0.12237419188022614,0.3336010277271271
(,0.1676948219537735,0.1455259770154953,0.12465982884168625,0.35032153129577637,0.15090744197368622,0.3582012951374054,0.1455656886100769,0.17691689729690552,0.23263892531394958,0.22351126372814178,0.3087427020072937,0.15904149413108826,0.40561532974243164
roman,0.08021295070648193,0.1827288269996643,0.04970918968319893,0.31028008460998535,0.3132304847240448,0.1793472021818161,0.16847166419029236,0.12613517045974731,0.1207391545176506,0.1407564878463745,0.24986636638641357,0.4328136146068573,0.1663191318511963
),0.17939934134483337,0.16602720320224762,0.11417452245950699,0.3680361211299896,0.20548176765441895,0.3706604242324829,0.18695339560508728,0.20307962596416473,0.2373749315738678,0.24042794108390808,0.3326910734176636,0.19382785260677338,0.42300865054130554
catholic,0.11491761356592178,0.18935972452163696,0.02474621683359146,0.3452084958553314,0.48624303936958313,0.16083122789859772,0.30652305483818054,0.26756319403648376,0.17294862866401672,0.20166751742362976,0.26313918828964233,0.5075134038925171,0.16609853506088257
",",0.22659391164779663,0.40610817074775696,0.24108222126960754,0.4946078956127167,0.2753547728061676,0.3769497275352478,0.2115405946969986,0.28049156069755554,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.255263090133667,0.31091248989105225
(,0.1676948219537735,0.1455259770154953,0.12465982884168625,0.35032153129577637,0.15090744197368622,0.3582012951374054,0.1455656886100769,0.17691689729690552,0.23263892531394958,0.22351126372814178,0.3087427020072937,0.15904149413108826,0.40561532974243164
eastern,0.08724340796470642,0.2480354905128479,0.11669789999723434,0.33281487226486206,0.17512287199497223,0.17014744877815247,0.21630874276161194,0.18654562532901764,0.21353314816951752,0.24553678929805756,0.3306356370449066,0.2969541847705841,0.20060817897319794
),0.17939934134483337,0.16602720320224762,0.11417452245950699,0.3680361211299896,0.20548176765441895,0.3706604242324829,0.18695339560508728,0.20307962596416473,0.2373749315738678,0.24042794108390808,0.3326910734176636,0.19382785260677338,0.42300865054130554
orthodox,0.08184458315372467,0.2294904589653015,0.09601537883281708,0.24173015356063843,0.48777416348457336,0.16947193443775177,0.39582592248916626,0.27545565366744995,0.2058437019586563,0.2059711515903473,0.21750958263874054,0.5601819157600403,0.20826838910579681
catholic,0.11491761356592178,0.18935972452163696,0.02474621683359146,0.3452084958553314,0.48624303936958313,0.16083122789859772,0.30652305483818054,0.26756319403648376,0.17294862866401672,0.20166751742362976,0.26313918828964233,0.5075134038925171,0.16609853506088257
",",0.22659391164779663,0.40610817074775696,0.24108222126960754,0.4946078956127167,0.2753547728061676,0.3769497275352478,0.2115405946969986,0.28049156069755554,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.255263090133667,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3014242649078369,0.5116966962814331,0.30280056595802307,0.4713204801082611,0.2498117983341217,0.28640416264533997,0.48576638102531433,0.4242868423461914,0.4954058527946472,0.23834297060966492,0.20544172823429108
protestant/non-denominational,0.19204014539718628,0.2949727773666382,0.1835639774799347,0.3725569546222687,0.5902836918830872,0.2579945921897888,0.38223597407341003,0.329077810049057,0.28965041041374207,0.3157999813556671,0.2932242155075073,0.6559560894966125,0.28688934445381165
",",0.22659391164779663,0.40610817074775696,0.24108222126960754,0.4946078956127167,0.2753547728061676,0.3769497275352478,0.2115405946969986,0.28049156069755554,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.255263090133667,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.2505682706832886,0.41827285289764404,0.16567319631576538,0.38158315420150757,0.18031524121761322,0.17936164140701294,0.38996943831443787,0.37390366196632385,0.4080928862094879,0.19412072002887726,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.27099108695983887,0.5052502155303955,0.23162008821964264,0.48853766918182373,0.2160448133945465,0.2509842813014984,0.265255331993103,0.4214206337928772,0.539380669593811,0.17630846798419952,0.23916715383529663
stronger,0.25419148802757263,0.2659061551094055,0.21656176447868347,0.19056105613708496,0.11916686594486237,0.2811000645160675,0.1216818317770958,0.14249840378761292,0.23034387826919556,0.2465389519929886,0.20021474361419678,0.1578408181667328,0.12132075428962708
tradition,0.17727917432785034,0.277671217918396,0.18199747800827026,0.2663337290287018,0.40848371386528015,0.2896066904067993,0.39859843254089355,0.28217193484306335,0.2424667924642563,0.2278510183095932,0.24601249396800995,0.45918983221054077,0.15717756748199463
of,0.2480744868516922,0.37253960967063904,0.2447618544101715,1.0,0.2958606779575348,0.3792596757411957,0.3108343183994293,0.27737662196159363,0.39081433415412903,0.44397735595703125,0.5696388483047485,0.2674740254878998,0.1826142966747284
spiritual,0.18180760741233826,0.23598726093769073,0.11830631643533707,0.3108343183994293,0.5744005441665649,0.23889665305614471,1.0,0.30937016010284424,0.1689925491809845,0.2076401561498642,0.1903325319290161,0.4858110249042511,0.1801415979862213
formation,0.14995892345905304,0.16461032629013062,0.15665867924690247,0.2957320809364319,0.15739279985427856,0.2312391847372055,0.12629354000091553,0.11649450659751892,0.21110086143016815,0.177635058760643,0.27297577261924744,0.19173915684223175,0.09831923991441727
in,0.2601168751716614,0.41474202275276184,0.18516337871551514,0.5696388483047485,0.24099457263946533,0.3586423695087433,0.1903325319290161,0.2128150761127472,0.3841303884983063,0.5361666083335876,1.0,0.22138716280460358,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.23509301245212555,0.733189046382904,0.22950971126556396,0.4174870550632477,0.2149372547864914,0.22025763988494873,0.40399202704429626,0.47025805711746216,0.6662389636039734,0.2489117980003357,0.22068053483963013
more,0.4319567084312439,0.48608261346817017,0.31706979870796204,0.30478984117507935,0.19435161352157593,0.41612157225608826,0.20136919617652893,0.22816872596740723,0.4066504240036011,0.4164280891418457,0.32563260197639465,0.20885440707206726,0.27894994616508484
historic,0.16902115941047668,0.256632924079895,0.1493453085422516,0.2833002209663391,0.28215596079826355,0.1845088005065918,0.13661189377307892,0.15101972222328186,0.16021433472633362,0.24924442172050476,0.3082408010959625,0.17868715524673462,0.09992891550064087
and,0.33647966384887695,0.5296266674995422,0.3014242649078369,0.5116966962814331,0.30280056595802307,0.4713204801082611,0.2498117983341217,0.28640416264533997,0.48576638102531433,0.4242868423461914,0.4954058527946472,0.23834297060966492,0.20544172823429108
