,who,did,temüjin,'s,mother,adopt,to,help,integrate,the,tribes,he,conquered,?
he,0.5500732064247131,0.3292143940925598,0.44463157653808594,0.024063590914011,0.33828893303871155,0.17471745610237122,0.385390967130661,0.23159287869930267,0.141823410987854,0.4571082592010498,0.13748790323734283,1.0000001192092896,0.2761358916759491,0.2089974731206894
would,0.3632977604866028,0.6268245577812195,0.3226984739303589,0.036968596279621124,0.16519249975681305,0.3061646521091461,0.5965728163719177,0.429985910654068,0.2660369873046875,0.4133751392364502,0.2491873800754547,0.27278512716293335,0.25237250328063965,0.37178951501846313
even,0.33644744753837585,0.45816805958747864,0.34743592143058777,0.0353488028049469,0.22689561545848846,0.3117305040359497,0.46467068791389465,0.3383651673793793,0.24226710200309753,0.37996912002563477,0.16079334914684296,0.29277661442756653,0.24660669267177582,0.30082517862319946
have,0.39246654510498047,0.3783526122570038,0.3523968458175659,-0.02807004563510418,0.12952126562595367,0.3011966049671173,0.4544740617275238,0.3824627101421356,0.3072148561477661,0.40389683842658997,0.2390759289264679,0.3020331561565399,0.18187940120697021,0.32991164922714233
his,0.44966956973075867,0.3546801507472992,0.4682264029979706,0.047556519508361816,0.3978782892227173,0.2151426523923874,0.3715193271636963,0.22868521511554718,0.11368099600076675,0.4394008219242096,0.13524490594863892,0.7171558737754822,0.27907538414001465,0.18075084686279297
mother,0.3498775064945221,0.236347496509552,0.31091877818107605,0.03889143466949463,1.0,0.21187756955623627,0.2733205258846283,0.20587460696697235,0.11786409467458725,0.22516992688179016,0.12896595895290375,0.33828893303871155,0.18213115632534027,0.15180644392967224
adopt,0.20878680050373077,0.19038312137126923,0.20804020762443542,0.021430108696222305,0.21187756955623627,1.0000001192092896,0.2708991467952728,0.23730269074440002,0.25678563117980957,0.215359166264534,0.20495077967643738,0.17471745610237122,0.2105129063129425,0.26708900928497314
orphans,0.35948073863983154,0.25440725684165955,0.26314204931259155,0.04864789545536041,0.36138543486595154,0.24116294085979462,0.25437065958976746,0.38565340638160706,0.174916073679924,0.23760953545570374,0.20814131200313568,0.251591295003891,0.16093339025974274,0.1559530347585678
from,0.27839982509613037,0.20248863101005554,0.29172295331954956,-0.01936490088701248,0.20262682437896729,0.09268826246261597,0.4069952368736267,0.22515058517456055,0.09602821618318558,0.40150508284568787,0.12463679164648056,0.3314535319805145,0.20748260617256165,0.19969791173934937
the,0.3733934462070465,0.34736719727516174,0.43713900446891785,-0.01540423184633255,0.22516992688179016,0.215359166264534,0.535392165184021,0.30064165592193604,0.24930505454540253,1.0,0.26830655336380005,0.4571082592010498,0.3127642273902893,0.22068053483963013
conquered,0.24472782015800476,0.23394589126110077,0.48280221223831177,-0.024525096639990807,0.18213115632534027,0.2105129063129425,0.2174634039402008,0.1623670905828476,0.15136577188968658,0.3127642273902893,0.42539969086647034,0.2761358916759491,1.0,0.12499574571847916
tribe,0.2723805904388428,0.13854432106018066,0.40159136056900024,0.067699134349823,0.15201711654663086,0.13719289004802704,0.2397671937942505,0.15657836198806763,0.11765947192907333,0.280248761177063,0.8192340731620789,0.16535893082618713,0.33341774344444275,0.11037874221801758
",",0.3365725874900818,0.3015086054801941,0.3484273850917816,-0.0016132977325469255,0.30403390526771545,0.16473941504955292,0.44245919585227966,0.2855570912361145,0.2247243970632553,0.4933079481124878,0.19590550661087036,0.40251094102859497,0.2528323531150818,0.31091248989105225
bringing,0.273997962474823,0.2473924607038498,0.27314552664756775,-0.0018476221011951566,0.1804150491952896,0.3598834276199341,0.3548927307128906,0.32025575637817383,0.2351200431585312,0.34507453441619873,0.1785942018032074,0.27069538831710815,0.25105229020118713,0.24553225934505463
them,0.5243523120880127,0.44189682602882385,0.38927245140075684,0.025712676346302032,0.2657357454299927,0.26915329694747925,0.5916602611541748,0.5151579976081848,0.25951817631721497,0.4788833558559418,0.31993114948272705,0.3947606682777405,0.21942034363746643,0.35435691475868225
into,0.16956904530525208,0.14888085424900055,0.30517688393592834,0.00961404386907816,0.16150538623332977,0.1916283667087555,0.38810545206069946,0.26018935441970825,0.28226932883262634,0.39493247866630554,0.2400122433900833,0.2263432741165161,0.2431449145078659,0.15662476420402527
his,0.44966956973075867,0.3546801507472992,0.4682264029979706,0.047556519508361816,0.3978782892227173,0.2151426523923874,0.3715193271636963,0.22868521511554718,0.11368099600076675,0.4394008219242096,0.13524490594863892,0.7171558737754822,0.27907538414001465,0.18075084686279297
family,0.23428858816623688,0.19502942264080048,0.2874669134616852,-0.053779419511556625,0.42214176058769226,0.14869359135627747,0.21285007894039154,0.18891747295856476,0.11865916848182678,0.2394849956035614,0.19191695749759674,0.26473504304885864,0.1333632916212082,0.15222905576229095
.,0.3541337847709656,0.35288307070732117,0.31788840889930725,-0.003708066651597619,0.27072274684906006,0.20626747608184814,0.4645031690597534,0.32205137610435486,0.2627938687801361,0.5934505462646484,0.10744687169790268,0.38061028718948364,0.21604345738887787,0.4130953550338745
