,what,was,kublai,khan,'s,relation,to,genghis,khan,?
while,0.35511791706085205,0.3253832161426544,0.21775539219379425,0.16199307143688202,0.0011869525769725442,0.19115136563777924,0.43899232149124146,0.17087101936340332,0.16199307143688202,0.21076419949531555
genghis,0.24369274079799652,0.3037589192390442,0.6883882284164429,0.5896923542022705,0.031423866748809814,0.1533009111881256,0.2294713407754898,1.0,0.5896923542022705,0.18813461065292358
khan,0.16476042568683624,0.23483267426490784,0.5925762057304382,1.0,0.05307086929678917,0.1348365843296051,0.18221943080425262,0.5896923542022705,1.0,0.12862591445446014
never,0.42662814259529114,0.3237079679965973,0.24119830131530762,0.11793749779462814,0.06527213007211685,0.2368241846561432,0.386821448802948,0.21176771819591522,0.11793749779462814,0.24137508869171143
conquered,0.2095409482717514,0.3453977108001709,0.44969260692596436,0.2886276841163635,-0.024525096639990807,0.11120165884494781,0.2174634039402008,0.5049505233764648,0.2886276841163635,0.12499574571847916
all,0.41981086134910583,0.23179835081100464,0.18676672875881195,0.17470678687095642,0.03181743621826172,0.2417779415845871,0.42520734667778015,0.198136106133461,0.17470678687095642,0.29575422406196594
of,0.33290785551071167,0.4069072902202606,0.231930211186409,0.17124508321285248,-0.03817026689648628,0.29761821031570435,0.41548454761505127,0.2938849925994873,0.17124508321285248,0.1826142966747284
china,0.13832437992095947,0.20567192137241364,0.4708422124385834,0.3775990903377533,0.023593749850988388,0.19288897514343262,0.1938052773475647,0.41767415404319763,0.3775990903377533,0.18007943034172058
",",0.3087472915649414,0.45456063747406006,0.2569756805896759,0.19700400531291962,-0.0016132977325469255,0.2668071985244751,0.44245919585227966,0.2891939878463745,0.19700400531291962,0.31091248989105225
his,0.26976513862609863,0.4405253231525421,0.3874718248844147,0.26570460200309753,0.047556519508361816,0.19047030806541443,0.3715193271636963,0.3744826912879944,0.26570460200309753,0.18075084686279297
grandson,0.16966131329536438,0.25948330760002136,0.43646734952926636,0.33875492215156555,-0.03196776658296585,0.2164037823677063,0.20269344747066498,0.46543535590171814,0.33875492215156555,0.14955078065395355
kublai,0.24627302587032318,0.3139400780200958,0.9999999403953552,0.5925762057304382,-0.017352506518363953,0.15156535804271698,0.2918815314769745,0.6883882284164429,0.5925762057304382,0.14562560617923737
khan,0.16476042568683624,0.23483267426490784,0.5925762057304382,1.0,0.05307086929678917,0.1348365843296051,0.18221943080425262,0.5896923542022705,1.0,0.12862591445446014
completed,0.19063329696655273,0.3156263828277588,0.24708272516727448,0.1503465473651886,-0.016786985099315643,0.1852843314409256,0.2867361009120941,0.2306615561246872,0.1503465473651886,0.08272653818130493
that,0.6297725439071655,0.33670201897621155,0.2526871860027313,0.14077997207641602,0.04397977516055107,0.342557817697525,0.5436353087425232,0.21352417767047882,0.14077997207641602,0.32716336846351624
conquest,0.21597714722156525,0.26261669397354126,0.4137243926525116,0.30478882789611816,-0.03848736360669136,0.24538247287273407,0.2413468062877655,0.4573224186897278,0.30478882789611816,0.12928934395313263
and,0.31309178471565247,0.3740963041782379,0.25078991055488586,0.22885166108608246,0.06895173341035843,0.3051023781299591,0.48971283435821533,0.26551535725593567,0.22885166108608246,0.20544172823429108
established,0.14869536459445953,0.26515325903892517,0.19660919904708862,0.20076927542686462,-0.05163693428039551,0.214994877576828,0.15850777924060822,0.21725206077098846,0.20076927542686462,0.15917523205280304
the,0.42745697498321533,0.48711544275283813,0.32886171340942383,0.21067845821380615,-0.01540423184633255,0.2734622061252594,0.535392165184021,0.3448939025402069,0.21067845821380615,0.22068053483963013
yuan,0.13503028452396393,0.19482262432575226,0.5195493102073669,0.4321361780166626,0.01965653896331787,0.11758213490247726,0.1499021351337433,0.46819373965263367,0.4321361780166626,0.12871281802654266
dynasty,0.17240095138549805,0.24324211478233337,0.44820716977119446,0.34412047266960144,-0.03789631649851799,0.188121035695076,0.1214921623468399,0.49750640988349915,0.34412047266960144,0.15884074568748474
that,0.6297725439071655,0.33670201897621155,0.2526871860027313,0.14077997207641602,0.04397977516055107,0.342557817697525,0.5436353087425232,0.21352417767047882,0.14077997207641602,0.32716336846351624
is,0.28837618231773376,0.5810302495956421,0.15107055008411407,0.20103248953819275,0.02396530658006668,0.2880297899246216,0.42745086550712585,0.1866190880537033,0.20103248953819275,0.22961433231830597
often,0.3849453330039978,0.2700076997280121,0.17960979044437408,0.14198026061058044,0.05346176400780678,0.2598942816257477,0.4351843297481537,0.16341225802898407,0.14198026061058044,0.23748154938220978
credited,0.120785653591156,0.29115962982177734,0.15413548052310944,0.12931033968925476,0.011975634843111038,0.17589150369167328,0.0971369668841362,0.1403534859418869,0.12931033968925476,0.06334620714187622
with,0.2464839518070221,0.27411898970603943,0.1752355396747589,0.12498863786458969,-0.04624466598033905,0.29346004128456116,0.4239959120750427,0.18149495124816895,0.12498863786458969,0.2433311939239502
re-uniting,0.35530567169189453,0.2227952480316162,0.1708548665046692,0.10897258669137955,0.004449816420674324,0.23854883015155792,0.3410526216030121,0.217265784740448,0.10897258669137955,0.20780031383037567
china,0.13832437992095947,0.20567192137241364,0.4708422124385834,0.3775990903377533,0.023593749850988388,0.19288897514343262,0.1938052773475647,0.41767415404319763,0.3775990903377533,0.18007943034172058
.,0.3567904531955719,0.40146201848983765,0.2311694622039795,0.19819748401641846,-0.003708066651597619,0.23840641975402832,0.4645031690597534,0.25373268127441406,0.19819748401641846,0.4130953550338745
