,why,did,saudi,arabia,try,to,increase,production,",",and,reduce,profits,for,high,cost,producers,?
saudi,0.16815230250358582,0.12426625192165375,0.9999999403953552,0.8742286562919617,0.13459083437919617,0.21921516954898834,0.22266820073127747,0.12305353581905365,0.2657196521759033,0.2913876175880432,0.17136859893798828,0.14070753753185272,0.213758185505867,0.13920657336711884,0.15796075761318207,0.155535489320755,0.1627861112356186
arabia,0.14992214739322662,0.10498837381601334,0.8742286562919617,1.0000001192092896,0.13081087172031403,0.20961588621139526,0.16885942220687866,0.13789761066436768,0.2566268742084503,0.24095208942890167,0.13465726375579834,0.09190520644187927,0.20103362202644348,0.1280374825000763,0.12843981385231018,0.19810868799686432,0.14747555553913116
",",0.2827242314815521,0.3015086054801941,0.2657196521759033,0.2566268742084503,0.27472031116485596,0.44245919585227966,0.20005576312541962,0.24176549911499023,1.0000001192092896,0.6633074283599854,0.15094059705734253,0.14407268166542053,0.4464869201183319,0.27938312292099,0.20970560610294342,0.2837751507759094,0.31091248989105225
trying,0.3805605471134186,0.46333742141723633,0.12304691225290298,0.13671718537807465,0.679943323135376,0.5021223425865173,0.18061043322086334,0.08391094207763672,0.24321463704109192,0.2888859510421753,0.270548939704895,0.2897081971168518,0.2689822316169739,0.12672732770442963,0.18129605054855347,0.14839167892932892,0.3144860565662384
to,0.4100138247013092,0.4452643394470215,0.21921516954898834,0.20961588621139526,0.5391331911087036,1.0,0.3378143310546875,0.2144220918416977,0.44245919585227966,0.48971283435821533,0.35182690620422363,0.3137185275554657,0.4451248347759247,0.28947713971138,0.2525014281272888,0.2612137794494629,0.29463258385658264
recover,0.17266233265399933,0.2790934145450592,0.12756846845149994,0.1306706964969635,0.35922351479530334,0.3433571755886078,0.3298010528087616,0.19848228991031647,0.24869678914546967,0.2781561613082886,0.41828370094299316,0.2807985544204712,0.25090521574020386,0.10831446200609207,0.2528318762779236,0.19269497692584991,0.1497272402048111
market,0.11803413927555084,0.12897977232933044,0.16636471450328827,0.1572081297636032,0.15459249913692474,0.23798635601997375,0.25509482622146606,0.2937910854816437,0.2499394416809082,0.23057621717453003,0.20422452688217163,0.40359988808631897,0.20589932799339294,0.16096679866313934,0.28553450107574463,0.21799656748771667,0.12805593013763428
share,0.2188369184732437,0.25244811177253723,0.21457304060459137,0.17837487161159515,0.24367547035217285,0.27366065979003906,0.26905620098114014,0.1755053848028183,0.29725754261016846,0.28833726048469543,0.21871565282344818,0.3357432782649994,0.24338656663894653,0.11293002218008041,0.271206259727478,0.16650782525539398,0.1754547506570816
",",0.2827242314815521,0.3015086054801941,0.2657196521759033,0.2566268742084503,0.27472031116485596,0.44245919585227966,0.20005576312541962,0.24176549911499023,1.0000001192092896,0.6633074283599854,0.15094059705734253,0.14407268166542053,0.4464869201183319,0.27938312292099,0.20970560610294342,0.2837751507759094,0.31091248989105225
increased,0.1506301611661911,0.20765343308448792,0.18155710399150848,0.13589926064014435,0.19280174374580383,0.2690577805042267,0.8384779691696167,0.27382972836494446,0.20936180651187897,0.2943111062049866,0.5426471829414368,0.38176292181015015,0.2777559161186218,0.3376602530479431,0.325657457113266,0.16605915129184723,0.09587585180997849
production,0.17283546924591064,0.1752309501171112,0.12305353581905365,0.13789761066436768,0.07580352574586868,0.2144220918416977,0.29218894243240356,1.0,0.24176549911499023,0.25569969415664673,0.23051589727401733,0.4151896834373474,0.26936712861061096,0.16877590119838715,0.3029407858848572,0.5374307632446289,0.19318072497844696
