,how,many,khitan,tumens,were,there,?
there,0.3328511416912079,0.4993700683116913,0.21647381782531738,0.2587238550186157,0.4359818994998932,1.0,0.29405656456947327
were,0.2082374095916748,0.4804460406303406,0.23881027102470398,0.28452253341674805,1.0000001192092896,0.4359818994998932,0.17890112102031708
4,-0.09503452479839325,-0.054631516337394714,0.2177441567182541,0.007615776266902685,0.08416327089071274,-0.031357526779174805,0.010515431873500347
han,0.1633017361164093,0.24089652299880981,0.4974193871021271,0.34090757369995117,0.185258150100708,0.1354026198387146,0.17129439115524292
tumens,0.1711575835943222,0.2821034789085388,0.2839905917644501,1.0000001192092896,0.28452253341674805,0.2587238550186157,0.11407921463251114
and,0.33647966384887695,0.5296266674995422,0.23556430637836456,0.29776620864868164,0.42175528407096863,0.4242868423461914,0.20544172823429108
3,0.12271612882614136,0.026462629437446594,0.01621517725288868,-0.00018185534281656146,-0.03975234925746918,-0.07881404459476471,0.005975271109491587
khitan,0.15470613539218903,0.178911492228508,1.0,0.2839905917644501,0.23881027102470398,0.21647381782531738,0.22136270999908447
tumens,0.1711575835943222,0.2821034789085388,0.2839905917644501,1.0000001192092896,0.28452253341674805,0.2587238550186157,0.11407921463251114
",",0.22659391164779663,0.40610817074775696,0.24559904634952545,0.32928577065467834,0.36755475401878357,0.4587128460407257,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.13165518641471863,0.20108762383460999,0.3179011940956116,0.37390366196632385,0.2433311939239502
each,0.4183253347873688,0.35348209738731384,0.12046881020069122,0.22566105425357819,0.23227569460868835,0.36370885372161865,0.21173812448978424
tumen,0.10131923109292984,0.18678119778633118,0.3521793484687805,0.815503716468811,0.2708328068256378,0.23729954659938812,0.09744579344987869
consisting,0.12645268440246582,0.20334763824939728,0.1787971705198288,0.28943556547164917,0.3004372715950012,0.26986634731292725,0.006223649252206087
of,0.2480744868516922,0.37253960967063904,0.2494407296180725,0.3244973421096802,0.34038281440734863,0.44397735595703125,0.1826142966747284
"10,000",-0.08011393249034882,-0.13516037166118622,0.15605396032333374,-0.07402336597442627,-0.13171876966953278,-0.15219958126544952,0.10342991352081299
troops,0.10607875138521194,0.21669772267341614,0.2893088161945343,0.20511525869369507,0.3331645429134369,0.23007352650165558,0.14329779148101807
.,0.3287222981452942,0.3974229395389557,0.2087598592042923,0.26599517464637756,0.3378238379955292,0.43897318840026855,0.4130953550338745
,how,many,khitan,tumens,were,there,?
the,0.33890387415885925,0.4335206151008606,0.28280338644981384,0.32047373056411743,0.3906462490558624,0.47025805711746216,0.22068053483963013
three,0.23807744681835175,0.4501400589942932,0.15213249623775482,0.1966138333082199,0.38429051637649536,0.3531675636768341,0.20928427577018738
khitan,0.15470613539218903,0.178911492228508,1.0,0.2839905917644501,0.23881027102470398,0.21647381782531738,0.22136270999908447
generals,0.17411991953849792,0.27159982919692993,0.31874534487724304,0.15846405923366547,0.3414156436920166,0.17418621480464935,0.16273394227027893
shimobeidier,0.20181751251220703,0.2206406444311142,0.40814724564552307,0.34355083107948303,0.26505762338638306,0.1951608657836914,0.22209225594997406
(,0.1676948219537735,0.1455259770154953,0.21323993802070618,0.254930704832077,0.14743882417678833,0.22351126372814178,0.40561532974243164
石抹孛迭兒,0.09871069341897964,0.17495669424533844,0.12786968052387238,0.15414626896381378,0.14688731729984283,0.23373080790042877,0.12918581068515778
),0.17939934134483337,0.16602720320224762,0.2383548766374588,0.23625682294368744,0.1566188633441925,0.24042794108390808,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.24559904634952545,0.32928577065467834,0.36755475401878357,0.4587128460407257,0.31091248989105225
tabuyir,0.25632280111312866,0.2170233428478241,0.47752994298934937,0.29004693031311035,0.15766432881355286,0.20896002650260925,0.24455752968788147
