,in,what,year,did,developers,billings,&,meyering,acquire,the,alta,vista,tract,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.15732751786708832,0.23156946897506714,0.1358654648065567,0.32897236943244934,0.16787947714328766,0.6662389636039734,0.2098454236984253,0.20975296199321747,0.1937946081161499,0.20430970191955566
1914,0.10786473751068115,0.111264169216156,0.0627179816365242,0.04601496458053589,0.157487154006958,0.111705482006073,-0.001445487141609192,0.13479648530483246,0.06216400861740112,0.04474614933133125,0.10765718668699265,0.07202976197004318,0.19815048575401306,0.14893388748168945
developers,0.15732751786708832,0.24729278683662415,0.19740760326385498,0.24475060403347015,1.0,0.2233768254518509,0.0708988830447197,0.19795046746730804,0.27666163444519043,0.2380460649728775,0.06423690915107727,0.3023499548435211,0.13136278092861176,0.25426343083381653
billings,0.23156946897506714,0.1917642205953598,0.2642545700073242,0.20330531895160675,0.2233768254518509,1.0,0.14625738561153412,0.2476096898317337,0.20155782997608185,0.2178543508052826,0.18534454703330994,0.18384672701358795,0.15009526908397675,0.1839432269334793
&,0.1358654648065567,0.11141876131296158,0.04340685158967972,0.160298690199852,0.0708988830447197,0.14625738561153412,0.9999998807907104,0.2013389766216278,0.12909053266048431,0.14992168545722961,0.20093078911304474,0.18013495206832886,0.09327072650194168,0.12596383690834045
meyering,0.32897236943244934,0.3041171729564667,0.1518508642911911,0.25410178303718567,0.19795046746730804,0.2476096898317337,0.2013389766216278,1.0,0.14443433284759521,0.3445998430252075,0.18552683293819427,0.18982629477977753,0.1847141683101654,0.25049325823783875
acquired,0.20108897984027863,0.15010768175125122,0.18328210711479187,0.13529880344867706,0.23375949263572693,0.22450676560401917,0.09193792939186096,0.13871528208255768,0.8669742345809937,0.22202405333518982,0.056302208453416824,0.20151734352111816,0.2142590880393982,0.09366346150636673
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2380460649728775,0.2178543508052826,0.14992168545722961,0.3445998430252075,0.19284681975841522,1.0,0.21644072234630585,0.19021748006343842,0.2717020511627197,0.22068053483963013
tract,0.1937946081161499,0.23493309319019318,0.19673039019107819,0.06217226758599281,0.13136278092861176,0.15009526908397675,0.09327072650194168,0.1847141683101654,0.234741672873497,0.2717020511627197,0.19173619151115417,0.13086426258087158,0.9999999403953552,0.1459975689649582
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.22541633248329163,0.323849081993103,0.2516871392726898,0.389247864484787,0.19705404341220856,0.4933079481124878,0.27779361605644226,0.25796017050743103,0.22688284516334534,0.31091248989105225
completed,0.2960484027862549,0.19063329696655273,0.2218468338251114,0.2574852406978607,0.208696648478508,0.11587248742580414,0.14144863188266754,0.24145182967185974,0.15843111276626587,0.29278936982154846,0.17730537056922913,0.21119193732738495,0.1389750987291336,0.08272653818130493
street,0.2281111478805542,0.14271703362464905,0.1705731600522995,0.13786788284778595,0.17173145711421967,0.17720772325992584,0.20008790493011475,0.17242760956287384,0.15981030464172363,0.20947860181331635,0.15186773240566254,0.17182444036006927,0.131977379322052,0.07315441966056824
development,0.2550492286682129,0.19014155864715576,0.15921196341514587,0.16852836310863495,0.47210538387298584,0.16453219950199127,0.13972540199756622,0.20460660755634308,0.26194578409194946,0.3362044394016266,0.15224891901016235,0.20965586602687836,0.23973233997821808,0.1211358830332756
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.22541633248329163,0.323849081993103,0.2516871392726898,0.389247864484787,0.19705404341220856,0.4933079481124878,0.27779361605644226,0.25796017050743103,0.22688284516334534,0.31091248989105225
provided,0.19033823907375336,0.2206064909696579,0.1731232851743698,0.2778315246105194,0.2693885564804077,0.15562930703163147,0.16817519068717957,0.18584269285202026,0.2907193899154663,0.304488867521286,0.13220533728599548,0.2378067523241043,0.10558807104825974,0.16893617808818817
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2380460649728775,0.2178543508052826,0.14992168545722961,0.3445998430252075,0.19284681975841522,1.0,0.21644072234630585,0.19021748006343842,0.2717020511627197,0.22068053483963013
