,what,was,the,song,dynasty,'s,capital,?
kublai,0.24627302587032318,0.3139400780200958,0.32886171340942383,0.19827966392040253,0.44820716977119446,-0.017352506518363953,0.2576974332332611,0.14562560617923737
captured,0.1119019091129303,0.31488236784935,0.2944179177284241,0.19575048983097076,0.2581576406955719,0.006844574119895697,0.28188419342041016,0.11851847916841507
the,0.42745697498321533,0.48711544275283813,1.0,0.300855815410614,0.26267939805984497,-0.01540423184633255,0.3049491047859192,0.22068053483963013
song,0.21011823415756226,0.2529676854610443,0.300855815410614,1.0000001192092896,0.24676866829395294,0.10946188867092133,0.13900037109851837,0.20782215893268585
capital,0.17967931926250458,0.21907466650009155,0.3049491047859192,0.13900037109851837,0.26309049129486084,0.01144334115087986,0.9999999403953552,0.0907452180981636
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.18425366282463074,0.285645067691803,-0.03817026689648628,0.30823585391044617,0.1826142966747284
hangzhou,0.10594353079795837,0.24698512256145477,0.2499445676803589,0.21211814880371094,0.43417033553123474,0.016519667580723763,0.36341235041618347,0.151204913854599
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.22749996185302734,0.15246383845806122,-0.037580832839012146,0.3233928978443146,0.20430970191955566
1276,0.06308524310588837,-0.03602522984147072,-0.09633247554302216,-0.04354768618941307,-0.12548010051250458,-0.015265073627233505,-0.14491984248161316,0.11683909595012665
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24119161069393158,0.1976536363363266,-0.0016132977325469255,0.28033894300460815,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.300855815410614,0.26267939805984497,-0.01540423184633255,0.3049491047859192,0.22068053483963013
wealthiest,0.22377167642116547,0.2865244746208191,0.3305174708366394,0.1578800082206726,0.24604052305221558,0.02887716516852379,0.335430771112442,0.15221920609474182
city,0.17493832111358643,0.3188765048980713,0.35769423842430115,0.1763172596693039,0.19854308664798737,0.004406440537422895,0.5637158751487732,0.13423943519592285
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.18425366282463074,0.285645067691803,-0.03817026689648628,0.30823585391044617,0.1826142966747284
china,0.13832437992095947,0.20567192137241364,0.3110525608062744,0.2484961748123169,0.45030730962753296,0.023593749850988388,0.20006442070007324,0.18007943034172058
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2374095469713211,0.20616187155246735,-0.003708066651597619,0.23657599091529846,0.4130953550338745
