,when,did,good,morning,america,begin,airing,?
abc,0.13294127583503723,0.13353709876537323,0.1982276886701584,0.3129312992095947,0.24776576459407806,0.12703588604927063,0.45737579464912415,0.19065172970294952
also,0.5475645065307617,0.39334940910339355,0.3693075478076935,0.2418603152036667,0.2576046884059906,0.18551087379455566,0.21088533103466034,0.21848613023757935
broadcasts,0.2147672474384308,0.1614043265581131,0.1172267273068428,0.297576367855072,0.22176335752010345,0.1503855586051941,0.5285177826881409,0.1364026516675949
the,0.5091903209686279,0.34736719727516174,0.2735973596572876,0.23715223371982574,0.37090015411376953,0.34293439984321594,0.26751524209976196,0.22068053483963013
morning,0.2786853313446045,0.2513515055179596,0.27647507190704346,1.0000001192092896,0.24307334423065186,0.2909480929374695,0.40371623635292053,0.17971698939800262
news,0.21400131285190582,0.18422135710716248,0.2192314863204956,0.36139771342277527,0.1749466061592102,0.13652527332305908,0.3710040748119354,0.1899169683456421
program,0.2301054745912552,0.18915289640426636,0.2133571058511734,0.23087167739868164,0.17477057874202728,0.15393386781215668,0.43568626046180725,0.1440187245607376
good,0.2947733402252197,0.35611584782600403,0.9999999403953552,0.27647507190704346,0.24779494106769562,0.19482733309268951,0.19967280328273773,0.3187684714794159
morning,0.2786853313446045,0.2513515055179596,0.27647507190704346,1.0000001192092896,0.24307334423065186,0.2909480929374695,0.40371623635292053,0.17971698939800262
america,0.21924224495887756,0.2212076634168625,0.24779494106769562,0.24307334423065186,0.9999998807907104,0.14420448243618011,0.2519851326942444,0.19333907961845398
and,0.4716290831565857,0.34479495882987976,0.3426591157913208,0.19828569889068604,0.2647855281829834,0.2599445581436157,0.20396430790424347,0.20544172823429108
has,0.34538573026657104,0.2124989777803421,0.25143709778785706,0.11532570421695709,0.1613205373287201,0.12440475076436996,0.17922624945640564,0.15994466841220856
done,0.24790191650390625,0.36313408613204956,0.42414259910583496,0.1966213881969452,0.18094320595264435,0.2628597021102905,0.22628740966320038,0.36153489351272583
so,0.560259222984314,0.43696269392967224,0.46797487139701843,0.22447951138019562,0.19508714973926544,0.2718336284160614,0.24121007323265076,0.43163934350013733
since,0.42774689197540283,0.27613121271133423,0.19924259185791016,0.16252447664737701,0.18487966060638428,0.21266606450080872,0.28277456760406494,0.2876587212085724
1975,0.2846478223800659,0.1641349047422409,0.23489835858345032,0.2410445660352707,0.12762928009033203,0.1762528419494629,0.21910446882247925,0.19593262672424316
",",0.36674630641937256,0.3015086054801941,0.3217065632343292,0.2763875424861908,0.253568559885025,0.27304404973983765,0.2531873881816864,0.31091248989105225
though,0.45963284373283386,0.4678466022014618,0.3608826994895935,0.1461864411830902,0.2904892861843109,0.1653992384672165,0.27900639176368713,0.3188856542110443
that,0.5860282182693481,0.47518548369407654,0.44230329990386963,0.22818860411643982,0.28841280937194824,0.27644142508506775,0.239456906914711,0.32716336846351624
program,0.2301054745912552,0.18915289640426636,0.2133571058511734,0.23087167739868164,0.17477057874202728,0.15393386781215668,0.43568626046180725,0.1440187245607376
is,0.3471449911594391,0.19247472286224365,0.24055646359920502,0.16341063380241394,0.1998184472322464,0.18119797110557556,0.16016338765621185,0.22961433231830597
not,0.4799930453300476,0.6481515765190125,0.4180275499820709,0.24144801497459412,0.22121162712574005,0.3201296329498291,0.20867305994033813,0.41942933201789856
considered,0.2322070151567459,0.2623664438724518,0.271142840385437,0.17400005459785461,0.2779088020324707,0.14323996007442474,0.15302519500255585,0.19909770786762238
to,0.5423505902290344,0.4452643394470215,0.30719634890556335,0.2066953182220459,0.2636699676513672,0.33302420377731323,0.23053817451000214,0.29463258385658264
be,0.4451393485069275,0.22657383978366852,0.3490540385246277,0.16357150673866272,0.19427980482578278,0.22393666207790375,0.18101929128170013,0.3324260413646698
part,0.35435768961906433,0.23558001220226288,0.1405162811279297,0.16775035858154297,0.2298632264137268,0.24814602732658386,0.16308946907520294,0.08557961881160736
of,0.3757161796092987,0.2513895630836487,0.2696770131587982,0.17272797226905823,0.28803038597106934,0.24830074608325958,0.173755943775177,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2735973596572876,0.23715223371982574,0.37090015411376953,0.34293439984321594,0.26751524209976196,0.22068053483963013
abc,0.13294127583503723,0.13353709876537323,0.1982276886701584,0.3129312992095947,0.24776576459407806,0.12703588604927063,0.45737579464912415,0.19065172970294952
daytime,0.25074732303619385,0.15514829754829407,0.21156105399131775,0.37113043665885925,0.26987290382385254,0.18291901051998138,0.47004908323287964,0.17830818891525269
block,0.25655096769332886,0.17439137399196625,0.25865858793258667,0.24884934723377228,0.06349994242191315,0.1800437867641449,0.3212239146232605,0.27211859822273254
.,0.475719153881073,0.35288307070732117,0.29664117097854614,0.2531995475292206,0.29180291295051575,0.24827922880649567,0.26848000288009644,0.4130953550338745
