,fossils,found,that,were,believed,to,be,ctenophores,were,how,old,?
despite,0.21924017369747162,0.22573569416999817,0.3715449869632721,0.3547813892364502,0.2705073654651642,0.3584847152233124,0.2605054974555969,0.20875760912895203,0.3547813892364502,0.180110901594162,0.14490298926830292,0.14350546896457672
their,0.208581805229187,0.16267240047454834,0.4266771972179413,0.43277356028556824,0.30500349402427673,0.44619059562683105,0.3200586438179016,0.34535476565361023,0.43277356028556824,0.3316696584224701,0.1772722750902176,0.1898253709077835
soft,0.24756060540676117,0.19314168393611908,0.283719927072525,0.20185865461826324,0.15122127532958984,0.2119559645652771,0.25677961111068726,0.2689204216003418,0.20185865461826324,0.18578916788101196,0.16842739284038544,0.20168161392211914
",",0.21695511043071747,0.27385151386260986,0.4137537479400635,0.36755475401878357,0.2386300414800644,0.44245919585227966,0.39254459738731384,0.19362998008728027,0.36755475401878357,0.22659391164779663,0.26524028182029724,0.31091248989105225
gelatinous,0.34085941314697266,0.2719419598579407,0.2851770520210266,0.2801215350627899,0.2386636883020401,0.23706254363059998,0.32319071888923645,0.5155947208404541,0.2801215350627899,0.21972450613975525,0.16112522780895233,0.17941416800022125
bodies,0.3195175230503082,0.31567689776420593,0.30124250054359436,0.350736141204834,0.26752498745918274,0.2779117226600647,0.27507948875427246,0.3575955331325531,0.350736141204834,0.22852851450443268,0.12017733603715897,0.18285469710826874
",",0.21695511043071747,0.27385151386260986,0.4137537479400635,0.36755475401878357,0.2386300414800644,0.44245919585227966,0.39254459738731384,0.19362998008728027,0.36755475401878357,0.22659391164779663,0.26524028182029724,0.31091248989105225
fossils,1.0000001192092896,0.44371047616004944,0.29984185099601746,0.27053937315940857,0.26115038990974426,0.22865045070648193,0.2112617939710617,0.5183635354042053,0.27053937315940857,0.17792661488056183,0.23615768551826477,0.1504307985305786
thought,0.25450655817985535,0.372762531042099,0.520185112953186,0.40236467123031616,0.704717218875885,0.3858291208744049,0.40278932452201843,0.28449246287345886,0.40236467123031616,0.3918285071849823,0.19570520520210266,0.2600135803222656
to,0.22865045070648193,0.25225648283958435,0.5436353087425232,0.31913647055625916,0.35322412848472595,1.0,0.4972836375236511,0.2038351595401764,0.31913647055625916,0.44169697165489197,0.2412436157464981,0.29463258385658264
represent,0.23489755392074585,0.2021806240081787,0.31693750619888306,0.26450902223587036,0.26631951332092285,0.2675820589065552,0.3413621783256531,0.26890915632247925,0.26450902223587036,0.2381424456834793,0.1871633380651474,0.1972627341747284
ctenophores,0.5183635354042053,0.32198694348335266,0.3005664348602295,0.1838040053844452,0.26059433817863464,0.2038351595401764,0.23367419838905334,1.0,0.1838040053844452,0.2594645917415619,0.1391923427581787,0.2054179310798645
