,who,did,wesley,appoint,as,bishop,in,1784,?
in,0.2792111933231354,0.2593238651752472,0.14970102906227112,0.22970159351825714,0.3887844979763031,0.23243731260299683,1.0,0.2011609822511673,0.20430970191955566
1784,0.0518018938601017,0.017181625589728355,0.06391192227602005,0.19365403056144714,0.11256851255893707,0.2123478204011917,0.2011609822511673,0.9999998807907104,0.12145309150218964
",",0.3365725874900818,0.3015086054801941,0.262672483921051,0.25567105412483215,0.48816442489624023,0.2074185311794281,0.5201468467712402,0.1850622594356537,0.31091248989105225
after,0.32549580931663513,0.30330467224121094,0.18472549319267273,0.28185614943504333,0.3014480769634247,0.13688251376152039,0.44050168991088867,0.13959769904613495,0.16608688235282898
unsuccessful,0.19951635599136353,0.3554496169090271,0.1489258110523224,0.2917099893093109,0.28606343269348145,0.1180342435836792,0.1899634599685669,0.11822742223739624,0.14997178316116333
attempts,0.2931591868400574,0.27608612179756165,0.18558278679847717,0.22314977645874023,0.20818445086479187,0.12816831469535828,0.17033050954341888,0.040048498660326004,0.09428907185792923
to,0.42656609416007996,0.4452643394470215,0.18164515495300293,0.3012806177139282,0.42092081904411316,0.15059466660022736,0.45010748505592346,0.09324829280376434,0.29463258385658264
have,0.39246654510498047,0.3783526122570038,0.1491336077451706,0.13007226586341858,0.37788212299346924,0.1095312312245369,0.36843645572662354,0.17313678562641144,0.32991164922714233
the,0.3733934462070465,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.48381632566452026,0.2112889289855957,0.6662389636039734,0.21695038676261902,0.22068053483963013
church,0.19418756663799286,0.16781097650527954,0.30849578976631165,0.18890869617462158,0.211966410279274,0.4350535571575165,0.2493300437927246,0.18120720982551575,0.18081501126289368
of,0.2827862501144409,0.2513895630836487,0.18802838027477264,0.3188447058200836,0.3886612355709076,0.22951185703277588,0.5696388483047485,0.2020951360464096,0.1826142966747284
england,0.23733465373516083,0.22023706138134003,0.2779354751110077,0.23017439246177673,0.20793095231056213,0.24418099224567413,0.33311840891838074,0.12151992321014404,0.13436897099018097
send,0.26921573281288147,0.28536826372146606,0.04917960241436958,0.22636279463768005,0.21457357704639435,0.03215371072292328,0.18412359058856964,0.04139461740851402,0.1784207671880722
a,0.36608949303627014,0.2552328109741211,0.21911776065826416,0.198948934674263,0.39550232887268066,0.1672227680683136,0.539380669593811,0.16633230447769165,0.23916715383529663
bishop,0.19501325488090515,0.11703123897314072,0.24645738303661346,0.30055785179138184,0.18269361555576324,0.9999998807907104,0.23243731260299683,0.2123478204011917,0.19730713963508606
to,0.42656609416007996,0.4452643394470215,0.18164515495300293,0.3012806177139282,0.42092081904411316,0.15059466660022736,0.45010748505592346,0.09324829280376434,0.29463258385658264
start,0.19137756526470184,0.27419590950012207,0.16160407662391663,0.21918155252933502,0.26252481341362,0.10021845251321793,0.29979339241981506,0.1157061830163002,0.26634979248046875
a,0.36608949303627014,0.2552328109741211,0.21911776065826416,0.198948934674263,0.39550232887268066,0.1672227680683136,0.539380669593811,0.16633230447769165,0.23916715383529663
new,0.2378052920103073,0.227974995970726,0.19570095837116241,0.19601257145404816,0.24585270881652832,0.1254771500825882,0.3758552670478821,0.05775050073862076,0.14782847464084625
church,0.19418756663799286,0.16781097650527954,0.30849578976631165,0.18890869617462158,0.211966410279274,0.4350535571575165,0.2493300437927246,0.18120720982551575,0.18081501126289368
in,0.2792111933231354,0.2593238651752472,0.14970102906227112,0.22970159351825714,0.3887844979763031,0.23243731260299683,1.0,0.2011609822511673,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.48381632566452026,0.2112889289855957,0.6662389636039734,0.21695038676261902,0.22068053483963013
colonies,0.20463168621063232,0.23126882314682007,0.08887667953968048,0.19554246962070465,0.20195318758487701,0.19660313427448273,0.28602269291877747,0.13820011913776398,0.07886616140604019
",",0.3365725874900818,0.3015086054801941,0.262672483921051,0.25567105412483215,0.48816442489624023,0.2074185311794281,0.5201468467712402,0.1850622594356537,0.31091248989105225
wesley,0.2321225255727768,0.13146962225437164,0.9999999403953552,0.13331913948059082,0.1965806782245636,0.24645738303661346,0.14970102906227112,0.06391192227602005,0.1662333607673645
decisively,0.2733030915260315,0.17651256918907166,0.16023260354995728,0.2945352792739868,0.24307607114315033,0.19538617134094238,0.28862351179122925,0.15384918451309204,0.1723511964082718
appointed,0.3215055465698242,0.2657434642314911,0.13323748111724854,0.838501513004303,0.2932926416397095,0.261190265417099,0.23088723421096802,0.237995907664299,0.13895352184772491
fellow,0.39138224720954895,0.21717137098312378,0.1887291520833969,0.3172016739845276,0.20951266586780548,0.16835981607437134,0.1358116716146469,0.05531041696667671,0.13782136142253876
priest,0.29762959480285645,0.20535904169082642,0.21855580806732178,0.2798694372177124,0.11525032669305801,0.46649205684661865,0.21265044808387756,0.20312422513961792,0.1474698781967163
thomas,0.26103657484054565,0.20728807151317596,0.3525221645832062,0.21740593016147614,0.19479404389858246,0.23333074152469635,0.21133768558502197,0.09385865926742554,0.16133050620555878
coke,0.20138826966285706,0.19124585390090942,0.2680809795856476,0.16499999165534973,0.27501165866851807,0.1747315675020218,0.16945882141590118,0.059296440333127975,0.10363783687353134
as,0.3923053741455078,0.3596470057964325,0.1965806782245636,0.2634997069835663,1.0,0.18269361555576324,0.3887844979763031,0.11256851255893707,0.27043893933296204
superintendent,0.257494181394577,0.2038733810186386,0.3099757134914398,0.40295839309692383,0.27978023886680603,0.2651803195476532,0.2964814007282257,0.12153170257806778,0.08918596059083939
(,0.2443375140428543,0.18979617953300476,0.16583433747291565,0.20271748304367065,0.32029855251312256,0.1566440612077713,0.3087427020072937,0.22444351017475128,0.40561532974243164
bishop,0.19501325488090515,0.11703123897314072,0.24645738303661346,0.30055785179138184,0.18269361555576324,0.9999998807907104,0.23243731260299683,0.2123478204011917,0.19730713963508606
),0.2457384318113327,0.18584993481636047,0.1798892766237259,0.21126706898212433,0.32161882519721985,0.16601872444152832,0.3326910734176636,0.23508882522583008,0.42300865054130554
to,0.42656609416007996,0.4452643394470215,0.18164515495300293,0.3012806177139282,0.42092081904411316,0.15059466660022736,0.45010748505592346,0.09324829280376434,0.29463258385658264
organize,0.27833640575408936,0.2797717750072479,0.06915859133005142,0.30804452300071716,0.17964690923690796,0.07666035741567612,0.3008374273777008,0.07339000701904297,0.17601895332336426
a,0.36608949303627014,0.2552328109741211,0.21911776065826416,0.198948934674263,0.39550232887268066,0.1672227680683136,0.539380669593811,0.16633230447769165,0.23916715383529663
separate,0.17296724021434784,0.2542422115802765,0.0586983785033226,0.15096648037433624,0.28611117601394653,0.0750415176153183,0.3099668025970459,0.1458597332239151,0.16835719347000122
methodist,0.21443013846874237,0.21641705930233002,0.4355824887752533,0.17890775203704834,0.22391098737716675,0.338321715593338,0.24702993035316467,0.1151311844587326,0.1436992734670639
society,0.2507454752922058,0.18197309970855713,0.144398495554924,0.24916335940361023,0.18661245703697205,0.07825040072202682,0.21229879558086395,0.08077803254127502,0.1373005360364914
.,0.3541337847709656,0.35288307070732117,0.20399101078510284,0.24049615859985352,0.515582263469696,0.20523421466350555,0.5591574311256409,0.22031281888484955,0.4130953550338745
