,what,did,tesla,'s,father,promise,him,while,he,were,bedridden,?
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.06449045985937119,0.08892767131328583,0.12930828332901,0.14682093262672424,0.15711884200572968,0.12373391538858414,0.1222306564450264,0.24443134665489197,0.10250775516033173
's,0.02692362666130066,0.05069678649306297,0.06449045985937119,0.9999999403953552,0.029256420210003853,0.03536834195256233,0.004161491058766842,0.0011869525769725442,0.024063590914011,0.007088581565767527,0.0595686100423336,-0.023395681753754616
father,0.21527598798274994,0.3227277100086212,0.08892767131328583,0.029256420210003853,1.0,0.3015742897987366,0.47097480297088623,0.2446047067642212,0.4997532367706299,0.20441938936710358,0.2883903980255127,0.14826634526252747
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.26103663444519043,0.31121695041656494,0.38232675194740295,0.40251094102859497,0.36755475401878357,0.3832813501358032,0.31091248989105225
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,-0.037580832839012146,0.25954100489616394,0.23080644011497498,0.2284061461687088,0.3399278521537781,0.41690486669540405,0.3815755248069763,0.3293919563293457,0.20430970191955566
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.04866964742541313,0.22525158524513245,0.3287734091281891,0.32137390971183777,0.3733035624027252,0.4393508732318878,0.17203083634376526,0.37782207131385803,0.23916715383529663
moment,0.36927977204322815,0.2595173716545105,0.2545836865901947,0.0018329198937863111,0.15222345292568207,0.29530251026153564,0.300336629152298,0.40672561526298523,0.30468684434890747,0.1577875316143036,0.2619229853153229,0.2632211744785309
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,-0.03817026689648628,0.22142449021339417,0.19621525704860687,0.2764812409877777,0.3366928696632385,0.38706058263778687,0.34038281440734863,0.28420937061309814,0.1826142966747284
despair,0.2966436445713043,0.1872256100177765,0.1158948466181755,0.010456306859850883,0.2891182005405426,0.3775607645511627,0.404715895652771,0.2889673113822937,0.28203490376472473,0.1269555687904358,0.42632874846458435,0.20458349585533142
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.26103663444519043,0.31121695041656494,0.38232675194740295,0.40251094102859497,0.36755475401878357,0.3832813501358032,0.31091248989105225
promised,0.24721461534500122,0.4575365483760834,0.06667099893093109,0.006659887731075287,0.32126161456108093,0.7902084589004517,0.5127366185188293,0.2763170003890991,0.39849796891212463,0.2670386731624603,0.3101930618286133,0.22630755603313446
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.37925463914871216,0.4702378511428833,0.43899232149124146,0.385390967130661,0.31913647055625916,0.3006880283355713,0.29463258385658264
send,0.28887391090393066,0.28536826372146606,0.11657148599624634,0.07027942687273026,0.14608126878738403,0.26003336906433105,0.26245301961898804,0.1722332239151001,0.16456864774227142,0.2368604689836502,0.20439091324806213,0.1784207671880722
him,0.34912991523742676,0.4290095865726471,0.14682093262672424,0.004161491058766842,0.47097480297088623,0.4728321135044098,1.0,0.38869157433509827,0.6241704225540161,0.289580374956131,0.34725114703178406,0.23943768441677094
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.37925463914871216,0.4702378511428833,0.43899232149124146,0.385390967130661,0.31913647055625916,0.3006880283355713,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.24010279774665833,0.2980596125125885,0.39213326573371887,0.39804592728614807,0.4571082592010498,0.3906462490558624,0.33332887291908264,0.22068053483963013
best,0.3036847710609436,0.25550925731658936,0.08007288724184036,0.06545830518007278,0.15764084458351135,0.2862130403518677,0.2221602350473404,0.154826357960701,0.29515305161476135,0.19428926706314087,0.22313572466373444,0.2799045741558075
engineering,0.1897483468055725,0.14655107259750366,0.31800028681755066,0.022579053416848183,0.1842334270477295,0.11302416026592255,0.08044766634702682,0.20566405355930328,0.18994903564453125,0.18269868195056915,0.19482500851154327,0.16555240750312805
school,0.18774057924747467,0.19696208834648132,0.16295383870601654,-0.017113132402300835,0.32179898023605347,0.18395300209522247,0.2144516259431839,0.21811918914318085,0.3274155557155609,0.16513954102993011,0.22982797026634216,0.15091250836849213
if,0.5277165174484253,0.3197491765022278,0.21493224799633026,-0.0015437148977071047,0.1279524564743042,0.3645705282688141,0.30997923016548157,0.3683571517467499,0.2152462750673294,0.1688997447490692,0.3747376799583435,0.4441644251346588
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.024063590914011,0.4997532367706299,0.390442430973053,0.6241704225540161,0.3526706397533417,1.0000001192092896,0.31267037987709045,0.3102736473083496,0.2089974731206894
recovered,0.1780729442834854,0.2646656334400177,0.06951883435249329,-0.014260370284318924,0.22619770467281342,0.20963169634342194,0.23153316974639893,0.30355745553970337,0.2577524781227112,0.3076772391796112,0.38025301694869995,0.08912046253681183
from,0.2737620174884796,0.20248863101005554,0.10324860364198685,-0.01936490088701248,0.19987469911575317,0.1955469250679016,0.2413332462310791,0.35008183121681213,0.3314535319805145,0.29991888999938965,0.29205673933029175,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.24010279774665833,0.2980596125125885,0.39213326573371887,0.39804592728614807,0.4571082592010498,0.3906462490558624,0.33332887291908264,0.22068053483963013
illness,0.16011852025985718,0.1755789816379547,0.07226704061031342,0.014191416092216969,0.27129894495010376,0.11766690760850906,0.23186151683330536,0.15968932211399078,0.3489187955856323,0.13858342170715332,0.32397106289863586,0.13208319246768951
(,0.2411840260028839,0.18979617953300476,0.2156914919614792,0.0012731997994706035,0.18266165256500244,0.17386485636234283,0.1509418487548828,0.1894548386335373,0.21137313544750214,0.14743882417678833,0.26623573899269104,0.40561532974243164
his,0.26976513862609863,0.3546801507472992,0.1580733060836792,0.047556519508361816,0.5241755247116089,0.35698938369750977,0.6629161238670349,0.39785656332969666,0.7171558737754822,0.3142043352127075,0.3308428227901459,0.18075084686279297
father,0.21527598798274994,0.3227277100086212,0.08892767131328583,0.029256420210003853,1.0,0.3015742897987366,0.47097480297088623,0.2446047067642212,0.4997532367706299,0.20441938936710358,0.2883903980255127,0.14826634526252747
had,0.23849567770957947,0.540525496006012,0.12050733715295792,-0.004401352722197771,0.27924787998199463,0.2979203164577484,0.3950670063495636,0.3406333029270172,0.43657350540161133,0.6150832772254944,0.28726932406425476,0.20728366076946259
originally,0.2645323872566223,0.23196664452552795,0.2128673940896988,0.06449723243713379,0.21335498988628387,0.14544302225112915,0.21570409834384918,0.23913542926311493,0.2312382012605667,0.43476220965385437,0.23930861055850983,0.07821967452764511
wanted,0.3579951524734497,0.6432620882987976,0.09922599792480469,0.08869169652462006,0.31808921694755554,0.3861503303050995,0.39679911732673645,0.24225446581840515,0.360289067029953,0.39811673760414124,0.24248449504375458,0.24342651665210724
him,0.34912991523742676,0.4290095865726471,0.14682093262672424,0.004161491058766842,0.47097480297088623,0.4728321135044098,1.0,0.38869157433509827,0.6241704225540161,0.289580374956131,0.34725114703178406,0.23943768441677094
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.37925463914871216,0.4702378511428833,0.43899232149124146,0.385390967130661,0.31913647055625916,0.3006880283355713,0.29463258385658264
enter,0.2278345823287964,0.22387851774692535,0.07289578765630722,0.11314679682254791,0.1411346048116684,0.2555505037307739,0.22621943056583405,0.22616082429885864,0.1980619579553604,0.16291286051273346,0.29665738344192505,0.11047764122486115
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.24010279774665833,0.2980596125125885,0.39213326573371887,0.39804592728614807,0.4571082592010498,0.3906462490558624,0.33332887291908264,0.22068053483963013
priesthood,0.22431568801403046,0.2368517965078354,0.19151723384857178,-0.01813528686761856,0.2983762323856354,0.3016403317451477,0.2867506742477417,0.21945658326148987,0.2779697775840759,0.2942003607749939,0.30961716175079346,0.17457331717014313
),0.26259949803352356,0.18584993481636047,0.22692398726940155,0.021107977256178856,0.19002266228199005,0.19170954823493958,0.1530005782842636,0.21189406514167786,0.24215729534626007,0.1566188633441925,0.28732866048812866,0.42300865054130554
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,-0.003708066651597619,0.2509099841117859,0.25474175810813904,0.30228540301322937,0.38690751791000366,0.38061028718948364,0.3378238379955292,0.3737426996231079,0.4130953550338745
