,according,to,the,text,",",how,much,money,did,the,host,committee,raise,?
the,0.3202974498271942,0.535392165184021,1.0,0.23968088626861572,0.4933079481124878,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.34736719727516174,1.0,0.26909032464027405,0.24322165548801422,0.2657596468925476,0.22068053483963013
host,0.12333639711141586,0.18300798535346985,0.26909032464027405,0.11789228022098541,0.26840344071388245,0.15428608655929565,0.07799112051725388,0.14202766120433807,0.08573058992624283,0.26909032464027405,1.0000001192092896,0.15074416995048523,0.14990977942943573,0.1021634042263031
committee,0.14960674941539764,0.24979650974273682,0.24322165548801422,0.06030508875846863,0.20982497930526733,0.14701566100120544,0.08676882088184357,0.20520848035812378,0.19008150696754456,0.24322165548801422,0.15074416995048523,1.0,0.15757398307323456,0.12144632637500763
has,0.2567046284675598,0.3619994819164276,0.4177538752555847,0.07387006282806396,0.3734780251979828,0.26820555329322815,0.31650421023368835,0.19487136602401733,0.2124989777803421,0.4177538752555847,0.20938843488693237,0.17535506188869476,0.24194708466529846,0.15994466841220856
already,0.19243693351745605,0.3676825761795044,0.34582915902137756,0.17962230741977692,0.3188292980194092,0.3991519510746002,0.3883720338344574,0.18460872769355774,0.3281528055667877,0.34582915902137756,0.1189398467540741,0.2377852201461792,0.21714983880519867,0.3477933406829834
raised,0.18103963136672974,0.18795548379421234,0.2089216411113739,0.05308961123228073,0.33604082465171814,0.08697471022605896,0.1935967355966568,0.2289493829011917,0.199112206697464,0.2089216411113739,0.16368018090724945,0.09630504995584488,0.6096807718276978,0.1332261711359024
over,0.2289259284734726,0.38635820150375366,0.39856547117233276,0.11534271389245987,0.3301127254962921,0.31446483731269836,0.3711091876029968,0.1928548663854599,0.2535076439380646,0.39856547117233276,0.16715843975543976,0.167977973818779,0.26289987564086914,0.25742942094802856
$,0.1822744905948639,0.22282108664512634,0.23367542028427124,0.14362195134162903,0.21166811883449554,0.18718640506267548,0.205519899725914,0.49513715505599976,0.23203131556510925,0.23367542028427124,0.09766002744436264,0.11469446867704391,0.2592424154281616,0.2786129117012024
40,-0.020036358386278152,-0.027606580406427383,-0.09923846274614334,-0.05643603578209877,0.019106578081846237,0.03806556016206741,-0.001597423804923892,-0.08132423460483551,-0.001324606011621654,-0.09923846274614334,-0.04970922693610191,-0.017476335167884827,-0.014666566625237465,0.010195288807153702
million,0.24210910499095917,0.22033339738845825,0.277012437582016,0.11573079228401184,0.24451690912246704,0.21114659309387207,0.2792966067790985,0.30804139375686646,0.1815238744020462,0.277012437582016,0.17941874265670776,0.1044168695807457,0.19688577950000763,0.23092924058437347
through,0.19898328185081482,0.4062686562538147,0.44071322679519653,0.12194760143756866,0.3060276508331299,0.2704794108867645,0.2705850303173065,0.1561250537633896,0.14190755784511566,0.44071322679519653,0.15113236010074615,0.16984257102012634,0.09126639366149902,0.16913433372974396
sponsors,0.10517793148756027,0.21741999685764313,0.24524325132369995,0.13894638419151306,0.17827445268630981,0.09201506525278091,0.18569138646125793,0.3713279366493225,0.2355150729417801,0.24524325132369995,0.2382320612668991,0.25502586364746094,0.18338118493556976,0.11456003785133362
