,what,was,frensh,military,presence,at,start,of,war,?
at,0.2838611304759979,0.36707764863967896,0.19943810999393463,0.17305372655391693,0.10484021157026291,1.0,0.3116826117038727,0.42558613419532776,0.23910050094127655,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,0.26838603615760803,0.2290858030319214,0.34114351868629456,0.457212895154953,0.3656389117240906,0.733189046382904,0.366199791431427,0.22068053483963013
start,0.3207288086414337,0.20079405605793,0.18878939747810364,0.12376287579536438,0.1431134045124054,0.3116826117038727,0.9999999403953552,0.23166994750499725,0.22081641852855682,0.26634979248046875
of,0.33290785551071167,0.4069072902202606,0.2069631665945053,0.27347031235694885,0.2917717397212982,0.42558613419532776,0.23166994750499725,1.0,0.31680163741111755,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.26838603615760803,0.2290858030319214,0.34114351868629456,0.457212895154953,0.3656389117240906,0.733189046382904,0.366199791431427,0.22068053483963013
war,0.22516006231307983,0.3560331463813782,0.18497590720653534,0.46499648690223694,0.18757812678813934,0.23910050094127655,0.22081641852855682,0.31680163741111755,1.0000001192092896,0.15510529279708862
",",0.3087472915649414,0.45456063747406006,0.3539089560508728,0.2611614465713501,0.21457527577877045,0.38314947485923767,0.2934366464614868,0.4946078956127167,0.2671184241771698,0.31091248989105225
no,0.339326947927475,0.19955526292324066,0.1331191062927246,0.12474627047777176,0.19093577563762665,0.203653946518898,0.22338111698627472,0.24809792637825012,0.15743450820446014,0.32165053486824036
french,0.17393042147159576,0.2523815333843231,0.5177638530731201,0.23023447394371033,0.11091030389070511,0.17825756967067719,0.15454748272895813,0.19450366497039795,0.2536753714084625,0.1386883556842804
regular,0.224887877702713,0.15137939155101776,0.15506233274936676,0.14852802455425262,0.2508404552936554,0.25247499346733093,0.29863178730010986,0.22916868329048157,0.15607576072216034,0.18334713578224182
army,0.1698741316795349,0.30177709460258484,0.14242886006832123,0.5838516354560852,0.17387136816978455,0.21762855350971222,0.20723402500152588,0.2669098675251007,0.5000815987586975,0.180583193898201
troops,0.18311697244644165,0.2910937964916229,0.12922726571559906,0.41364583373069763,0.26645952463150024,0.23513081669807434,0.2405003160238266,0.23602326214313507,0.4551744759082794,0.14329779148101807
were,0.22298263013362885,0.590133786201477,0.23248004913330078,0.21322216093540192,0.2110743224620819,0.2947486639022827,0.25605452060699463,0.34038281440734863,0.3151806890964508,0.17890112102031708
stationed,0.14587260782718658,0.28208982944488525,0.0994371622800827,0.3487533628940582,0.24283933639526367,0.25872910022735596,0.12051854282617569,0.2459419071674347,0.3304887115955353,0.09061841666698456
in,0.30808621644973755,0.45514053106307983,0.2464022934436798,0.2402431070804596,0.24880747497081757,0.4374977946281433,0.29979339241981506,0.5696388483047485,0.29904094338417053,0.20430970191955566
north,0.18673177063465118,0.29020047187805176,0.16067123413085938,0.1860160529613495,0.09014449268579483,0.2535056173801422,0.18893708288669586,0.3604778051376343,0.2980347275733948,0.11829731613397598
america,0.2517423629760742,0.2850865423679352,0.2238558530807495,0.16090981662273407,0.15569894015789032,0.1539384126663208,0.19595599174499512,0.28803038597106934,0.23212303221225739,0.19333907961845398
",",0.3087472915649414,0.45456063747406006,0.3539089560508728,0.2611614465713501,0.21457527577877045,0.38314947485923767,0.2934366464614868,0.4946078956127167,0.2671184241771698,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.36180931329727173,0.2530125379562378,0.284408837556839,0.3571503460407257,0.2890162169933319,0.5116966962814331,0.29695844650268555,0.20544172823429108
few,0.2780759632587433,0.21633684635162354,0.11791683733463287,0.1869751214981079,0.20572084188461304,0.24135999381542206,0.26297760009765625,0.2682102620601654,0.19318817555904388,0.2334265559911728
british,0.19255435466766357,0.31934812664985657,0.3863711953163147,0.25965484976768494,0.128088116645813,0.21751968562602997,0.1395164579153061,0.23701532185077667,0.3060368299484253,0.09711728990077972
troops,0.18311697244644165,0.2910937964916229,0.12922726571559906,0.41364583373069763,0.26645952463150024,0.23513081669807434,0.2405003160238266,0.23602326214313507,0.4551744759082794,0.14329779148101807
.,0.3567904531955719,0.40146201848983765,0.3266463279724121,0.21794499456882477,0.19082973897457123,0.4549728035926819,0.3501981496810913,0.5352458953857422,0.3000848889350891,0.4130953550338745
