,how,is,packet,switching,characterized
in,0.2601168751716614,0.5394441485404968,0.1529032289981842,0.2414494752883911,0.2862750291824341
cases,0.28203916549682617,0.2989884912967682,0.2885887920856476,0.2874869406223297,0.25263988971710205
of,0.2480744868516922,0.4854315221309662,0.15059038996696472,0.17750859260559082,0.30984818935394287
billable,0.2690829336643219,0.36022433638572693,0.33241429924964905,0.25677812099456787,0.3207811713218689
services,0.18439824879169464,0.2128378003835678,0.2651025354862213,0.2707839906215668,0.13446541130542755
",",0.22659391164779663,0.4691906273365021,0.12501740455627441,0.2805156409740448,0.23185861110687256
such,0.307365357875824,0.23545363545417786,0.1767272800207138,0.28567251563072205,0.27962756156921387
as,0.33782753348350525,0.43216490745544434,0.15288670361042023,0.23897112905979156,0.2511933445930481
cellular,0.1891929656267166,0.1777307391166687,0.32302775979042053,0.32236024737358093,0.2387421876192093
communication,0.2830936014652252,0.23138649761676788,0.3157258927822113,0.39121273159980774,0.19233182072639465
services,0.18439824879169464,0.2128378003835678,0.2651025354862213,0.2707839906215668,0.13446541130542755
",",0.22659391164779663,0.4691906273365021,0.12501740455627441,0.2805156409740448,0.23185861110687256
circuit,0.1709904968738556,0.22126400470733643,0.19544361531734467,0.2617068588733673,0.08606742322444916
switching,0.2660996913909912,0.22204309701919556,0.3031770586967468,1.0000001192092896,0.14811260998249054
is,0.22544461488723755,1.0,0.21452254056930542,0.22204309701919556,0.26732131838798523
characterized,0.2013530731201172,0.26732131838798523,0.12053918093442917,0.14811260998249054,1.0000001192092896
by,0.34370526671409607,0.3899846076965332,0.13513877987861633,0.18029257655143738,0.27178359031677246
a,0.29312583804130554,0.658733606338501,0.2726188004016876,0.31424853205680847,0.3205097019672394
fee,0.15070253610610962,0.15024368464946747,0.32350578904151917,0.22688347101211548,0.08064436167478561
per,0.2243444174528122,0.22395510971546173,0.17247462272644043,0.11958911269903183,0.11995238810777664
unit,0.20661352574825287,0.1913307011127472,0.20690810680389404,0.22208979725837708,0.1632460206747055
of,0.2480744868516922,0.4854315221309662,0.15059038996696472,0.17750859260559082,0.30984818935394287
connection,0.2345801591873169,0.2946256697177887,0.31168311834335327,0.3773258626461029,0.20462313294410706
time,0.35346719622612,0.25187405943870544,0.18705998361110687,0.3769702911376953,0.15931415557861328
",",0.22659391164779663,0.4691906273365021,0.12501740455627441,0.2805156409740448,0.23185861110687256
even,0.40660160779953003,0.28202980756759644,0.2586463987827301,0.28412216901779175,0.2678130865097046
when,0.4767928421497345,0.3471449911594391,0.25517770648002625,0.32215452194213867,0.2744046151638031
no,0.2603875398635864,0.19581134617328644,0.12407229095697403,0.22931106388568878,0.1408253014087677
data,0.2773200571537018,0.14289230108261108,0.35463568568229675,0.2593165934085846,0.12349788099527359
is,0.22544461488723755,1.0,0.21452254056930542,0.22204309701919556,0.26732131838798523
transferred,0.14769014716148376,0.22065040469169617,0.22991828620433807,0.3528884947299957,0.16627147793769836
",",0.22659391164779663,0.4691906273365021,0.12501740455627441,0.2805156409740448,0.23185861110687256
while,0.2918691337108612,0.2713196575641632,0.2554823160171509,0.33166271448135376,0.17603375017642975
packet,0.3023706376552582,0.21452254056930542,1.0000001192092896,0.3031770586967468,0.12053918093442917
switching,0.2660996913909912,0.22204309701919556,0.3031770586967468,1.0000001192092896,0.14811260998249054
may,0.22490409016609192,0.322792649269104,0.14532393217086792,0.24704423546791077,0.12907400727272034
be,0.4158933162689209,0.4819129705429077,0.2636879086494446,0.3123091161251068,0.226997971534729
characterized,0.2013530731201172,0.26732131838798523,0.12053918093442917,0.14811260998249054,1.0000001192092896
by,0.34370526671409607,0.3899846076965332,0.13513877987861633,0.18029257655143738,0.27178359031677246
a,0.29312583804130554,0.658733606338501,0.2726188004016876,0.31424853205680847,0.3205097019672394
fee,0.15070253610610962,0.15024368464946747,0.32350578904151917,0.22688347101211548,0.08064436167478561
per,0.2243444174528122,0.22395510971546173,0.17247462272644043,0.11958911269903183,0.11995238810777664
unit,0.20661352574825287,0.1913307011127472,0.20690810680389404,0.22208979725837708,0.1632460206747055
of,0.2480744868516922,0.4854315221309662,0.15059038996696472,0.17750859260559082,0.30984818935394287
information,0.3293761610984802,0.2520555853843689,0.33543625473976135,0.26739585399627686,0.1156284287571907
transmitted,0.2621242105960846,0.21750763058662415,0.3407934010028839,0.39341357350349426,0.2937849164009094
",",0.22659391164779663,0.4691906273365021,0.12501740455627441,0.2805156409740448,0.23185861110687256
such,0.307365357875824,0.23545363545417786,0.1767272800207138,0.28567251563072205,0.27962756156921387
as,0.33782753348350525,0.43216490745544434,0.15288670361042023,0.23897112905979156,0.2511933445930481
characters,0.22142432630062103,0.21555288136005402,0.15619663894176483,0.19913926720619202,0.40851715207099915
",",0.22659391164779663,0.4691906273365021,0.12501740455627441,0.2805156409740448,0.23185861110687256
packets,0.32003575563430786,0.19614604115486145,0.8348818421363831,0.3178642988204956,0.13156086206436157
",",0.22659391164779663,0.4691906273365021,0.12501740455627441,0.2805156409740448,0.23185861110687256
or,0.3378981947898865,0.41870999336242676,0.3371835947036743,0.30771923065185547,0.28754836320877075
messages,0.2891574800014496,0.15187354385852814,0.3402516543865204,0.30600693821907043,0.07197831571102142
.,0.3287222981452942,0.4569662809371948,0.1900589019060135,0.31317952275276184,0.20198658108711243
