,in,which,case,were,french,vigilantes,sabotaging,shipments,of,spanish,strawberries,?
for,0.4322226941585541,0.44095608592033386,0.30355575680732727,0.33592689037323,0.17280760407447815,0.24343673884868622,0.3003873825073242,0.33597519993782043,0.4185989499092102,0.1749371886253357,0.22064946591854095,0.264628142118454
instance,0.23631897568702698,0.45323771238327026,0.4653075635433197,0.17485584318637848,0.18518485128879547,0.11496219784021378,0.2460698038339615,0.23912779986858368,0.3011147379875183,0.17315956950187683,0.2981763184070587,0.30205854773521423
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.36755475401878357,0.28806620836257935,0.29954227805137634,0.19595222175121307,0.2869468629360199,0.4946078956127167,0.2153884321451187,0.3102516829967499,0.31091248989105225
in,1.0,0.4840516746044159,0.2190418541431427,0.3815755248069763,0.22093388438224792,0.20139823853969574,0.23536106944084167,0.2756340205669403,0.5696388483047485,0.15696977078914642,0.22700949013233185,0.20430970191955566
commission,0.21326816082000732,0.25648555159568787,0.1518445461988449,0.1886938214302063,0.16324959695339203,0.18177679181098938,0.2511589229106903,0.3153018057346344,0.2698368728160858,0.1636054366827011,0.07702989131212234,0.16231559216976166
v,0.15216681361198425,0.1653934270143509,0.2666381299495697,0.1089601069688797,0.10582004487514496,0.1619897186756134,0.0535254143178463,0.11205189675092697,0.1655031144618988,0.13177014887332916,0.07841778546571732,0.28677162528038025
france,0.3812309503555298,0.1980295330286026,0.20046505331993103,0.24330811202526093,0.5492131114006042,0.3209895193576813,0.17292866110801697,0.21154403686523438,0.3265724182128906,0.2546275854110718,0.16222012042999268,0.15069349110126495
french,0.22093388438224792,0.1928994208574295,0.13987870514392853,0.22002479434013367,1.0000001192092896,0.23656690120697021,0.17429755628108978,0.16195429861545563,0.19450366497039795,0.48782065510749817,0.1402181088924408,0.1386883556842804
farmer,0.22084924578666687,0.13409960269927979,0.14586107432842255,0.16218507289886475,0.1526062786579132,0.1796969175338745,0.09268773347139359,0.1266222596168518,0.18713651597499847,0.13991647958755493,0.3278636932373047,0.14209790527820587
vigilantes,0.20139823853969574,0.21695712208747864,0.17415909469127655,0.20483306050300598,0.23656690120697021,1.0,0.36244839429855347,0.2610679268836975,0.19662009179592133,0.2371394783258438,0.18368861079216003,0.1966594010591507
were,0.3815755248069763,0.2807837128639221,0.19083712995052338,1.0000001192092896,0.22002479434013367,0.20483306050300598,0.29462864995002747,0.35433706641197205,0.34038281440734863,0.16040389239788055,0.1646721512079239,0.17890112102031708
continually,0.26792314648628235,0.4340183138847351,0.25590863823890686,0.2644864320755005,0.10964623093605042,0.23238949477672577,0.3650265038013458,0.2670435905456543,0.27801474928855896,0.11290033906698227,0.16854527592658997,0.27759021520614624
sabotaging,0.23536106944084167,0.340670645236969,0.26035502552986145,0.29462864995002747,0.17429755628108978,0.36244839429855347,1.0,0.3255733251571655,0.19553855061531067,0.15319368243217468,0.1522415280342102,0.10121210664510727
shipments,0.2756340205669403,0.33654701709747314,0.1561889499425888,0.35433706641197205,0.16195429861545563,0.2610679268836975,0.3255733251571655,1.0,0.29598966240882874,0.15234814584255219,0.3179610073566437,0.13020576536655426
of,0.5696388483047485,0.5011631846427917,0.24743439257144928,0.34038281440734863,0.19450366497039795,0.19662009179592133,0.19553855061531067,0.29598966240882874,1.0,0.1623179167509079,0.22026823461055756,0.1826142966747284
spanish,0.15696977078914642,0.20215068757534027,0.16564619541168213,0.16040389239788055,0.48782065510749817,0.2371394783258438,0.15319368243217468,0.15234814584255219,0.1623179167509079,1.0000001192092896,0.1406564712524414,0.14750491082668304
strawberries,0.22700949013233185,0.27081719040870667,0.14446835219860077,0.1646721512079239,0.1402181088924408,0.18368861079216003,0.1522415280342102,0.3179610073566437,0.22026823461055756,0.1406564712524414,1.0000001192092896,0.20387038588523865
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.36755475401878357,0.28806620836257935,0.29954227805137634,0.19595222175121307,0.2869468629360199,0.4946078956127167,0.2153884321451187,0.3102516829967499,0.31091248989105225
and,0.4954058527946472,0.506277859210968,0.2394348531961441,0.42175528407096863,0.32751965522766113,0.23112155497074127,0.31341931223869324,0.33686932921409607,0.5116966962814331,0.27494850754737854,0.2957925498485565,0.20544172823429108
even,0.29146435856819153,0.4903149902820587,0.35447773337364197,0.352557897567749,0.09173575788736343,0.19619014859199524,0.3409481942653656,0.2591850161552429,0.34735506772994995,0.1914951354265213,0.24473722279071808,0.30082517862319946
belgian,0.14414362609386444,0.12586940824985504,0.12664705514907837,0.1522926390171051,0.48508355021476746,0.11381672322750092,0.15351136028766632,0.13705360889434814,0.1531772017478943,0.29934126138687134,0.11952352523803711,0.1179066002368927
tomato,0.15617138147354126,0.28016397356987,0.22099292278289795,0.1518729329109192,0.10945426672697067,0.1975000649690628,0.21801358461380005,0.23798497021198273,0.16858193278312683,0.15942519903182983,0.4903334677219391,0.17831891775131226
imports,0.21309122443199158,0.30669617652893066,0.22668515145778656,0.18288935720920563,0.13722443580627441,0.24904212355613708,0.17001864314079285,0.4338466227054596,0.26888322830200195,0.22594648599624634,0.39854562282562256,0.2849743068218231
.,0.5591574311256409,0.45942068099975586,0.32712292671203613,0.3378238379955292,0.2480926215648651,0.2514500916004181,0.16462205350399017,0.2789738178253174,0.5352458953857422,0.18907511234283447,0.28265276551246643,0.4130953550338745
