,when,was,the,apollo,project,conceived,?
the,0.5091903209686279,0.48711544275283813,1.0,0.2169172167778015,0.2027820199728012,0.23506250977516174,0.22068053483963013
apollo,0.20691178739070892,0.2306441366672516,0.2169172167778015,0.9999999403953552,0.27027878165245056,0.15999680757522583,0.191528782248497
program,0.2301054745912552,0.1849333792924881,0.22986935079097748,0.3344622850418091,0.361106812953949,0.21334069967269897,0.1440187245607376
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.2306441366672516,0.17915812134742737,0.3378709852695465,0.18412111699581146
conceived,0.22864046692848206,0.3378709852695465,0.23506250977516174,0.15999680757522583,0.2699055075645447,1.0000001192092896,0.14654332399368286
during,0.46721696853637695,0.4470829963684082,0.4838213622570038,0.22065234184265137,0.13406381011009216,0.166344553232193,0.1325719803571701
the,0.5091903209686279,0.48711544275283813,1.0,0.2169172167778015,0.2027820199728012,0.23506250977516174,0.22068053483963013
eisenhower,0.19022265076637268,0.24433888494968414,0.2813449501991272,0.2991580069065094,0.16109392046928406,0.22141382098197937,0.18130066990852356
administration,0.24702578783035278,0.2510780692100525,0.3083578944206238,0.13648515939712524,0.27354222536087036,0.2077140212059021,0.14283715188503265
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.1461767554283142,0.16277937591075897,0.20470604300498962,0.20430970191955566
early,0.32107013463974,0.4148794412612915,0.34442198276519775,0.22041131556034088,0.19049949944019318,0.19289682805538177,0.15272949635982513
1960,-0.11895739287137985,0.02247970923781395,0.038049813359975815,0.08166109770536423,0.034871906042099,0.028639934957027435,-0.02243652194738388
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.19808128476142883,0.24875426292419434,0.24817050993442535,0.31091248989105225
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.15543952584266663,0.22332392632961273,0.33083462715148926,0.27043893933296204
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.19996169209480286,0.2328382134437561,0.23881712555885315,0.23916715383529663
follow-up,0.25947391986846924,0.18725712597370148,0.35182103514671326,0.14448297023773193,0.19916674494743347,0.1812712550163269,0.2667788863182068
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.23190522193908691,0.28750085830688477,0.22657549381256104,0.29463258385658264
project,0.15249502658843994,0.17915812134742737,0.2027820199728012,0.27027878165245056,1.0,0.2699055075645447,0.30569031834602356
mercury,0.26715049147605896,0.2121867835521698,0.2059478461742401,0.41751042008399963,0.25413432717323303,0.16612501442432404,0.10977116972208023
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.22384987771511078,0.23938670754432678,0.1809522807598114,0.4130953550338745
,when,was,the,apollo,project,conceived,?
silverstein,0.22909361124038696,0.3002610504627228,0.30505189299583435,0.15526853501796722,0.18550530076026917,0.2634360194206238,0.11409280449151993
chose,0.2241392433643341,0.37049561738967896,0.3029356896877289,0.12089964747428894,0.1974015235900879,0.2609913647174835,0.2465825378894806
the,0.5091903209686279,0.48711544275283813,1.0,0.2169172167778015,0.2027820199728012,0.23506250977516174,0.22068053483963013
name,0.24618172645568848,0.2646567225456238,0.3171212375164032,0.09833542257547379,0.1691625565290451,0.17738737165927887,0.15381577610969543
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.16096128523349762,0.2461380660533905,0.1454775035381317,0.21978627145290375
home,0.24208083748817444,0.25139835476875305,0.28978195786476135,0.05930327624082565,0.1384887397289276,0.17641957104206085,0.0757145956158638
one,0.38307374715805054,0.3752199709415436,0.5514441132545471,0.1690824031829834,0.23462609946727753,0.2668757438659668,0.2673267424106598
evening,0.3180263638496399,0.25208455324172974,0.26509222388267517,0.15615883469581604,0.08829761296510696,0.18234749138355255,0.15503956377506256
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.19808128476142883,0.24875426292419434,0.24817050993442535,0.31091248989105225
early,0.32107013463974,0.4148794412612915,0.34442198276519775,0.22041131556034088,0.19049949944019318,0.19289682805538177,0.15272949635982513
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.1461767554283142,0.16277937591075897,0.20470604300498962,0.20430970191955566
1960,-0.11895739287137985,0.02247970923781395,0.038049813359975815,0.08166109770536423,0.034871906042099,0.028639934957027435,-0.02243652194738388
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.19808128476142883,0.24875426292419434,0.24817050993442535,0.31091248989105225
because,0.6114379167556763,0.3841400742530823,0.44596394896507263,0.17066159844398499,0.2203841507434845,0.2794643044471741,0.2528740465641022
he,0.39115971326828003,0.5410010814666748,0.4571082592010498,0.23590558767318726,0.17876175045967102,0.24721308052539825,0.2089974731206894
felt,0.31209391355514526,0.3879420757293701,0.28054580092430115,0.27875909209251404,0.15222781896591187,0.3307132422924042,0.17489777505397797
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.054567184299230576,-0.08674123138189316,-0.06979691237211227,0.0685480609536171
apollo,0.20691178739070892,0.2306441366672516,0.2169172167778015,0.9999999403953552,0.27027878165245056,0.15999680757522583,0.191528782248497
riding,0.19122746586799622,0.2283954620361328,0.2104644775390625,0.20610947906970978,0.09375393390655518,0.16170383989810944,0.07419754564762115
his,0.37120407819747925,0.4405253231525421,0.4394008219242096,0.22865809500217438,0.198722243309021,0.29676833748817444,0.18075084686279297
chariot,0.22739188373088837,0.2332097589969635,0.2714918851852417,0.4006752371788025,0.14149519801139832,0.23521074652671814,0.08593251556158066
across,0.32499930262565613,0.20413610339164734,0.3816230297088623,0.13211247324943542,0.22189019620418549,0.13758966326713562,0.17034576833248138
the,0.5091903209686279,0.48711544275283813,1.0,0.2169172167778015,0.2027820199728012,0.23506250977516174,0.22068053483963013
sun,0.2182876318693161,0.20506168901920319,0.258540540933609,0.2639937996864319,0.11280152201652527,0.13066793978214264,0.1497713327407837
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.2306441366672516,0.17915812134742737,0.3378709852695465,0.18412111699581146
appropriate,0.23630426824092865,0.16799916326999664,0.27732113003730774,0.1159118041396141,0.20401710271835327,0.17449906468391418,0.2732597291469574
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.23190522193908691,0.28750085830688477,0.22657549381256104,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,1.0,0.2169172167778015,0.2027820199728012,0.23506250977516174,0.22068053483963013
grand,0.14284934103488922,0.24247264862060547,0.305169016122818,0.1692592054605484,0.12451791763305664,0.15343967080116272,0.1168735921382904
scale,0.20322531461715698,0.1398085504770279,0.1833842247724533,0.13095803558826447,0.23759938776493073,0.1634155511856079,0.21142835915088654
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.1786269098520279,0.17578177154064178,0.2817595899105072,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.2169172167778015,0.2027820199728012,0.23506250977516174,0.22068053483963013
proposed,0.17750206589698792,0.2461901754140854,0.23840250074863434,0.07573235780000687,0.2783770263195038,0.3959084451198578,0.24553193151950836
program,0.2301054745912552,0.1849333792924881,0.22986935079097748,0.3344622850418091,0.361106812953949,0.21334069967269897,0.1440187245607376
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.22384987771511078,0.23938670754432678,0.1809522807598114,0.4130953550338745
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,-0.057827021926641464,-0.03403550386428833,0.08894310891628265,0.018684765323996544
