,what,do,ftsz1,and,ftsz2,plus,arc6,form,?
the,0.42745697498321533,0.30239659547805786,0.22993101179599762,0.5171257257461548,0.19871656596660614,0.2724461257457733,0.29023170471191406,0.29286009073257446,0.22068053483963013
division,0.19144181907176971,0.12946900725364685,0.08280068635940552,0.23460866510868073,0.07188015431165695,0.2576098144054413,0.13128523528575897,0.05773088335990906,0.08900629729032516
process,0.3466717302799225,0.25918635725975037,0.09832482039928436,0.20204883813858032,0.17375202476978302,0.06077948585152626,0.11086098104715347,0.28780481219291687,0.2460896074771881
starts,0.24892903864383698,0.1819385588169098,0.14288200438022614,0.1896630823612213,0.15141744911670685,0.10189627856016159,0.1771625131368637,0.19857284426689148,0.17788195610046387
when,0.4700249433517456,0.28572237491607666,0.10090357065200806,0.4716290831565857,0.10358065366744995,0.17334413528442383,0.12599605321884155,0.31953904032707214,0.22841128706932068
the,0.42745697498321533,0.30239659547805786,0.22993101179599762,0.5171257257461548,0.19871656596660614,0.2724461257457733,0.29023170471191406,0.29286009073257446,0.22068053483963013
proteins,0.21361225843429565,0.23339512944221497,0.06852998584508896,0.2611044645309448,0.19354678690433502,0.13495774567127228,0.13356120884418488,0.26464006304740906,0.18469302356243134
ftsz1,0.19209237396717072,0.12157715111970901,0.9999999403953552,0.25429537892341614,0.9218252897262573,0.08854815363883972,0.14788590371608734,0.07883697748184204,0.13513077795505524
and,0.31309178471565247,0.276123583316803,0.25429537892341614,1.0,0.23681282997131348,0.2607387602329254,0.2623685300350189,0.30469027161598206,0.20544172823429108
ftsz2,0.20545805990695953,0.170295849442482,0.9218252897262573,0.23681282997131348,1.0,0.13807542622089386,0.16390137374401093,0.12279591709375381,0.16796298325061798
assemble,0.2427459955215454,0.1726009100675583,0.15371006727218628,0.2471478134393692,0.16027677059173584,0.16870169341564178,0.1901879757642746,0.15336473286151886,0.14568409323692322
into,0.2180619090795517,0.20546826720237732,0.031060529872775078,0.36597734689712524,0.04984266683459282,0.14527955651283264,0.13096202909946442,0.32858723402023315,0.15662476420402527
filaments,0.197005495429039,0.2884133458137512,0.16327409446239471,0.2780604958534241,0.3006735146045685,0.1357954889535904,0.20426121354103088,0.34210941195487976,0.09979134798049927
",",0.3087472915649414,0.3283645510673523,0.24506346881389618,0.6633074283599854,0.22914834320545197,0.21980498731136322,0.25015905499458313,0.21805599331855774,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.25429537892341614,1.0,0.23681282997131348,0.2607387602329254,0.2623685300350189,0.30469027161598206,0.20544172823429108
with,0.2464839518070221,0.23744353652000427,0.11165082454681396,0.5477725267410278,0.16179625689983368,0.20312665402889252,0.19466029107570648,0.29348593950271606,0.2433311939239502
the,0.42745697498321533,0.30239659547805786,0.22993101179599762,0.5171257257461548,0.19871656596660614,0.2724461257457733,0.29023170471191406,0.29286009073257446,0.22068053483963013
help,0.3728281855583191,0.40743157267570496,0.10700847953557968,0.34926167130470276,0.1259719580411911,0.15452709794044495,0.08701467514038086,0.16683705151081085,0.28403452038764954
of,0.33290785551071167,0.26150479912757874,0.26015418767929077,0.5116966962814331,0.23165488243103027,0.25934526324272156,0.26962536573410034,0.29600051045417786,0.1826142966747284
a,0.3320399522781372,0.26237669587135315,0.19120122492313385,0.3739250600337982,0.21690446138381958,0.2122514247894287,0.23599527776241302,0.3088195323944092,0.23916715383529663
protein,0.20633074641227722,0.1999005228281021,0.08965925127267838,0.2513568103313446,0.22881163656711578,0.13687023520469666,0.14302818477153778,0.23506328463554382,0.169142946600914
arc6,0.18309295177459717,0.17447255551815033,0.14788590371608734,0.2623685300350189,0.16390137374401093,0.16615204513072968,1.0,0.11909007281064987,0.1501099169254303
",",0.3087472915649414,0.3283645510673523,0.24506346881389618,0.6633074283599854,0.22914834320545197,0.21980498731136322,0.25015905499458313,0.21805599331855774,0.31091248989105225
form,0.15868011116981506,0.23068922758102417,0.07883697748184204,0.30469027161598206,0.12279591709375381,0.10139230638742447,0.11909007281064987,0.9999999403953552,0.1463010311126709
a,0.3320399522781372,0.26237669587135315,0.19120122492313385,0.3739250600337982,0.21690446138381958,0.2122514247894287,0.23599527776241302,0.3088195323944092,0.23916715383529663
structure,0.27351704239845276,0.1761092096567154,0.2008349895477295,0.24419280886650085,0.2520115077495575,0.12492728233337402,0.22370104491710663,0.3573566973209381,0.1770772784948349
called,0.3235960602760315,0.3090135157108307,0.16246473789215088,0.3251761794090271,0.21338306367397308,0.15496726334095,0.2094958871603012,0.39092445373535156,0.18963319063186646
a,0.3320399522781372,0.26237669587135315,0.19120122492313385,0.3739250600337982,0.21690446138381958,0.2122514247894287,0.23599527776241302,0.3088195323944092,0.23916715383529663
z-ring,0.34665191173553467,0.2606133222579956,0.1428259164094925,0.35860899090766907,0.2074439525604248,0.15428419411182404,0.16874812543392181,0.23394811153411865,0.2039296180009842
within,0.2498195916414261,0.21291908621788025,0.16041341423988342,0.35049548745155334,0.17083080112934113,0.14193783700466156,0.13245411217212677,0.26019302010536194,0.1870293766260147
the,0.42745697498321533,0.30239659547805786,0.22993101179599762,0.5171257257461548,0.19871656596660614,0.2724461257457733,0.29023170471191406,0.29286009073257446,0.22068053483963013
chloroplast,0.23505516350269318,0.2310386300086975,0.12656497955322266,0.19758054614067078,0.26704204082489014,0.09074646979570389,0.2103218138217926,0.2410242110490799,0.12532055377960205
's,0.02692362666130066,-0.01994597539305687,0.061887528747320175,0.06895173341035843,0.057549331337213516,0.10238919407129288,-0.0012437705881893635,0.07059726119041443,-0.023395681753754616
stroma,0.17679446935653687,0.13022096455097198,0.22065062820911407,0.21465273201465607,0.2477666139602661,0.14764909446239471,0.2635343670845032,0.14096739888191223,0.15478113293647766
.,0.3567904531955719,0.3613996207714081,0.2680380642414093,0.588965117931366,0.25780147314071655,0.20255963504314423,0.24938920140266418,0.28317511081695557,0.4130953550338745
