,in,what,year,was,a,program,study,done,on,the,modules,labeled,as,block,i,and,block,ii,?
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,1.0,0.2779408395290375,0.2268155962228775,0.2800007462501526,0.3848365545272827,0.5829201340675354,0.1614515483379364,0.2557033598423004,0.39550232887268066,0.2515272796154022,0.3155658543109894,0.3739250600337982,0.2515272796154022,0.2111874669790268,0.23916715383529663
1964,0.00943821482360363,-0.0811573788523674,-0.051297448575496674,-0.10244843363761902,-0.04855899140238762,0.0053547960706055164,-0.05004183575510979,0.014197805896401405,0.04964355379343033,-0.01880853809416294,0.02517668530344963,0.04128235578536987,-0.03478003293275833,-0.0008688672678545117,-0.021183978766202927,-0.013754800893366337,-0.0008688672678545117,-0.02034391276538372,0.041380032896995544
program,0.1994907110929489,0.25047802925109863,0.17092710733413696,0.1849333792924881,0.2779408395290375,1.0,0.22444213926792145,0.26812300086021423,0.23327119648456573,0.22986935079097748,0.33122968673706055,0.195441335439682,0.19883424043655396,0.2596672773361206,0.20785826444625854,0.24895258247852325,0.2596672773361206,0.14666499197483063,0.1440187245607376
definition,0.20306213200092316,0.330344021320343,0.15410587191581726,0.1828300952911377,0.2941339910030365,0.2024335265159607,0.2962350845336914,0.1958341747522354,0.21725256741046906,0.23176956176757812,0.22845496237277985,0.2975417375564575,0.30895569920539856,0.16485188901424408,0.21813935041427612,0.1981266289949417,0.16485188901424408,0.10145144164562225,0.2796523869037628
study,0.2875489294528961,0.3123835027217865,0.13795387744903564,0.18420368432998657,0.2268155962228775,0.22444213926792145,1.0,0.20110231637954712,0.1889076977968216,0.2533665597438812,0.21027252078056335,0.23013529181480408,0.23803003132343292,0.13275882601737976,0.16037945449352264,0.300253301858902,0.13275882601737976,0.16572831571102142,0.15902167558670044
concluded,0.2758161425590515,0.29084116220474243,0.1631210446357727,0.25460392236709595,0.24187614023685455,0.19605836272239685,0.2969975471496582,0.28640303015708923,0.2713314890861511,0.3024786412715912,0.09983421862125397,0.2665591835975647,0.23680326342582703,0.16356104612350464,0.22731781005859375,0.20419281721115112,0.16356104612350464,0.16688327491283417,0.13595789670944214
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.33670201897621155,0.47537946701049805,0.33504533767700195,0.31241273880004883,0.40027952194213867,0.42569106817245483,0.5473989248275757,0.2935730516910553,0.30737805366516113,0.4735107421875,0.3335796594619751,0.4255519211292267,0.4731321930885315,0.3335796594619751,0.15163540840148926,0.32716336846351624
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.5829201340675354,0.22986935079097748,0.2533665597438812,0.26575928926467896,0.5107308030128479,1.0,0.18172919750213623,0.2831297516822815,0.48381632566452026,0.20056472718715668,0.26687872409820557,0.5171257257461548,0.20056472718715668,0.2631464898586273,0.22068053483963013
initial,0.22201098501682281,0.2771121859550476,0.14469434320926666,0.21523623168468475,0.2933337092399597,0.22336940467357635,0.11533256620168686,0.26353922486305237,0.25930091738700867,0.29837024211883545,0.2839512228965759,0.2828989326953888,0.22729086875915527,0.23703250288963318,0.2727803885936737,0.2253544181585312,0.23703250288963318,0.1631176471710205,0.16868601739406586
design,0.21856798231601715,0.23893405497074127,0.14728954434394836,0.2780803442001343,0.25211480259895325,0.2586917579174042,0.24882808327674866,0.1999673992395401,0.21461689472198486,0.27913451194763184,0.28477999567985535,0.11972566694021225,0.21253643929958344,0.20312203466892242,0.16399571299552917,0.21815341711044312,0.20312203466892242,0.1459496021270752,0.16351860761642456
should,0.23054338991641998,0.43830034136772156,0.21348197758197784,0.2850143015384674,0.2715131938457489,0.20289947092533112,0.19317547976970673,0.3429616391658783,0.35256603360176086,0.32399165630340576,0.3064681887626648,0.27083781361579895,0.414644330739975,0.30745601654052734,0.43890029191970825,0.27632346749305725,0.30745601654052734,0.15144580602645874,0.4442402422428131
be,0.3481820821762085,0.3929833769798279,0.2296248972415924,0.42228707671165466,0.39883795380592346,0.23601801693439484,0.23262172937393188,0.39659690856933594,0.37900757789611816,0.4248143136501312,0.3049026429653168,0.3004692494869232,0.5230465531349182,0.29812389612197876,0.3843499720096588,0.41766801476478577,0.29812389612197876,0.16538110375404358,0.3324260413646698
continued,0.2845509350299835,0.17878234386444092,0.24026483297348022,0.40578481554985046,0.22831276059150696,0.15772446990013123,0.1834956854581833,0.20986159145832062,0.2799161672592163,0.29953038692474365,0.10949283838272095,0.11580385267734528,0.2586710751056671,0.12997286021709442,0.1682453155517578,0.31388330459594727,0.12997286021709442,0.21525900065898895,0.10404038429260254
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3677520453929901,0.39550232887268066,0.19883424043655396,0.23803003132343292,0.28695398569107056,0.36047765612602234,0.48381632566452026,0.23454150557518005,0.261517196893692,1.0,0.21416059136390686,0.28558287024497986,0.49487000703811646,0.21416059136390686,0.19201211631298065,0.27043893933296204
block,0.1659933477640152,0.33229514956474304,0.1705419272184372,0.1182115375995636,0.2515272796154022,0.2596672773361206,0.13275882601737976,0.257993221282959,0.27317050099372864,0.20056472718715668,0.19866129755973816,0.18026302754878998,0.21416059136390686,1.0,0.329783171415329,0.19999995827674866,1.0,0.09797373414039612,0.27211859822273254
i,0.22907796502113342,0.4411132335662842,0.19013510644435883,0.23566235601902008,0.3155658543109894,0.20785826444625854,0.16037945449352264,0.34295621514320374,0.238076314330101,0.26687872409820557,0.21373820304870605,0.1444595456123352,0.28558287024497986,0.329783171415329,0.9999999403953552,0.31928038597106934,0.329783171415329,0.43923601508140564,0.4695145785808563
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2830964922904968,0.56894451379776,0.3116832673549652,0.29003599286079407,0.298350989818573,0.4245251417160034,0.6521818041801453,0.31067290902137756,0.34214022755622864,0.41006597876548767,0.2888992428779602,0.25654318928718567,0.506277859210968,0.2888992428779602,0.20586715638637543,0.25814583897590637
would,0.30461156368255615,0.45766422152519226,0.259968101978302,0.41663143038749695,0.398599237203598,0.23408164083957672,0.1529979407787323,0.34642425179481506,0.35589995980262756,0.4133751392364502,0.2602972090244293,0.20026807487010956,0.3824005722999573,0.3174099624156952,0.4595685601234436,0.34921059012413025,0.3174099624156952,0.14788436889648438,0.37178951501846313
be,0.3481820821762085,0.3929833769798279,0.2296248972415924,0.42228707671165466,0.39883795380592346,0.23601801693439484,0.23262172937393188,0.39659690856933594,0.37900757789611816,0.4248143136501312,0.3049026429653168,0.3004692494869232,0.5230465531349182,0.29812389612197876,0.3843499720096588,0.41766801476478577,0.29812389612197876,0.16538110375404358,0.3324260413646698
used,0.3090210556983948,0.27546408772468567,0.1307803839445114,0.23679393529891968,0.3864384889602661,0.1847716122865677,0.19124631583690643,0.4491496682167053,0.24785758554935455,0.3718377649784088,0.2756747901439667,0.3421463072299957,0.35160550475120544,0.21550416946411133,0.19311043620109558,0.3150506615638733,0.21550416946411133,0.2001432180404663,0.22430120408535004
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.44038116931915283,0.29441335797309875,0.18700449168682098,0.3495391309261322,0.36199691891670227,0.4739971458911896,0.2542053759098053,0.1942838579416275,0.44774648547172546,0.2480357587337494,0.257647842168808,0.5064792633056641,0.2480357587337494,0.11304846405982971,0.264628142118454
early,0.34672921895980835,0.2454567849636078,0.22533860802650452,0.4148794412612915,0.2710886299610138,0.18109819293022156,0.22290100157260895,0.23942531645298004,0.2426261156797409,0.34442198276519775,0.1072777584195137,0.21952930092811584,0.2809016704559326,0.09247007220983505,0.1276509016752243,0.29847630858421326,0.09247007220983505,0.16777867078781128,0.15272949635982513
testing,0.22079947590827942,0.30686378479003906,0.1367371678352356,0.1904541403055191,0.22979743778705597,0.31743288040161133,0.28185826539993286,0.3293914794921875,0.2297915816307068,0.25075584650039673,0.3494448959827423,0.19286130368709564,0.20808647572994232,0.22742795944213867,0.2468331903219223,0.218893900513649,0.22742795944213867,0.1406821608543396,0.20438756048679352
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.427140474319458,0.17760658264160156,0.26425549387931824,0.32079052925109863,0.49057599902153015,0.4933079481124878,0.1764734834432602,0.20426814258098602,0.48816442489624023,0.24290941655635834,0.3467482030391693,0.6633074283599854,0.24290941655635834,0.27159881591796875,0.31091248989105225
while,0.3399278521537781,0.35511791706085205,0.21592243015766144,0.3253832161426544,0.3733035624027252,0.20027929544448853,0.18174365162849426,0.32824885845184326,0.44084006547927856,0.39804592728614807,0.2877527177333832,0.21004942059516907,0.4165958762168884,0.20878055691719055,0.28890591859817505,0.45699796080589294,0.20878055691719055,0.18464428186416626,0.21076419949531555
block,0.1659933477640152,0.33229514956474304,0.1705419272184372,0.1182115375995636,0.2515272796154022,0.2596672773361206,0.13275882601737976,0.257993221282959,0.27317050099372864,0.20056472718715668,0.19866129755973816,0.18026302754878998,0.21416059136390686,1.0,0.329783171415329,0.19999995827674866,1.0,0.09797373414039612,0.27211859822273254
ii,0.21453368663787842,0.13866674900054932,0.18872052431106567,0.25630512833595276,0.2111874669790268,0.14666499197483063,0.16572831571102142,0.11659315973520279,0.1556067317724228,0.2631464898586273,0.04026451334357262,0.13828295469284058,0.19201211631298065,0.09797373414039612,0.43923601508140564,0.27599602937698364,0.09797373414039612,0.9999999403953552,0.11928234249353409
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.427140474319458,0.17760658264160156,0.26425549387931824,0.32079052925109863,0.49057599902153015,0.4933079481124878,0.1764734834432602,0.20426814258098602,0.48816442489624023,0.24290941655635834,0.3467482030391693,0.6633074283599854,0.24290941655635834,0.27159881591796875,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.5829201340675354,0.22986935079097748,0.2533665597438812,0.26575928926467896,0.5107308030128479,1.0,0.18172919750213623,0.2831297516822815,0.48381632566452026,0.20056472718715668,0.26687872409820557,0.5171257257461548,0.20056472718715668,0.2631464898586273,0.22068053483963013
actual,0.28794917464256287,0.43790674209594727,0.21377907693386078,0.2121414989233017,0.3408341407775879,0.1955394297838211,0.1634443700313568,0.302774578332901,0.3058660328388214,0.40616878867149353,0.23986278474330902,0.2673843204975128,0.26044565439224243,0.21980711817741394,0.23875997960567474,0.2617046535015106,0.21980711817741394,0.16014614701271057,0.20405827462673187
lunar,0.17049738764762878,0.18274477124214172,0.3010452687740326,0.17547959089279175,0.19755837321281433,0.2321235090494156,0.2407490462064743,0.14491595327854156,0.22814977169036865,0.23309995234012604,0.37665238976478577,0.12211047857999802,0.11347655206918716,0.2088247537612915,0.1269342452287674,0.206029012799263,0.2088247537612915,0.17264442145824432,0.1628302037715912
spacecraft,0.19417698681354523,0.19567668437957764,0.16515949368476868,0.18611936271190643,0.1892588883638382,0.3205249309539795,0.256981760263443,0.23123392462730408,0.20470470190048218,0.21476294100284576,0.31358709931373596,0.10424931347370148,0.15933988988399506,0.12923294305801392,0.15392141044139862,0.19242209196090698,0.12923294305801392,0.16863638162612915,0.17708687484264374
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.427140474319458,0.17760658264160156,0.26425549387931824,0.32079052925109863,0.49057599902153015,0.4933079481124878,0.1764734834432602,0.20426814258098602,0.48816442489624023,0.24290941655635834,0.3467482030391693,0.6633074283599854,0.24290941655635834,0.27159881591796875,0.31091248989105225
