,who,has,limited,productive,potential,when,faced,with,less,access,to,education,?
conversely,0.18106135725975037,0.2234514057636261,0.2590729594230652,0.30102843046188354,0.35692429542541504,0.29237285256385803,0.13672037422657013,0.27747464179992676,0.37373462319374084,0.2907096743583679,0.41752889752388,0.25319063663482666,0.1408759355545044
",",0.3365725874900818,0.3734780251979828,0.29710644483566284,0.27759984135627747,0.23060423135757446,0.36674630641937256,0.2279764860868454,0.4120737314224243,0.28111666440963745,0.21104522049427032,0.44245919585227966,0.2718683183193207,0.31091248989105225
education,0.2051982581615448,0.19203995168209076,0.1681438684463501,0.24584147334098816,0.17056632041931152,0.15827520191669464,0.14470402896404266,0.11138669401407242,0.14383840560913086,0.2850135266780853,0.2626708149909973,1.0,0.18067774176597595
raises,0.16150960326194763,0.301862895488739,0.17104534804821014,0.22668780386447906,0.2639921009540558,0.27819734811782837,0.22868354618549347,0.23733516037464142,0.25030145049095154,0.16347403824329376,0.27145111560821533,0.21669960021972656,0.20082814991474152
incomes,0.2030663639307022,0.26900553703308105,0.28897079825401306,0.28983476758003235,0.36200064420700073,0.25106531381607056,0.2568083703517914,0.2473832219839096,0.3450925946235657,0.24032405018806458,0.30075564980506897,0.39176082611083984,0.1867215484380722
and,0.41279885172843933,0.43716782331466675,0.28220537304878235,0.2987658381462097,0.2564159035682678,0.4716290831565857,0.2509622871875763,0.5477725267410278,0.35327455401420593,0.23811982572078705,0.48971283435821533,0.308173805475235,0.20544172823429108
promotes,0.18211713433265686,0.19179460406303406,0.22014668583869934,0.29206472635269165,0.32400789856910706,0.15343324840068817,0.21876750886440277,0.21403945982456207,0.19571295380592346,0.24487119913101196,0.241094708442688,0.40437060594558716,0.1558201164007187
growth,0.11536464095115662,0.2680913209915161,0.19623953104019165,0.3385278284549713,0.28361746668815613,0.2527426779270172,0.17492517828941345,0.1721288114786148,0.3007349371910095,0.2144029140472412,0.2701800763607025,0.251839816570282,0.07547862827777863
because,0.4398062229156494,0.42872220277786255,0.2644706666469574,0.3090331256389618,0.35188695788383484,0.6114379167556763,0.31541839241981506,0.3967972993850708,0.48789170384407043,0.258209228515625,0.5166091918945312,0.1714891642332077,0.2528740465641022
it,0.2868398427963257,0.41962623596191406,0.24430862069129944,0.27304574847221375,0.22285383939743042,0.4775012135505676,0.13180531561374664,0.3369046747684479,0.3841782212257385,0.2393895387649536,0.513711154460907,0.209109365940094,0.25732165575027466
helps,0.27280962467193604,0.2502041459083557,0.15974700450897217,0.22801175713539124,0.3453369140625,0.34540900588035583,0.11236274987459183,0.3049016296863556,0.1973140686750412,0.21920530498027802,0.39761608839035034,0.1633375883102417,0.20885655283927917
to,0.42656609416007996,0.3619994819164276,0.2564510405063629,0.29002779722213745,0.3595958650112152,0.5423505902290344,0.19094133377075195,0.4239959120750427,0.38397523760795593,0.3465658128261566,1.0,0.2626708149909973,0.29463258385658264
unleash,0.2639516592025757,0.11851520091295242,0.23122042417526245,0.13739581406116486,0.22017022967338562,0.23850299417972565,0.24755749106407166,0.27636271715164185,0.18941240012645721,0.2053825557231903,0.26666295528411865,0.08170463144779205,0.2690928876399994
the,0.3733934462070465,0.4177538752555847,0.2757521867752075,0.22455596923828125,0.27955570816993713,0.5091903209686279,0.29245710372924805,0.4223487675189972,0.29185041785240173,0.22827552258968353,0.535392165184021,0.23982903361320496,0.22068053483963013
productive,0.21602237224578857,0.2321605384349823,0.24725335836410522,1.0000001192092896,0.39815083146095276,0.22091026604175568,0.11913834512233734,0.24657820165157318,0.3586265742778778,0.1991657018661499,0.29002779722213745,0.24584147334098816,0.30353474617004395
potential,0.1982567012310028,0.31091535091400146,0.29635152220726013,0.39815083146095276,1.0,0.2868275046348572,0.24110174179077148,0.2293883115053177,0.2962774336338043,0.270273894071579,0.3595958650112152,0.17056632041931152,0.20122039318084717
of,0.2827862501144409,0.3909035325050354,0.3373238146305084,0.19651472568511963,0.2684917747974396,0.3757161796092987,0.2725057005882263,0.41827285289764404,0.30836719274520874,0.22348599135875702,0.41548454761505127,0.3015166223049164,0.1826142966747284
the,0.3733934462070465,0.4177538752555847,0.2757521867752075,0.22455596923828125,0.27955570816993713,0.5091903209686279,0.29245710372924805,0.4223487675189972,0.29185041785240173,0.22827552258968353,0.535392165184021,0.23982903361320496,0.22068053483963013
poor,0.30099374055862427,0.1895977109670639,0.2877042889595032,0.28184929490089417,0.24499809741973877,0.28178977966308594,0.19471752643585205,0.22900480031967163,0.2829413115978241,0.22421543300151825,0.2869894206523895,0.26964056491851807,0.12937016785144806
.,0.3541337847709656,0.4105546176433563,0.23431839048862457,0.2764434516429901,0.23111921548843384,0.475719153881073,0.23507075011730194,0.4446153938770294,0.32668155431747437,0.25392448902130127,0.4645031690597534,0.27047446370124817,0.4130953550338745
