,where,is,harvard,stadium,located,?
the,0.5003893971443176,0.5823672413825989,0.24496200680732727,0.21145665645599365,0.407527357339859,0.22068053483963013
harvard,0.2272007018327713,0.15387701988220215,1.0,0.02879151701927185,0.1552211195230484,0.11685016006231308
business,0.21156923472881317,0.19332653284072876,0.32379722595214844,0.14608216285705566,0.17554257810115814,0.1545659303665161
school,0.23611775040626526,0.19488026201725006,0.42520302534103394,0.16441309452056885,0.19245630502700806,0.15091250836849213
and,0.43859338760375977,0.3859752118587494,0.2453373372554779,0.11777293682098389,0.24183952808380127,0.20544172823429108
many,0.4338301420211792,0.2649032473564148,0.19690528512001038,0.15739767253398895,0.17394456267356873,0.2124512493610382
of,0.38066378235816956,0.4854315221309662,0.25842633843421936,0.17126937210559845,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,0.24496200680732727,0.21145665645599365,0.407527357339859,0.22068053483963013
university,0.26550742983818054,0.20346471667289734,0.6089406609535217,0.24982468783855438,0.2719898521900177,0.11887256056070328
's,0.0007701900321990252,0.02396530658006668,-0.06887804716825485,0.06718146800994873,-0.031078986823558807,-0.023395681753754616
athletics,0.18558908998966217,0.14491918683052063,0.25864726305007935,0.34506988525390625,0.19218619167804718,0.10309170186519623
facilities,0.24498702585697174,0.17244288325309753,0.1709827035665512,0.32680457830429077,0.3665260970592499,0.10624271631240845
",",0.3149496018886566,0.4691906273365021,0.2719281017780304,0.2056228220462799,0.2678719460964203,0.31091248989105225
including,0.33177727460861206,0.25093933939933777,0.15622060000896454,0.10597176104784012,0.20901727676391602,0.1633303165435791
harvard,0.2272007018327713,0.15387701988220215,1.0,0.02879151701927185,0.1552211195230484,0.11685016006231308
stadium,0.16970740258693695,0.18311816453933716,0.02879151701927185,1.0,0.28421011567115784,0.07579939067363739
",",0.3149496018886566,0.4691906273365021,0.2719281017780304,0.2056228220462799,0.2678719460964203,0.31091248989105225
are,0.32389864325523376,0.5330929756164551,0.1259138286113739,0.1180686354637146,0.24096766114234924,0.24591213464736938
located,0.350632905960083,0.35717159509658813,0.1552211195230484,0.28421011567115784,1.0,0.08983194828033447
on,0.37630224227905273,0.3635730445384979,0.1509191244840622,0.16608425974845886,0.22447186708450317,0.2714994251728058
a,0.40997210144996643,0.658733606338501,0.24754071235656738,0.14596018195152283,0.2605401277542114,0.23916715383529663
358-acre,0.15999861061573029,0.15751954913139343,0.12719523906707764,0.2066425383090973,0.22193481028079987,0.17518287897109985
(,0.1970011591911316,0.35393038392066956,0.2132066786289215,0.15239137411117554,0.21025894582271576,0.40561532974243164
145,-0.10236790031194687,0.02812410518527031,0.06748759746551514,0.10547766834497452,-0.01076538022607565,-0.0949564129114151
ha,0.12452636659145355,0.15489371120929718,0.11121398955583572,0.17005722224712372,0.18439769744873047,0.24374480545520782
),0.20711064338684082,0.37732169032096863,0.226204052567482,0.13414925336837769,0.19755883514881134,0.42300865054130554
campus,0.21029166877269745,0.2408183068037033,0.32682597637176514,0.31143811345100403,0.42575085163116455,0.06952692568302155
opposite,0.2987624704837799,0.34369879961013794,0.08444371074438095,0.08439428359270096,0.22216875851154327,0.0778411254286766
the,0.5003893971443176,0.5823672413825989,0.24496200680732727,0.21145665645599365,0.407527357339859,0.22068053483963013
cambridge,0.21474148333072662,0.14754945039749146,0.5214552283287048,0.09727469831705093,0.11514987796545029,0.14006337523460388
campus,0.21029166877269745,0.2408183068037033,0.32682597637176514,0.31143811345100403,0.42575085163116455,0.06952692568302155
in,0.5344807505607605,0.5394441485404968,0.26072487235069275,0.21361783146858215,0.35149815678596497,0.20430970191955566
allston,0.22666558623313904,0.2523926794528961,0.3265894949436188,0.21070043742656708,0.21415013074874878,0.17989090085029602
.,0.41390106081962585,0.4569662809371948,0.254516065120697,0.1958179920911789,0.28226932883262634,0.4130953550338745
