,what,makes,ctenophores,different,from,all,other,animals,?
ctenophores,0.2505159080028534,0.23834553360939026,1.0,0.33219653367996216,0.16507504880428314,0.2644745111465454,0.2790910303592682,0.523098886013031,0.2054179310798645
are,0.29724663496017456,0.36780422925949097,0.35426098108291626,0.5170795917510986,0.2674213647842407,0.5343062281608582,0.5932393670082092,0.37765127420425415,0.24591213464736938
distinguished,0.1610289216041565,0.15289273858070374,0.3094203472137451,0.2837333679199219,0.2253035604953766,0.1586802750825882,0.2513243854045868,0.20171789824962616,0.08062640577554703
from,0.2737620174884796,0.1793784350156784,0.16507504880428314,0.29131123423576355,1.0,0.2866387963294983,0.30141791701316833,0.22686421871185303,0.19969791173934937
all,0.41981086134910583,0.2952321767807007,0.2644745111465454,0.42947903275489807,0.2866387963294983,1.0000001192092896,0.5273400545120239,0.32794398069381714,0.29575422406196594
other,0.341873437166214,0.25012078881263733,0.2790910303592682,0.5510044097900391,0.30141791701316833,0.5273400545120239,0.9999999403953552,0.33722957968711853,0.24682199954986572
animals,0.26212990283966064,0.21707557141780853,0.523098886013031,0.3106226623058319,0.22686421871185303,0.32794398069381714,0.33722957968711853,1.0000001192092896,0.16430135071277618
by,0.2455483376979828,0.2263995260000229,0.13966427743434906,0.2739490568637848,0.3373257517814636,0.2944089472293854,0.3321913778781891,0.23609067499637604,0.17966607213020325
having,0.34064167737960815,0.3127189874649048,0.19931119680404663,0.31436046957969666,0.29647475481033325,0.3806970715522766,0.37414079904556274,0.28487810492515564,0.22418256103992462
colloblasts,0.25280773639678955,0.15021514892578125,0.4843142628669739,0.2852296233177185,0.2172376811504364,0.2593090236186981,0.3359863758087158,0.27136504650115967,0.20071622729301453
",",0.3087472915649414,0.2926395535469055,0.19362998008728027,0.32220861315727234,0.39760664105415344,0.425624817609787,0.4446498453617096,0.23067066073417664,0.31091248989105225
which,0.5261979103088379,0.3663211762905121,0.37328192591667175,0.48997771739959717,0.38755592703819275,0.50777268409729,0.50507652759552,0.34123191237449646,0.25814583897590637
are,0.29724663496017456,0.36780422925949097,0.35426098108291626,0.5170795917510986,0.2674213647842407,0.5343062281608582,0.5932393670082092,0.37765127420425415,0.24591213464736938
sticky,0.22879846394062042,0.2736462950706482,0.38708338141441345,0.281149685382843,0.2179616540670395,0.2361316978931427,0.2766159176826477,0.2700824439525604,0.17398136854171753
and,0.31309178471565247,0.34688496589660645,0.20973104238510132,0.39536112546920776,0.3601827025413513,0.4542157053947449,0.5504306554794312,0.3589221239089966,0.20544172823429108
adhere,0.31481921672821045,0.3188774585723877,0.3583134114742279,0.2941257059574127,0.1629372239112854,0.33738529682159424,0.3292354643344879,0.21199627220630646,0.3102562129497528
to,0.455847829580307,0.35811367630958557,0.2038351595401764,0.3617510497570038,0.4069952368736267,0.42520734667778015,0.4193183183670044,0.28293174505233765,0.29463258385658264
prey,0.21349354088306427,0.2369859516620636,0.498872309923172,0.2204754650592804,0.15201213955879211,0.23692993819713593,0.2398376613855362,0.4992755949497223,0.15793472528457642
",",0.3087472915649414,0.2926395535469055,0.19362998008728027,0.32220861315727234,0.39760664105415344,0.425624817609787,0.4446498453617096,0.23067066073417664,0.31091248989105225
although,0.24844598770141602,0.22178468108177185,0.2347905933856964,0.32932591438293457,0.22925063967704773,0.3313670754432678,0.3534984588623047,0.20733840763568878,0.15541206300258636
a,0.3320399522781372,0.3509295880794525,0.25153061747550964,0.29175353050231934,0.322764128446579,0.2696802616119385,0.2806335389614105,0.2420264482498169,0.23916715383529663
few,0.2780759632587433,0.1786385327577591,0.21493549644947052,0.34446120262145996,0.30187293887138367,0.412822425365448,0.4267403483390808,0.26493918895721436,0.2334265559911728
ctenophore,0.2381439507007599,0.2330206334590912,0.9598069787025452,0.31051933765411377,0.1672898828983307,0.2372761368751526,0.24600708484649658,0.4917602837085724,0.2190871685743332
species,0.14617158472537994,0.17038536071777344,0.5645010471343994,0.292740136384964,0.16350167989730835,0.23658406734466553,0.22766293585300446,0.504766583442688,0.1957087516784668
lack,0.28247135877609253,0.23813876509666443,0.3429378569126129,0.2942754030227661,0.19991877675056458,0.38607871532440186,0.3231990933418274,0.2510649263858795,0.16953514516353607
them,0.4994642734527588,0.3398982584476471,0.2769405245780945,0.44237270951271057,0.2957119345664978,0.5754773616790771,0.5832898020744324,0.43141818046569824,0.35435691475868225
.,0.3567904531955719,0.265095978975296,0.22269779443740845,0.31511759757995605,0.41536515951156616,0.43406882882118225,0.41511186957359314,0.27480828762054443,0.4130953550338745
