,what,is,the,first,major,bend,in,the,rhine,called,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.4127444326877594,0.3249945342540741,0.28219786286354065,1.0,0.6662389636039734,0.24648422002792358,0.40847352147102356,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.2507157623767853,0.6662389636039734,1.0,0.30735138058662415,0.489897221326828,0.22068053483963013
centre,0.12324132025241852,0.29804176092147827,0.32783594727516174,0.13780377805233002,0.2542794942855835,0.20142802596092224,0.2765078544616699,0.32783594727516174,0.23271167278289795,0.21254779398441315,0.019365152344107628
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3536086082458496,0.2641255557537079,0.24791669845581055,0.5696388483047485,0.733189046382904,0.2548927664756775,0.4222904443740845,0.1826142966747284
basel,0.12809641659259796,0.17891977727413177,0.2317996621131897,0.21875903010368347,0.17420944571495056,0.15405718982219696,0.2884023189544678,0.2317996621131897,0.37773385643959045,0.17162956297397614,0.15991902351379395
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.34503069519996643,0.29355156421661377,0.2922282814979553,0.5201468467712402,0.4933079481124878,0.167837992310524,0.26549121737480164,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.2507157623767853,0.6662389636039734,1.0,0.30735138058662415,0.489897221326828,0.22068053483963013
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,1.0,0.3049021065235138,0.13807706534862518,0.4127444326877594,0.49448907375335693,0.13051658868789673,0.39303290843963623,0.18701928853988647
major,0.21026742458343506,0.19079607725143433,0.31775903701782227,0.3049021065235138,0.9999998807907104,0.1522214412689209,0.3249945342540741,0.31775903701782227,0.10607928037643433,0.2365456223487854,0.19788557291030884
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.20456640422344208,0.259122371673584,0.2329743355512619,0.3911624252796173,0.35769423842430115,0.26540544629096985,0.22269156575202942,0.13423943519592285
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.4127444326877594,0.3249945342540741,0.28219786286354065,1.0,0.6662389636039734,0.24648422002792358,0.40847352147102356,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.2507157623767853,0.6662389636039734,1.0,0.30735138058662415,0.489897221326828,0.22068053483963013
course,0.3412042260169983,0.2551652491092682,0.32268625497817993,0.18885205686092377,0.23554056882858276,0.20120903849601746,0.27132725715637207,0.32268625497817993,0.259599506855011,0.15434767305850983,0.28826573491096497
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3536086082458496,0.2641255557537079,0.24791669845581055,0.5696388483047485,0.733189046382904,0.2548927664756775,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.2507157623767853,0.6662389636039734,1.0,0.30735138058662415,0.489897221326828,0.22068053483963013
stream,0.15652818977832794,0.29532310366630554,0.2507912814617157,0.12475389987230301,0.124897301197052,0.24237696826457977,0.2099897712469101,0.2507912814617157,0.22996878623962402,0.22155214846134186,0.11238504201173782
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.34503069519996643,0.29355156421661377,0.2922282814979553,0.5201468467712402,0.4933079481124878,0.167837992310524,0.26549121737480164,0.31091248989105225
is,0.28837618231773376,1.0,0.5823672413825989,0.30889374017715454,0.19079607725143433,0.24732418358325958,0.5394441485404968,0.5823672413825989,0.15617261826992035,0.430266410112381,0.22961433231830597
located,0.2034616470336914,0.35717159509658813,0.407527357339859,0.17927506566047668,0.2015949785709381,0.22803762555122375,0.35149815678596497,0.407527357339859,0.18785762786865234,0.3240712881088257,0.08983194828033447
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.2507157623767853,0.6662389636039734,1.0,0.30735138058662415,0.489897221326828,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.006519378628581762,0.044031765311956406,0.036566782742738724,0.04765888676047325,0.029072100296616554,0.031863048672676086,0.00907047651708126,0.0685480609536171
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.13051658868789673,0.10607928037643433,0.19291333854198456,0.24648422002792358,0.30735138058662415,1.0,0.14562174677848816,0.13754533231258392
knee,0.1789257973432541,0.1614992618560791,0.18102814257144928,0.10926808416843414,0.1199764609336853,0.29355672001838684,0.1856866031885147,0.18102814257144928,0.132127046585083,0.1540520042181015,0.16113388538360596
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.03874251991510391,0.003909514285624027,0.017335353419184685,0.07432962208986282,0.041273195296525955,-0.003653771709650755,0.021102847531437874,0.018684765323996544
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.07760433852672577,0.05951778590679169,0.005266848485916853,0.092739537358284,0.09152708947658539,0.029798196628689766,0.02254311740398407,0.10349778085947037
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.41690850257873535,0.26410701870918274,0.18653984367847443,0.45205554366111755,0.6274310946464539,0.16867555677890778,0.41327622532844543,0.3155723512172699
is,0.28837618231773376,1.0,0.5823672413825989,0.30889374017715454,0.19079607725143433,0.24732418358325958,0.5394441485404968,0.5823672413825989,0.15617261826992035,0.430266410112381,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.4287874400615692,0.22990699112415314,0.25745999813079834,0.539380669593811,0.5829201340675354,0.1823403388261795,0.4868806302547455,0.23916715383529663
major,0.21026742458343506,0.19079607725143433,0.31775903701782227,0.3049021065235138,0.9999998807907104,0.1522214412689209,0.3249945342540741,0.31775903701782227,0.10607928037643433,0.2365456223487854,0.19788557291030884
bend,0.20938892662525177,0.24732418358325958,0.2507157623767853,0.13807706534862518,0.1522214412689209,0.9999999403953552,0.28219786286354065,0.2507157623767853,0.19291333854198456,0.20399387180805206,0.1713055521249771
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.34503069519996643,0.29355156421661377,0.2922282814979553,0.5201468467712402,0.4933079481124878,0.167837992310524,0.26549121737480164,0.31091248989105225
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.3238157331943512,0.20240604877471924,0.22362899780273438,0.5344807505607605,0.5003893971443176,0.2007746696472168,0.3857341706752777,0.24793872237205505
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.2507157623767853,0.6662389636039734,1.0,0.30735138058662415,0.489897221326828,0.22068053483963013
