,how,are,the,compounds,that,contain,oxygen,considered,in,commerce,?
among,0.24921207129955292,0.3811550438404083,0.3507058024406433,0.2048632800579071,0.3136374354362488,0.22115913033485413,0.14581216871738434,0.4165143668651581,0.3211768567562103,0.14266714453697205,0.14343059062957764
the,0.33890387415885925,0.40399202704429626,1.0,0.18294313549995422,0.5473989248275757,0.26383090019226074,0.20428593456745148,0.4028765559196472,0.6662389636039734,0.26524990797042847,0.22068053483963013
most,0.311336874961853,0.48698675632476807,0.47635307908058167,0.28228920698165894,0.4497850239276886,0.31204837560653687,0.21728017926216125,0.4944847524166107,0.41416558623313904,0.20542989671230316,0.2107497900724411
important,0.3054346442222595,0.33294984698295593,0.39348116517066956,0.2768799364566803,0.3865286409854889,0.2882036566734314,0.19456547498703003,0.4020090103149414,0.3796374499797821,0.31957823038101196,0.17812499403953552
classes,0.27750828862190247,0.2913099527359009,0.21469499170780182,0.23117296397686005,0.281128466129303,0.20610982179641724,0.20232811570167542,0.20756010711193085,0.20728561282157898,0.20216305553913116,0.14397528767585754
of,0.2480744868516922,0.39081433415412903,0.733189046382904,0.232599675655365,0.41498205065727234,0.30574339628219604,0.16848602890968323,0.4190242290496826,0.5696388483047485,0.3016614019870758,0.1826142966747284
organic,0.23551133275032043,0.2387801855802536,0.18354187905788422,0.6684058308601379,0.27067801356315613,0.322679728269577,0.44130775332450867,0.17275287210941315,0.23921318352222443,0.19263996183872223,0.18969349563121796
compounds,0.27241960167884827,0.3708919882774353,0.18294313549995422,0.9999999403953552,0.26948118209838867,0.4419889748096466,0.514471173286438,0.18598613142967224,0.21471646428108215,0.16760653257369995,0.2057836651802063
that,0.557814359664917,0.45265161991119385,0.5473989248275757,0.26948118209838867,1.0,0.36020758748054504,0.2717767655849457,0.37593913078308105,0.435920387506485,0.18055133521556854,0.32716336846351624
contain,0.2636528015136719,0.5326977372169495,0.26383090019226074,0.4419889748096466,0.36020758748054504,1.0,0.2880042791366577,0.3171406388282776,0.23975171148777008,0.10241537541151047,0.18853069841861725
oxygen,0.21928748488426208,0.24342744052410126,0.20428593456745148,0.514471173286438,0.2717767655849457,0.2880042791366577,0.9999999403953552,0.15148724615573883,0.1672476977109909,0.14058184623718262,0.16786395013332367
are,0.311818927526474,1.0,0.40399202704429626,0.3708919882774353,0.45265161991119385,0.5326977372169495,0.24342744052410126,0.35714471340179443,0.3841303884983063,0.12030907720327377,0.24591213464736938
(,0.1676948219537735,0.23263892531394958,0.33289089798927307,0.21791891753673553,0.2264307141304016,0.18010157346725464,0.189798504114151,0.22818490862846375,0.3087427020072937,0.16084139049053192,0.40561532974243164
where,0.41728174686431885,0.32389864325523376,0.5003893971443176,0.22041384875774384,0.4876193106174469,0.21679380536079407,0.1672561913728714,0.21629245579242706,0.5344807505607605,0.17658182978630066,0.24793872237205505
``,-0.01591024175286293,0.12624181807041168,0.029072100296616554,0.11271940171718597,0.05285148695111275,0.008403251878917217,0.11707393079996109,0.06466352939605713,0.04765888676047325,0.026113353669643402,0.0685480609536171
r,0.18047136068344116,0.07646919041872025,0.1519533395767212,0.12903380393981934,0.1240740716457367,0.10158980637788773,0.09821433573961258,0.05681825801730156,0.15392769873142242,0.15810836851596832,0.16570481657981873
'',-0.0029843549709767103,0.0263817198574543,0.041273195296525955,0.0576263964176178,0.007880004122853279,0.09602189809083939,-0.09804082661867142,0.15465481579303741,0.07432962208986282,-0.06451582908630371,0.018684765323996544
is,0.22544461488723755,0.5330929756164551,0.5823672413825989,0.2659003734588623,0.3995479643344879,0.31030410528182983,0.21825239062309265,0.4096149802207947,0.5394441485404968,0.1941758245229721,0.22961433231830597
an,0.2520636022090912,0.1556541919708252,0.4207492768764496,0.19140249490737915,0.365763783454895,0.13699057698249817,0.20976382493972778,0.3028697371482849,0.2605783939361572,0.18730010092258453,0.19793890416622162
organic,0.23551133275032043,0.2387801855802536,0.18354187905788422,0.6684058308601379,0.27067801356315613,0.322679728269577,0.44130775332450867,0.17275287210941315,0.23921318352222443,0.19263996183872223,0.18969349563121796
group,0.15481124818325043,0.35980498790740967,0.30795547366142273,0.24233919382095337,0.3089635670185089,0.19786767661571503,0.22228002548217773,0.21488527953624725,0.2304753065109253,0.13307100534439087,0.13827809691429138
),0.17939934134483337,0.2373749315738678,0.3456730246543884,0.2126024067401886,0.23478686809539795,0.1663975715637207,0.19541971385478973,0.2430245578289032,0.3326910734176636,0.17563296854496002,0.42300865054130554
:,-0.11215605586767197,-0.1189703419804573,-0.03403344005346298,-0.02550416626036167,-0.12200210988521576,-0.12136782705783844,-0.038063742220401764,0.0004551890306174755,0.020521078258752823,-0.06587029248476028,-0.07156077772378922
alcohols,0.2543943524360657,0.2900243103504181,0.22298020124435425,0.5363748669624329,0.2491779774427414,0.3994522988796234,0.44035568833351135,0.22725388407707214,0.23982013761997223,0.1894027590751648,0.14830633997917175
(,0.1676948219537735,0.23263892531394958,0.33289089798927307,0.21791891753673553,0.2264307141304016,0.18010157346725464,0.189798504114151,0.22818490862846375,0.3087427020072937,0.16084139049053192,0.40561532974243164
r-oh,0.12966491281986237,0.08323801308870316,0.07185018062591553,0.23488706350326538,0.11648230254650116,0.11095868051052094,0.17263196408748627,-0.0229206383228302,0.043223533779382706,-0.001283109188079834,0.2520652413368225
),0.17939934134483337,0.2373749315738678,0.3456730246543884,0.2126024067401886,0.23478686809539795,0.1663975715637207,0.19541971385478973,0.2430245578289032,0.3326910734176636,0.17563296854496002,0.42300865054130554
;,0.07230665534734726,0.15315808355808258,0.09152708947658539,0.06250982731580734,0.0633435994386673,0.08701131492853165,0.010789583437144756,0.11059124767780304,0.092739537358284,0.07569094747304916,0.10349778085947037
ethers,0.28463777899742126,0.33017900586128235,0.23989462852478027,0.4153248965740204,0.3052224814891815,0.3069354295730591,0.3519146740436554,0.23211301863193512,0.2427009493112564,0.16305166482925415,0.1511978805065155
(,0.1676948219537735,0.23263892531394958,0.33289089798927307,0.21791891753673553,0.2264307141304016,0.18010157346725464,0.189798504114151,0.22818490862846375,0.3087427020072937,0.16084139049053192,0.40561532974243164
r-o-r,-0.208220973610878,-0.11886123567819595,-0.078621044754982,-0.1473950743675232,-0.22416315972805023,-0.16468577086925507,-0.1274561882019043,-0.15113700926303864,-0.0728904977440834,0.05301889404654503,-0.036449842154979706
),0.17939934134483337,0.2373749315738678,0.3456730246543884,0.2126024067401886,0.23478686809539795,0.1663975715637207,0.19541971385478973,0.2430245578289032,0.3326910734176636,0.17563296854496002,0.42300865054130554
;,0.07230665534734726,0.15315808355808258,0.09152708947658539,0.06250982731580734,0.0633435994386673,0.08701131492853165,0.010789583437144756,0.11059124767780304,0.092739537358284,0.07569094747304916,0.10349778085947037
ketones,0.3051634430885315,0.3426326811313629,0.18722933530807495,0.5864095687866211,0.2897205054759979,0.39944806694984436,0.49709364771842957,0.15338334441184998,0.1737438440322876,0.12325194478034973,0.19806009531021118
(,0.1676948219537735,0.23263892531394958,0.33289089798927307,0.21791891753673553,0.2264307141304016,0.18010157346725464,0.189798504114151,0.22818490862846375,0.3087427020072937,0.16084139049053192,0.40561532974243164
r-co-r,0.1874312460422516,0.10092851519584656,0.13019981980323792,-0.03695196285843849,0.19239573180675507,0.009874433279037476,-0.008968811482191086,0.0994931235909462,0.2043759524822235,0.23855987191200256,0.13921934366226196
),0.17939934134483337,0.2373749315738678,0.3456730246543884,0.2126024067401886,0.23478686809539795,0.1663975715637207,0.19541971385478973,0.2430245578289032,0.3326910734176636,0.17563296854496002,0.42300865054130554
;,0.07230665534734726,0.15315808355808258,0.09152708947658539,0.06250982731580734,0.0633435994386673,0.08701131492853165,0.010789583437144756,0.11059124767780304,0.092739537358284,0.07569094747304916,0.10349778085947037
