,on,which,date,was,genghis,khan,'s,palace,rediscovered,by,archeaologists,?
on,0.9999999403953552,0.4245251417160034,0.21806180477142334,0.3909217119216919,0.17695671319961548,0.13222354650497437,0.0026888418942689896,0.13724961876869202,0.17738232016563416,0.33887791633605957,0.18828131258487701,0.2714994251728058
october,0.3742676079273224,0.15760760009288788,0.2298436164855957,0.4627581834793091,0.21993806958198547,0.21001553535461426,-0.06886140257120132,0.1366289258003235,0.16191256046295166,0.17728064954280853,0.155842587351799,0.29706719517707825
6,0.005334584508091211,0.07327836006879807,0.0804002657532692,0.021614471450448036,0.01126574631780386,-0.08821707218885422,0.06298240274190903,0.062129732221364975,0.016801420599222183,0.02900889329612255,0.05417570844292641,0.045001473277807236
",",0.49057599902153015,0.3658004403114319,0.2279704213142395,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2317083179950714,0.26835039258003235,0.3680937886238098,0.2511361241340637,0.31091248989105225
2004,-0.18105953931808472,-0.3311369717121124,-0.1361430138349533,-0.01421020831912756,-0.05700739100575447,0.02910664491355419,-0.06140275299549103,-0.11440115422010422,-0.12156586349010468,-0.043635208159685135,-0.21550999581813812,-0.15923042595386505
",",0.49057599902153015,0.3658004403114319,0.2279704213142395,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2317083179950714,0.26835039258003235,0.3680937886238098,0.2511361241340637,0.31091248989105225
a,0.3848365545272827,0.56894451379776,0.20166118443012238,0.4508470594882965,0.194350928068161,0.1743650734424591,0.04866964742541313,0.16498732566833496,0.1844019889831543,0.32094135880470276,0.2526531517505646,0.23916715383529663
joint,0.18687814474105835,0.24165283143520355,0.13854502141475677,0.18301956355571747,0.11792134493589401,0.0817766785621643,-0.07964841276407242,0.16068968176841736,0.08507786691188812,0.23853729665279388,0.22199735045433044,0.15804731845855713
japanese-mongolian,0.2232283353805542,0.32345059514045715,0.24601781368255615,0.20933213829994202,0.4514487087726593,0.36329442262649536,-0.02877804823219776,0.26015251874923706,0.15694543719291687,0.21780255436897278,0.30687564611434937,0.1500195413827896
archaeological,0.18250824511051178,0.26685187220573425,0.19626665115356445,0.18959636986255646,0.3155161142349243,0.12632456421852112,0.05723372474312782,0.30900177359580994,0.395790696144104,0.13778281211853027,0.542174220085144,0.13145314157009125
dig,0.1335466057062149,0.1361374408006668,0.09422264993190765,0.10249892622232437,0.23156404495239258,0.09548121690750122,0.06304886937141418,0.1115194633603096,0.2302985042333603,0.10519593209028244,0.2371593862771988,0.16563881933689117
uncovered,0.2545464336872101,0.3130296766757965,0.19358506798744202,0.33030179142951965,0.21704448759555817,0.12812863290309906,-0.03990044444799423,0.21456760168075562,0.606797993183136,0.25015246868133545,0.3919624090194702,0.13400797545909882
what,0.34226128458976746,0.5261979103088379,0.20141606032848358,0.22111038863658905,0.24369274079799652,0.16476042568683624,0.02692362666130066,0.17891965806484222,0.2582886517047882,0.2455483376979828,0.3872656226158142,0.5051238536834717
is,0.3635730445384979,0.4457404911518097,0.1887049674987793,0.5810302495956421,0.1866190880537033,0.20103248953819275,0.02396530658006668,0.16243064403533936,0.17753009498119354,0.3899846076965332,0.30430665612220764,0.22961433231830597
believed,0.18893791735172272,0.3179844319820404,0.13767734169960022,0.3758357763290405,0.25075581669807434,0.10172413289546967,0.059631526470184326,0.09502621740102768,0.42717522382736206,0.3129139244556427,0.3641335666179657,0.17606885731220245
to,0.41031414270401,0.5345056653022766,0.2530132532119751,0.3636345863342285,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.1622222661972046,0.1826266646385193,0.33534231781959534,0.2982827425003052,0.29463258385658264
be,0.37900757789611816,0.476310670375824,0.26916593313217163,0.42228707671165466,0.16810378432273865,0.19255778193473816,0.025217169895768166,0.10527019202709198,0.18590907752513885,0.43158695101737976,0.28636255860328674,0.3324260413646698
genghis,0.17695671319961548,0.26472097635269165,0.19864553213119507,0.3037589192390442,1.0,0.5896923542022705,0.031423866748809814,0.30898648500442505,0.2561027705669403,0.22102472186088562,0.28291282057762146,0.18813461065292358
khan,0.13222354650497437,0.19211235642433167,0.11559957265853882,0.23483267426490784,0.5896923542022705,1.0,0.05307086929678917,0.19297124445438385,0.07474187761545181,0.13558374345302582,0.10019853711128235,0.12862591445446014
's,0.0026888418942689896,0.03856118768453598,-0.028415024280548096,0.008974763564765453,0.031423866748809814,0.05307086929678917,0.9999999403953552,-0.06660041213035583,-0.05418580025434494,-0.010884488001465797,0.07397864013910294,-0.023395681753754616
palace,0.13724961876869202,0.17279107868671417,0.16265708208084106,0.22858285903930664,0.30898648500442505,0.19297124445438385,-0.06660041213035583,0.9999999403953552,0.14350657165050507,0.14397868514060974,0.21144361793994904,0.14965219795703888
in,0.46853652596473694,0.4840516746044159,0.21362407505512238,0.45514053106307983,0.224680557847023,0.1527150720357895,-0.037580832839012146,0.22634974122047424,0.2683403491973877,0.370934396982193,0.2528623342514038,0.20430970191955566
rural,0.18658621609210968,0.16041631996631622,0.040551114827394485,0.165350079536438,0.1960499882698059,0.17678478360176086,0.08167918026447296,0.11499712616205215,0.10652719438076019,0.10422030836343765,0.11728572845458984,0.11320571601390839
mongolia,0.17148731648921967,0.2594313621520996,0.23668025434017181,0.12289638072252274,0.4294305145740509,0.37883228063583374,-0.018711648881435394,0.23440583050251007,0.2020619511604309,0.1329309493303299,0.2542615532875061,0.12165829539299011
",",0.49057599902153015,0.3658004403114319,0.2279704213142395,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2317083179950714,0.26835039258003235,0.3680937886238098,0.2511361241340637,0.31091248989105225
which,0.4245251417160034,1.0,0.198163703083992,0.2830964922904968,0.26472097635269165,0.19211235642433167,0.03856118768453598,0.17279107868671417,0.2475716471672058,0.40543368458747864,0.32790714502334595,0.25814583897590637
raises,0.21100302040576935,0.2588394582271576,0.15598012506961823,0.12083401530981064,0.14948761463165283,0.11854958534240723,0.02896355278789997,0.040715306997299194,0.03650851547718048,0.10948244482278824,0.1443476527929306,0.20082814991474152
the,0.5107308030128479,0.6521818041801453,0.25333094596862793,0.48711544275283813,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.25955939292907715,0.26638320088386536,0.4408751428127289,0.33491626381874084,0.22068053483963013
possibility,0.23918402194976807,0.28845542669296265,0.2485066056251526,0.18156826496124268,0.11280769854784012,0.16993823647499084,-0.0037947550881654024,0.12415428459644318,0.20745831727981567,0.1666402369737625,0.27494683861732483,0.2723599076271057
of,0.3966929316520691,0.5011631846427917,0.19568462669849396,0.4069072902202606,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.223849356174469,0.2429964542388916,0.3646814823150635,0.23179012537002563,0.1826142966747284
actually,0.2697833180427551,0.5028455853462219,0.24423857033252716,0.29136961698532104,0.2101118266582489,0.16449224948883057,0.012363291345536709,0.1834699809551239,0.3586578667163849,0.26796624064445496,0.34131649136543274,0.36036357283592224
locating,0.25227904319763184,0.3266247808933258,0.2506747841835022,0.08606195449829102,0.10854863375425339,0.03885389864444733,-0.012060388922691345,0.17310529947280884,0.18986524641513824,0.2791222035884857,0.24265547096729279,0.20422548055648804
the,0.5107308030128479,0.6521818041801453,0.25333094596862793,0.48711544275283813,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.25955939292907715,0.26638320088386536,0.4408751428127289,0.33491626381874084,0.22068053483963013
