,where,is,st,aloysius,',college,located,?
st,0.2548801898956299,0.14744308590888977,1.0000001192092896,0.2874316871166229,0.23351964354515076,0.21699413657188416,0.19922268390655518,0.13298600912094116
joseph,0.16864615678787231,0.1339416801929474,0.27141252160072327,0.38217490911483765,0.1583358496427536,0.15229348838329315,0.11460646986961365,0.08421234786510468
's,0.0007701900321990252,0.02396530658006668,0.05475457385182381,0.06451244652271271,0.07651367038488388,0.012106797657907009,-0.031078986823558807,-0.023395681753754616
college,0.1927255094051361,0.15433147549629211,0.21699413657188416,0.2624453604221344,0.17710594832897186,0.9999999403953552,0.20386630296707153,0.11076676845550537
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
gregory,0.16246317327022552,0.13286930322647095,0.22095082700252533,0.42176109552383423,0.15460731089115143,0.20006917417049408,0.07762673497200012,0.22212301194667816
terrace,0.2511364221572876,0.164114847779274,0.2513190805912018,0.16757982969284058,0.0973266065120697,0.3101908266544342,0.27650487422943115,0.077438123524189
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
saint,0.22769564390182495,0.2384635955095291,0.49606651067733765,0.3061763048171997,0.2416752725839615,0.1875132918357849,0.18277636170387268,0.15690264105796814
ignatius,0.17111773788928986,0.18803365528583527,0.3055614233016968,0.6794021725654602,0.189130499958992,0.2956441044807434,0.12845253944396973,0.1318337768316269
',0.24928376078605652,0.5508411526679993,0.23351964354515076,0.259220153093338,1.0,0.17710594832897186,0.25896891951560974,0.330942302942276
college,0.1927255094051361,0.15433147549629211,0.21699413657188416,0.2624453604221344,0.17710594832897186,0.9999999403953552,0.20386630296707153,0.11076676845550537
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
riverview,0.09043481945991516,0.1975540965795517,0.2314651757478714,0.2013287991285324,0.25313451886177063,0.21871554851531982,0.24789857864379883,0.19514279067516327
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
st,0.2548801898956299,0.14744308590888977,1.0000001192092896,0.2874316871166229,0.23351964354515076,0.21699413657188416,0.19922268390655518,0.13298600912094116
gregory,0.16246317327022552,0.13286930322647095,0.22095082700252533,0.42176109552383423,0.15460731089115143,0.20006917417049408,0.07762673497200012,0.22212301194667816
's,0.0007701900321990252,0.02396530658006668,0.05475457385182381,0.06451244652271271,0.07651367038488388,0.012106797657907009,-0.031078986823558807,-0.023395681753754616
college,0.1927255094051361,0.15433147549629211,0.21699413657188416,0.2624453604221344,0.17710594832897186,0.9999999403953552,0.20386630296707153,0.11076676845550537
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
campbelltown,0.2642948627471924,0.2592736482620239,0.2635369896888733,0.1819525510072708,0.2058468908071518,0.3183521628379822,0.309560626745224,0.1276736855506897
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
st,0.2548801898956299,0.14744308590888977,1.0000001192092896,0.2874316871166229,0.23351964354515076,0.21699413657188416,0.19922268390655518,0.13298600912094116
aloysius,0.14836785197257996,0.1578867882490158,0.2874316871166229,0.9999998807907104,0.259220153093338,0.2624453604221344,0.09465615451335907,0.1675117313861847
',0.24928376078605652,0.5508411526679993,0.23351964354515076,0.259220153093338,1.0,0.17710594832897186,0.25896891951560974,0.330942302942276
college,0.1927255094051361,0.15433147549629211,0.21699413657188416,0.2624453604221344,0.17710594832897186,0.9999999403953552,0.20386630296707153,0.11076676845550537
(,0.1970011591911316,0.35393038392066956,0.24305908381938934,0.285969614982605,0.5287467241287231,0.14349396526813507,0.21025894582271576,0.40561532974243164
sydney,0.21456296741962433,0.13638122379779816,0.17498551309108734,0.18273156881332397,0.1586715131998062,0.20834961533546448,0.1941671073436737,0.0820717066526413
),0.20711064338684082,0.37732169032096863,0.23933997750282288,0.2910602390766144,0.5468860864639282,0.17134611308574677,0.19755883514881134,0.42300865054130554
and,0.43859338760375977,0.3859752118587494,0.18031862378120422,0.1956382542848587,0.3053182065486908,0.24619808793067932,0.24183952808380127,0.20544172823429108
st,0.2548801898956299,0.14744308590888977,1.0000001192092896,0.2874316871166229,0.23351964354515076,0.21699413657188416,0.19922268390655518,0.13298600912094116
joseph,0.16864615678787231,0.1339416801929474,0.27141252160072327,0.38217490911483765,0.1583358496427536,0.15229348838329315,0.11460646986961365,0.08421234786510468
's,0.0007701900321990252,0.02396530658006668,0.05475457385182381,0.06451244652271271,0.07651367038488388,0.012106797657907009,-0.031078986823558807,-0.023395681753754616
college,0.1927255094051361,0.15433147549629211,0.21699413657188416,0.2624453604221344,0.17710594832897186,0.9999999403953552,0.20386630296707153,0.11076676845550537
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
hunters,0.19740042090415955,0.16483403742313385,0.08759908378124237,0.07740923017263412,0.1158800721168518,0.03420718386769295,0.164123997092247,0.11965189129114151
hill,0.23512762784957886,0.18022680282592773,0.22081108391284943,0.11354643106460571,0.167820543050766,0.22978828847408295,0.19458231329917908,0.1149863451719284
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
as,0.35409465432167053,0.43216490745544434,0.18151216208934784,0.26790308952331543,0.41391023993492126,0.18513722717761993,0.20928777754306793,0.27043893933296204
well,0.4122413992881775,0.33406564593315125,0.17553222179412842,0.19324891269207,0.28073304891586304,0.21125410497188568,0.18824397027492523,0.24815571308135986
as,0.35409465432167053,0.43216490745544434,0.18151216208934784,0.26790308952331543,0.41391023993492126,0.18513722717761993,0.20928777754306793,0.27043893933296204
loreto,0.1971578598022461,0.24862059950828552,0.16186372935771942,0.23226863145828247,0.23088854551315308,0.2276235967874527,0.2777899205684662,0.11420498788356781
kirribilli,0.21090300381183624,0.2784011662006378,0.1759931445121765,0.2784298360347748,0.3120880722999573,0.1999850571155548,0.2523443102836609,0.15385673940181732
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
monte,0.22481462359428406,0.20323650538921356,0.1750182807445526,0.18733100593090057,0.14227300882339478,0.16952741146087646,0.18188247084617615,0.09090651571750641
sant,0.18149663507938385,0.18617694079875946,0.27515989542007446,0.27487218379974365,0.215859517455101,0.20151978731155396,0.20446135103702545,0.14098989963531494
angelo,0.15152007341384888,0.13626202940940857,0.15816155076026917,0.34357282519340515,0.20577913522720337,0.24174867570400238,0.14693239331245422,0.13446833193302155
mercy,0.18870896100997925,0.18992191553115845,0.19154059886932373,0.21231231093406677,0.24742241203784943,0.22610929608345032,0.08217068761587143,0.18949799239635468
college,0.1927255094051361,0.15433147549629211,0.21699413657188416,0.2624453604221344,0.17710594832897186,0.9999999403953552,0.20386630296707153,0.11076676845550537
",",0.3149496018886566,0.4691906273365021,0.2904339134693146,0.29252302646636963,0.5178600549697876,0.23942269384860992,0.2678719460964203,0.31091248989105225
st,0.2548801898956299,0.14744308590888977,1.0000001192092896,0.2874316871166229,0.23351964354515076,0.21699413657188416,0.19922268390655518,0.13298600912094116
