,what,was,he,hoping,to,stimulate,with,the,toe,squishing,?
he,0.3114890456199646,0.5410010814666748,1.0000001192092896,0.24347975850105286,0.385390967130661,0.13886484503746033,0.2845253646373749,0.4571082592010498,0.13402843475341797,0.29212647676467896,0.2089974731206894
squished,0.15436747670173645,0.324406236410141,0.3176898956298828,0.22806014120578766,0.2156265676021576,0.16980858147144318,0.25638747215270996,0.2856025993824005,0.21507295966148376,0.6833963394165039,0.1553531289100647
his,0.26976513862609863,0.4405253231525421,0.7171558737754822,0.3228236138820648,0.3715193271636963,0.17962433397769928,0.33836179971694946,0.4394008219242096,0.1473662555217743,0.34943702816963196,0.18075084686279297
toes,0.16302838921546936,0.12350691109895706,0.15657939016819,0.21304744482040405,0.22723388671875,0.17678068578243256,0.21724027395248413,0.21160157024860382,0.7206100821495056,0.3826647698879242,0.19841516017913818
one,0.376489520072937,0.3752199709415436,0.3856739401817322,0.2283296287059784,0.4025384783744812,0.20941409468650818,0.3855307400226593,0.5514441132545471,0.23506219685077667,0.3136809170246124,0.2673267424106598
hundred,0.16879357397556305,0.23643863201141357,0.255768358707428,0.22450615465641022,0.2489847093820572,0.12418550997972488,0.12832461297512054,0.3325488865375519,0.13299046456813812,0.26957425475120544,0.17378053069114685
times,0.21414996683597565,0.2859917879104614,0.307947039604187,0.13977296650409698,0.32875269651412964,0.07452608644962311,0.3026435673236847,0.29093852639198303,0.14034219086170197,0.20986102521419525,0.18880689144134521
for,0.3017193675041199,0.3863949179649353,0.4540175199508667,0.29515236616134644,0.4451248347759247,0.19460026919841766,0.39140474796295166,0.4739971458911896,0.09217409789562225,0.2992236018180847,0.264628142118454
each,0.3353266417980194,0.14424845576286316,0.21012352406978607,0.26561275124549866,0.3941934108734131,0.28904423117637634,0.4100050628185272,0.470844566822052,0.21342316269874573,0.22129108011722565,0.21173812448978424
foot,0.1961006075143814,0.20141293108463287,0.20637764036655426,0.2176835685968399,0.256702184677124,0.1432541012763977,0.20559963583946228,0.2820718288421631,0.42236196994781494,0.27572035789489746,0.13330338895320892
every,0.30284011363983154,0.23630550503730774,0.3009452223777771,0.3111759424209595,0.3643300235271454,0.2189318686723709,0.2629130780696869,0.4023689329624176,0.2002212107181549,0.2354898899793625,0.24066033959388733
night,0.20251014828681946,0.21724213659763336,0.24109213054180145,0.23851829767227173,0.1691640168428421,0.16080595552921295,0.20756502449512482,0.2817382514476776,0.08765089511871338,0.2730029821395874,0.13794848322868347
",",0.3087472915649414,0.45456063747406006,0.40251094102859497,0.2312113642692566,0.44245919585227966,0.14899016916751862,0.4120737314224243,0.4933079481124878,0.19770579040050507,0.37046363949775696,0.31091248989105225
saying,0.5164517760276794,0.25888511538505554,0.3227902352809906,0.4262394309043884,0.36477673053741455,0.1949101835489273,0.2713398039340973,0.30105578899383545,0.15167659521102905,0.2822619676589966,0.36382168531417847
that,0.6297725439071655,0.33670201897621155,0.36068853735923767,0.3822050392627716,0.5436353087425232,0.31221649050712585,0.4154358208179474,0.5473989248275757,0.1898716241121292,0.360468327999115,0.32716336846351624
it,0.45803478360176086,0.4577186405658722,0.36018872261047363,0.18609124422073364,0.513711154460907,0.24639566242694855,0.3369046747684479,0.6251175999641418,0.17952996492385864,0.3054178059101105,0.25732165575027466
stimulated,0.19212909042835236,0.1968606561422348,0.14554257690906525,0.16753557324409485,0.21807006001472473,0.9221523404121399,0.21776442229747772,0.23770713806152344,0.18681782484054565,0.2784726917743683,0.06631448119878769
his,0.26976513862609863,0.4405253231525421,0.7171558737754822,0.3228236138820648,0.3715193271636963,0.17962433397769928,0.33836179971694946,0.4394008219242096,0.1473662555217743,0.34943702816963196,0.18075084686279297
brain,0.26156795024871826,0.16989849507808685,0.20615744590759277,0.1134672462940216,0.21741782128810883,0.4033684730529785,0.18320447206497192,0.25109198689460754,0.23456907272338867,0.21992650628089905,0.17415454983711243
cells,0.1758001297712326,0.12093250453472137,0.09247757494449615,0.12469635903835297,0.26320719718933105,0.40117037296295166,0.2187740057706833,0.19095487892627716,0.16353008151054382,0.2693713307380676,0.1898086667060852
.,0.3567904531955719,0.40146201848983765,0.38061028718948364,0.23610863089561462,0.4645031690597534,0.17178866267204285,0.4446153938770294,0.5934505462646484,0.18209359049797058,0.3136271834373474,0.4130953550338745
