,where,was,the,continental,edison,company,located,?
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.248937726020813,0.22187061607837677,0.22141718864440918,0.35149815678596497,0.20430970191955566
1882,-0.06521916389465332,-0.15778027474880219,-0.17908993363380432,-0.1194595992565155,-0.00667126988992095,-0.0921860933303833,-0.18034778535366058,0.08152727782726288
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21947523951530457,0.29400110244750977,0.2697763442993164,0.2678719460964203,0.31091248989105225
tesla,0.12761090695858002,0.16455206274986267,0.1324402391910553,0.11489234864711761,0.35526686906814575,0.23045730590820312,0.1643938571214676,0.10250775516033173
began,0.11145364493131638,0.4683617055416107,0.3059147596359253,0.26769962906837463,0.1817903369665146,0.22281962633132935,0.10947172343730927,0.1370266228914261
working,0.2553141415119171,0.25099408626556396,0.25857484340667725,0.12446703016757965,0.1765560656785965,0.24794431030750275,0.1860000044107437,0.17154020071029663
for,0.38599511981010437,0.3863949179649353,0.4739971458911896,0.17001157999038696,0.1954379379749298,0.25874319672584534,0.1493360996246338,0.264628142118454
the,0.5003893971443176,0.48711544275283813,1.0,0.32723063230514526,0.25419825315475464,0.26591673493385315,0.407527357339859,0.22068053483963013
continental,0.20442599058151245,0.23607179522514343,0.32723063230514526,0.9999999403953552,0.2208264023065567,0.17501017451286316,0.14128771424293518,0.1410352885723114
edison,0.1765860617160797,0.2864142954349518,0.25419825315475464,0.2208264023065567,0.9999999403953552,0.2836497128009796,0.0949200764298439,0.10244420915842056
company,0.21870826184749603,0.2293137013912201,0.26591673493385315,0.17501017451286316,0.2836497128009796,1.0,0.15997497737407684,0.12195809185504913
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.248937726020813,0.22187061607837677,0.22141718864440918,0.35149815678596497,0.20430970191955566
france,0.21451038122177124,0.2715669870376587,0.35517507791519165,0.2084755152463913,0.1744624525308609,0.19915680587291718,0.16463594138622284,0.15069349110126495
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21947523951530457,0.29400110244750977,0.2697763442993164,0.2678719460964203,0.31091248989105225
designing,0.24128209054470062,0.25029483437538147,0.30970847606658936,0.18726788461208344,0.29420557618141174,0.2977614998817444,0.13955122232437134,0.1437348574399948
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.21829797327518463,0.13864636421203613,0.23788511753082275,0.24183952808380127,0.20544172823429108
making,0.20275279879570007,0.28285154700279236,0.35185980796813965,0.1329658031463623,0.24227751791477203,0.26103222370147705,0.15172147750854492,0.2539324164390564
improvements,0.138199120759964,0.2104431539773941,0.269887775182724,0.15725144743919373,0.17910556495189667,0.2568598687648773,0.11220329999923706,0.26583096385002136
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.20232366025447845,0.21176284551620483,0.24903783202171326,0.20850814878940582,0.29463258385658264
electrical,0.24192504584789276,0.2032313495874405,0.2523402273654938,0.16918571293354034,0.37905892729759216,0.24566732347011566,0.19032950699329376,0.10923371464014053
equipment,0.23876279592514038,0.157419353723526,0.22635069489479065,0.1729557067155838,0.22749248147010803,0.34967055916786194,0.16248446702957153,0.0920877456665039
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.26854023337364197,0.2391979843378067,0.266353577375412,0.28226932883262634,0.4130953550338745
