,what,are,the,little,tentacles,that,cydippids,have,called,?
the,0.42745697498321533,0.40399202704429626,1.0,0.2412613034248352,0.24109509587287903,0.5473989248275757,0.3210736811161041,0.40389683842658997,0.489897221326828,0.22068053483963013
textbook,0.3037169575691223,0.18500658869743347,0.1896098256111145,0.1855694055557251,0.1570180207490921,0.2855597138404846,0.251082181930542,0.21407495439052582,0.2173469215631485,0.21686993539333344
examples,0.26665759086608887,0.5214043259620667,0.30092597007751465,0.11981775611639023,0.21203407645225525,0.3528132736682892,0.29934078454971313,0.3969608247280121,0.3446689248085022,0.19976599514484406
are,0.29724663496017456,1.0,0.40399202704429626,0.21188540756702423,0.3209848701953888,0.45265161991119385,0.35411837697029114,0.6577680706977844,0.3676711618900299,0.24591213464736938
cydippids,0.22088393568992615,0.35411837697029114,0.3210736811161041,0.2586369216442108,0.5143322944641113,0.31674885749816895,1.0,0.36766985058784485,0.33270594477653503,0.217335045337677
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.22821269929409027,0.22586162388324738,0.4154358208179474,0.22512833774089813,0.48046383261680603,0.3139074146747589,0.2433311939239502
egg-shaped,0.22149525582790375,0.2641546428203583,0.30625149607658386,0.22778451442718506,0.4261912405490875,0.3003721833229065,0.4014110565185547,0.2875295877456665,0.4282063841819763,0.11325749009847641
bodies,0.1688588559627533,0.35380154848098755,0.2745959758758545,0.16420044004917145,0.37242671847343445,0.30124250054359436,0.3903283476829529,0.3680446147918701,0.2661176025867462,0.18285469710826874
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2627353072166443,0.24069741368293762,0.4731321930885315,0.3117515742778778,0.4711785912513733,0.3251761794090271,0.20544172823429108
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.3029581904411316,0.22963744401931763,0.47537946701049805,0.25175222754478455,0.338716596364975,0.4868806302547455,0.23916715383529663
pair,0.1797199696302414,0.3115881681442261,0.2643369734287262,0.1886478215456009,0.3249877691268921,0.2777472734451294,0.3130885362625122,0.31741735339164734,0.2851368486881256,0.11695868521928787
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.20116642117500305,0.21750880777835846,0.41498205065727234,0.2979815900325775,0.3802283704280853,0.4222904443740845,0.1826142966747284
retractable,0.20051003992557526,0.26111865043640137,0.25109708309173584,0.25467902421951294,0.45308834314346313,0.3060601055622101,0.3503369390964508,0.35642656683921814,0.23183250427246094,0.19423192739486694
tentacles,0.17259258031845093,0.3209848701953888,0.24109509587287903,0.15478472411632538,0.9999999403953552,0.2598695456981659,0.5143322944641113,0.3148491680622101,0.2202894389629364,0.15145425498485565
fringed,0.10277488827705383,0.27321481704711914,0.2664870023727417,0.10880400985479355,0.39210444688796997,0.22740896046161652,0.3743914067745209,0.26854103803634644,0.29512906074523926,0.0928630456328392
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.22821269929409027,0.22586162388324738,0.4154358208179474,0.22512833774089813,0.48046383261680603,0.3139074146747589,0.2433311939239502
tentilla,0.27320170402526855,0.29637789726257324,0.3119664192199707,0.17550839483737946,0.3030882179737091,0.27271005511283875,0.3443603813648224,0.22990447282791138,0.2775586247444153,0.18873277306556702
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.23746424913406372,0.12793618440628052,0.2264307141304016,0.1995982825756073,0.23072676360607147,0.2546432614326477,0.40561532974243164
``,0.008517155423760414,0.12624181807041168,0.029072100296616554,-0.006054630968719721,0.08641248196363449,0.05285148695111275,0.08323326706886292,0.1022237241268158,0.00907047651708126,0.0685480609536171
little,0.2614184617996216,0.21188540756702423,0.2412613034248352,1.0,0.15478472411632538,0.3069852590560913,0.2586369216442108,0.31236013770103455,0.22220036387443542,0.20336517691612244
tentacles,0.17259258031845093,0.3209848701953888,0.24109509587287903,0.15478472411632538,0.9999999403953552,0.2598695456981659,0.5143322944641113,0.3148491680622101,0.2202894389629364,0.15145425498485565
'',0.08143015950918198,0.0263817198574543,0.041273195296525955,-0.026414765045046806,-0.0471188984811306,0.007880004122853279,0.05536840483546257,0.0312618687748909,0.021102847531437874,0.018684765323996544
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.21618743240833282,0.12745746970176697,0.23478686809539795,0.19199809432029724,0.22866283357143402,0.273923397064209,0.42300865054130554
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.3069852590560913,0.2598695456981659,1.0,0.31674885749816895,0.6182622313499451,0.41604554653167725,0.32716336846351624
are,0.29724663496017456,1.0,0.40399202704429626,0.21188540756702423,0.3209848701953888,0.45265161991119385,0.35411837697029114,0.6577680706977844,0.3676711618900299,0.24591213464736938
covered,0.24682468175888062,0.2738212049007416,0.3132939636707306,0.19162927567958832,0.30392876267433167,0.32170581817626953,0.25008702278137207,0.33542361855506897,0.32589396834373474,0.139833465218544
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.22821269929409027,0.22586162388324738,0.4154358208179474,0.22512833774089813,0.48046383261680603,0.3139074146747589,0.2433311939239502
colloblasts,0.25280773639678955,0.33420172333717346,0.31561675667762756,0.16739389300346375,0.34558016061782837,0.22335852682590485,0.3708847463130951,0.28123342990875244,0.3829335868358612,0.20071622729301453
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.32780832052230835,0.2031479775905609,0.4137537479400635,0.2807892858982086,0.3541618287563324,0.26549121737480164,0.31091248989105225
sticky,0.22879846394062042,0.27103671431541443,0.1633676141500473,0.2594762146472931,0.4543832540512085,0.2779316008090973,0.38245129585266113,0.3092755377292633,0.25312426686286926,0.17398136854171753
cells,0.1758001297712326,0.2908284366130829,0.19095487892627716,0.18709324300289154,0.382284551858902,0.2709589898586273,0.38721928000450134,0.294906347990036,0.20908011496067047,0.1898086667060852
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.3069852590560913,0.2598695456981659,1.0,0.31674885749816895,0.6182622313499451,0.41604554653167725,0.32716336846351624
capture,0.20491331815719604,0.17015503346920013,0.3008226752281189,0.07023055851459503,0.2557417154312134,0.22003284096717834,0.18848766386508942,0.16129238903522491,0.16373932361602783,0.12945853173732758
prey,0.21349354088306427,0.28169316053390503,0.2732231020927429,0.15731336176395416,0.5000530481338501,0.2647857367992401,0.45655572414398193,0.2883533239364624,0.16148768365383148,0.15793472528457642
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.24199113249778748,0.23579104244709015,0.4460422694683075,0.2866429090499878,0.41614407300949097,0.300344854593277,0.4130953550338745
