,what,was,the,colonia,agrippina,'s,original,name,?
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.17421460151672363,0.10317204892635345,0.006096371449530125,0.16926848888397217,0.09606724977493286,0.12887074053287506
about,0.47976887226104736,0.2577359974384308,0.37995871901512146,0.13984987139701843,0.22853665053844452,-0.020936643704771996,0.21706604957580566,0.16679374873638153,0.302409827709198
ad,0.27659884095191956,0.22054366767406464,0.24233382940292358,0.18199339509010315,0.3594401776790619,-0.026603031903505325,0.09319063276052475,0.13376720249652863,0.20824462175369263
14,0.050140514969825745,0.020082935690879822,-0.011880298145115376,-0.0017740862676873803,0.13266205787658691,-0.005885524209588766,0.009325380437076092,0.1119326502084732,0.11697390675544739
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.19246184825897217,0.2530461251735687,0.06895173341035843,0.29575109481811523,0.21235932409763336,0.20544172823429108
180,0.1435280293226242,-0.11161122471094131,0.08750838786363602,0.14974647760391235,0.03026367351412773,-0.01453379262238741,-0.09119946509599686,0.030500976368784904,0.12062747031450272
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.22461535036563873,0.24255090951919556,-0.0016132977325469255,0.23508994281291962,0.28145334124565125,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.2522081732749939,0.2560017704963684,-0.01540423184633255,0.4037000238895416,0.3171212375164032,0.22068053483963013
assignment,0.33189061284065247,0.22172512114048004,0.34598997235298157,0.037722524255514145,0.19901961088180542,-0.034780651330947876,0.2267080694437027,0.21528902649879456,0.23921610414981842
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.25181788206100464,0.2825825810432434,-0.03817026689648628,0.30228546261787415,0.24075818061828613,0.1826142966747284
legions,0.13887666165828705,0.21089579164981842,0.2824350595474243,0.2716384828090668,0.39351075887680054,0.007747814524918795,0.1473655104637146,0.10175438225269318,0.11789947748184204
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2200767546892166,0.305454820394516,0.008974763564765453,0.32203906774520874,0.2646567225456238,0.18412111699581146
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.13441267609596252,0.2286539077758789,-0.05775856226682663,0.2790030837059021,0.2851914167404175,0.27043893933296204
follows,0.28637656569480896,0.15429966151714325,0.3630034327507019,0.07286690920591354,0.20136208832263947,-0.021981893107295036,0.24573977291584015,0.1878529042005539,0.16897420585155487
:,-0.12022944539785385,0.002802103292196989,-0.03403344005346298,-0.018789654597640038,0.029473887756466866,0.07621461898088455,-0.12546323239803314,-0.0774015560746193,-0.07156077772378922
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.12795720994472504,0.1462697982788086,-0.07241261005401611,0.2975997030735016,0.25737348198890686,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.2522081732749939,0.2560017704963684,-0.01540423184633255,0.4037000238895416,0.3171212375164032,0.22068053483963013
army,0.1698741316795349,0.30177709460258484,0.31011611223220825,0.16239330172538757,0.2167837917804718,0.03417222201824188,0.15416766703128815,0.11530444025993347,0.180583193898201
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.25181788206100464,0.2825825810432434,-0.03817026689648628,0.30228546261787415,0.24075818061828613,0.1826142966747284
germania,0.19265617430210114,0.22645294666290283,0.25158780813217163,0.3564578592777252,0.39055243134498596,0.06986410170793533,0.08845962584018707,0.1895376741886139,0.16800276935100555
inferior,0.30428844690322876,0.197224959731102,0.26365524530410767,0.205088809132576,0.23644603788852692,0.030738012865185738,0.15330010652542114,0.10351364314556122,0.10856961458921432
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.22461535036563873,0.24255090951919556,-0.0016132977325469255,0.23508994281291962,0.28145334124565125,0.31091248989105225
two,0.23363454639911652,0.27166637778282166,0.43858039379119873,0.15484094619750977,0.2330155223608017,0.038143858313560486,0.25192147493362427,0.18348293006420135,0.19645625352859497
legions,0.13887666165828705,0.21089579164981842,0.2824350595474243,0.2716384828090668,0.39351075887680054,0.007747814524918795,0.1473655104637146,0.10175438225269318,0.11789947748184204
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.13640420138835907,0.1943659484386444,-0.08481216430664062,0.15838190913200378,0.11450952291488647,0.21978627145290375
