,what,does,salafism,in,its,harshest,form,encourage,its,followers,to,view,the,religion,of,others,with,?
in,0.30808621644973755,0.214483380317688,0.23406104743480682,1.0,0.3793783485889435,0.31654974818229675,0.2815987169742584,0.2503052353858948,0.3793783485889435,0.26862582564353943,0.45010748505592346,0.17477142810821533,0.6662389636039734,0.2462482750415802,0.5696388483047485,0.3167906701564789,0.4080928862094879,0.20430970191955566
its,0.30393704771995544,0.33437713980674744,0.17904458940029144,0.3793783485889435,1.0,0.27794399857521057,0.2492789775133133,0.17370302975177765,1.0,0.2071201354265213,0.3691340684890747,0.16257590055465698,0.559237003326416,0.1866176426410675,0.48690423369407654,0.25357380509376526,0.3087116777896881,0.15103481709957123
harshest,0.348052054643631,0.2947620749473572,0.33270978927612305,0.31654974818229675,0.27794399857521057,1.0,0.19860611855983734,0.31395962834358215,0.27794399857521057,0.3066139221191406,0.31519946455955505,0.23139092326164246,0.36326903104782104,0.24977461993694305,0.3525494635105133,0.3184744119644165,0.2574361562728882,0.23323340713977814
form,0.15868011116981506,0.26710256934165955,0.22186633944511414,0.2815987169742584,0.2492789775133133,0.19860611855983734,0.9999999403953552,0.17632700502872467,0.2492789775133133,0.2052338868379593,0.2772196829319,0.10057130455970764,0.29286009073257446,0.18679021298885345,0.29600051045417786,0.2152256816625595,0.29348593950271606,0.1463010311126709
it,0.45803478360176086,0.34188351035118103,0.21187330782413483,0.5130809545516968,0.5786119699478149,0.32788026332855225,0.31451088190078735,0.2397700697183609,0.5786119699478149,0.21775196492671967,0.513711154460907,0.22956304252147675,0.6251175999641418,0.24294573068618774,0.38761502504348755,0.34298810362815857,0.3369046747684479,0.25732165575027466
preached,0.2606910467147827,0.16090704500675201,0.38556772470474243,0.22246213257312775,0.12488890439271927,0.2733197510242462,0.12905652821063995,0.259485125541687,0.12488890439271927,0.4910898506641388,0.20264115929603577,0.1870497614145279,0.22356590628623962,0.4244140684604645,0.1946892887353897,0.24258552491664886,0.1591825634241104,0.21524854004383087
that,0.6297725439071655,0.4764937460422516,0.2893858551979065,0.435920387506485,0.416561484336853,0.3788908123970032,0.31894639134407043,0.37807556986808777,0.416561484336853,0.32123544812202454,0.5436353087425232,0.23331132531166077,0.5473989248275757,0.26975613832473755,0.41498205065727234,0.4184957444667816,0.4154358208179474,0.32716336846351624
muslims,0.26523277163505554,0.21533571183681488,0.42540767788887024,0.18662098050117493,0.1648264229297638,0.3117756247520447,0.16084687411785126,0.27261704206466675,0.1648264229297638,0.497212290763855,0.2779776453971863,0.20422402024269104,0.2657718360424042,0.4279930293560028,0.22355489432811737,0.37082749605178833,0.12962710857391357,0.18742211163043976
should,0.43830034136772156,0.41994616389274597,0.23553280532360077,0.23054338991641998,0.19050933420658112,0.29016536474227905,0.21778540313243866,0.4137752950191498,0.19050933420658112,0.22058935463428497,0.44452130794525146,0.2212974578142166,0.32399165630340576,0.2846890687942505,0.23792634904384613,0.3438771367073059,0.29016703367233276,0.4442402422428131
not,0.5449194312095642,0.6355478763580322,0.2869880199432373,0.3403114080429077,0.29187723994255066,0.33910515904426575,0.298634797334671,0.44032102823257446,0.29187723994255066,0.2654111683368683,0.5149973034858704,0.18787901103496552,0.4310511648654938,0.28435876965522766,0.3307090103626251,0.3655056357383728,0.3409014642238617,0.41942933201789856
only,0.41415658593177795,0.45203697681427,0.21151216328144073,0.42992329597473145,0.3620542287826538,0.3186919391155243,0.29319658875465393,0.3041272461414337,0.3620542287826538,0.2574893534183502,0.5096819996833801,0.20159868896007538,0.5497692227363586,0.1972806751728058,0.49632513523101807,0.3816629648208618,0.367427259683609,0.2767370045185089
``,0.008517155423760414,0.06539655476808548,0.152256578207016,0.04765888676047325,0.06146819889545441,0.09513209015130997,0.11812715977430344,0.017960689961910248,0.06146819889545441,0.09042219072580338,0.06720756739377975,-0.07257454097270966,0.029072100296616554,0.05966637283563614,0.06780257821083069,0.07084613293409348,0.08974023163318634,0.0685480609536171
always,0.413568377494812,0.39540526270866394,0.24438787996768951,0.2475486695766449,0.2468719482421875,0.32067781686782837,0.2463776171207428,0.3270969092845917,0.2468719482421875,0.17346344888210297,0.42001017928123474,0.11692368984222412,0.31570959091186523,0.16387939453125,0.25258868932724,0.27885836362838745,0.355209082365036,0.26136693358421326
oppose,0.3912397027015686,0.2894079387187958,0.3818683922290802,0.15860024094581604,0.15227925777435303,0.3280959129333496,0.16210253536701202,0.3330687880516052,0.15227925777435303,0.2572936713695526,0.25091660022735596,0.23504473268985748,0.17795199155807495,0.2756952941417694,0.19316069781780243,0.287558913230896,0.18576756119728088,0.36423826217651367
'',0.08143015950918198,-0.004023602232336998,0.01042931154370308,0.07432962208986282,-0.001744768233038485,-0.052357617765665054,-0.04621269181370735,-0.05818846821784973,-0.001744768233038485,-0.016415227204561234,-0.009905828163027763,0.029715314507484436,0.041273195296525955,0.03540439531207085,0.13035868108272552,-0.042561206966638565,0.07907696813344955,0.018684765323996544
infidels,0.2573981285095215,0.22336432337760925,0.3775785565376282,0.1537276804447174,0.11751837283372879,0.30108410120010376,0.1751435399055481,0.25669336318969727,0.11751837283372879,0.41733023524284363,0.21213923394680023,0.13750630617141724,0.16904032230377197,0.34964901208877563,0.2070905566215515,0.2758724093437195,0.19342045485973358,0.21262651681900024
``,0.008517155423760414,0.06539655476808548,0.152256578207016,0.04765888676047325,0.06146819889545441,0.09513209015130997,0.11812715977430344,0.017960689961910248,0.06146819889545441,0.09042219072580338,0.06720756739377975,-0.07257454097270966,0.029072100296616554,0.05966637283563614,0.06780257821083069,0.07084613293409348,0.08974023163318634,0.0685480609536171
in,0.30808621644973755,0.214483380317688,0.23406104743480682,1.0,0.3793783485889435,0.31654974818229675,0.2815987169742584,0.2503052353858948,0.3793783485889435,0.26862582564353943,0.45010748505592346,0.17477142810821533,0.6662389636039734,0.2462482750415802,0.5696388483047485,0.3167906701564789,0.4080928862094879,0.20430970191955566
every,0.30284011363983154,0.32406800985336304,0.17866605520248413,0.31953179836273193,0.31896865367889404,0.2524368464946747,0.21920132637023926,0.27607834339141846,0.31896865367889404,0.18921516835689545,0.3643300235271454,0.14703671634197235,0.4023689329624176,0.12920375168323517,0.3414052724838257,0.2557092010974884,0.2629130780696869,0.24066033959388733
way,0.4835909903049469,0.36389604210853577,0.2730184495449066,0.30444321036338806,0.23329468071460724,0.3406088352203369,0.31502199172973633,0.39931416511535645,0.23329468071460724,0.26711514592170715,0.4772548973560333,0.31424471735954285,0.36217406392097473,0.26039111614227295,0.266871839761734,0.36970648169517517,0.3546393811702728,0.31575819849967957
",",0.3087472915649414,0.28617382049560547,0.2684647738933563,0.5201468467712402,0.33157986402511597,0.3178896903991699,0.21805599331855774,0.24523833394050598,0.33157986402511597,0.28467807173728943,0.44245919585227966,0.216712087392807,0.4933079481124878,0.2679629921913147,0.4946078956127167,0.42491060495376587,0.4120737314224243,0.31091248989105225
'',0.08143015950918198,-0.004023602232336998,0.01042931154370308,0.07432962208986282,-0.001744768233038485,-0.052357617765665054,-0.04621269181370735,-0.05818846821784973,-0.001744768233038485,-0.016415227204561234,-0.009905828163027763,0.029715314507484436,0.041273195296525955,0.03540439531207085,0.13035868108272552,-0.042561206966638565,0.07907696813344955,0.018684765323996544
but,0.5029441118240356,0.4353378415107727,0.2496265321969986,0.48674455285072327,0.39362356066703796,0.40852782130241394,0.3349745571613312,0.38331693410873413,0.39362356066703796,0.301353394985199,0.5542377829551697,0.18700739741325378,0.4859698414802551,0.26218143105506897,0.39942997694015503,0.45781853795051575,0.4495173394680023,0.27921953797340393
``,0.008517155423760414,0.06539655476808548,0.152256578207016,0.04765888676047325,0.06146819889545441,0.09513209015130997,0.11812715977430344,0.017960689961910248,0.06146819889545441,0.09042219072580338,0.06720756739377975,-0.07257454097270966,0.029072100296616554,0.05966637283563614,0.06780257821083069,0.07084613293409348,0.08974023163318634,0.0685480609536171
hate,0.3752951920032501,0.3310730457305908,0.31839799880981445,0.16722063720226288,0.13261452317237854,0.2554030418395996,0.1360786259174347,0.3136897385120392,0.13261452317237854,0.2362564504146576,0.27241191267967224,0.18623480200767517,0.2287343442440033,0.3341975510120392,0.260855108499527,0.28138038516044617,0.27902743220329285,0.2993823289871216
them,0.4994642734527588,0.35492652654647827,0.21666905283927917,0.29119014739990234,0.30336952209472656,0.3831418454647064,0.2113456428050995,0.5037098526954651,0.30336952209472656,0.3656747341156006,0.5916602611541748,0.20249441266059875,0.4788833558559418,0.27468860149383545,0.34503093361854553,0.6098045706748962,0.4064640402793884,0.35435691475868225
for,0.3017193675041199,0.35159170627593994,0.21256910264492035,0.4322226941585541,0.2992613911628723,0.28045734763145447,0.2342945635318756,0.3451491594314575,0.2992613911628723,0.16465459764003754,0.4451248347759247,0.1212775781750679,0.4739971458911896,0.19249005615711212,0.4185989499092102,0.3191860318183899,0.39140474796295166,0.264628142118454
their,0.35142919421195984,0.29094186425209045,0.21805383265018463,0.34976133704185486,0.5367968082427979,0.2801516652107239,0.22739137709140778,0.353626012802124,0.5367968082427979,0.28151237964630127,0.44619059562683105,0.15401870012283325,0.516537070274353,0.2649308145046234,0.4329940676689148,0.4359573721885681,0.4258328378200531,0.1898253709077835
religion,0.3103729486465454,0.19628997147083282,0.5156226754188538,0.2462482750415802,0.1866176426410675,0.24977461993694305,0.18679021298885345,0.25445470213890076,0.1866176426410675,0.4655471444129944,0.272845596075058,0.2083013653755188,0.2757669985294342,0.9999999403953552,0.30360451340675354,0.26538655161857605,0.15827436745166779,0.2503177225589752
...,0.001098619308322668,-0.029691774398088455,0.043923258781433105,0.17783419787883759,0.023910490795969963,-0.051950279623270035,0.05782346427440643,-0.020535528659820557,0.023910490795969963,0.09707614034414291,-0.012529745697975159,0.04301432520151138,0.04743409901857376,0.10102594643831253,0.15639884769916534,-0.011936681345105171,-0.028930222615599632,-0.07163430005311966
for,0.3017193675041199,0.35159170627593994,0.21256910264492035,0.4322226941585541,0.2992613911628723,0.28045734763145447,0.2342945635318756,0.3451491594314575,0.2992613911628723,0.16465459764003754,0.4451248347759247,0.1212775781750679,0.4739971458911896,0.19249005615711212,0.4185989499092102,0.3191860318183899,0.39140474796295166,0.264628142118454
allah,0.2598819136619568,0.20415349304676056,0.33617791533470154,0.10107473284006119,0.11967659741640091,0.2924343943595886,0.14342762529850006,0.23181447386741638,0.11967659741640091,0.38599690794944763,0.22183294594287872,0.18843474984169006,0.15593646466732025,0.3073033392429352,0.16252435743808746,0.2525780498981476,0.17054635286331177,0.17167294025421143
's,0.02692362666130066,-0.02895052544772625,0.016253726556897163,-0.037580832839012146,0.03202139586210251,0.07237379252910614,0.07059726119041443,0.001149789779447019,0.03202139586210251,0.02695409208536148,0.03782717138528824,0.08296377211809158,-0.01540423184633255,0.022218767553567886,-0.03817026689648628,0.0589241087436676,-0.04624466598033905,-0.023395681753754616
sake,0.3404654860496521,0.27264803647994995,0.2659604251384735,0.19010978937149048,0.1549263894557953,0.2312561422586441,0.10065693408250809,0.39490726590156555,0.1549263894557953,0.2794906198978424,0.2851526141166687,0.14491945505142212,0.1958519071340561,0.23661623895168304,0.24259239435195923,0.26880717277526855,0.2160041630268097,0.2517717480659485
",",0.3087472915649414,0.28617382049560547,0.2684647738933563,0.5201468467712402,0.33157986402511597,0.3178896903991699,0.21805599331855774,0.24523833394050598,0.33157986402511597,0.28467807173728943,0.44245919585227966,0.216712087392807,0.4933079481124878,0.2679629921913147,0.4946078956127167,0.42491060495376587,0.4120737314224243,0.31091248989105225
'',0.08143015950918198,-0.004023602232336998,0.01042931154370308,0.07432962208986282,-0.001744768233038485,-0.052357617765665054,-0.04621269181370735,-0.05818846821784973,-0.001744768233038485,-0.016415227204561234,-0.009905828163027763,0.029715314507484436,0.041273195296525955,0.03540439531207085,0.13035868108272552,-0.042561206966638565,0.07907696813344955,0.018684765323996544
that,0.6297725439071655,0.4764937460422516,0.2893858551979065,0.435920387506485,0.416561484336853,0.3788908123970032,0.31894639134407043,0.37807556986808777,0.416561484336853,0.32123544812202454,0.5436353087425232,0.23331132531166077,0.5473989248275757,0.26975613832473755,0.41498205065727234,0.4184957444667816,0.4154358208179474,0.32716336846351624
democracy,0.22238294780254364,0.12154521048069,0.4632457494735718,0.19644030928611755,0.15337321162223816,0.23711061477661133,0.17895996570587158,0.27652910351753235,0.15337321162223816,0.2853361964225769,0.1917584091424942,0.22119900584220886,0.22284646332263947,0.3759746849536896,0.2194477766752243,0.2052813172340393,0.13285599648952484,0.20770417153835297
``,0.008517155423760414,0.06539655476808548,0.152256578207016,0.04765888676047325,0.06146819889545441,0.09513209015130997,0.11812715977430344,0.017960689961910248,0.06146819889545441,0.09042219072580338,0.06720756739377975,-0.07257454097270966,0.029072100296616554,0.05966637283563614,0.06780257821083069,0.07084613293409348,0.08974023163318634,0.0685480609536171
is,0.28837618231773376,0.4403602182865143,0.22208833694458008,0.5394441485404968,0.4447362422943115,0.2796333134174347,0.3218395411968231,0.1942775994539261,0.4447362422943115,0.18778517842292786,0.42745086550712585,0.2251286506652832,0.5823672413825989,0.2032168060541153,0.4854315221309662,0.25228992104530334,0.3250955045223236,0.22961433231830597
responsible,0.26869386434555054,0.22198113799095154,0.19786781072616577,0.24309778213500977,0.2769978642463684,0.24155446887016296,0.13077722489833832,0.2819611728191376,0.2769978642463684,0.2271662950515747,0.19470079243183136,0.1109432503581047,0.3305104374885559,0.16833335161209106,0.37070101499557495,0.20958438515663147,0.1930297166109085,0.11367333680391312
for,0.3017193675041199,0.35159170627593994,0.21256910264492035,0.4322226941585541,0.2992613911628723,0.28045734763145447,0.2342945635318756,0.3451491594314575,0.2992613911628723,0.16465459764003754,0.4451248347759247,0.1212775781750679,0.4739971458911896,0.19249005615711212,0.4185989499092102,0.3191860318183899,0.39140474796295166,0.264628142118454
all,0.41981086134910583,0.31124600768089294,0.2151891142129898,0.3335905969142914,0.29717665910720825,0.3637872040271759,0.2039855718612671,0.3373957574367523,0.29717665910720825,0.2484789490699768,0.42520734667778015,0.1497291922569275,0.4860881567001343,0.18711739778518677,0.42798417806625366,0.4206801950931549,0.3876307010650635,0.29575422406196594
the,0.42745697498321533,0.35928019881248474,0.21717160940170288,0.6662389636039734,0.559237003326416,0.36326903104782104,0.29286009073257446,0.25321751832962036,0.559237003326416,0.26839348673820496,0.535392165184021,0.25610461831092834,1.0,0.2757669985294342,0.733189046382904,0.34376874566078186,0.4223487675189972,0.22068053483963013
horrible,0.3758777678012848,0.28288328647613525,0.21262189745903015,0.22346685826778412,0.1451505869626999,0.3895997107028961,0.04436869919300079,0.30259692668914795,0.1451505869626999,0.15826831758022308,0.2518081068992615,0.10474959760904312,0.2616632580757141,0.1819327473640442,0.2611332833766937,0.2472216784954071,0.26054662466049194,0.3223760426044464
wars,0.20595821738243103,0.14470678567886353,0.21134068071842194,0.2582511007785797,0.21852295100688934,0.25094425678253174,0.08704865723848343,0.1584968864917755,0.21852295100688934,0.14437556266784668,0.1982598602771759,0.11928456276655197,0.310673326253891,0.21834717690944672,0.25379252433776855,0.14492887258529663,0.16275666654109955,0.1526605486869812
of,0.33290785551071167,0.3119818866252899,0.26604437828063965,0.5696388483047485,0.48690423369407654,0.3525494635105133,0.29600051045417786,0.2560228705406189,0.48690423369407654,0.26143142580986023,0.41548454761505127,0.21446028351783752,0.733189046382904,0.30360451340675354,1.0,0.2793974280357361,0.41827285289764404,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.21717160940170288,0.6662389636039734,0.559237003326416,0.36326903104782104,0.29286009073257446,0.25321751832962036,0.559237003326416,0.26839348673820496,0.535392165184021,0.25610461831092834,1.0,0.2757669985294342,0.733189046382904,0.34376874566078186,0.4223487675189972,0.22068053483963013
20th,0.1850772649049759,0.21004360914230347,0.06797132641077042,0.20743919909000397,0.2017490714788437,0.23293493688106537,0.18339747190475464,0.10760428756475449,0.2017490714788437,0.18963661789894104,0.20756898820400238,0.16318564116954803,0.3097512125968933,0.24010445177555084,0.21726468205451965,0.05414421856403351,0.22445109486579895,0.14985637366771698
century,0.20422613620758057,0.09090649336576462,0.25234124064445496,0.3174034655094147,0.1888006627559662,0.21867811679840088,0.175141841173172,0.1530178040266037,0.1888006627559662,0.259170800447464,0.20143604278564453,0.1302613914012909,0.3617299497127533,0.2350333333015442,0.2826060354709625,0.17365820705890656,0.1467021107673645,0.1026201918721199
",",0.3087472915649414,0.28617382049560547,0.2684647738933563,0.5201468467712402,0.33157986402511597,0.3178896903991699,0.21805599331855774,0.24523833394050598,0.33157986402511597,0.28467807173728943,0.44245919585227966,0.216712087392807,0.4933079481124878,0.2679629921913147,0.4946078956127167,0.42491060495376587,0.4120737314224243,0.31091248989105225
'',0.08143015950918198,-0.004023602232336998,0.01042931154370308,0.07432962208986282,-0.001744768233038485,-0.052357617765665054,-0.04621269181370735,-0.05818846821784973,-0.001744768233038485,-0.016415227204561234,-0.009905828163027763,0.029715314507484436,0.041273195296525955,0.03540439531207085,0.13035868108272552,-0.042561206966638565,0.07907696813344955,0.018684765323996544
that,0.6297725439071655,0.4764937460422516,0.2893858551979065,0.435920387506485,0.416561484336853,0.3788908123970032,0.31894639134407043,0.37807556986808777,0.416561484336853,0.32123544812202454,0.5436353087425232,0.23331132531166077,0.5473989248275757,0.26975613832473755,0.41498205065727234,0.4184957444667816,0.4154358208179474,0.32716336846351624
shia,0.16993695497512817,0.14249379932880402,0.36446642875671387,0.14083005487918854,0.10423995554447174,0.291759729385376,0.0925712138414383,0.1390778124332428,0.10423995554447174,0.4501486122608185,0.16565681993961334,0.18782447278499603,0.17709055542945862,0.38071340322494507,0.17946043610572815,0.23791228234767914,0.195343017578125,0.18920543789863586
and,0.31309178471565247,0.3461615741252899,0.1918334811925888,0.4954058527946472,0.3841775357723236,0.36074939370155334,0.30469027161598206,0.3351057767868042,0.3841775357723236,0.30679747462272644,0.48971283435821533,0.19056165218353271,0.5171257257461548,0.2620435655117035,0.5116966962814331,0.45401260256767273,0.5477725267410278,0.20544172823429108
other,0.341873437166214,0.2947014272212982,0.23573128879070282,0.39989137649536133,0.29483991861343384,0.34112244844436646,0.2616437077522278,0.3833579421043396,0.29483991861343384,0.2549282908439636,0.4193183183670044,0.1913118213415146,0.44152235984802246,0.24684986472129822,0.38583824038505554,0.5860985517501831,0.44086363911628723,0.24682199954986572
non-wahhabi,0.2984265387058258,0.18903827667236328,0.49683889746665955,0.25830498337745667,0.24453970789909363,0.3316771388053894,0.21782296895980835,0.23411700129508972,0.24453970789909363,0.41317349672317505,0.22259587049484253,0.19275444746017456,0.26757967472076416,0.44996580481529236,0.29731103777885437,0.2806142270565033,0.1983650177717209,0.23313263058662415
muslims,0.26523277163505554,0.21533571183681488,0.42540767788887024,0.18662098050117493,0.1648264229297638,0.3117756247520447,0.16084687411785126,0.27261704206466675,0.1648264229297638,0.497212290763855,0.2779776453971863,0.20422402024269104,0.2657718360424042,0.4279930293560028,0.22355489432811737,0.37082749605178833,0.12962710857391357,0.18742211163043976
were,0.22298263013362885,0.046230707317590714,0.1619824916124344,0.3815755248069763,0.20452921092510223,0.24030910432338715,0.18066823482513428,0.19847583770751953,0.20452921092510223,0.29064780473709106,0.31913647055625916,0.13278506696224213,0.3906462490558624,0.2073049396276474,0.34038281440734863,0.3752252161502838,0.3179011940956116,0.17890112102031708
infidels,0.2573981285095215,0.22336432337760925,0.3775785565376282,0.1537276804447174,0.11751837283372879,0.30108410120010376,0.1751435399055481,0.25669336318969727,0.11751837283372879,0.41733023524284363,0.21213923394680023,0.13750630617141724,0.16904032230377197,0.34964901208877563,0.2070905566215515,0.2758724093437195,0.19342045485973358,0.21262651681900024
",",0.3087472915649414,0.28617382049560547,0.2684647738933563,0.5201468467712402,0.33157986402511597,0.3178896903991699,0.21805599331855774,0.24523833394050598,0.33157986402511597,0.28467807173728943,0.44245919585227966,0.216712087392807,0.4933079481124878,0.2679629921913147,0.4946078956127167,0.42491060495376587,0.4120737314224243,0.31091248989105225
etc,0.2803364396095276,0.272630900144577,0.16535545885562897,0.2138867825269699,0.281974196434021,0.2304488569498062,0.2039109766483307,0.3089616298675537,0.281974196434021,0.1345224380493164,0.25925078988075256,0.07863287627696991,0.25901228189468384,0.21810300648212433,0.2881240248680115,0.31939417123794556,0.2842464745044708,0.38010111451148987
.,0.3567904531955719,0.3022993505001068,0.26421990990638733,0.5591574311256409,0.3566088080406189,0.2695778012275696,0.28317511081695557,0.2384900003671646,0.3566088080406189,0.2655838429927826,0.4645031690597534,0.23733025789260864,0.5934505462646484,0.28897368907928467,0.5352458953857422,0.3391094207763672,0.4446153938770294,0.4130953550338745
