,in,gebhard,v,consiglio,...,milano,",",the,requirements,to,be,registered,in,milan,before,being,able,to,practice,law,would,be,allowed,under,what,conditions,?
however,0.3982149362564087,0.28492552042007446,0.1313837617635727,0.2551040053367615,-0.05767301842570305,0.15903545916080475,0.4037865996360779,0.49814513325691223,0.43247920274734497,0.5474119186401367,0.5002188086509705,0.2383243888616562,0.3982149362564087,0.15787124633789062,0.4614715874195099,0.49440997838974,0.4833228588104248,0.5474119186401367,0.3678561747074127,0.28070923686027527,0.5514755845069885,0.5002188086509705,0.4487839937210083,0.2751365602016449,0.4480680823326111,0.3349706530570984,0.2152075469493866
",",0.5201468467712402,0.320673406124115,0.22053663432598114,0.30381977558135986,0.113417848944664,0.26662859320640564,1.0000001192092896,0.4933079481124878,0.29181739687919617,0.44245919585227966,0.39254459738731384,0.22778020799160004,0.5201468467712402,0.2710646688938141,0.3156566619873047,0.34499165415763855,0.28725793957710266,0.44245919585227966,0.2838936448097229,0.24953721463680267,0.32586824893951416,0.39254459738731384,0.2785535454750061,0.24875585734844208,0.3087472915649414,0.17239321768283844,0.31091248989105225
the,0.6662389636039734,0.29391011595726013,0.18580520153045654,0.2665446996688843,0.04743409901857376,0.15189678966999054,0.4933079481124878,1.0,0.26905253529548645,0.535392165184021,0.4248143136501312,0.23383188247680664,0.6662389636039734,0.19558972120285034,0.45900648832321167,0.419739305973053,0.3435857892036438,0.535392165184021,0.27333036065101624,0.24548950791358948,0.4133751392364502,0.4248143136501312,0.2985120713710785,0.3348022699356079,0.42745697498321533,0.2622014284133911,0.22068053483963013
requirements,0.17665298283100128,0.16696548461914062,0.13152416050434113,0.26184624433517456,-0.011147630400955677,0.12752141058444977,0.29181739687919617,0.26905253529548645,0.9999998807907104,0.33546167612075806,0.38826778531074524,0.28332817554473877,0.17665298283100128,0.09575239568948746,0.2709868848323822,0.3443071246147156,0.30019596219062805,0.33546167612075806,0.355508029460907,0.229910746216774,0.37586820125579834,0.38826778531074524,0.36330947279930115,0.22666119039058685,0.32438647747039795,0.41087162494659424,0.2940613329410553
to,0.45010748505592346,0.23500807583332062,0.2109750658273697,0.2791508436203003,-0.012529745697975159,0.17855314910411835,0.44245919585227966,0.535392165184021,0.33546167612075806,1.0,0.4972836375236511,0.2159089893102646,0.45010748505592346,0.19568127393722534,0.4190867841243744,0.4514104127883911,0.529755175113678,1.0,0.289366751909256,0.259207159280777,0.5965728163719177,0.4972836375236511,0.42967355251312256,0.27177539467811584,0.455847829580307,0.2756218910217285,0.29463258385658264
be,0.3481820821762085,0.22430327534675598,0.11805149912834167,0.2635367810726166,-0.07588905096054077,0.12356512248516083,0.39254459738731384,0.4248143136501312,0.38826778531074524,0.4972836375236511,1.0,0.2189396172761917,0.3481820821762085,0.09400094300508499,0.34914204478263855,0.5586286783218384,0.3856765329837799,0.4972836375236511,0.2743644714355469,0.18454892933368683,0.5202695727348328,1.0,0.33143940567970276,0.23514987528324127,0.3929833769798279,0.328298419713974,0.3324260413646698
registered,0.193543940782547,0.11726348102092743,0.0504491962492466,0.17986808717250824,-0.0075712683610618114,0.1515963077545166,0.22778020799160004,0.23383188247680664,0.28332817554473877,0.2159089893102646,0.2189396172761917,1.0,0.193543940782547,0.15994977951049805,0.20696650445461273,0.2581625282764435,0.27581217885017395,0.2159089893102646,0.22646044194698334,0.19372929632663727,0.23093803226947784,0.2189396172761917,0.34568583965301514,0.197943314909935,0.18316222727298737,0.15567746758460999,0.24155336618423462
in,1.0,0.2685207426548004,0.15216681361198425,0.20787017047405243,0.17783419787883759,0.21317000687122345,0.5201468467712402,0.6662389636039734,0.17665298283100128,0.45010748505592346,0.3481820821762085,0.193543940782547,1.0,0.2182251662015915,0.4155850410461426,0.33162933588027954,0.23456627130508423,0.45010748505592346,0.24572531878948212,0.24850773811340332,0.30461156368255615,0.3481820821762085,0.23683252930641174,0.2535393238067627,0.30808621644973755,0.2580132484436035,0.20430970191955566
milan,0.2182251662015915,0.3275122344493866,0.1330288201570511,0.4035777449607849,0.23312848806381226,0.7799011468887329,0.2710646688938141,0.19558972120285034,0.09575239568948746,0.19568127393722534,0.09400094300508499,0.15994977951049805,0.2182251662015915,1.0000001192092896,0.14175257086753845,0.14931587874889374,0.13930758833885193,0.19568127393722534,0.15027780830860138,0.13133029639720917,0.1406148374080658,0.09400094300508499,0.176916241645813,0.12078090757131577,0.11907852441072464,0.10863476246595383,0.11551915854215622
before,0.4155850410461426,0.2207922786474228,0.1393473595380783,0.1791592538356781,-0.011533861048519611,0.09669274836778641,0.3156566619873047,0.45900648832321167,0.2709868848323822,0.4190867841243744,0.34914204478263855,0.20696650445461273,0.4155850410461426,0.14175257086753845,1.0,0.37966302037239075,0.28061696887016296,0.4190867841243744,0.2585486173629761,0.1987977921962738,0.3843644857406616,0.34914204478263855,0.3333832323551178,0.22195807099342346,0.3801657259464264,0.1639876514673233,0.2507109045982361
being,0.33162933588027954,0.18607401847839355,0.11234191805124283,0.24237601459026337,-0.046434104442596436,0.10971811413764954,0.34499165415763855,0.419739305973053,0.3443071246147156,0.4514104127883911,0.5586286783218384,0.2581625282764435,0.33162933588027954,0.14931587874889374,0.37966302037239075,1.0,0.3341618478298187,0.4514104127883911,0.2723921835422516,0.1606191098690033,0.41456547379493713,0.5586286783218384,0.28332409262657166,0.2311614751815796,0.3760843276977539,0.2829122245311737,0.26743772625923157
able,0.23456627130508423,0.21724697947502136,0.14127010107040405,0.14270076155662537,-0.08961433172225952,0.14279651641845703,0.28725793957710266,0.3435857892036438,0.30019596219062805,0.529755175113678,0.3856765329837799,0.27581217885017395,0.23456627130508423,0.13930758833885193,0.28061696887016296,0.3341618478298187,1.0,0.529755175113678,0.21149003505706787,0.15290957689285278,0.5841130018234253,0.3856765329837799,0.5606535077095032,0.1794968545436859,0.3404487371444702,0.23227094113826752,0.260649710893631
to,0.45010748505592346,0.23500807583332062,0.2109750658273697,0.2791508436203003,-0.012529745697975159,0.17855314910411835,0.44245919585227966,0.535392165184021,0.33546167612075806,1.0,0.4972836375236511,0.2159089893102646,0.45010748505592346,0.19568127393722534,0.4190867841243744,0.4514104127883911,0.529755175113678,1.0,0.289366751909256,0.259207159280777,0.5965728163719177,0.4972836375236511,0.42967355251312256,0.27177539467811584,0.455847829580307,0.2756218910217285,0.29463258385658264
practice,0.24572531878948212,0.19114457070827484,0.04656066372990608,0.21125566959381104,0.08310623466968536,0.10314606875181198,0.2838936448097229,0.27333036065101624,0.355508029460907,0.289366751909256,0.2743644714355469,0.22646044194698334,0.24572531878948212,0.15027780830860138,0.2585486173629761,0.2723921835422516,0.21149003505706787,0.289366751909256,1.0000001192092896,0.3961793780326843,0.27087995409965515,0.2743644714355469,0.3517983853816986,0.20393607020378113,0.2749895751476288,0.2940325140953064,0.21386858820915222
would,0.30461156368255615,0.23459883034229279,0.21886853873729706,0.2413918375968933,-0.10993042588233948,0.16409258544445038,0.32586824893951416,0.4133751392364502,0.37586820125579834,0.5965728163719177,0.5202695727348328,0.23093803226947784,0.30461156368255615,0.1406148374080658,0.3843644857406616,0.41456547379493713,0.5841130018234253,0.5965728163719177,0.27087995409965515,0.20746640861034393,1.0000001192092896,0.5202695727348328,0.5465223789215088,0.23248223960399628,0.45766422152519226,0.3224482238292694,0.37178951501846313
be,0.3481820821762085,0.22430327534675598,0.11805149912834167,0.2635367810726166,-0.07588905096054077,0.12356512248516083,0.39254459738731384,0.4248143136501312,0.38826778531074524,0.4972836375236511,1.0,0.2189396172761917,0.3481820821762085,0.09400094300508499,0.34914204478263855,0.5586286783218384,0.3856765329837799,0.4972836375236511,0.2743644714355469,0.18454892933368683,0.5202695727348328,1.0,0.33143940567970276,0.23514987528324127,0.3929833769798279,0.328298419713974,0.3324260413646698
allowed,0.23683252930641174,0.24663114547729492,0.19912324845790863,0.18761412799358368,-0.08562030643224716,0.12327892333269119,0.2785535454750061,0.2985120713710785,0.36330947279930115,0.42967355251312256,0.33143940567970276,0.34568583965301514,0.23683252930641174,0.176916241645813,0.3333832323551178,0.28332409262657166,0.5606535077095032,0.42967355251312256,0.3517983853816986,0.29860997200012207,0.5465223789215088,0.33143940567970276,1.0,0.2962440252304077,0.2693612575531006,0.2871372699737549,0.2309964895248413
