,in,2013-14,",",nbc,finished,in,first,place,in,the,18-49,demographic,for,the,first,time,since,when,?
nbc,0.19303210079669952,0.1262032836675644,0.17508727312088013,0.9999999403953552,0.13532233238220215,0.19303210079669952,0.2653513252735138,0.10189764946699142,0.19303210079669952,0.20618264377117157,-0.030360322445631027,0.15661309659481049,0.22503440082073212,0.20618264377117157,0.2653513252735138,0.22240734100341797,0.22406591475009918,0.17437143623828888,0.1680917739868164
",",0.5201468467712402,0.305375874042511,1.0000001192092896,0.17508727312088013,0.2894314229488373,0.5201468467712402,0.34503069519996643,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.11007935553789139,0.2287134826183319,0.4464869201183319,0.4933079481124878,0.34503069519996643,0.3029961884021759,0.3991432189941406,0.36674630641937256,0.31091248989105225
which,0.4840516746044159,0.15831446647644043,0.3658004403114319,0.17917364835739136,0.2314423769712448,0.4840516746044159,0.3828166127204895,0.31738516688346863,0.4840516746044159,0.6521818041801453,0.18460620939731598,0.20220918953418732,0.44095608592033386,0.6521818041801453,0.3828166127204895,0.325231671333313,0.3523256182670593,0.572554349899292,0.25814583897590637
had,0.385026752948761,0.17283006012439728,0.35487717390060425,0.1882561594247818,0.2945052683353424,0.385026752948761,0.3379828929901123,0.1986391246318817,0.385026752948761,0.3875846862792969,0.02260316163301468,0.18136420845985413,0.3270139992237091,0.3875846862792969,0.3379828929901123,0.34488338232040405,0.4845401346683502,0.37526828050613403,0.20728366076946259
lagged,0.185776948928833,0.19062690436840057,0.2969141900539398,0.1871502548456192,0.18528008460998535,0.185776948928833,0.1385127604007721,0.221080020070076,0.185776948928833,0.23073099553585052,0.03823084756731987,0.19135214388370514,0.2330697923898697,0.23073099553585052,0.1385127604007721,0.2586767375469208,0.22179637849330902,0.2181112915277481,0.37116748094558716
behind,0.3174246549606323,0.061664484441280365,0.27367478609085083,0.1312233805656433,0.2652738690376282,0.3174246549606323,0.1930677592754364,0.3226894736289978,0.3174246549606323,0.38928431272506714,0.023015225306153297,0.13416419923305511,0.24390444159507751,0.38928431272506714,0.1930677592754364,0.23013393580913544,0.17265550792217255,0.2798575460910797,0.19274599850177765
abc,0.1697147786617279,0.10942843556404114,0.2097204476594925,0.63486248254776,0.10601553320884705,0.1697147786617279,0.2403600513935089,0.13112665712833405,0.1697147786617279,0.2068762183189392,-0.06017155945301056,0.16370642185211182,0.22510288655757904,0.2068762183189392,0.2403600513935089,0.17553414404392242,0.20685888826847076,0.13294127583503723,0.19065172970294952
for,0.4322226941585541,0.1273878514766693,0.4464869201183319,0.22503440082073212,0.261849045753479,0.4322226941585541,0.3800288736820221,0.3033463954925537,0.4322226941585541,0.4739971458911896,0.08774637430906296,0.2425348162651062,0.9999999403953552,0.4739971458911896,0.3800288736820221,0.3992156386375427,0.36751601099967957,0.43402108550071716,0.264628142118454
eight,0.3002670109272003,0.12271586060523987,0.28017938137054443,0.150722473859787,0.16275539994239807,0.3002670109272003,0.35473009943962097,0.1732315868139267,0.3002670109272003,0.34254369139671326,0.09722430258989334,0.14732672274112701,0.33149853348731995,0.34254369139671326,0.35473009943962097,0.278333842754364,0.2833312153816223,0.29030564427375793,0.11634626984596252
years,0.33554986119270325,0.17801550030708313,0.2589467465877533,0.22012026607990265,0.20527507364749908,0.33554986119270325,0.2958037853240967,0.2288535237312317,0.33554986119270325,0.2912273406982422,0.13453663885593414,0.17707546055316925,0.2878222167491913,0.2912273406982422,0.2958037853240967,0.42289087176322937,0.3892640173435211,0.3409145474433899,0.1914375126361847
",",0.5201468467712402,0.305375874042511,1.0000001192092896,0.17508727312088013,0.2894314229488373,0.5201468467712402,0.34503069519996643,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.11007935553789139,0.2287134826183319,0.4464869201183319,0.4933079481124878,0.34503069519996643,0.3029961884021759,0.3991432189941406,0.36674630641937256,0.31091248989105225
finished,0.2933714687824249,0.0986187756061554,0.2894314229488373,0.13532233238220215,1.0,0.2933714687824249,0.3807419240474701,0.32091301679611206,0.2933714687824249,0.2754973769187927,0.09011732786893845,0.1147376149892807,0.261849045753479,0.2754973769187927,0.3807419240474701,0.29479286074638367,0.209612175822258,0.2407779097557068,0.14789283275604248
the,0.6662389636039734,0.13526301085948944,0.4933079481124878,0.20618264377117157,0.2754973769187927,0.6662389636039734,0.49448907375335693,0.4179787337779999,0.6662389636039734,1.0,0.15696698427200317,0.2588324248790741,0.4739971458911896,1.0,0.49448907375335693,0.43061500787734985,0.4054957628250122,0.5091903209686279,0.22068053483963013
season,0.2184021919965744,0.11628139764070511,0.2232367992401123,0.3059408962726593,0.30780723690986633,0.2184021919965744,0.26634398102760315,0.2505936920642853,0.2184021919965744,0.2507155239582062,0.0340568870306015,0.14683440327644348,0.24490800499916077,0.2507155239582062,0.26634398102760315,0.26950058341026306,0.25668418407440186,0.1977832019329071,0.16793298721313477
in,1.0,0.2407332807779312,0.5201468467712402,0.19303210079669952,0.2933714687824249,1.0,0.4127444326877594,0.38128477334976196,1.0,0.6662389636039734,0.20226791501045227,0.21722672879695892,0.4322226941585541,0.6662389636039734,0.4127444326877594,0.3431483507156372,0.4325680434703827,0.4431333839893341,0.20430970191955566
first,0.4127444326877594,0.11844072490930557,0.34503069519996643,0.2653513252735138,0.3807419240474701,0.4127444326877594,1.0,0.283309668302536,0.4127444326877594,0.49448907375335693,0.10073135048151016,0.1460949182510376,0.3800288736820221,0.49448907375335693,1.0,0.4013477563858032,0.42581459879875183,0.4282494783401489,0.18701928853988647
place,0.38128477334976196,0.1019025668501854,0.34068408608436584,0.10189764946699142,0.32091301679611206,0.38128477334976196,0.283309668302536,1.0,0.38128477334976196,0.4179787337779999,0.09570296853780746,0.21652160584926605,0.3033463954925537,0.4179787337779999,0.283309668302536,0.379790335893631,0.23461247980594635,0.23831914365291595,0.2455766350030899
in,1.0,0.2407332807779312,0.5201468467712402,0.19303210079669952,0.2933714687824249,1.0,0.4127444326877594,0.38128477334976196,1.0,0.6662389636039734,0.20226791501045227,0.21722672879695892,0.4322226941585541,0.6662389636039734,0.4127444326877594,0.3431483507156372,0.4325680434703827,0.4431333839893341,0.20430970191955566
the,0.6662389636039734,0.13526301085948944,0.4933079481124878,0.20618264377117157,0.2754973769187927,0.6662389636039734,0.49448907375335693,0.4179787337779999,0.6662389636039734,1.0,0.15696698427200317,0.2588324248790741,0.4739971458911896,1.0,0.49448907375335693,0.43061500787734985,0.4054957628250122,0.5091903209686279,0.22068053483963013
18–49,-0.13635894656181335,-0.055701665580272675,-0.039624638855457306,-0.017950711771845818,-0.06391085684299469,-0.13635894656181335,-0.050188541412353516,-0.18421882390975952,-0.13635894656181335,-0.15718744695186615,-0.3385203182697296,-0.08924641460180283,-0.11809127032756805,-0.15718744695186615,-0.050188541412353516,-0.15381909906864166,-0.14865745604038239,-0.07982143759727478,-0.1341245323419571
demographic,0.21722672879695892,0.18491598963737488,0.2287134826183319,0.15661309659481049,0.1147376149892807,0.21722672879695892,0.1460949182510376,0.21652160584926605,0.21722672879695892,0.2588324248790741,0.0787416622042656,1.0,0.2425348162651062,0.2588324248790741,0.1460949182510376,0.12426082044839859,0.17405538260936737,0.08649332821369171,0.17883411049842834
for,0.4322226941585541,0.1273878514766693,0.4464869201183319,0.22503440082073212,0.261849045753479,0.4322226941585541,0.3800288736820221,0.3033463954925537,0.4322226941585541,0.4739971458911896,0.08774637430906296,0.2425348162651062,0.9999999403953552,0.4739971458911896,0.3800288736820221,0.3992156386375427,0.36751601099967957,0.43402108550071716,0.264628142118454
the,0.6662389636039734,0.13526301085948944,0.4933079481124878,0.20618264377117157,0.2754973769187927,0.6662389636039734,0.49448907375335693,0.4179787337779999,0.6662389636039734,1.0,0.15696698427200317,0.2588324248790741,0.4739971458911896,1.0,0.49448907375335693,0.43061500787734985,0.4054957628250122,0.5091903209686279,0.22068053483963013
first,0.4127444326877594,0.11844072490930557,0.34503069519996643,0.2653513252735138,0.3807419240474701,0.4127444326877594,1.0,0.283309668302536,0.4127444326877594,0.49448907375335693,0.10073135048151016,0.1460949182510376,0.3800288736820221,0.49448907375335693,1.0,0.4013477563858032,0.42581459879875183,0.4282494783401489,0.18701928853988647
time,0.3431483507156372,0.0859200656414032,0.3029961884021759,0.22240734100341797,0.29479286074638367,0.3431483507156372,0.4013477563858032,0.379790335893631,0.3431483507156372,0.43061500787734985,0.03120744600892067,0.12426082044839859,0.3992156386375427,0.43061500787734985,0.4013477563858032,0.9999998807907104,0.4138842225074768,0.4363728165626526,0.27391523122787476
since,0.4325680434703827,0.21019774675369263,0.3991432189941406,0.22406591475009918,0.209612175822258,0.4325680434703827,0.42581459879875183,0.23461247980594635,0.4325680434703827,0.4054957628250122,0.17583565413951874,0.17405538260936737,0.36751601099967957,0.4054957628250122,0.42581459879875183,0.4138842225074768,1.0000001192092896,0.42774689197540283,0.2876587212085724
2004,-0.20274123549461365,-0.027875281870365143,-0.17696323990821838,-0.03456881642341614,-0.04378156363964081,-0.20274123549461365,-0.03264905884861946,-0.244894877076149,-0.20274123549461365,-0.2467794269323349,-0.18094871938228607,-0.16258840262889862,-0.07952622324228287,-0.2467794269323349,-0.03264905884861946,-0.17057682573795319,-0.16709135472774506,-0.2735671103000641,-0.15923042595386505
",",0.5201468467712402,0.305375874042511,1.0000001192092896,0.17508727312088013,0.2894314229488373,0.5201468467712402,0.34503069519996643,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.11007935553789139,0.2287134826183319,0.4464869201183319,0.4933079481124878,0.34503069519996643,0.3029961884021759,0.3991432189941406,0.36674630641937256,0.31091248989105225
