,what,year,did,roger,goodell,announce,that,super,bowl,50,would,be,``,important,'',?
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.16691862046718597,0.3220403790473938,0.20262889564037323,0.435920387506485,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.30461156368255615,0.3481820821762085,0.04765888676047325,0.3796374499797821,0.07432962208986282,0.20430970191955566
early,0.2454567849636078,0.22533860802650452,0.32047218084335327,0.17514899373054504,0.2878952622413635,0.22972027957439423,0.29580917954444885,0.10942362248897552,0.14853668212890625,0.015778101980686188,0.23657828569412231,0.2155047357082367,0.010582253336906433,0.3426573574542999,0.022178616374731064,0.15272949635982513
2012,0.2266836017370224,0.24374690651893616,0.16113266348838806,0.12509238719940186,0.16313982009887695,0.1164601668715477,0.32257330417633057,0.19708658754825592,0.1755882352590561,0.017723556607961655,0.2782992422580719,0.2715093493461609,0.1563650369644165,0.34210342168807983,0.05186492204666138,0.18042556941509247
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.22744543850421906,0.39809733629226685,0.19437241554260254,0.4137537479400635,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.32586824893951416,0.39254459738731384,0.09681109338998795,0.3452564477920532,-0.037358131259679794,0.31091248989105225
nfl,0.12579965591430664,0.2432725727558136,0.16524574160575867,0.13967666029930115,0.34426531195640564,0.2041601538658142,0.15213505923748016,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.16166402399539948,0.12418080866336823,0.06351951509714127,0.061786238104104996,-0.027741191908717155,0.10610254108905792
commissioner,0.1831938475370407,0.13314323127269745,0.19308091700077057,0.22977811098098755,0.4120275378227234,0.2535877227783203,0.18016722798347473,0.162574902176857,0.17646083235740662,0.03049071878194809,0.21825768053531647,0.1837872862815857,-0.02414378896355629,0.16514143347740173,-0.006760009564459324,0.1209191158413887
roger,0.1456337571144104,0.1190456673502922,0.16114541888237,1.0,0.31340429186820984,0.11216314882040024,0.1228225976228714,0.1611955761909485,0.1433940976858139,0.03958752378821373,0.13326995074748993,0.09867391735315323,-0.014167015440762043,0.14276210963726044,-0.003441191976889968,0.0969553217291832
goodell,0.2141730785369873,0.20985408127307892,0.2014486938714981,0.31340429186820984,1.0,0.2397056221961975,0.24923716485500336,0.22485686838626862,0.2514421343803406,-0.013359075412154198,0.21928122639656067,0.17473284900188446,-0.12794704735279083,0.13641658425331116,0.07086741179227829,0.18825720250606537
stated,0.3668954074382782,0.19521492719650269,0.3936442732810974,0.20153607428073883,0.25717028975486755,0.38318976759910583,0.48625776171684265,0.1140226274728775,0.04108824580907822,-0.04979994520545006,0.4642918109893799,0.2993191182613373,-0.028554530814290047,0.16238923370838165,0.02420303225517273,0.24280361831188202
that,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.1228225976228714,0.24923716485500336,0.2828746736049652,1.0,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.5895259380340576,0.6036020517349243,0.05285148695111275,0.3865286409854889,0.007880004122853279,0.32716336846351624
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1998666524887085,0.2954566180706024,0.2190934419631958,0.5473989248275757,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.4133751392364502,0.4248143136501312,0.029072100296616554,0.39348116517066956,0.041273195296525955,0.22068053483963013
league,0.16616638004779816,0.20387181639671326,0.17557655274868011,0.1720457822084427,0.2768418490886688,0.1374533772468567,0.17157399654388428,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.15430445969104767,0.1451711356639862,0.03209106624126434,0.18639467656612396,-0.040509432554244995,0.15941482782363892
planned,0.21141068637371063,0.1802033931016922,0.3708326518535614,0.10174563527107239,0.16590255498886108,0.35463380813598633,0.2976495623588562,0.17853780090808868,0.08377405256032944,0.07631795853376389,0.3900475800037384,0.2403009980916977,-0.08128467202186584,0.12631328403949738,0.05149330571293831,0.16188396513462067
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.16690795123577118,0.217975452542305,0.2422245293855667,0.5436353087425232,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.5965728163719177,0.4972836375236511,0.06720756739377975,0.30913278460502625,-0.009905828163027763,0.29463258385658264
make,0.3792211413383484,0.12837903201580048,0.3602050840854645,0.07139068841934204,0.17941296100616455,0.2228037565946579,0.48783382773399353,0.1708221435546875,0.1729167103767395,0.06736696511507034,0.44250184297561646,0.4759829044342041,-0.00563934538513422,0.3184412121772766,-0.02632441557943821,0.28314751386642456
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1998666524887085,0.2954566180706024,0.2190934419631958,0.5473989248275757,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.4133751392364502,0.4248143136501312,0.029072100296616554,0.39348116517066956,0.041273195296525955,0.22068053483963013
50th,0.08142440766096115,0.18765272200107574,0.04507705196738243,-0.014887803234159946,0.0952029675245285,0.034263975918293,0.11724865436553955,0.14578431844711304,0.10496746003627777,-0.014330796897411346,0.08651360869407654,0.09245781600475311,-0.0076248059049248695,0.1049063429236412,-0.03024963289499283,0.004919986240565777
super,0.13651713728904724,0.20762673020362854,0.16038043797016144,0.1611955761909485,0.22485686838626862,0.07415129989385605,0.18258553743362427,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.16404198110103607,0.1880253106355667,0.012585706077516079,0.10205074399709702,-0.02655862085521221,0.166326642036438
bowl,0.15942467749118805,0.22878921031951904,0.18569406867027283,0.1433940976858139,0.2514421343803406,0.11048731952905655,0.10987387597560883,0.4848237931728363,1.0,0.005446359980851412,0.17156143486499786,0.18567830324172974,-0.004176590591669083,0.11682874709367752,-0.008809788152575493,0.21118052303791046
``,0.008517155423760414,0.050706423819065094,-0.029888948425650597,-0.014167015440762043,-0.12794704735279083,-0.03200799226760864,0.05285148695111275,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.08063928782939911,0.07670000940561295,1.0,0.12753228843212128,-0.09173435717821121,0.0685480609536171
spectacular,0.2168264091014862,0.18459247052669525,0.20057879388332367,0.1301741600036621,0.2571769058704376,0.1821778118610382,0.2948814034461975,0.20316950976848602,0.19099116325378418,-0.02760523185133934,0.23745660483837128,0.21862231194972992,-0.08979137986898422,0.2445591390132904,0.005996688734740019,0.14826124906539917
'',0.08143015950918198,-0.01924106478691101,0.01978493109345436,-0.003441191976889968,0.07086741179227829,-0.033036138862371445,0.007880004122853279,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.02574172429740429,0.08835477381944656,-0.09173435717821121,0.03843875601887703,1.0,0.018684765323996544
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.20353803038597107,0.32750290632247925,0.14379966259002686,0.4731321930885315,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34921059012413025,0.41766801476478577,0.036644238978624344,0.37549954652786255,0.021612688899040222,0.20544172823429108
that,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.1228225976228714,0.24923716485500336,0.2828746736049652,1.0,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.5895259380340576,0.6036020517349243,0.05285148695111275,0.3865286409854889,0.007880004122853279,0.32716336846351624
it,0.45803478360176086,0.2363913208246231,0.2993364930152893,0.1760876625776291,0.19893643260002136,0.1429903209209442,0.5921133160591125,0.19638319313526154,0.1748591959476471,-0.05556609109044075,0.36398744583129883,0.5203388929367065,0.035206809639930725,0.31749022006988525,-0.016964951530098915,0.25732165575027466
