,is,a,problem,instance,typically,characterized,as,abstract,or,concrete,?
in,0.5394441485404968,0.539380669593811,0.16969570517539978,0.23631897568702698,0.22473083436489105,0.2862750291824341,0.3887844979763031,0.22153513133525848,0.3586423695087433,0.17634804546833038,0.20430970191955566
contrast,0.2659924328327179,0.29432156682014465,0.2505553066730499,0.36775946617126465,0.4835216999053955,0.4531398117542267,0.27679118514060974,0.3173344135284424,0.3522077798843384,0.2123279720544815,0.15469981729984283
",",0.4691906273365021,0.427140474319458,0.23938199877738953,0.3124626874923706,0.18964512646198273,0.23185861110687256,0.48816442489624023,0.19542241096496582,0.3769497275352478,0.17591224610805511,0.31091248989105225
an,0.4654068350791931,0.44552403688430786,0.21292734146118164,0.2888215482234955,0.2764771282672882,0.197162926197052,0.37218472361564636,0.1821904480457306,0.3096676766872406,0.1414053589105606,0.19793890416622162
instance,0.33154773712158203,0.40728384256362915,0.37468287348747253,1.0000001192092896,0.43876349925994873,0.25719156861305237,0.3699146807193756,0.3416447043418884,0.4565872251987457,0.228604257106781,0.30205854773521423
of,0.4854315221309662,0.5052502155303955,0.20464475452899933,0.3011147379875183,0.28964799642562866,0.30984818935394287,0.3886612355709076,0.21806612610816956,0.3792596757411957,0.17426584661006927,0.1826142966747284
this,0.480927973985672,0.5422310829162598,0.3937966227531433,0.4409838914871216,0.38951244950294495,0.2708440124988556,0.43993282318115234,0.2599802613258362,0.4406825602054596,0.27673107385635376,0.3155723512172699
problem,0.23238427937030792,0.2605542540550232,1.0,0.37468287348747253,0.2080833911895752,0.21800804138183594,0.2586832344532013,0.3003849685192108,0.29821720719337463,0.26143333315849304,0.3762950301170349
is,1.0,0.658733606338501,0.23238427937030792,0.33154773712158203,0.3483496606349945,0.26732131838798523,0.43216490745544434,0.19140587747097015,0.41870999336242676,0.19547545909881592,0.22961433231830597
a,0.658733606338501,1.0,0.2605542540550232,0.40728384256362915,0.37909039855003357,0.3205097019672394,0.39550232887268066,0.22289444506168365,0.48853766918182373,0.2701549232006073,0.23916715383529663
rather,0.2886356711387634,0.4061340093612671,0.3538528382778168,0.39968833327293396,0.48143208026885986,0.3075045049190521,0.38414403796195984,0.3318503201007843,0.5221653580665588,0.23151905834674835,0.3053998053073883
concrete,0.19547545909881592,0.2701549232006073,0.26143333315849304,0.228604257106781,0.24154533445835114,0.2814580798149109,0.1853032410144806,0.3642330467700958,0.28968167304992676,1.0,0.18976950645446777
utterance,0.2525658905506134,0.30254361033439636,0.2650686502456665,0.3545582890510559,0.1993580013513565,0.26876312494277954,0.25085917115211487,0.29402583837509155,0.2602115869522095,0.2810972034931183,0.24048052728176117
",",0.4691906273365021,0.427140474319458,0.23938199877738953,0.3124626874923706,0.18964512646198273,0.23185861110687256,0.48816442489624023,0.19542241096496582,0.3769497275352478,0.17591224610805511,0.31091248989105225
which,0.4457404911518097,0.56894451379776,0.309948593378067,0.45323771238327026,0.4671940505504608,0.3696018159389496,0.41006597876548767,0.2713141143321991,0.5105096101760864,0.3460948169231415,0.25814583897590637
can,0.44256699085235596,0.3915780484676361,0.36370179057121277,0.46404144167900085,0.4739748239517212,0.26371338963508606,0.3245031237602234,0.19380590319633484,0.5614996552467346,0.3036568760871887,0.3226337134838104
serve,0.22737301886081696,0.22927480936050415,0.13612432777881622,0.2867949306964874,0.25517719984054565,0.1069369986653328,0.3768509030342102,0.14300082623958588,0.2785217761993408,0.15904845297336578,0.19925682246685028
as,0.43216490745544434,0.39550232887268066,0.2586832344532013,0.3699146807193756,0.31947922706604004,0.2511933445930481,1.0,0.21166642010211945,0.4400654137134552,0.1853032410144806,0.27043893933296204
the,0.5823672413825989,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.33345210552215576,0.30089181661605835,0.48381632566452026,0.1658366620540619,0.4174870550632477,0.19700539112091064,0.22068053483963013
input,0.2170686423778534,0.20009170472621918,0.2680823802947998,0.3309183418750763,0.3125982880592346,0.13211584091186523,0.2063598930835724,0.26756393909454346,0.2964729070663452,0.20260611176490784,0.24861721694469452
for,0.43268078565597534,0.44038116931915283,0.2661307752132416,0.4085063934326172,0.3479194939136505,0.21406006813049316,0.44774648547172546,0.2061072140932083,0.4111599624156952,0.23157444596290588,0.264628142118454
a,0.658733606338501,1.0,0.2605542540550232,0.40728384256362915,0.37909039855003357,0.3205097019672394,0.39550232887268066,0.22289444506168365,0.48853766918182373,0.2701549232006073,0.23916715383529663
decision,0.2514069080352783,0.24091263115406036,0.31341657042503357,0.2658178508281708,0.22086159884929657,0.11921875923871994,0.21492452919483185,0.24236945807933807,0.2005528211593628,0.19788290560245514,0.2796577215194702
problem,0.23238427937030792,0.2605542540550232,1.0,0.37468287348747253,0.2080833911895752,0.21800804138183594,0.2586832344532013,0.3003849685192108,0.29821720719337463,0.26143333315849304,0.3762950301170349
.,0.4569662809371948,0.50484299659729,0.22562150657176971,0.35495105385780334,0.25537845492362976,0.20198658108711243,0.515582263469696,0.21998687088489532,0.36683785915374756,0.22142383456230164,0.4130953550338745
,is,a,problem,instance,typically,characterized,as,abstract,or,concrete,?
in,0.5394441485404968,0.539380669593811,0.16969570517539978,0.23631897568702698,0.22473083436489105,0.2862750291824341,0.3887844979763031,0.22153513133525848,0.3586423695087433,0.17634804546833038,0.20430970191955566
computational,0.2470806986093521,0.29858994483947754,0.41473615169525146,0.35700780153274536,0.3454716205596924,0.314226359128952,0.22144010663032532,0.49083101749420166,0.30224916338920593,0.29825130105018616,0.21617397665977478
complexity,0.2541271150112152,0.27206721901893616,0.5039530992507935,0.4233102798461914,0.3209502398967743,0.3055938482284546,0.22960948944091797,0.4880460500717163,0.2691935896873474,0.32925188541412354,0.23062916100025177
theory,0.19279582798480988,0.2233850657939911,0.32978713512420654,0.2979219853878021,0.20554980635643005,0.2262447625398636,0.18675357103347778,0.33565956354141235,0.21121910214424133,0.2113022804260254,0.1387292891740799
",",0.4691906273365021,0.427140474319458,0.23938199877738953,0.3124626874923706,0.18964512646198273,0.23185861110687256,0.48816442489624023,0.19542241096496582,0.3769497275352478,0.17591224610805511,0.31091248989105225
a,0.658733606338501,1.0,0.2605542540550232,0.40728384256362915,0.37909039855003357,0.3205097019672394,0.39550232887268066,0.22289444506168365,0.48853766918182373,0.2701549232006073,0.23916715383529663
problem,0.23238427937030792,0.2605542540550232,1.0,0.37468287348747253,0.2080833911895752,0.21800804138183594,0.2586832344532013,0.3003849685192108,0.29821720719337463,0.26143333315849304,0.3762950301170349
refers,0.4262860119342804,0.3613983690738678,0.20065189898014069,0.2634063959121704,0.3508215844631195,0.44931653141975403,0.22974605858325958,0.2901858985424042,0.4483460485935211,0.16253215074539185,0.07924893498420715
to,0.42745086550712585,0.45503583550453186,0.2502208352088928,0.3533851206302643,0.3589242696762085,0.2198610156774521,0.42092081904411316,0.20593324303627014,0.38921234011650085,0.2638317346572876,0.29463258385658264
the,0.5823672413825989,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.33345210552215576,0.30089181661605835,0.48381632566452026,0.1658366620540619,0.4174870550632477,0.19700539112091064,0.22068053483963013
abstract,0.19140587747097015,0.22289444506168365,0.3003849685192108,0.3416447043418884,0.26209524273872375,0.3368673324584961,0.21166642010211945,1.0,0.21717232465744019,0.3642330467700958,0.18420998752117157
question,0.2606692314147949,0.3184618055820465,0.5284451246261597,0.4045165181159973,0.2489149570465088,0.1706712543964386,0.28374266624450684,0.2847496569156647,0.2952239215373993,0.2281121462583542,0.48000848293304443
to,0.42745086550712585,0.45503583550453186,0.2502208352088928,0.3533851206302643,0.3589242696762085,0.2198610156774521,0.42092081904411316,0.20593324303627014,0.38921234011650085,0.2638317346572876,0.29463258385658264
be,0.4819129705429077,0.39883795380592346,0.347878634929657,0.43630778789520264,0.4431031346321106,0.226997971534729,0.5230465531349182,0.204709991812706,0.5260903835296631,0.2502362132072449,0.3324260413646698
solved,0.16888999938964844,0.18525584042072296,0.5690774321556091,0.30417802929878235,0.14156530797481537,0.17253296077251434,0.18338219821453094,0.29325440526008606,0.1662384569644928,0.2129264920949936,0.2692696750164032
.,0.4569662809371948,0.50484299659729,0.22562150657176971,0.35495105385780334,0.25537845492362976,0.20198658108711243,0.515582263469696,0.21998687088489532,0.36683785915374756,0.22142383456230164,0.4130953550338745
