,to,force,japan,to,be,more,involved,in,the,crisis,",",what,did,saudi,and,kuwaiti,government,do,?
it,0.513711154460907,0.22565218806266785,0.23131272196769714,0.513711154460907,0.5203388929367065,0.42550966143608093,0.208605095744133,0.5130809545516968,0.6251175999641418,0.17909592390060425,0.48329564929008484,0.45803478360176086,0.2993364930152893,0.13281653821468353,0.40957894921302795,0.11306554824113846,0.28037968277931213,0.337066113948822,0.25732165575027466
received,0.18226240575313568,0.151654452085495,0.21883226931095123,0.18226240575313568,0.14841865003108978,0.15922853350639343,0.2561425268650055,0.2772020101547241,0.24890556931495667,0.12361250072717667,0.2926693558692932,0.1010502278804779,0.3125181496143341,0.19471487402915955,0.24762246012687683,0.24662025272846222,0.15654905140399933,0.1594921052455902,0.11905962228775024
a,0.45503583550453186,0.2451154738664627,0.20427335798740387,0.45503583550453186,0.39883795380592346,0.3452818691730499,0.2598431408405304,0.539380669593811,0.5829201340675354,0.1976640820503235,0.427140474319458,0.3320399522781372,0.2552328109741211,0.20991550385951996,0.3739250600337982,0.1602349728345871,0.25158295035362244,0.26237669587135315,0.23916715383529663
5,0.03588335961103439,0.06666175276041031,0.05534834414720535,0.03588335961103439,0.0338023342192173,0.0770864337682724,0.028464680537581444,0.0862177163362503,0.09255307912826538,0.07894610613584518,0.10738879442214966,0.09269922226667404,0.08429081737995148,0.14045818150043488,0.027511591091752052,0.11929037421941757,0.04803864657878876,0.06004996597766876,0.06222071498632431
%,0.18513022363185883,0.1623663455247879,0.09777908772230148,0.18513022363185883,0.16802801191806793,0.26588889956474304,0.10578100383281708,0.19465309381484985,0.21490740776062012,0.12082050740718842,0.22757403552532196,0.20738190412521362,0.1450016051530838,0.14003367722034454,0.24616369605064392,0.12103242427110672,0.15037328004837036,0.18865665793418884,0.21441808342933655
production,0.2144220918416977,0.17764805257320404,0.1796651929616928,0.2144220918416977,0.20240652561187744,0.2234574258327484,0.23698703944683075,0.22079120576381683,0.2657334506511688,0.22246858477592468,0.24176549911499023,0.16636081039905548,0.1752309501171112,0.12305353581905365,0.25569969415664673,0.17046132683753967,0.18198852241039276,0.10785744339227676,0.19318072497844696
cut,0.27572008967399597,0.16136860847473145,0.148165762424469,0.27572008967399597,0.3182462155818939,0.23446612060070038,0.22716858983039856,0.1650969684123993,0.29221418499946594,0.28058719635009766,0.23439376056194305,0.20727719366550446,0.20971950888633728,0.08539893478155136,0.2832682728767395,0.09274569898843765,0.18738487362861633,0.17950715124607086,0.1403924524784088
in,0.45010748505592346,0.21744468808174133,0.23087722063064575,0.45010748505592346,0.3481820821762085,0.32563260197639465,0.2988407015800476,1.0,0.6662389636039734,0.19426369667053223,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.21112655103206635,0.4954058527946472,0.1900772899389267,0.3066793978214264,0.23402775824069977,0.20430970191955566
december,0.21181435883045197,0.16410525143146515,0.18820904195308685,0.21181435883045197,0.18694786727428436,0.12657742202281952,0.2078566998243332,0.25854936242103577,0.23266014456748962,0.20138876140117645,0.4136100113391876,0.19304980337619781,0.2542226016521454,0.16225305199623108,0.22940969467163086,0.24699446558952332,0.18743516504764557,0.14908112585544586,0.2480352818965912
",",0.44245919585227966,0.22091743350028992,0.2639627754688263,0.44245919585227966,0.39254459738731384,0.3696524500846863,0.3099522888660431,0.5201468467712402,0.4933079481124878,0.18660308420658112,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.2657196521759033,0.6633074283599854,0.23921775817871094,0.27344048023223877,0.3283645510673523,0.31091248989105225
causing,0.32551613450050354,0.2780148983001709,0.17254041135311127,0.32551613450050354,0.21423572301864624,0.30105599761009216,0.3119509816169739,0.25844457745552063,0.2816545367240906,0.23692387342453003,0.2622236907482147,0.24770919978618622,0.2553318440914154,0.2055155336856842,0.293680340051651,0.16899079084396362,0.14286524057388306,0.2875289022922516,0.1852436512708664
a,0.45503583550453186,0.2451154738664627,0.20427335798740387,0.45503583550453186,0.39883795380592346,0.3452818691730499,0.2598431408405304,0.539380669593811,0.5829201340675354,0.1976640820503235,0.427140474319458,0.3320399522781372,0.2552328109741211,0.20991550385951996,0.3739250600337982,0.1602349728345871,0.25158295035362244,0.26237669587135315,0.23916715383529663
panic,0.1722925454378128,0.17902572453022003,0.1342257708311081,0.1722925454378128,0.15630310773849487,0.26341572403907776,0.2496265023946762,0.17000585794448853,0.2075759470462799,0.2733027935028076,0.21313171088695526,0.16952751576900482,0.20541004836559296,0.15618760883808136,0.22787117958068848,0.15908978879451752,0.13311251997947693,0.1769772320985794,0.21352724730968475
.,0.4645031690597534,0.2783275842666626,0.28114771842956543,0.4645031690597534,0.4383580684661865,0.4070230722427368,0.25169795751571655,0.5591574311256409,0.5934505462646484,0.15965543687343597,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.2524958550930023,0.588965117931366,0.2532570958137512,0.2521961033344269,0.3613996207714081,0.4130953550338745
,to,force,japan,to,be,more,involved,in,the,crisis,",",what,did,saudi,and,kuwaiti,government,do,?
on,0.41031414270401,0.1764998733997345,0.22320449352264404,0.41031414270401,0.37900757789611816,0.37351730465888977,0.26673054695129395,0.46853652596473694,0.5107308030128479,0.14774295687675476,0.49057599902153015,0.34226128458976746,0.2670976221561432,0.20390190184116364,0.4077630043029785,0.15511929988861084,0.19216017425060272,0.3025321364402771,0.2714994251728058
