,what,sacrament,accords,christians,renewed,life,?
the,0.42745697498321533,0.2597883939743042,0.26314249634742737,0.24734680354595184,0.3146619200706482,0.23528170585632324,0.22068053483963013
ten,0.1616830825805664,0.19144952297210693,0.1496727019548416,0.1400195062160492,0.15930087864398956,0.2003861516714096,0.14471080899238586
commandments,0.3296407163143158,0.4079568684101105,0.2727789580821991,0.4477251172065735,0.19960615038871765,0.2590486705303192,0.25463607907295227
",",0.3087472915649414,0.2308664321899414,0.25979217886924744,0.255241334438324,0.1589210331439972,0.24050940573215485,0.31091248989105225
and,0.31309178471565247,0.20197559893131256,0.2818679213523865,0.2351800501346588,0.19231681525707245,0.26095253229141235,0.20544172823429108
the,0.42745697498321533,0.2597883939743042,0.26314249634742737,0.24734680354595184,0.3146619200706482,0.23528170585632324,0.22068053483963013
beginnings,0.292460173368454,0.26894840598106384,0.24300557374954224,0.27744975686073303,0.3118911385536194,0.30110371112823486,0.16794390976428986
of,0.33290785551071167,0.22873786091804504,0.25496482849121094,0.25621283054351807,0.2304973006248474,0.2788603901863098,0.1826142966747284
the,0.42745697498321533,0.2597883939743042,0.26314249634742737,0.24734680354595184,0.3146619200706482,0.23528170585632324,0.22068053483963013
renewed,0.17414875328540802,0.19934751093387604,0.2613990604877472,0.22980816662311554,1.0,0.15778179466724396,0.1604815125465393
life,0.24693015217781067,0.22655457258224487,0.12989048659801483,0.20710773766040802,0.15778179466724396,1.0,0.21677987277507782
of,0.33290785551071167,0.22873786091804504,0.25496482849121094,0.25621283054351807,0.2304973006248474,0.2788603901863098,0.1826142966747284
christians,0.302469938993454,0.4309493601322174,0.20786717534065247,1.0,0.22980816662311554,0.20710773766040802,0.20289786159992218
accorded,0.22493161261081696,0.1625146120786667,0.7427676916122437,0.27110883593559265,0.34247279167175293,0.14430007338523865,0.2173735797405243
to,0.455847829580307,0.2604728043079376,0.25002893805503845,0.2587539851665497,0.2594389319419861,0.24560359120368958,0.29463258385658264
them,0.4994642734527588,0.28699082136154175,0.19411428272724152,0.35234150290489197,0.1887122094631195,0.240503191947937,0.35435691475868225
by,0.2455483376979828,0.14522604644298553,0.20880752801895142,0.2433931976556778,0.20263084769248962,0.18554949760437012,0.17966607213020325
the,0.42745697498321533,0.2597883939743042,0.26314249634742737,0.24734680354595184,0.3146619200706482,0.23528170585632324,0.22068053483963013
sacrament,0.26787394285202026,1.0000001192092896,0.15017910301685333,0.4309493601322174,0.19934751093387604,0.22655457258224487,0.1619669646024704
of,0.33290785551071167,0.22873786091804504,0.25496482849121094,0.25621283054351807,0.2304973006248474,0.2788603901863098,0.1826142966747284
baptism,0.23295360803604126,0.4506922662258148,0.15809673070907593,0.5186824798583984,0.2595506012439728,0.19161754846572876,0.18744641542434692
",",0.3087472915649414,0.2308664321899414,0.25979217886924744,0.255241334438324,0.1589210331439972,0.24050940573215485,0.31091248989105225
are,0.29724663496017456,0.181198850274086,0.16491645574569702,0.2346511036157608,0.07224909961223602,0.194062277674675,0.24591213464736938
a,0.3320399522781372,0.1920233964920044,0.18679815530776978,0.19183890521526337,0.1721430867910385,0.27076753973960876,0.23916715383529663
present,0.30940163135528564,0.07365936785936356,0.18253828585147858,0.16313010454177856,0.17051853239536285,0.1421821266412735,0.21759982407093048
foreshadowing,0.28595227003097534,0.2287209928035736,0.17830055952072144,0.2756529152393341,0.20043453574180603,0.34347811341285706,0.1358974725008011
of,0.33290785551071167,0.22873786091804504,0.25496482849121094,0.25621283054351807,0.2304973006248474,0.2788603901863098,0.1826142966747284
the,0.42745697498321533,0.2597883939743042,0.26314249634742737,0.24734680354595184,0.3146619200706482,0.23528170585632324,0.22068053483963013
believers,0.32188862562179565,0.4441573917865753,0.259989857673645,0.6492217779159546,0.2273733764886856,0.2754152715206146,0.2148078978061676
',0.3245812654495239,0.17261862754821777,0.10693469643592834,0.14671210944652557,0.12808215618133545,0.16740664839744568,0.330942302942276
future,0.29700374603271484,0.1519252508878708,0.22009070217609406,0.1566561609506607,0.25621721148490906,0.24020206928253174,0.3367180824279785
angel-like,0.2527589201927185,0.34696444869041443,0.1193944662809372,0.3353399336338043,0.28593090176582336,0.1864890307188034,0.2124703973531723
life,0.24693015217781067,0.22655457258224487,0.12989048659801483,0.20710773766040802,0.15778179466724396,1.0,0.21677987277507782
in,0.30808621644973755,0.17677049338817596,0.2298458069562912,0.19406449794769287,0.23410382866859436,0.27054134011268616,0.20430970191955566
heaven,0.31919732689857483,0.38632068037986755,0.17128154635429382,0.44877856969833374,0.16754020750522614,0.2591685950756073,0.261896550655365
in,0.30808621644973755,0.17677049338817596,0.2298458069562912,0.19406449794769287,0.23410382866859436,0.27054134011268616,0.20430970191955566
the,0.42745697498321533,0.2597883939743042,0.26314249634742737,0.24734680354595184,0.3146619200706482,0.23528170585632324,0.22068053483963013
midst,0.1721421778202057,0.24727874994277954,0.2610855996608734,0.3037870526313782,0.25274088978767395,0.23124079406261444,0.07043880224227905
of,0.33290785551071167,0.22873786091804504,0.25496482849121094,0.25621283054351807,0.2304973006248474,0.2788603901863098,0.1826142966747284
this,0.5489566326141357,0.2528601288795471,0.2006959766149521,0.24632097780704498,0.2799050211906433,0.2367650419473648,0.3155723512172699
life,0.24693015217781067,0.22655457258224487,0.12989048659801483,0.20710773766040802,0.15778179466724396,1.0,0.21677987277507782
.,0.3567904531955719,0.20648615062236786,0.21930113434791565,0.2501663267612457,0.20069830119609833,0.3029138445854187,0.4130953550338745
