,what,was,east,and,central,africa,'s,economy,boosted,by,?
east,0.19840149581432343,0.2747166156768799,1.0000001192092896,0.27633291482925415,0.44056904315948486,0.34218665957450867,0.05105345696210861,0.25693970918655396,0.17837965488433838,0.2120126187801361,0.10070597380399704
and,0.31309178471565247,0.3740963041782379,0.27633291482925415,1.0,0.2465941160917282,0.2685798704624176,0.06895173341035843,0.26484790444374084,0.2634095549583435,0.4289871156215668,0.20544172823429108
central,0.17723965644836426,0.21519865095615387,0.44056904315948486,0.2465941160917282,1.0,0.2657521665096283,-0.03171226754784584,0.19521751999855042,0.1829802244901657,0.14742699265480042,0.14787602424621582
africa,0.19696469604969025,0.1945687234401703,0.34218665957450867,0.2685798704624176,0.2657521665096283,0.9999999403953552,0.0768766924738884,0.21359717845916748,0.19955237209796906,0.19697435200214386,0.12926554679870605
's,0.02692362666130066,0.008974763564765453,0.05105345696210861,0.06895173341035843,-0.03171226754784584,0.0768766924738884,0.9999999403953552,0.05879175290465355,0.056734222918748856,-0.010884488001465797,-0.023395681753754616
biggest,0.1501782387495041,0.22630414366722107,0.2313453108072281,0.2873573303222656,0.203487366437912,0.22805769741535187,0.04258571192622185,0.25944653153419495,0.229525625705719,0.13812409341335297,0.11438456177711487
economy,0.21764783561229706,0.2389698028564453,0.25693970918655396,0.26484790444374084,0.19521751999855042,0.21359717845916748,0.05879175290465355,1.0,0.3086091876029968,0.1388312578201294,0.11486924439668655
has,0.20338068902492523,0.40313825011253357,0.2007128894329071,0.43716782331466675,0.16198159754276276,0.17411938309669495,-0.040683966130018234,0.22682175040245056,0.2801366150379181,0.3254803419113159,0.15994466841220856
posted,0.3136073052883148,0.2624354958534241,0.16827867925167084,0.18405142426490784,0.0904679000377655,0.08792376518249512,0.04376748576760292,0.1518855094909668,0.45089057087898254,0.25261396169662476,0.32166787981987
tremendous,0.27235767245292664,0.2740163803100586,0.1170576885342598,0.2628318965435028,0.12843483686447144,0.18857283890247345,0.12760035693645477,0.3328000009059906,0.43565040826797485,0.20849476754665375,0.1588442176580429
growth,0.1739405393600464,0.1385122835636139,0.17419201135635376,0.2731747627258301,0.14498195052146912,0.18975548446178436,-0.008487226441502571,0.48972833156585693,0.26384246349334717,0.1624399870634079,0.07547862827777863
in,0.30808621644973755,0.45514053106307983,0.32659441232681274,0.4954058527946472,0.30844059586524963,0.27806714177131653,-0.037580832839012146,0.2588731348514557,0.2926318943500519,0.370934396982193,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.3383176326751709,0.5171257257461548,0.3417201042175293,0.2903064787387848,-0.01540423184633255,0.24644890427589417,0.3289414048194885,0.4408751428127289,0.22068053483963013
service,0.16857224702835083,0.22689001262187958,0.22174906730651855,0.24532052874565125,0.19815011322498322,0.14132969081401825,0.017307469621300697,0.2478625625371933,0.19314444065093994,0.20538176596164703,0.1676298975944519
sector,0.18244388699531555,0.23579141497612,0.2952539920806885,0.3108142912387848,0.24407899379730225,0.13373638689517975,0.06473074108362198,0.48948681354522705,0.2804209589958191,0.13565200567245483,0.06294605135917664
",",0.3087472915649414,0.45456063747406006,0.319791704416275,0.6633074283599854,0.2587154507637024,0.2545008063316345,-0.0016132977325469255,0.2521176040172577,0.27135080099105835,0.3680937886238098,0.31091248989105225
boosted,0.20978771150112152,0.2573782205581665,0.17837965488433838,0.2634095549583435,0.1829802244901657,0.19955237209796906,0.056734222918748856,0.3086091876029968,1.0,0.28410276770591736,0.16754058003425598
by,0.2455483376979828,0.4752357602119446,0.2120126187801361,0.4289871156215668,0.14742699265480042,0.19697435200214386,-0.010884488001465797,0.1388312578201294,0.28410276770591736,1.0000001192092896,0.17966607213020325
rapid,0.16600939631462097,0.14414460957050323,0.17006677389144897,0.15131959319114685,0.18644832074642181,0.14272375404834747,0.024939032271504402,0.20719632506370544,0.17401456832885742,0.1440311223268509,0.17199881374835968
expansion,0.2671823799610138,0.16902519762516022,0.13913412392139435,0.1901247650384903,0.19063833355903625,0.1506933867931366,-0.022183343768119812,0.23877665400505066,0.31944766640663147,0.1673589050769806,0.18286365270614624
in,0.30808621644973755,0.45514053106307983,0.32659441232681274,0.4954058527946472,0.30844059586524963,0.27806714177131653,-0.037580832839012146,0.2588731348514557,0.2926318943500519,0.370934396982193,0.20430970191955566
telecommunication,0.2281339168548584,0.23480471968650818,0.17784228920936584,0.23792660236358643,0.22000202536582947,0.12418916076421738,0.05740303546190262,0.2774204909801483,0.272697389125824,0.21384038031101227,0.11206658184528351
and,0.31309178471565247,0.3740963041782379,0.27633291482925415,1.0,0.2465941160917282,0.2685798704624176,0.06895173341035843,0.26484790444374084,0.2634095549583435,0.4289871156215668,0.20544172823429108
financial,0.1900392472743988,0.24977709352970123,0.2320355623960495,0.26681631803512573,0.21329285204410553,0.17897970974445343,0.06992136687040329,0.4356849491596222,0.29423612356185913,0.19205018877983093,0.06444920599460602
activity,0.28365153074264526,0.19770246744155884,0.10491717606782913,0.21878264844417572,0.1930706948041916,0.09018579870462418,-0.014979596249759197,0.34641003608703613,0.25950542092323303,0.14420075714588165,0.19043973088264465
over,0.28007611632347107,0.24486446380615234,0.20577742159366608,0.4021143913269043,0.2639354467391968,0.19100825488567352,0.016215575858950615,0.20320317149162292,0.318992555141449,0.29360154271125793,0.25742942094802856
the,0.42745697498321533,0.48711544275283813,0.3383176326751709,0.5171257257461548,0.3417201042175293,0.2903064787387848,-0.01540423184633255,0.24644890427589417,0.3289414048194885,0.4408751428127289,0.22068053483963013
last,0.23175878822803497,0.32424551248550415,0.1896558254957199,0.25967320799827576,0.149689719080925,0.10000614076852798,0.03682802617549896,0.13713344931602478,0.18622958660125732,0.24441376328468323,0.22371746599674225
decade,0.1613653302192688,0.18258047103881836,0.10376568138599396,0.14070798456668854,0.12362519651651382,0.18126991391181946,-0.05015040934085846,0.282144159078598,0.2574699819087982,0.20685213804244995,0.11237446963787079
",",0.3087472915649414,0.45456063747406006,0.319791704416275,0.6633074283599854,0.2587154507637024,0.2545008063316345,-0.0016132977325469255,0.2521176040172577,0.27135080099105835,0.3680937886238098,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.27633291482925415,1.0,0.2465941160917282,0.2685798704624176,0.06895173341035843,0.26484790444374084,0.2634095549583435,0.4289871156215668,0.20544172823429108
now,0.4903225302696228,0.35876134037971497,0.29411745071411133,0.35309651494026184,0.19813436269760132,0.2598048150539398,-0.05292840301990509,0.2295839786529541,0.20539797842502594,0.20949482917785645,0.29641881585121155
[,0.010752761736512184,0.03263993561267853,0.10225225985050201,0.08702973276376724,0.1291157603263855,0.06314534693956375,0.01083834283053875,0.09498608112335205,0.219734787940979,0.10289373248815536,0.011015460826456547
when,0.4700249433517456,0.37326499819755554,0.23069076240062714,0.4716290831565857,0.16662165522575378,0.18735390901565552,-0.03368149697780609,0.17599095404148102,0.2578694522380829,0.4376842677593231,0.22841128706932068
?,0.5051238536834717,0.18412111699581146,0.10070597380399704,0.20544172823429108,0.14787602424621582,0.12926554679870605,-0.023395681753754616,0.11486924439668655,0.16754058003425598,0.17966607213020325,1.0
],-0.03775298595428467,0.0001094614781322889,0.014167663641273975,-0.03590818867087364,0.07636336982250214,-0.0246412456035614,-0.10493394732475281,-0.05952494964003563,0.01504206471145153,0.043569888919591904,-0.0022520492784678936
