,what,are,numbers,greater,than,1,that,can,be,divided,by,3,or,more,numbers,called,?
a,0.3320399522781372,0.265255331993103,0.24434582889080048,0.20286329090595245,0.3126874566078186,-0.20817746222019196,0.47537946701049805,0.3915780484676361,0.39883795380592346,0.211577370762825,0.32094135880470276,0.08904784172773361,0.48853766918182373,0.3452818691730499,0.24434582889080048,0.4868806302547455,0.23916715383529663
natural,0.15666867792606354,0.221140056848526,0.20789137482643127,0.29630008339881897,0.20237292349338531,-0.05183283984661102,0.23673862218856812,0.24739035964012146,0.2263202965259552,0.17565283179283142,0.17614005506038666,0.05539040267467499,0.22841250896453857,0.19589680433273315,0.20789137482643127,0.1588013470172882,0.16155436635017395
number,0.23046229779720306,0.3537501394748688,0.7132124304771423,0.2183322310447693,0.2816639244556427,-0.20963284373283386,0.32951247692108154,0.33886176347732544,0.28840136528015137,0.22974832355976105,0.2551532983779907,-0.0164857879281044,0.28384777903556824,0.327032208442688,0.7132124304771423,0.20936982333660126,0.19256845116615295
greater,0.1946859508752823,0.19981995224952698,0.21942506730556488,1.0000001192092896,0.4072994291782379,-0.041464030742645264,0.2520751655101776,0.17744551599025726,0.2287398725748062,0.3091512620449066,0.19546322524547577,-0.007299121469259262,0.19565004110336304,0.3394005596637726,0.21942506730556488,0.19735118746757507,0.09723397344350815
than,0.29388150572776794,0.39206281304359436,0.2706771492958069,0.4072994291782379,1.0,-0.1783061921596527,0.4891277849674225,0.3532506823539734,0.46516597270965576,0.23076117038726807,0.2015816867351532,0.012559344060719013,0.5002588033676147,0.726518988609314,0.2706771492958069,0.23151835799217224,0.24917294085025787
1,-0.21266892552375793,-0.2175680249929428,-0.23353983461856842,-0.041464030742645264,-0.1783061921596527,1.0,-0.3131840229034424,-0.2700748145580292,-0.2923636734485626,-0.06877432763576508,-0.2582099735736847,-0.02777617610991001,-0.21893133223056793,-0.24222660064697266,-0.23353983461856842,-0.13961221277713776,-0.249979168176651
that,0.6297725439071655,0.45265161991119385,0.342125803232193,0.2520751655101776,0.4891277849674225,-0.3131840229034424,1.0,0.4522190988063812,0.6036020517349243,0.23581433296203613,0.37496164441108704,0.028775349259376526,0.4729836881160736,0.4813884496688843,0.342125803232193,0.41604554653167725,0.32716336846351624
is,0.28837618231773376,0.5330929756164551,0.19465886056423187,0.21338969469070435,0.2839990258216858,-0.12491171807050705,0.3995479643344879,0.44256699085235596,0.4819129705429077,0.2042115330696106,0.3899846076965332,0.1504552811384201,0.41870999336242676,0.2946030795574188,0.19465886056423187,0.430266410112381,0.22961433231830597
not,0.5449194312095642,0.46186959743499756,0.3080960810184479,0.2004067748785019,0.3858577013015747,-0.31168678402900696,0.6600887179374695,0.49270012974739075,0.5788898468017578,0.17211571335792542,0.291808545589447,0.07347775250673294,0.5119067430496216,0.4605548083782196,0.3080960810184479,0.324552983045578,0.41942933201789856
a,0.3320399522781372,0.265255331993103,0.24434582889080048,0.20286329090595245,0.3126874566078186,-0.20817746222019196,0.47537946701049805,0.3915780484676361,0.39883795380592346,0.211577370762825,0.32094135880470276,0.08904784172773361,0.48853766918182373,0.3452818691730499,0.24434582889080048,0.4868806302547455,0.23916715383529663
prime,0.15586113929748535,0.12279369682073593,0.26943376660346985,0.1424732804298401,0.1307777762413025,-0.17159132659435272,0.18163643777370453,0.1305878609418869,0.14576895534992218,0.1838541179895401,0.1702890843153,0.05384734272956848,0.12635108828544617,0.14785826206207275,0.26943376660346985,0.1384088695049286,0.11276303976774216
number,0.23046229779720306,0.3537501394748688,0.7132124304771423,0.2183322310447693,0.2816639244556427,-0.20963284373283386,0.32951247692108154,0.33886176347732544,0.28840136528015137,0.22974832355976105,0.2551532983779907,-0.0164857879281044,0.28384777903556824,0.327032208442688,0.7132124304771423,0.20936982333660126,0.19256845116615295
is,0.28837618231773376,0.5330929756164551,0.19465886056423187,0.21338969469070435,0.2839990258216858,-0.12491171807050705,0.3995479643344879,0.44256699085235596,0.4819129705429077,0.2042115330696106,0.3899846076965332,0.1504552811384201,0.41870999336242676,0.2946030795574188,0.19465886056423187,0.430266410112381,0.22961433231830597
called,0.3235960602760315,0.3676711618900299,0.2276071459054947,0.19735118746757507,0.23151835799217224,-0.13961221277713776,0.41604554653167725,0.306973397731781,0.2761072516441345,0.36356279253959656,0.3092815577983856,0.05315281078219414,0.4293559193611145,0.26791808009147644,0.2276071459054947,1.0,0.18963319063186646
a,0.3320399522781372,0.265255331993103,0.24434582889080048,0.20286329090595245,0.3126874566078186,-0.20817746222019196,0.47537946701049805,0.3915780484676361,0.39883795380592346,0.211577370762825,0.32094135880470276,0.08904784172773361,0.48853766918182373,0.3452818691730499,0.24434582889080048,0.4868806302547455,0.23916715383529663
composite,0.20413389801979065,0.26997286081314087,0.2724358141422272,0.15009918808937073,0.20287059247493744,-0.04089200869202614,0.22042828798294067,0.2472793161869049,0.23722496628761292,0.17908823490142822,0.18750335276126862,0.11354740709066391,0.2854330837726593,0.2422592043876648,0.2724358141422272,0.28435519337654114,0.10732094198465347
number,0.23046229779720306,0.3537501394748688,0.7132124304771423,0.2183322310447693,0.2816639244556427,-0.20963284373283386,0.32951247692108154,0.33886176347732544,0.28840136528015137,0.22974832355976105,0.2551532983779907,-0.0164857879281044,0.28384777903556824,0.327032208442688,0.7132124304771423,0.20936982333660126,0.19256845116615295
.,0.3567904531955719,0.3452940285205841,0.2591777741909027,0.20152446627616882,0.3594527542591095,-0.15870751440525055,0.4460422694683075,0.35783761739730835,0.4383580684661865,0.21858547627925873,0.3936232924461365,0.043593376874923706,0.36683785915374756,0.4070230722427368,0.2591777741909027,0.300344854593277,0.4130953550338745
,what,are,numbers,greater,than,1,that,can,be,divided,by,3,or,more,numbers,called,?
the,0.42745697498321533,0.40399202704429626,0.293011337518692,0.2814446687698364,0.3227543234825134,-0.1554475575685501,0.5473989248275757,0.312528520822525,0.4248143136501312,0.34601110219955444,0.4408751428127289,0.06283142417669296,0.4174870550632477,0.39758381247520447,0.293011337518692,0.489897221326828,0.22068053483963013
fundamental,0.35305243730545044,0.28600409626960754,0.27252325415611267,0.2711644172668457,0.20159295201301575,-0.2121972292661667,0.39114704728126526,0.21930468082427979,0.2736985981464386,0.26263439655303955,0.18510517477989197,-0.028179416432976723,0.2565246820449829,0.24002587795257568,0.27252325415611267,0.27381959557533264,0.2011919468641281
theorem,0.27076783776283264,0.16171972453594208,0.3407003581523895,0.1877201795578003,0.15925689041614532,-0.19035573303699493,0.28924983739852905,0.19914768636226654,0.18646985292434692,0.16671890020370483,0.1199604943394661,-0.046107083559036255,0.11228547245264053,0.16111312806606293,0.3407003581523895,0.21167701482772827,0.18729111552238464
of,0.33290785551071167,0.39081433415412903,0.228018656373024,0.34470728039741516,0.33036211133003235,-0.09473495930433273,0.41498205065727234,0.2603091299533844,0.33904364705085754,0.37450557947158813,0.3646814823150635,0.046857766807079315,0.3792596757411957,0.30478984117507935,0.228018656373024,0.4222904443740845,0.1826142966747284
arithmetic,0.27624577283859253,0.2292129099369049,0.48883455991744995,0.23687802255153656,0.23502402007579803,-0.28733184933662415,0.307146281003952,0.31869223713874817,0.25647488236427307,0.2195771336555481,0.10002323985099792,0.048562951385974884,0.2303122878074646,0.25881192088127136,0.48883455991744995,0.2379101812839508,0.24343055486679077
establishes,0.16958053410053253,0.12282417714595795,0.1706303358078003,0.185201957821846,0.16234172880649567,-0.17875970900058746,0.22069725394248962,0.07097364962100983,0.09184999763965607,0.2342979609966278,0.17849764227867126,0.10621882975101471,0.20555229485034943,0.14248523116111755,0.1706303358078003,0.2292397916316986,0.1790958195924759
the,0.42745697498321533,0.40399202704429626,0.293011337518692,0.2814446687698364,0.3227543234825134,-0.1554475575685501,0.5473989248275757,0.312528520822525,0.4248143136501312,0.34601110219955444,0.4408751428127289,0.06283142417669296,0.4174870550632477,0.39758381247520447,0.293011337518692,0.489897221326828,0.22068053483963013
central,0.17723965644836426,0.19564221799373627,0.13545972108840942,0.27099737524986267,0.13638874888420105,-0.00980168953537941,0.23977944254875183,0.131996750831604,0.12415618449449539,0.20705650746822357,0.14742699265480042,-0.018538694828748703,0.17267680168151855,0.1591915488243103,0.13545972108840942,0.2023940086364746,0.14787602424621582
role,0.22614215314388275,0.1439027637243271,0.09172419458627701,0.04590263217687607,0.14310166239738464,-0.2448679357767105,0.23023544251918793,0.11350167542695999,0.1769188493490219,0.043039336800575256,0.20783835649490356,0.04747219383716583,0.15656788647174835,0.1629766970872879,0.09172419458627701,0.1820458471775055,0.18676944077014923
of,0.33290785551071167,0.39081433415412903,0.228018656373024,0.34470728039741516,0.33036211133003235,-0.09473495930433273,0.41498205065727234,0.2603091299533844,0.33904364705085754,0.37450557947158813,0.3646814823150635,0.046857766807079315,0.3792596757411957,0.30478984117507935,0.228018656373024,0.4222904443740845,0.1826142966747284
