,how,many,tons,of,dust,remains,in,the,air,?
nasa,0.20395343005657196,0.15574845671653748,0.12262313812971115,0.17935146391391754,0.3085649311542511,0.10370559245347977,0.15705716609954834,0.19786997139453888,0.2555576264858246,0.1809994876384735
's,-0.026164190843701363,0.01698932610452175,-0.04235353320837021,-0.03817026689648628,-0.038515426218509674,0.023601576685905457,-0.037580832839012146,-0.01540423184633255,0.03575344383716583,-0.023395681753754616
calipso,0.1821621209383011,0.149812251329422,0.11433515697717667,0.2694573700428009,0.25767600536346436,0.21625298261642456,0.2215036153793335,0.31254130601882935,0.15135015547275543,0.2649646997451782
satellite,0.10482273995876312,0.15164341032505035,0.06889510154724121,0.1683834195137024,0.29698875546455383,0.11916306614875793,0.18927223980426788,0.22563834488391876,0.21185119450092316,0.13568443059921265
has,0.26820555329322815,0.4266262650489807,0.21162201464176178,0.3909035325050354,0.14267772436141968,0.27559006214141846,0.4173259735107422,0.4177538752555847,0.18676379323005676,0.15994466841220856
measured,0.33367615938186646,0.24101705849170685,0.3513738811016083,0.26447921991348267,0.23971869051456451,0.23437617719173431,0.23880761861801147,0.279002845287323,0.17650164663791656,0.17351430654525757
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.733189046382904,0.2346910536289215,0.3663966655731201,0.6662389636039734,1.0,0.2877824306488037,0.22068053483963013
amount,0.37087762355804443,0.36071112751960754,0.3637048304080963,0.2541177570819855,0.2806089520454407,0.1973097175359726,0.2569429874420166,0.3336862325668335,0.17064699530601501,0.17984020709991455
of,0.2480744868516922,0.37253960967063904,0.19702266156673431,1.0,0.25486329197883606,0.3198432922363281,0.5696388483047485,0.733189046382904,0.24196814000606537,0.1826142966747284
dust,0.24083134531974792,0.22878393530845642,0.2439376562833786,0.25486329197883606,1.0,0.1933596283197403,0.19673727452754974,0.2346910536289215,0.3066830337047577,0.15803812444210052
transported,0.20179246366024017,0.26089921593666077,0.3688705563545227,0.26284846663475037,0.21931618452072144,0.20834659039974213,0.265825092792511,0.2550795376300812,0.29399874806404114,0.1354173868894577
by,0.34370526671409607,0.3409687578678131,0.16515402495861053,0.3646814823150635,0.1268737018108368,0.14384661614894867,0.370934396982193,0.4408751428127289,0.19110813736915588,0.17966607213020325
wind,0.18648548424243927,0.1719181090593338,0.18495900928974152,0.22346341609954834,0.36152732372283936,0.15713700652122498,0.2197054922580719,0.2338196188211441,0.23579004406929016,0.17669273912906647
from,0.22939439117908478,0.33099696040153503,0.13652382791042328,0.4249346852302551,0.21349763870239258,0.22305043041706085,0.4274188280105591,0.40150508284568787,0.20934231579303741,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.733189046382904,0.2346910536289215,0.3663966655731201,0.6662389636039734,1.0,0.2877824306488037,0.22068053483963013
sahara,0.1301003247499466,0.19660036265850067,0.11981531232595444,0.17664550244808197,0.28134268522262573,0.21373987197875977,0.16193874180316925,0.23516924679279327,0.2669728100299835,0.17314527928829193
to,0.44169697165489197,0.40243685245513916,0.20573829114437103,0.41548454761505127,0.26756495237350464,0.2588605582714081,0.45010748505592346,0.535392165184021,0.24103909730911255,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.733189046382904,0.2346910536289215,0.3663966655731201,0.6662389636039734,1.0,0.2877824306488037,0.22068053483963013
amazon,0.16216763854026794,0.22591036558151245,0.19077828526496887,0.20143137872219086,0.13802170753479004,0.11203856021165848,0.12227833271026611,0.260541707277298,0.1780538111925125,0.18144656717777252
:,-0.11215605586767197,-0.10786184668540955,-0.08822697401046753,-0.08807745575904846,-0.13309550285339355,-0.08500398695468903,0.020521078258752823,-0.03403344005346298,-0.0015848929760977626,-0.07156077772378922
an,0.2520636022090912,0.2465583086013794,0.18131691217422485,0.32280945777893066,0.17542733252048492,0.17921820282936096,0.2605783939361572,0.4207492768764496,0.18705463409423828,0.19793890416622162
average,0.2824462950229645,0.212912455201149,0.24045850336551666,0.23717734217643738,0.16783887147903442,0.15988972783088684,0.23465414345264435,0.27058175206184387,0.2073809653520584,0.21764592826366425
182,-0.008338738232851028,0.07805421948432922,-0.06586087495088577,-0.022202739492058754,-0.0033743770327419043,-0.004899155348539352,-0.06727173179388046,0.03700842335820198,-0.013468530960381031,-0.048216577619314194
million,0.21114659309387207,0.3520967364311218,0.3476663827896118,0.21686489880084991,0.19205474853515625,0.18127208948135376,0.2596224844455719,0.277012437582016,0.15773750841617584,0.23092924058437347
tons,0.24981051683425903,0.24801698327064514,1.0,0.19702266156673431,0.2439376562833786,0.22655443847179413,0.19120186567306519,0.20730508863925934,0.20000898838043213,0.19717051088809967
of,0.2480744868516922,0.37253960967063904,0.19702266156673431,1.0,0.25486329197883606,0.3198432922363281,0.5696388483047485,0.733189046382904,0.24196814000606537,0.1826142966747284
dust,0.24083134531974792,0.22878393530845642,0.2439376562833786,0.25486329197883606,1.0,0.1933596283197403,0.19673727452754974,0.2346910536289215,0.3066830337047577,0.15803812444210052
are,0.311818927526474,0.5655534863471985,0.20607495307922363,0.39081433415412903,0.2122032791376114,0.27946600317955017,0.3841303884983063,0.40399202704429626,0.1778942495584488,0.24591213464736938
windblown,0.1935114711523056,0.234906405210495,0.29966646432876587,0.2747642695903778,0.36643874645233154,0.23715034127235413,0.2766501307487488,0.3168978691101074,0.3270476460456848,0.2240144908428192
out,0.3963836133480072,0.3329806923866272,0.2984030246734619,0.34176841378211975,0.29918667674064636,0.24831503629684448,0.3576207756996155,0.39404502511024475,0.23276498913764954,0.22020699083805084
of,0.2480744868516922,0.37253960967063904,0.19702266156673431,1.0,0.25486329197883606,0.3198432922363281,0.5696388483047485,0.733189046382904,0.24196814000606537,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.733189046382904,0.2346910536289215,0.3663966655731201,0.6662389636039734,1.0,0.2877824306488037,0.22068053483963013
sahara,0.1301003247499466,0.19660036265850067,0.11981531232595444,0.17664550244808197,0.28134268522262573,0.21373987197875977,0.16193874180316925,0.23516924679279327,0.2669728100299835,0.17314527928829193
each,0.4183253347873688,0.35348209738731384,0.19735845923423767,0.38460010290145874,0.15729188919067383,0.1929900348186493,0.30816060304641724,0.470844566822052,0.11661766469478607,0.21173812448978424
year,0.19631797075271606,0.21933086216449738,0.1723073422908783,0.2578314542770386,0.10882840305566788,0.16661414504051208,0.3359307050704956,0.3609684407711029,0.15147104859352112,0.18315006792545319
",",0.22659391164779663,0.40610817074775696,0.2602212131023407,0.4946078956127167,0.23566173017024994,0.25045427680015564,0.5201468467712402,0.4933079481124878,0.24731357395648956,0.31091248989105225
at,0.2154216170310974,0.2716965675354004,0.20260316133499146,0.42558613419532776,0.11504963040351868,0.2833499014377594,0.4374977946281433,0.457212895154953,0.18523330986499786,0.21978627145290375
15,-0.005761355627328157,-0.02712528221309185,-0.05879625678062439,-0.02319195494055748,0.09154774993658066,0.03831798955798149,0.02424248494207859,-0.011810222640633583,-0.024983016774058342,-0.010706285014748573
degrees,0.18475523591041565,0.2114371955394745,0.10620304942131042,0.22668468952178955,0.10859503597021103,0.14265654981136322,0.19378258287906647,0.22473014891147614,0.18693196773529053,0.1299446076154709
west,0.13549664616584778,0.1819247007369995,0.11035171896219254,0.2891985774040222,0.1870882660150528,0.18183588981628418,0.34078434109687805,0.32918402552604675,0.18820300698280334,0.12088293582201004
longitude,0.1770506203174591,0.10506659001111984,0.11654885113239288,0.17390240728855133,0.18386469781398773,0.12495201826095581,0.189475879073143,0.2508544325828552,0.1520509272813797,0.19342944025993347
",",0.22659391164779663,0.40610817074775696,0.2602212131023407,0.4946078956127167,0.23566173017024994,0.25045427680015564,0.5201468467712402,0.4933079481124878,0.24731357395648956,0.31091248989105225
across,0.2515762746334076,0.34783458709716797,0.23733745515346527,0.2936134934425354,0.21413765847682953,0.2467328906059265,0.36988839507102966,0.3816230297088623,0.20686347782611847,0.17034576833248138
"1,600",0.0821411982178688,-0.0029642367735505104,0.1407279074192047,-0.00895964726805687,0.08849801123142242,0.132902130484581,-0.03049958497285843,0.04439349099993706,0.16410577297210693,0.05657687783241272
miles,0.13798850774765015,0.12950319051742554,0.27920404076576233,0.2263605147600174,0.20904326438903809,0.16672882437705994,0.22700901329517365,0.25706055760383606,0.15697844326496124,0.09363767504692078
(,0.1676948219537735,0.1455259770154953,0.19276125729084015,0.35032153129577637,0.14481011033058167,0.15209302306175232,0.3087427020072937,0.33289089798927307,0.17194215953350067,0.40561532974243164
"2,600",0.016059542074799538,0.05030875653028488,0.04221290349960327,0.05123365670442581,0.09819567203521729,0.12955231964588165,0.044215478003025055,0.11931554228067398,0.26704663038253784,0.02350315824151039
km,0.10687907040119171,0.10311309248209,0.23664024472236633,0.2376161366701126,0.16242605447769165,0.1437235176563263,0.21900252997875214,0.21376769244670868,0.11017025262117386,0.08180338144302368
