,what,is,tertiary,endosymbiosis,of,haptophyte,chloroplasts,expected,to,create,?
because,0.46729007363319397,0.4047735333442688,0.15146611630916595,0.2588312327861786,0.4075504541397095,0.28815728425979614,0.27005380392074585,0.4467659890651703,0.5166091918945312,0.3639863133430481,0.2528740465641022
the,0.42745697498321533,0.5823672413825989,0.24001607298851013,0.26097139716148376,0.733189046382904,0.27768367528915405,0.23062430322170258,0.3108554780483246,0.535392165184021,0.25265660881996155,0.22068053483963013
haptophyte,0.31162071228027344,0.27355679869651794,0.35782235860824585,0.6887061595916748,0.29481828212738037,1.0,0.6125362515449524,0.24536821246147156,0.24502961337566376,0.23993246257305145,0.21879670023918152
chloroplast,0.23505516350269318,0.20798198878765106,0.32308220863342285,0.6689833402633667,0.2069506198167801,0.5806998014450073,0.9777651429176331,0.19032637774944305,0.22531428933143616,0.16807977855205536,0.12532055377960205
has,0.20338068902492523,0.5668748617172241,0.1284899115562439,0.2363412231206894,0.3909035325050354,0.2508315145969391,0.1872786581516266,0.2192261964082718,0.3619994819164276,0.2201959788799286,0.15994466841220856
four,0.18057085573673248,0.22331103682518005,0.16845908761024475,0.17113973200321198,0.36293646693229675,0.2330082654953003,0.221937894821167,0.1955878585577011,0.2803118824958801,0.14227314293384552,0.14532537758350372
membranes,0.18834297358989716,0.20728234946727753,0.23282670974731445,0.5748482942581177,0.23994219303131104,0.49334344267845154,0.6635266542434692,0.1744454950094223,0.21002532541751862,0.2332058995962143,0.20524227619171143
",",0.3087472915649414,0.4691906273365021,0.19413137435913086,0.25617316365242004,0.4946078956127167,0.2731695771217346,0.20794041454792023,0.23470614850521088,0.44245919585227966,0.2240353375673294,0.31091248989105225
tertiary,0.2784169018268585,0.19000156223773956,1.0,0.4442020654678345,0.21779176592826843,0.35782235860824585,0.33548370003700256,0.19108740985393524,0.23979544639587402,0.14709430932998657,0.2581363916397095
endosymbiosis,0.27599674463272095,0.2649422585964203,0.4442020654678345,1.0000001192092896,0.26010286808013916,0.6887061595916748,0.7016735076904297,0.19826288521289825,0.2137821763753891,0.2221316397190094,0.22285987436771393
would,0.45766422152519226,0.33626067638397217,0.156294584274292,0.21073874831199646,0.3353942930698395,0.23230485618114471,0.21713879704475403,0.5400295257568359,0.5965728163719177,0.37296369671821594,0.37178951501846313
be,0.3929833769798279,0.4819129705429077,0.2532532811164856,0.2934843897819519,0.33904364705085754,0.3340805470943451,0.2777445316314697,0.35050156712532043,0.4972836375236511,0.389064759016037,0.3324260413646698
expected,0.3720298707485199,0.20087631046772003,0.19108740985393524,0.19826288521289825,0.26944905519485474,0.24536821246147156,0.21139726042747498,1.0000001192092896,0.42255479097366333,0.23196224868297577,0.19474582374095917
to,0.455847829580307,0.42745086550712585,0.23979544639587402,0.2137821763753891,0.41548454761505127,0.24502961337566376,0.23370109498500824,0.42255479097366333,1.0,0.41124165058135986,0.29463258385658264
create,0.2962724268436432,0.2645336091518402,0.14709430932998657,0.2221316397190094,0.23675619065761566,0.23993246257305145,0.1784573495388031,0.23196224868297577,0.41124165058135986,1.0,0.300167441368103
a,0.3320399522781372,0.658733606338501,0.20181973278522491,0.2552877962589264,0.5052502155303955,0.2789992094039917,0.24622295796871185,0.309760719537735,0.45503583550453186,0.3041161596775055,0.23916715383529663
six,0.1779850870370865,0.20925110578536987,0.16118328273296356,0.12869368493556976,0.3317931592464447,0.19188599288463593,0.1871815025806427,0.19419121742248535,0.2762264311313629,0.12917889654636383,0.15298804640769958
membraned,0.1945715695619583,0.22300788760185242,0.2145068347454071,0.5506148338317871,0.2722507119178772,0.489739328622818,0.6236123442649841,0.19493888318538666,0.22342704236507416,0.2210683822631836,0.2299327254295349
chloroplast,0.23505516350269318,0.20798198878765106,0.32308220863342285,0.6689833402633667,0.2069506198167801,0.5806998014450073,0.9777651429176331,0.19032637774944305,0.22531428933143616,0.16807977855205536,0.12532055377960205
",",0.3087472915649414,0.4691906273365021,0.19413137435913086,0.25617316365242004,0.4946078956127167,0.2731695771217346,0.20794041454792023,0.23470614850521088,0.44245919585227966,0.2240353375673294,0.31091248989105225
adding,0.29902034997940063,0.25671643018722534,0.1966346800327301,0.1920250505208969,0.26542913913726807,0.247454434633255,0.26948440074920654,0.1873364895582199,0.3049910068511963,0.43575820326805115,0.2800346910953522
the,0.42745697498321533,0.5823672413825989,0.24001607298851013,0.26097139716148376,0.733189046382904,0.27768367528915405,0.23062430322170258,0.3108554780483246,0.535392165184021,0.25265660881996155,0.22068053483963013
haptophyte,0.31162071228027344,0.27355679869651794,0.35782235860824585,0.6887061595916748,0.29481828212738037,1.0,0.6125362515449524,0.24536821246147156,0.24502961337566376,0.23993246257305145,0.21879670023918152
's,0.02692362666130066,0.02396530658006668,0.008202999830245972,-0.06870865821838379,-0.03817026689648628,-0.005868949461728334,-0.026035647839307785,-0.030776740983128548,0.03782717138528824,0.04883107915520668,-0.023395681753754616
cell,0.19222842156887054,0.15086454153060913,0.26283758878707886,0.5116770267486572,0.18332023918628693,0.44860753417015076,0.5408841967582703,0.15947628021240234,0.19730474054813385,0.20439165830612183,0.2058541625738144
membrane,0.1647152304649353,0.21774554252624512,0.20373080670833588,0.5549668073654175,0.22049079835414886,0.4601234197616577,0.6331068873405457,0.13630236685276031,0.17791007459163666,0.20109960436820984,0.18908235430717468
and,0.31309178471565247,0.3859752118587494,0.2131887823343277,0.21631284058094025,0.5116966962814331,0.27921563386917114,0.21511349081993103,0.33531272411346436,0.48971283435821533,0.290901243686676,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.24001607298851013,0.26097139716148376,0.733189046382904,0.27768367528915405,0.23062430322170258,0.3108554780483246,0.535392165184021,0.25265660881996155,0.22068053483963013
dinophyte,0.22649647295475006,0.23675218224525452,0.41218504309654236,0.7057297229766846,0.279263436794281,0.8753200173377991,0.572895348072052,0.17608493566513062,0.1681673526763916,0.15084825456142426,0.21492615342140198
's,0.02692362666130066,0.02396530658006668,0.008202999830245972,-0.06870865821838379,-0.03817026689648628,-0.005868949461728334,-0.026035647839307785,-0.030776740983128548,0.03782717138528824,0.04883107915520668,-0.023395681753754616
phagosomal,0.24508218467235565,0.25532206892967224,0.28942209482192993,0.6449888944625854,0.2593662738800049,0.5628225803375244,0.5749658942222595,0.17652621865272522,0.18178418278694153,0.15946128964424133,0.2133897840976715
vacuole,0.23653627932071686,0.28187695145606995,0.34023502469062805,0.6153400540351868,0.29516348242759705,0.5033485889434814,0.6673945188522339,0.145265594124794,0.2522861063480377,0.23336702585220337,0.2012493908405304
.,0.3567904531955719,0.4569662809371948,0.2318733185529709,0.25617092847824097,0.5352458953857422,0.31011196970939636,0.23868323862552643,0.27163344621658325,0.4645031690597534,0.2916513681411743,0.4130953550338745
