,what,caused,changes,in,the,amazon,rainforest,vegetation,?
there,0.35085538029670715,0.32593846321105957,0.29899370670318604,0.5361666083335876,0.47025805711746216,0.1301986575126648,0.2756383419036865,0.2559188902378082,0.29405656456947327
is,0.28837618231773376,0.16288428008556366,0.23356598615646362,0.5394441485404968,0.5823672413825989,0.15197539329528809,0.2674187123775482,0.2515494227409363,0.22961433231830597
evidence,0.33425694704055786,0.2202969491481781,0.2230389267206192,0.16157563030719757,0.25031140446662903,0.13041843473911285,0.20854552090168,0.26048925518989563,0.24151235818862915
that,0.6297725439071655,0.33201703429222107,0.33237403631210327,0.435920387506485,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.2737760543823242,0.32716336846351624
there,0.35085538029670715,0.32593846321105957,0.29899370670318604,0.5361666083335876,0.47025805711746216,0.1301986575126648,0.2756383419036865,0.2559188902378082,0.29405656456947327
have,0.39808809757232666,0.3129173517227173,0.3310432434082031,0.36843645572662354,0.40389683842658997,0.20372521877288818,0.29352760314941406,0.2405860424041748,0.32991164922714233
been,0.2567804455757141,0.2684411406517029,0.24329601228237152,0.3515113592147827,0.3563927710056305,0.13283225893974304,0.21264642477035522,0.1956852227449417,0.24354910850524902
significant,0.24268144369125366,0.2387375831604004,0.24851495027542114,0.3551969528198242,0.35524800419807434,0.14502522349357605,0.2132212370634079,0.2795872092247009,0.18679562211036682
changes,0.2740466892719269,0.27466529607772827,1.0,0.226434126496315,0.3427845537662506,0.06073456630110741,0.15893276035785675,0.21773624420166016,0.21264225244522095
in,0.30808621644973755,0.2494886964559555,0.226434126496315,1.0,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.25661489367485046,0.20430970191955566
amazon,0.16355936229228973,0.09666959196329117,0.06073456630110741,0.12227833271026611,0.260541707277298,1.0000001192092896,0.48046615719795227,0.36174994707107544,0.18144656717777252
rainforest,0.22127854824066162,0.2313433289527893,0.15893276035785675,0.2207682877779007,0.2571161389350891,0.48046615719795227,1.0,0.6021780967712402,0.1917492002248764
vegetation,0.2184489667415619,0.21834085881710052,0.21773624420166016,0.25661489367485046,0.27478766441345215,0.36174994707107544,0.6021780967712402,1.0000001192092896,0.10736152529716492
over,0.28007611632347107,0.3619820475578308,0.22793781757354736,0.3605569899082184,0.39856547117233276,0.18121705949306488,0.216535285115242,0.24251005053520203,0.25742942094802856
the,0.42745697498321533,0.24990202486515045,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.27478766441345215,0.22068053483963013
last,0.23175878822803497,0.14750522375106812,0.24621577560901642,0.30714505910873413,0.3698786795139313,0.08966679126024246,0.16684876382350922,0.12489082664251328,0.22371746599674225
"21,000",-0.15567101538181305,0.1458769291639328,-0.010530734434723854,0.03179510682821274,0.020039213821291924,-0.008008302189409733,0.0220927931368351,-0.051906097680330276,-0.030267925933003426
years,0.1981470286846161,0.19997896254062653,0.20688244700431824,0.33554986119270325,0.2912273406982422,0.035328641533851624,0.1693250834941864,0.18434004485607147,0.1914375126361847
through,0.23167094588279724,0.2952563762664795,0.2564226984977722,0.38533157110214233,0.44071322679519653,0.22234702110290527,0.21453380584716797,0.24040207266807556,0.16913433372974396
the,0.42745697498321533,0.24990202486515045,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.27478766441345215,0.22068053483963013
last,0.23175878822803497,0.14750522375106812,0.24621577560901642,0.30714505910873413,0.3698786795139313,0.08966679126024246,0.16684876382350922,0.12489082664251328,0.22371746599674225
glacial,0.15804831683635712,0.23488518595695496,0.23959225416183472,0.2094380259513855,0.23225238919258118,0.1315527856349945,0.34196141362190247,0.3893263041973114,0.09140896797180176
maximum,0.19255907833576202,0.1868540644645691,0.25411999225616455,0.18371941149234772,0.228700190782547,0.21980735659599304,0.21575546264648438,0.26287779211997986,0.10959649085998535
(,0.2411840260028839,0.21355032920837402,0.20370477437973022,0.3087427020072937,0.33289089798927307,0.11605185270309448,0.16459959745407104,0.12294582277536392,0.40561532974243164
lgm,0.2686269283294678,0.2798428237438202,0.2573396861553192,0.2136618196964264,0.2530740201473236,0.11549964547157288,0.20166289806365967,0.18740037083625793,0.27672693133354187
),0.26259949803352356,0.19493544101715088,0.20408746600151062,0.3326910734176636,0.3456730246543884,0.131951242685318,0.16588199138641357,0.11743412166833878,0.42300865054130554
and,0.31309178471565247,0.2892237603664398,0.27557092905044556,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.30153927206993103,0.20544172823429108
subsequent,0.20167095959186554,0.25616589188575745,0.38873347640037537,0.1837678998708725,0.2562725245952606,0.13023293018341064,0.16973386704921722,0.2088373303413391,0.13111010193824768
deglaciation,0.25941869616508484,0.28208285570144653,0.23063111305236816,0.28852516412734985,0.3199794888496399,0.17188148200511932,0.34081682562828064,0.4194643795490265,0.20721618831157684
.,0.3567904531955719,0.2413787543773651,0.29733169078826904,0.5591574311256409,0.5934505462646484,0.262887567281723,0.25713270902633667,0.22089946269989014,0.4130953550338745
,what,caused,changes,in,the,amazon,rainforest,vegetation,?
analyses,0.2285933792591095,0.11634460091590881,0.26571422815322876,0.17754743993282318,0.23002441227436066,0.22053846716880798,0.2197209894657135,0.20459908246994019,0.17589309811592102
of,0.33290785551071167,0.29665443301200867,0.25827232003211975,0.5696388483047485,0.733189046382904,0.20143137872219086,0.22522282600402832,0.2547335922718048,0.1826142966747284
sediment,0.19542910158634186,0.22479841113090515,0.22218449413776398,0.2096979320049286,0.2451712042093277,0.24430792033672333,0.3476358652114868,0.4803769290447235,0.14870919287204742
deposits,0.17664960026741028,0.22599062323570251,0.18853750824928284,0.23073440790176392,0.27324897050857544,0.20045168697834015,0.3508929908275604,0.4510347247123718,0.1225230023264885
from,0.2737620174884796,0.29811105132102966,0.1855839341878891,0.4274188280105591,0.40150508284568787,0.08236479759216309,0.20909366011619568,0.17893631756305695,0.19969791173934937
amazon,0.16355936229228973,0.09666959196329117,0.06073456630110741,0.12227833271026611,0.260541707277298,1.0000001192092896,0.48046615719795227,0.36174994707107544,0.18144656717777252
basin,0.1565224826335907,0.19061477482318878,0.1280021071434021,0.22316701710224152,0.24553915858268738,0.41143864393234253,0.4187982678413391,0.3512457311153412,0.14685653150081635
paleolakes,0.2805918753147125,0.1989658623933792,0.22192415595054626,0.2976265251636505,0.2863076329231262,0.27662381529808044,0.4334449768066406,0.4410531222820282,0.18062393367290497
