,in,what,year,did,malaysia,receive,its,independence,?
after,0.44050168991088867,0.21973377466201782,0.336445689201355,0.30330467224121094,0.19352738559246063,0.1930767297744751,0.29879069328308105,0.2807956337928772,0.16608688235282898
malaysia,0.23870472609996796,0.15015551447868347,0.09852685779333115,0.09585870057344437,1.0,0.14067342877388,0.20779086649417877,0.26107415556907654,0.13121624290943146
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.008219211362302303,-0.03961443156003952,0.03202139586210251,0.02269889786839485,-0.023395681753754616
independence,0.25996696949005127,0.24622133374214172,0.15923188626766205,0.19588761031627655,0.26107415556907654,0.18985572457313538,0.27302277088165283,1.0000001192092896,0.12301119416952133
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.23870472609996796,0.19334688782691956,0.3793783485889435,0.25996696949005127,0.20430970191955566
1957,-0.044204503297805786,-0.006660523824393749,-0.09042341262102127,-0.11595331132411957,-0.10435885190963745,-0.1094767153263092,0.08274760097265244,-0.08759579062461853,-0.11977791041135788
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20304693281650543,0.26574233174324036,0.33157986402511597,0.26219290494918823,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2227647453546524,0.2726488411426544,0.559237003326416,0.2836182415485382,0.22068053483963013
government,0.3066793978214264,0.28074538707733154,0.181336909532547,0.2792121469974518,0.28057771921157837,0.20640221238136292,0.27754512429237366,0.39954841136932373,0.18851417303085327
instructed,0.2292570322751999,0.26584240794181824,0.0988825112581253,0.24318701028823853,0.048135049641132355,0.21315264701843262,0.10606022924184799,0.1349487602710724,0.1519833505153656
all,0.3335905969142914,0.41981086134910583,0.2920427918434143,0.33943864703178406,0.2609952986240387,0.2406056523323059,0.29717665910720825,0.1739528626203537,0.29575422406196594
schools,0.2632134258747101,0.1820785105228424,0.1730971336364746,0.20622693002223969,0.19509389996528625,0.1494699865579605,0.22304867208003998,0.21138903498649597,0.18349280953407288
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.20165152847766876,0.3372296690940857,0.3691340684890747,0.1964111477136612,0.29463258385658264
surrender,0.25480160117149353,0.1619768738746643,0.17553453147411346,0.23438182473182678,0.14999519288539886,0.23075011372566223,0.2061035931110382,0.3849422335624695,0.0896526649594307
their,0.34976133704185486,0.35142919421195984,0.20591455698013306,0.38078752160072327,0.15912732481956482,0.3080250918865204,0.5367968082427979,0.22190988063812256,0.1898253709077835
properties,0.19315902888774872,0.23360128700733185,0.11438395828008652,0.19297796487808228,0.15010012686252594,0.14417463541030884,0.3060271739959717,0.13145719468593597,0.12601029872894287
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.22041620314121246,0.27304521203041077,0.3841775357723236,0.19334110617637634,0.20544172823429108
be,0.3481820821762085,0.3929833769798279,0.2296248972415924,0.22657383978366852,0.20723910629749298,0.2865199148654938,0.2731834948062897,0.15336693823337555,0.3324260413646698
assimilated,0.22881370782852173,0.27907970547676086,0.1399533897638321,0.25456202030181885,0.24845676124095917,0.20952625572681427,0.24253718554973602,0.2577393352985382,0.12381062656641006
into,0.38021373748779297,0.2180619090795517,0.08657927066087723,0.14888085424900055,0.1405123919248581,0.18234646320343018,0.2562001943588257,0.13271096348762512,0.15662476420402527
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2227647453546524,0.2726488411426544,0.559237003326416,0.2836182415485382,0.22068053483963013
national,0.28915393352508545,0.16882304847240448,0.20261619985103607,0.17743784189224243,0.3072175979614258,0.14209279417991638,0.22022826969623566,0.3063720166683197,0.15643028914928436
school,0.26157811284065247,0.18774057924747467,0.2321801781654358,0.19696208834648132,0.15658360719680786,0.12499108165502548,0.17151296138763428,0.16595305502414703,0.15091250836849213
system,0.21978288888931274,0.23557309806346893,0.15319517254829407,0.1967303454875946,0.14804673194885254,0.19768710434436798,0.24247176945209503,0.10453937947750092,0.15556083619594574
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.23207584023475647,0.24563279747962952,0.3566088080406189,0.2129606306552887,0.4130953550338745
