,in,what,year,was,doctor,who,rated,the,third,greatest,show,of,the,2000,'s,?
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.25567495822906494,0.2792111933231354,0.2073567509651184,0.6662389636039734,0.3309578001499176,0.22416065633296967,0.27595704793930054,0.5696388483047485,0.6662389636039734,-0.0435720756649971,-0.037580832839012146,0.20430970191955566
2009,-0.28531888127326965,-0.2519478499889374,-0.13903464376926422,-0.17510849237442017,-0.08192629367113113,-0.22352436184883118,-0.05518965423107147,-0.23935742676258087,-0.007432954385876656,0.00866676401346922,-0.1356847733259201,-0.2637706398963928,-0.23935742676258087,0.39840179681777954,-0.02547297812998295,-0.2287932187318802
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.20407600700855255,0.3365725874900818,0.19297492504119873,0.4933079481124878,0.283071368932724,0.21757464110851288,0.31928569078445435,0.4946078956127167,0.4933079481124878,-0.03465369716286659,-0.0016132977325469255,0.31091248989105225
doctor,0.25567495822906494,0.20870667695999146,0.16282056272029877,0.19672659039497375,0.9999999403953552,0.3504868149757385,0.09939976036548615,0.2820442318916321,0.19177944958209991,0.16524848341941833,0.2094513326883316,0.16895952820777893,0.2820442318916321,0.10425864905118942,0.031664930284023285,0.1462511420249939
who,0.2792111933231354,0.40942975878715515,0.2851492762565613,0.3318818509578705,0.3504868149757385,0.9999998807907104,0.14767146110534668,0.3733934462070465,0.20739443600177765,0.28345996141433716,0.2095358669757843,0.2827862501144409,0.3733934462070465,0.074765644967556,0.05599616840481758,0.26220351457595825
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.19672659039497375,0.3318818509578705,0.31224775314331055,0.48711544275283813,0.3460187017917633,0.26430225372314453,0.20142383873462677,0.4069072902202606,0.48711544275283813,0.06843073666095734,0.008974763564765453,0.18412111699581146
voted,0.22158056497573853,0.26488763093948364,0.26667335629463196,0.3353792428970337,0.18487021327018738,0.3554985225200653,0.2702488303184509,0.3015371859073639,0.1446264088153839,0.2628304064273834,0.14591968059539795,0.25903964042663574,0.3015371859073639,-0.007413763552904129,0.060291141271591187,0.22732289135456085
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2820442318916321,0.3733934462070465,0.23721982538700104,1.0,0.4229298532009125,0.2877289056777954,0.319829523563385,0.733189046382904,1.0,-0.015081177465617657,-0.01540423184633255,0.22068053483963013
3rd,0.2042418122291565,0.15797269344329834,0.10925301164388657,0.2370467633008957,0.13610109686851501,0.1861007958650589,0.13771654665470123,0.2175474613904953,0.27208656072616577,0.12114624679088593,0.091734878718853,0.1189841702580452,0.2175474613904953,0.0004109786241315305,0.06551776826381683,0.10068514198064804
greatest,0.22416065633296967,0.22948481142520905,0.21935495734214783,0.26430225372314453,0.16524848341941833,0.28345996141433716,0.29221290349960327,0.2877289056777954,0.24847790598869324,1.0,0.11880892515182495,0.30395472049713135,0.2877289056777954,0.01778683252632618,0.01958589442074299,0.13661223649978638
show,0.27595704793930054,0.29653704166412354,0.14376221597194672,0.20142383873462677,0.2094513326883316,0.2095358669757843,0.2311951369047165,0.319829523563385,0.14648211002349854,0.11880892515182495,0.9999999403953552,0.21383242309093475,0.319829523563385,0.104420006275177,6.513196422019973e-05,0.2520138621330261
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.16895952820777893,0.2827862501144409,0.18499544262886047,0.733189046382904,0.30602210760116577,0.30395472049713135,0.21383242309093475,1.0,0.733189046382904,0.010344067588448524,-0.03817026689648628,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2820442318916321,0.3733934462070465,0.23721982538700104,1.0,0.4229298532009125,0.2877289056777954,0.319829523563385,0.733189046382904,1.0,-0.015081177465617657,-0.01540423184633255,0.22068053483963013
2000s,-0.26794537901878357,0.1495852917432785,-0.09579361230134964,-0.155989408493042,-0.12331923097372055,-0.09196694940328598,-0.10092028230428696,-0.21699295938014984,-0.12199367582798004,-0.11367841064929962,-0.028589725494384766,-0.2942696809768677,-0.21699295938014984,0.14323396980762482,-0.03648130223155022,0.2498977780342102
