,who,do,gurus,control,?
in,0.2792111933231354,0.23402775824069977,0.14385110139846802,0.24831421673297882,0.20430970191955566
hinduism,0.19793537259101868,0.2202235609292984,0.5596513748168945,0.1321345716714859,0.20113490521907806
the,0.3733934462070465,0.30239659547805786,0.16152994334697723,0.32841500639915466,0.22068053483963013
spiritual,0.26703861355781555,0.2147374302148819,0.4887569546699524,0.168338343501091,0.1801415979862213
teacher,0.35707929730415344,0.1752667874097824,0.32321494817733765,0.11823748052120209,0.1797819435596466
is,0.24293622374534607,0.30895981192588806,0.15414868295192719,0.17722277343273163,0.22961433231830597
known,0.24757125973701477,0.23082251846790314,0.16937647759914398,0.1592499315738678,0.18314571678638458
as,0.3923053741455078,0.38329678773880005,0.2134011685848236,0.18926969170570374,0.27043893933296204
a,0.36608949303627014,0.26237669587135315,0.17276063561439514,0.21056023240089417,0.23916715383529663
guru,0.2371416985988617,0.16198819875717163,0.6790924668312073,0.08189679682254791,0.16716228425502777
",",0.3365725874900818,0.3283645510673523,0.2550039291381836,0.20811550319194794,0.31091248989105225
and,0.41279885172843933,0.276123583316803,0.22132989764213562,0.29790008068084717,0.20544172823429108
",",0.3365725874900818,0.3283645510673523,0.2550039291381836,0.20811550319194794,0.31091248989105225
in,0.2792111933231354,0.23402775824069977,0.14385110139846802,0.24831421673297882,0.20430970191955566
many,0.4149286150932312,0.38738366961479187,0.18282002210617065,0.2421460747718811,0.2124512493610382
traditions,0.28564631938934326,0.2393365502357483,0.31586089730262756,0.18021449446678162,0.18007412552833557
of,0.2827862501144409,0.26150479912757874,0.19079193472862244,0.2817542552947998,0.1826142966747284
hinduism,0.19793537259101868,0.2202235609292984,0.5596513748168945,0.1321345716714859,0.20113490521907806
-,0.1926705688238144,0.14758093655109406,0.09026429057121277,0.17196135222911835,0.3336010277271271
especially,0.3433115482330322,0.2906690239906311,0.22842752933502197,0.21268202364444733,0.19751401245594025
those,0.44778117537498474,0.43052518367767334,0.24591976404190063,0.21005012094974518,0.3328189253807068
common,0.12067393958568573,0.23032814264297485,0.21184100210666656,0.12170319259166718,0.20434872806072235
in,0.2792111933231354,0.23402775824069977,0.14385110139846802,0.24831421673297882,0.20430970191955566
the,0.3733934462070465,0.30239659547805786,0.16152994334697723,0.32841500639915466,0.22068053483963013
west,0.1436629444360733,0.09519640356302261,0.10573796927928925,0.16004686057567596,0.12088293582201004
-,0.1926705688238144,0.14758093655109406,0.09026429057121277,0.17196135222911835,0.3336010277271271
the,0.3733934462070465,0.30239659547805786,0.16152994334697723,0.32841500639915466,0.22068053483963013
emphasis,0.1335449069738388,0.21390321850776672,0.23445077240467072,0.17884919047355652,0.2750280499458313
on,0.2340552806854248,0.3025321364402771,0.1464686542749405,0.2284763753414154,0.2714994251728058
spiritual,0.26703861355781555,0.2147374302148819,0.4887569546699524,0.168338343501091,0.1801415979862213
mentorship,0.3553404211997986,0.33180001378059387,0.23088906705379486,0.19176854193210602,0.37482789158821106
is,0.24293622374534607,0.30895981192588806,0.15414868295192719,0.17722277343273163,0.22961433231830597
extremely,0.26703035831451416,0.21630337834358215,0.1976739466190338,0.1613135039806366,0.14809079468250275
high,0.14553065598011017,0.15005089342594147,0.09642384946346283,0.18641188740730286,0.11137914657592773
",",0.3365725874900818,0.3283645510673523,0.2550039291381836,0.20811550319194794,0.31091248989105225
with,0.3282766342163086,0.23744353652000427,0.1528547704219818,0.2059466540813446,0.2433311939239502
gurus,0.24048112332820892,0.18798023462295532,0.9999999403953552,0.07791732996702194,0.18777289986610413
often,0.393799751996994,0.30438441038131714,0.182162344455719,0.21204306185245514,0.23748154938220978
exercising,0.2565218508243561,0.29438894987106323,0.20519289374351501,0.3547462522983551,0.19943128526210785
a,0.36608949303627014,0.26237669587135315,0.17276063561439514,0.21056023240089417,0.23916715383529663
great,0.24061277508735657,0.16592441499233246,0.17295297980308533,0.12199826538562775,0.13135133683681488
deal,0.25110870599746704,0.25204581022262573,0.12464830279350281,0.21777158975601196,0.2513751685619354
of,0.2827862501144409,0.26150479912757874,0.19079193472862244,0.2817542552947998,0.1826142966747284
control,0.23970051109790802,0.21350030601024628,0.07791732996702194,1.0,0.1620711386203766
over,0.316001296043396,0.22620153427124023,0.18904466927051544,0.3525603711605072,0.25742942094802856
the,0.3733934462070465,0.30239659547805786,0.16152994334697723,0.32841500639915466,0.22068053483963013
lives,0.29557937383651733,0.15221576392650604,0.1847452074289322,0.141330286860466,0.15810374915599823
of,0.2827862501144409,0.26150479912757874,0.19079193472862244,0.2817542552947998,0.1826142966747284
their,0.3767721951007843,0.35424983501434326,0.17538653314113617,0.2660429775714874,0.1898253709077835
disciples,0.3360806405544281,0.2151096761226654,0.48331406712532043,0.1286202371120453,0.1523444652557373
.,0.3541337847709656,0.3613996207714081,0.19458334147930145,0.24319837987422943,0.4130953550338745
