,which,of,genghis,khan,'s,descendants,pushed,the,mamluks,out,of,palestine,?
his,0.32283493876457214,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.231865793466568,0.21904315054416656,0.4394008219242096,0.30397772789001465,0.3022425174713135,0.38364991545677185,0.17849721014499664,0.18075084686279297
descendant,0.1452820897102356,0.29808375239372253,0.3387492299079895,0.19751887023448944,-0.07926476746797562,0.9183017015457153,0.14906291663646698,0.27002206444740295,0.2660754919052124,0.15498556196689606,0.29808375239372253,0.12282649427652359,0.109697625041008
hulagu,0.243641659617424,0.254523903131485,0.6000757217407227,0.5551163554191589,0.023081915453076363,0.24135662615299225,0.1548616737127304,0.28237754106521606,0.6033600568771362,0.14283333718776703,0.254523903131485,0.3471682369709015,0.20386822521686554
khan,0.19211235642433167,0.17124508321285248,0.5896923542022705,1.0,0.05307086929678917,0.22007568180561066,0.10654611140489578,0.21067845821380615,0.4526996612548828,0.11201522499322891,0.17124508321285248,0.2602756917476654,0.12862591445446014
destroyed,0.3071635365486145,0.27498680353164673,0.26998573541641235,0.08322438597679138,-0.028071777895092964,0.20148177444934845,0.2530982196331024,0.3403017520904541,0.33240097761154175,0.2655380964279175,0.27498680353164673,0.15780892968177795,0.10318030416965485
much,0.4274604916572571,0.2671096920967102,0.2249296009540558,0.16338728368282318,0.06731651723384857,0.157197505235672,0.2868787348270416,0.35023224353790283,0.26198628544807434,0.3749011158943176,0.2671096920967102,0.13846474885940552,0.23442231118679047
of,0.5011631846427917,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.31403958797454834,0.24163289368152618,0.733189046382904,0.28725576400756836,0.34176841378211975,1.0,0.23739594221115112,0.1826142966747284
iran,0.19877111911773682,0.23381876945495605,0.3727608919143677,0.356723427772522,-0.06270316988229752,0.16476501524448395,0.12794755399227142,0.2222200483083725,0.3938423693180084,0.08679044991731644,0.23381876945495605,0.3757999539375305,0.13501082360744476
's,0.03856118768453598,-0.03817026689648628,0.031423866748809814,0.05307086929678917,0.9999999403953552,-0.0704624205827713,-0.0648474171757698,-0.01540423184633255,0.01652015559375286,0.0021837172098457813,-0.03817026689648628,-0.039644427597522736,-0.023395681753754616
northern,0.2470913678407669,0.32586339116096497,0.2395780384540558,0.1290637105703354,-0.01687377691268921,0.20185159146785736,0.14142021536827087,0.3422943353652954,0.3087994456291199,0.17355585098266602,0.32586339116096497,0.2889667749404907,0.13149388134479523
part,0.4460882246494293,0.452393114566803,0.1747124046087265,0.15835325419902802,0.007562864106148481,0.21604081988334656,0.26058945059776306,0.527681291103363,0.22690987586975098,0.2758302688598633,0.452393114566803,0.24536225199699402,0.08557961881160736
and,0.506277859210968,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.21007809042930603,0.28285926580429077,0.5171257257461548,0.2862313985824585,0.3881998062133789,0.5116966962814331,0.22811970114707947,0.20544172823429108
sacked,0.131550133228302,0.21375003457069397,0.33736592531204224,0.23874610662460327,-0.021834373474121094,0.2362636774778366,0.26010268926620483,0.23815631866455078,0.45515602827072144,0.25429999828338623,0.21375003457069397,0.26645195484161377,0.07766196876764297
baghdad,0.23038727045059204,0.2278968244791031,0.45240816473960876,0.42589855194091797,0.0032089599408209324,0.11817865818738937,0.15225912630558014,0.24554139375686646,0.508980393409729,0.19445332884788513,0.2278968244791031,0.39494162797927856,0.10744515061378479
although,0.3901670575141907,0.3024747669696808,0.18719874322414398,0.14819692075252533,0.06846998631954193,0.17133712768554688,0.22663550078868866,0.3265823423862457,0.22549569606781006,0.2291252166032791,0.3024747669696808,0.11623097956180573,0.15541206300258636
his,0.32283493876457214,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.231865793466568,0.21904315054416656,0.4394008219242096,0.30397772789001465,0.3022425174713135,0.38364991545677185,0.17849721014499664,0.18075084686279297
forces,0.2267666757106781,0.3090144991874695,0.27949807047843933,0.14535881578922272,0.011176351457834244,0.18019559979438782,0.3999408483505249,0.3134811818599701,0.465945303440094,0.16882044076919556,0.3090144991874695,0.23180027306079865,0.16984491050243378
were,0.2807837128639221,0.34038281440734863,0.25783681869506836,0.12865866720676422,0.007088581565767527,0.3595881164073944,0.2491251826286316,0.3906462490558624,0.28237712383270264,0.3354760408401489,0.34038281440734863,0.14669901132583618,0.17890112102031708
halted,0.27444103360176086,0.21486762166023254,0.24635866284370422,0.1752285361289978,-0.08208218961954117,0.20080994069576263,0.36479651927948,0.29331764578819275,0.3474361002445221,0.20608176290988922,0.21486762166023254,0.2329457849264145,0.202400803565979
by,0.40543368458747864,0.3646814823150635,0.22102472186088562,0.13558374345302582,-0.010884488001465797,0.2009553462266922,0.2577771842479706,0.4408751428127289,0.23081383109092712,0.29497629404067993,0.3646814823150635,0.15038573741912842,0.17966607213020325
the,0.6521818041801453,0.733189046382904,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.3091757893562317,0.3394152522087097,1.0,0.3351776599884033,0.39404502511024475,0.733189046382904,0.2786056101322174,0.22068053483963013
mamluks,0.22940778732299805,0.28725576400756836,0.6331995129585266,0.4526996612548828,0.01652015559375286,0.33713972568511963,0.3218734562397003,0.3351776599884033,1.0000001192092896,0.22804756462574005,0.28725576400756836,0.490340918302536,0.22524459660053253
of,0.5011631846427917,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.31403958797454834,0.24163289368152618,0.733189046382904,0.28725576400756836,0.34176841378211975,1.0,0.23739594221115112,0.1826142966747284
egypt,0.20362521708011627,0.25414037704467773,0.37693727016448975,0.278805136680603,0.068876713514328,0.13621686398983002,0.1665090024471283,0.2536296546459198,0.5424208641052246,0.16412785649299622,0.25414037704467773,0.5161720514297485,0.17769601941108704
",",0.3658004403114319,0.4946078956127167,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2562495768070221,0.22971470654010773,0.4933079481124878,0.2627182602882385,0.3161109685897827,0.4946078956127167,0.18300923705101013,0.31091248989105225
but,0.55336993932724,0.39942997694015503,0.26616963744163513,0.20454268157482147,0.04136733338236809,0.26473620533943176,0.2609606683254242,0.4859698414802551,0.28474554419517517,0.4199376404285431,0.39942997694015503,0.20341424643993378,0.27921953797340393
hulagu,0.243641659617424,0.254523903131485,0.6000757217407227,0.5551163554191589,0.023081915453076363,0.24135662615299225,0.1548616737127304,0.28237754106521606,0.6033600568771362,0.14283333718776703,0.254523903131485,0.3471682369709015,0.20386822521686554
's,0.03856118768453598,-0.03817026689648628,0.031423866748809814,0.05307086929678917,0.9999999403953552,-0.0704624205827713,-0.0648474171757698,-0.01540423184633255,0.01652015559375286,0.0021837172098457813,-0.03817026689648628,-0.039644427597522736,-0.023395681753754616
descendant,0.1452820897102356,0.29808375239372253,0.3387492299079895,0.19751887023448944,-0.07926476746797562,0.9183017015457153,0.14906291663646698,0.27002206444740295,0.2660754919052124,0.15498556196689606,0.29808375239372253,0.12282649427652359,0.109697625041008
ghazan,0.23273679614067078,0.19661031663417816,0.569841742515564,0.6015598773956299,0.06378965824842453,0.2467360645532608,0.14424778521060944,0.23356518149375916,0.5010090470314026,0.0912117287516594,0.19661031663417816,0.36916598677635193,0.12254927307367325
khan,0.19211235642433167,0.17124508321285248,0.5896923542022705,1.0,0.05307086929678917,0.22007568180561066,0.10654611140489578,0.21067845821380615,0.4526996612548828,0.11201522499322891,0.17124508321285248,0.2602756917476654,0.12862591445446014
would,0.3854503035545349,0.3353942930698395,0.21521660685539246,0.1696607619524002,0.036968596279621124,0.20835554599761963,0.30247774720191956,0.4133751392364502,0.2512366473674774,0.37045037746429443,0.3353942930698395,0.19461065530776978,0.37178951501846313
return,0.19066447019577026,0.20821265876293182,0.13757629692554474,0.1240835189819336,0.03277071565389633,0.13193853199481964,0.16071555018424988,0.2543797492980957,0.19611769914627075,0.20758354663848877,0.20821265876293182,0.1572924256324768,0.14655634760856628
to,0.5345056653022766,0.41548454761505127,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.21002314984798431,0.2908354699611664,0.535392165184021,0.24519942700862885,0.42386990785598755,0.41548454761505127,0.21640940010547638,0.29463258385658264
beat,0.19930186867713928,0.15358257293701172,0.21001774072647095,0.10619717091321945,-0.08228883147239685,0.07506084442138672,0.2512916326522827,0.24951939284801483,0.18502122163772583,0.2265523374080658,0.15358257293701172,0.016729695722460747,0.19461682438850403
the,0.6521818041801453,0.733189046382904,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.3091757893562317,0.3394152522087097,1.0,0.3351776599884033,0.39404502511024475,0.733189046382904,0.2786056101322174,0.22068053483963013
egyptian,0.17962534725666046,0.20001496374607086,0.3529951870441437,0.31041911244392395,0.05428663641214371,0.13709329068660736,0.15756423771381378,0.22032245993614197,0.4703153073787689,0.17038698494434357,0.20001496374607086,0.4094456434249878,0.14169205725193024
mamluks,0.22940778732299805,0.28725576400756836,0.6331995129585266,0.4526996612548828,0.01652015559375286,0.33713972568511963,0.3218734562397003,0.3351776599884033,1.0000001192092896,0.22804756462574005,0.28725576400756836,0.490340918302536,0.22524459660053253
