,in,what,year,did,jerónimo,de,ayanz,y,beaumont,patent,a,water,pump,for,draining,mines,?
jerónimo,0.18312808871269226,0.14595863223075867,0.21946538984775543,0.1984822005033493,0.9999999403953552,0.41464534401893616,0.43358415365219116,0.40729647874832153,0.18407048285007477,0.09266608953475952,0.15593361854553223,0.11816497892141342,0.027880726382136345,0.15696491301059723,0.12786813080310822,0.09105798602104187,0.19551105797290802
de,0.24818959832191467,0.10476839542388916,0.14729079604148865,0.09745011478662491,0.41464534401893616,1.0,0.2955676019191742,0.35246846079826355,0.3837452828884125,0.10535701364278793,0.19532008469104767,0.10574663430452347,0.08988238126039505,0.15479344129562378,0.13120321929454803,0.22716878354549408,0.11064168810844421
ayanz,0.11600732058286667,0.18191128969192505,0.12821754813194275,0.11174498498439789,0.43358415365219116,0.2955676019191742,0.9999998807907104,0.25154897570610046,0.1416088342666626,0.13209161162376404,0.23582632839679718,0.1712985783815384,0.19514523446559906,0.21623237431049347,0.10762644559144974,0.1855674833059311,0.17175792157649994
y,0.14807109534740448,0.1446227878332138,0.10160621255636215,0.17974042892456055,0.40729647874832153,0.35246846079826355,0.25154897570610046,0.9999998807907104,0.11657262593507767,0.0663832500576973,0.1800517588853836,0.11080034077167511,0.11136208474636078,0.13851650059223175,0.0956907719373703,0.09084770083427429,0.2510884404182434
beaumont,0.27074894309043884,0.17193405330181122,0.13042989373207092,0.1378289759159088,0.18407048285007477,0.3837452828884125,0.1416088342666626,0.11657262593507767,1.0000001192092896,0.12083403766155243,0.2180626392364502,0.1114921122789383,0.13836996257305145,0.15163879096508026,0.1482057422399521,0.26494306325912476,0.1629330962896347
received,0.2772020101547241,0.1010502278804779,0.2765277028083801,0.3125181496143341,0.20143933594226837,0.13868382573127747,0.18759027123451233,0.10096375644207001,0.13787133991718292,0.20042450726032257,0.22444266080856323,0.13334734737873077,0.04166661202907562,0.30396392941474915,0.163909450173378,0.13593126833438873,0.11905962228775024
patents,0.20229753851890564,0.16317835450172424,0.13023830950260162,0.19803202152252197,0.052829302847385406,0.07387830317020416,0.18549279868602753,0.05589752644300461,0.11772807687520981,0.8816136121749878,0.2283138483762741,0.17806509137153625,0.23697516322135925,0.2654845714569092,0.1287262737751007,0.196326345205307,0.1148110032081604
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.18312808871269226,0.24818959832191467,0.11600732058286667,0.14807109534740448,0.27074894309043884,0.18244080245494843,0.539380669593811,0.23966141045093536,0.14753441512584686,0.4322226941585541,0.27206891775131226,0.23567435145378113,0.20430970191955566
1606,0.09013926982879639,0.1221555843949318,0.12035225331783295,0.024219855666160583,0.07924933731555939,-0.002416609087958932,0.0475926510989666,0.04202799126505852,0.08694127202033997,0.034411922097206116,0.12868571281433105,0.06546491384506226,0.14449238777160645,0.08188672363758087,0.11413206160068512,-0.07589354366064072,0.11643918603658676
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.15696491301059723,0.15479344129562378,0.21623237431049347,0.13851650059223175,0.15163879096508026,0.23913012444972992,0.44038116931915283,0.189085453748703,0.1653498113155365,0.9999999403953552,0.28305289149284363,0.23053942620754242,0.264628142118454
fifty,0.2593686282634735,0.11855410039424896,0.28130942583084106,0.13867560029029846,0.1470959186553955,0.14741426706314087,0.19242699444293976,0.1462399810552597,0.13070762157440186,0.06878522783517838,0.17680330574512482,0.13917386531829834,0.2018648236989975,0.22524109482765198,0.19987094402313232,0.17131401598453522,0.14250896871089935
steam,0.19852672517299652,0.15672586858272552,0.12807929515838623,0.19902050495147705,0.10261587053537369,0.09886984527111053,0.1589377522468567,0.07366275042295456,0.16287195682525635,0.2789400815963745,0.2141898274421692,0.43059393763542175,0.47990959882736206,0.19393667578697205,0.24657051265239716,0.2542871832847595,0.113324373960495
powered,0.150293231010437,0.14330388605594635,0.14393718540668488,0.19186323881149292,0.0906384214758873,0.15528768301010132,0.18974466621875763,0.07795456796884537,0.17350764572620392,0.31181320548057556,0.23536208271980286,0.30408236384391785,0.4246757924556732,0.13520832359790802,0.23391596972942352,0.2187790423631668,0.16842906177043915
inventions,0.22111988067626953,0.26480668783187866,0.12484435737133026,0.27109408378601074,0.11385007202625275,0.1302691549062729,0.18518444895744324,0.06203530728816986,0.11209960281848907,0.503559410572052,0.26398757100105286,0.21996326744556427,0.2605299949645996,0.2833499610424042,0.18165528774261475,0.21167853474617004,0.1723206788301468
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2857160270214081,0.2882855534553528,0.2568260431289673,0.22943292558193207,0.2782583236694336,0.20812061429023743,0.427140474319458,0.26706066727638245,0.22363486886024475,0.4464869201183319,0.28813818097114563,0.22789384424686432,0.31091248989105225
