,what,yard,line,was,a,gold,color,for,all,teams,during,the,season,?
various,0.26045072078704834,0.08329377323389053,0.14878883957862854,0.14120686054229736,0.17124241590499878,0.17704863846302032,0.2017081081867218,0.3578505516052246,0.46679410338401794,0.16594956815242767,0.2775112986564636,0.3235042691230774,0.1328590363264084,0.12823495268821716
gold-themed,0.3060356378555298,0.2517155706882477,0.20232990384101868,0.3472447395324707,0.31582099199295044,0.4697776734828949,0.2510842978954315,0.27999621629714966,0.2948772609233856,0.24687381088733673,0.2775292992591858,0.32273250818252563,0.185432568192482,0.2645840346813202
promotions,0.19845254719257355,0.08506513386964798,0.1329360455274582,0.22922086715698242,0.1985139399766922,0.16229762136936188,0.14090164005756378,0.2772783041000366,0.26110103726387024,0.32158946990966797,0.2654677927494049,0.24518147110939026,0.22722668945789337,0.23684287071228027
and,0.31309178471565247,0.20639188587665558,0.24584348499774933,0.3740963041782379,0.3739250600337982,0.26129499077796936,0.21500243246555328,0.5064792633056641,0.4542157053947449,0.2197335660457611,0.36462149024009705,0.5171257257461548,0.2369309365749359,0.20544172823429108
initiatives,0.20909109711647034,0.14007963240146637,0.1655922383069992,0.13597998023033142,0.1945040225982666,0.04801442474126816,0.0858483836054802,0.3080129623413086,0.24222296476364136,0.26810282468795776,0.2860485315322876,0.22065459191799164,0.11234157532453537,0.21253491938114166
were,0.22298263013362885,0.187147855758667,0.16909393668174744,0.590133786201477,0.17203083634376526,0.25720104575157166,0.12284558266401291,0.33592689037323,0.4387909770011902,0.28874582052230835,0.4064035415649414,0.3906462490558624,0.20231115818023682,0.17890112102031708
held,0.0974166989326477,0.11836427450180054,0.11537406593561172,0.30231067538261414,0.22326228022575378,0.2055824100971222,0.09134256839752197,0.2495253086090088,0.2229006290435791,0.2661949694156647,0.36476975679397583,0.32185450196266174,0.18285582959651947,0.14103956520557404
throughout,0.2130906730890274,0.1544618159532547,0.1058211550116539,0.2373686283826828,0.2578590512275696,0.09009707719087601,0.15362001955509186,0.31491008400917053,0.381315141916275,0.15896035730838776,0.5211911797523499,0.4158564507961273,0.25280123949050903,0.12665234506130219
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.48711544275283813,0.5829201340675354,0.27136439085006714,0.21895472705364227,0.4739971458911896,0.4860881567001343,0.3164927661418915,0.4838213622570038,1.0,0.2507155239582062,0.22068053483963013
2015,-0.07269049435853958,0.03153950721025467,0.05625174567103386,0.14799827337265015,-0.008371892385184765,0.07430937886238098,-0.0029450252186506987,-0.08512632548809052,-0.049718644469976425,0.0036733343731611967,0.12330828607082367,0.1466771513223648,-0.03830436244606972,-0.029954981058835983
nfl,0.12579965591430664,0.28474125266075134,0.1069667711853981,0.20145657658576965,0.1210956797003746,0.16953468322753906,0.23169848322868347,0.23749186098575592,0.20820440351963043,0.35639065504074097,0.1421450674533844,0.15305201709270477,0.3929455280303955,0.10610254108905792
season,0.12117787450551987,0.2362401932477951,0.1613713502883911,0.24797968566417694,0.1855505406856537,0.07105309516191483,0.24341042339801788,0.24490800499916077,0.21257801353931427,0.44570213556289673,0.30325618386268616,0.2507155239582062,1.0,0.16793298721313477
to,0.455847829580307,0.15160483121871948,0.2615616023540497,0.3636345863342285,0.45503583550453186,0.19999347627162933,0.2497486025094986,0.4451248347759247,0.42520734667778015,0.2634691894054413,0.2828781306743622,0.535392165184021,0.22382742166519165,0.29463258385658264
tie,0.13305725157260895,0.16584783792495728,0.25157561898231506,0.13822536170482635,0.2371845692396164,0.17898952960968018,0.21301783621311188,0.21001765131950378,0.1904546469449997,0.22895938158035278,0.1693471074104309,0.22106048464775085,0.2842150330543518,0.1004955843091011
into,0.2180619090795517,0.1551479697227478,0.17215849459171295,0.2322220653295517,0.3461161255836487,0.1654365211725235,0.12051166594028473,0.231735959649086,0.2507680058479309,0.17395226657390594,0.2686498165130615,0.39493247866630554,0.1597791612148285,0.15662476420402527
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.48711544275283813,0.5829201340675354,0.27136439085006714,0.21895472705364227,0.4739971458911896,0.4860881567001343,0.3164927661418915,0.4838213622570038,1.0,0.2507155239582062,0.22068053483963013
``,0.008517155423760414,0.019718000665307045,0.026871055364608765,-0.012679691426455975,0.07272057235240936,-0.11425485461950302,0.03322875499725342,0.01270448137074709,0.0555710643529892,0.06242779642343521,0.007871326059103012,0.029072100296616554,0.030792925506830215,0.0685480609536171
golden,0.172581747174263,0.13342851400375366,0.07151967287063599,0.21282179653644562,0.24846121668815613,0.36275357007980347,0.2082231640815735,0.28620874881744385,0.20205017924308777,0.17416483163833618,0.19448167085647583,0.28740859031677246,0.19616377353668213,0.1324693262577057
super,0.13651713728904724,0.1925022453069687,0.1948607861995697,0.21420986950397491,0.26005712151527405,0.1844714879989624,0.16928184032440186,0.22938419878482819,0.26925644278526306,0.26333683729171753,0.16951335966587067,0.21959073841571808,0.2755677402019501,0.166326642036438
bowl,0.15942467749118805,0.20470210909843445,0.09206075221300125,0.21915455162525177,0.19533146917819977,0.19331370294094086,0.21894660592079163,0.24430087208747864,0.2204573154449463,0.2752957046031952,0.22041946649551392,0.21576224267482758,0.3117852509021759,0.21118052303791046
'',0.08143015950918198,0.05098365619778633,0.0986538827419281,0.04456103965640068,0.04890415817499161,-7.126860873540863e-05,0.03426432982087135,-0.04479556903243065,-0.05933554098010063,-0.002586302813142538,-0.08359146863222122,0.041273195296525955,-0.042570944875478745,0.018684765323996544
;,0.10986888408660889,-0.0035795196890830994,0.01159252692013979,0.0754367932677269,-0.02122584730386734,0.012675312347710133,0.14817428588867188,0.0293948445469141,0.06663264334201813,0.054249223321676254,0.04684014990925789,0.09152708947658539,0.05342886224389076,0.10349778085947037
gold-tinted,0.25862276554107666,0.21449710428714752,0.1790100634098053,0.3376583755016327,0.28106728196144104,0.5649223327636719,0.2732832729816437,0.3129521608352661,0.27785608172416687,0.24621625244617462,0.3094249665737152,0.34194332361221313,0.2089540809392929,0.21912521123886108
logos,0.24573560059070587,0.15053026378154755,0.1103443130850792,0.12409704178571701,0.13749617338180542,0.21279771625995636,0.23626486957073212,0.19651250541210175,0.2909192144870758,0.2503841519355774,0.05398368835449219,0.22483909130096436,0.13997763395309448,0.3621874749660492
were,0.22298263013362885,0.187147855758667,0.16909393668174744,0.590133786201477,0.17203083634376526,0.25720104575157166,0.12284558266401291,0.33592689037323,0.4387909770011902,0.28874582052230835,0.4064035415649414,0.3906462490558624,0.20231115818023682,0.17890112102031708
implemented,0.2723406255245209,0.16231995820999146,0.13432827591896057,0.2312583029270172,0.2648390829563141,0.10452573746442795,0.13211099803447723,0.2980538010597229,0.29645469784736633,0.20748932659626007,0.159341961145401,0.21611113846302032,0.13286979496479034,0.27067989110946655
across,0.24809791147708893,0.170883446931839,0.21557706594467163,0.20413610339164734,0.2660536468029022,0.09403197467327118,0.1356656849384308,0.20198741555213928,0.2928158938884735,0.15997309982776642,0.2625342309474945,0.3816230297088623,0.17242152988910675,0.17034576833248138
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.48711544275283813,0.5829201340675354,0.27136439085006714,0.21895472705364227,0.4739971458911896,0.4860881567001343,0.3164927661418915,0.4838213622570038,1.0,0.2507155239582062,0.22068053483963013
nfl,0.12579965591430664,0.28474125266075134,0.1069667711853981,0.20145657658576965,0.1210956797003746,0.16953468322753906,0.23169848322868347,0.23749186098575592,0.20820440351963043,0.35639065504074097,0.1421450674533844,0.15305201709270477,0.3929455280303955,0.10610254108905792
's,0.02692362666130066,0.04487353563308716,-0.06894499808549881,0.008974763564765453,0.04866964742541313,0.095478355884552,-0.02538621611893177,-0.07241261005401611,0.03181743621826172,0.079634889960289,0.011294117197394371,-0.01540423184633255,0.06624794006347656,-0.023395681753754616
properties,0.23360128700733185,0.09461036324501038,0.12541154026985168,0.14832323789596558,0.21527832746505737,0.19378620386123657,0.2783186733722687,0.30291658639907837,0.2652921974658966,0.20520354807376862,0.09577339142560959,0.20062518119812012,0.09868732839822769,0.12601029872894287
and,0.31309178471565247,0.20639188587665558,0.24584348499774933,0.3740963041782379,0.3739250600337982,0.26129499077796936,0.21500243246555328,0.5064792633056641,0.4542157053947449,0.2197335660457611,0.36462149024009705,0.5171257257461548,0.2369309365749359,0.20544172823429108
painted,0.19051748514175415,0.20215342938899994,0.13561756908893585,0.2505439817905426,0.18873080611228943,0.21472008526325226,0.23317764699459076,0.17847150564193726,0.17474141716957092,0.12683625519275665,0.2233303189277649,0.18695808947086334,0.1057722419500351,0.13457663357257843
on,0.34226128458976746,0.149832084774971,0.2094266265630722,0.3909217119216919,0.3848365545272827,0.15932275354862213,0.20340315997600555,0.36199691891670227,0.3832052946090698,0.1700461059808731,0.3347817361354828,0.5107308030128479,0.2107619047164917,0.2714994251728058
fields,0.14054246246814728,0.16122300922870636,0.15765519440174103,0.09075388312339783,0.1733706295490265,0.1775711476802826,0.1414540857076645,0.2648622393608093,0.23385603725910187,0.22600103914737701,0.08558263629674911,0.16397054493427277,0.172139972448349,0.1411406248807907
",",0.3087472915649414,0.10565341264009476,0.22637072205543518,0.45456063747406006,0.427140474319458,0.28787803649902344,0.20653429627418518,0.4464869201183319,0.425624817609787,0.22220629453659058,0.3225448727607727,0.4933079481124878,0.2232367992401123,0.31091248989105225
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.48711544275283813,0.5829201340675354,0.27136439085006714,0.21895472705364227,0.4739971458911896,0.4860881567001343,0.3164927661418915,0.4838213622570038,1.0,0.2507155239582062,0.22068053483963013
numbering,0.26612839102745056,0.2410258650779724,0.27798381447792053,0.1521965116262436,0.2533259987831116,0.1479392945766449,0.20506060123443604,0.27114859223365784,0.3353841304779053,0.18748143315315247,0.17361953854560852,0.33478236198425293,0.1611819714307785,0.18656331300735474
