,why,was,the,student,group,called,``,the,methodists,?,''
other,0.321101576089859,0.14651623368263245,0.44152235984802246,0.1325913965702057,0.3767421245574951,0.3308360278606415,0.10245004296302795,0.44152235984802246,0.29243162274360657,0.24682199954986572,0.021007593721151352
students,0.1645456701517105,0.19959072768688202,0.25268980860710144,0.7746244072914124,0.25015988945961,0.1514655500650406,-0.0182420052587986,0.25268980860710144,0.3840484321117401,0.18017297983169556,-0.024092674255371094
mocked,0.3385659456253052,0.30998316407203674,0.2604494094848633,0.19185082614421844,0.1464022547006607,0.2147434651851654,-0.06334833800792694,0.2604494094848633,0.21715980768203735,0.16434450447559357,-0.04195137694478035
them,0.4654969573020935,0.23709723353385925,0.4788833558559418,0.17623856663703918,0.30544283986091614,0.24858705699443817,0.08904550224542618,0.4788833558559418,0.317920058965683,0.35435691475868225,-0.061781175434589386
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.2261858433485031,0.2809832692146301,0.26549121737480164,0.09681109338998795,0.4933079481124878,0.2727557420730591,0.31091248989105225,-0.037358131259679794
saying,0.4788651168346405,0.25888511538505554,0.30105578899383545,0.19794733822345734,0.09384924173355103,0.28770485520362854,0.003639297094196081,0.30105578899383545,0.19638362526893616,0.36382168531417847,-0.03083854354918003
they,0.39327314496040344,0.3300964832305908,0.49925389885902405,0.1946299523115158,0.39397186040878296,0.45046308636665344,0.0819322019815445,0.49925389885902405,0.30002158880233765,0.2753053903579712,-0.006317874416708946
were,0.2287064492702484,0.590133786201477,0.3906462490558624,0.13953939080238342,0.2810588777065277,0.30364301800727844,0.006090171169489622,0.3906462490558624,0.307946115732193,0.17890112102031708,0.007215402089059353
the,0.30742117762565613,0.48711544275283813,1.0,0.21259291470050812,0.30795547366142273,0.489897221326828,0.029072100296616554,1.0,0.25832629203796387,0.22068053483963013,0.041273195296525955
``,0.05334433168172836,-0.012679691426455975,0.029072100296616554,-0.020459214225411415,0.14310015738010406,0.00907047651708126,1.0,0.029072100296616554,0.03605556860566139,0.0685480609536171,-0.09173435717821121
holy,0.2354138195514679,0.19543759524822235,0.2778179347515106,0.08282032608985901,0.06326156854629517,0.22955924272537231,0.02915552631020546,0.2778179347515106,0.3504412770271301,0.18148104846477509,0.04031439870595932
club,0.11040464788675308,0.22850245237350464,0.23249365389347076,0.17436400055885315,0.20463110506534576,0.21987231075763702,-0.046750038862228394,0.23249365389347076,0.15868721902370453,0.1374303698539734,0.023276321589946747
'',-0.038651224225759506,0.04456103965640068,0.041273195296525955,0.009886643849313259,0.017886392772197723,0.021102847531437874,-0.09173435717821121,0.041273195296525955,0.052692342549562454,0.018684765323996544,1.0
and,0.27806392312049866,0.3740963041782379,0.5171257257461548,0.2391568422317505,0.3510662019252777,0.3251761794090271,0.036644238978624344,0.5171257257461548,0.24762584269046783,0.20544172823429108,0.021612688899040222
``,0.05334433168172836,-0.012679691426455975,0.029072100296616554,-0.020459214225411415,0.14310015738010406,0.00907047651708126,1.0,0.029072100296616554,0.03605556860566139,0.0685480609536171,-0.09173435717821121
the,0.30742117762565613,0.48711544275283813,1.0,0.21259291470050812,0.30795547366142273,0.489897221326828,0.029072100296616554,1.0,0.25832629203796387,0.22068053483963013,0.041273195296525955
methodists,0.20260591804981232,0.226683109998703,0.25832629203796387,0.21645787358283997,0.2457958310842514,0.26121893525123596,0.03605556860566139,0.25832629203796387,1.0,0.1608453392982483,0.052692342549562454
'',-0.038651224225759506,0.04456103965640068,0.041273195296525955,0.009886643849313259,0.017886392772197723,0.021102847531437874,-0.09173435717821121,0.041273195296525955,0.052692342549562454,0.018684765323996544,1.0
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.2261858433485031,0.2809832692146301,0.26549121737480164,0.09681109338998795,0.4933079481124878,0.2727557420730591,0.31091248989105225,-0.037358131259679794
being,0.3835456669330597,0.5201660394668579,0.419739305973053,0.19294452667236328,0.23862861096858978,0.2137337476015091,0.0027407517191022635,0.419739305973053,0.22246813774108887,0.26743772625923157,-0.015289289876818657
methodical,0.2517370283603668,0.2642004191875458,0.2723575532436371,0.3085790276527405,0.21007871627807617,0.2425398826599121,0.017996398732066154,0.2723575532436371,0.7134653329849243,0.24751386046409607,0.1179492175579071
