,the,codex,forster,is,a,collection,of,notebooks,by,which,famous,italian,renaissance,polymath,?
one,0.5514441132545471,0.1755790412425995,0.18469129502773285,0.4544198513031006,0.4910551905632019,0.29259923100471497,0.4999135136604309,0.2345915138721466,0.29445651173591614,0.510688066482544,0.3981626033782959,0.20176713168621063,0.2179466187953949,0.1737343817949295,0.2673267424106598
of,0.733189046382904,0.24427923560142517,0.27969154715538025,0.4854315221309662,0.5052502155303955,0.2915455996990204,1.0,0.1574622094631195,0.3646814823150635,0.5011631846427917,0.3074295222759247,0.20819662511348724,0.21895526349544525,0.24950963258743286,0.1826142966747284
the,1.0,0.23716554045677185,0.2865467071533203,0.5823672413825989,0.5829201340675354,0.25281965732574463,0.733189046382904,0.18612976372241974,0.4408751428127289,0.6521818041801453,0.28616565465927124,0.19855095446109772,0.2050212025642395,0.17267894744873047,0.22068053483963013
great,0.2822027802467346,0.14472749829292297,0.14146557450294495,0.1345067322254181,0.21836373209953308,0.1303033083677292,0.3168134391307831,0.16833405196666718,0.1775381863117218,0.2356490194797516,0.24372956156730652,0.16632474958896637,0.23141176998615265,0.19209344685077667,0.13135133683681488
treasures,0.30380624532699585,0.28300249576568604,0.11246644705533981,0.20620203018188477,0.17486754059791565,0.41851678490638733,0.28082552552223206,0.2612614929676056,0.2168290764093399,0.26685088872909546,0.23711702227592468,0.11379321664571762,0.3098122179508209,0.08278266340494156,0.1503581404685974
in,0.6662389636039734,0.1942541003227234,0.2611368000507355,0.5394441485404968,0.539380669593811,0.23004686832427979,0.5696388483047485,0.21124441921710968,0.370934396982193,0.4840516746044159,0.34673580527305603,0.1941935271024704,0.20993053913116455,0.230042964220047,0.20430970191955566
the,1.0,0.23716554045677185,0.2865467071533203,0.5823672413825989,0.5829201340675354,0.25281965732574463,0.733189046382904,0.18612976372241974,0.4408751428127289,0.6521818041801453,0.28616565465927124,0.19855095446109772,0.2050212025642395,0.17267894744873047,0.22068053483963013
library,0.19920319318771362,0.3144714832305908,0.13952328264713287,0.16916222870349884,0.13480092585086823,0.5336686372756958,0.21889357268810272,0.2771797776222229,0.17569513618946075,0.1813201606273651,0.1674058586359024,0.06782947480678558,0.21361002326011658,0.20314808189868927,0.18938742578029633
is,0.5823672413825989,0.20187883079051971,0.18083323538303375,1.0,0.658733606338501,0.21135231852531433,0.4854315221309662,0.1650172770023346,0.3899846076965332,0.4457404911518097,0.26248517632484436,0.14402732253074646,0.15399330854415894,0.18409256637096405,0.22961433231830597
the,1.0,0.23716554045677185,0.2865467071533203,0.5823672413825989,0.5829201340675354,0.25281965732574463,0.733189046382904,0.18612976372241974,0.4408751428127289,0.6521818041801453,0.28616565465927124,0.19855095446109772,0.2050212025642395,0.17267894744873047,0.22068053483963013
codex,0.23716554045677185,1.0,0.15383733808994293,0.20187883079051971,0.18682505190372467,0.2784935534000397,0.24427923560142517,0.3538344204425812,0.15609779953956604,0.21663393080234528,0.16899161040782928,0.2086898535490036,0.24206408858299255,0.3346986472606659,0.19520603120326996
forster,0.2865467071533203,0.15383733808994293,1.0,0.18083323538303375,0.23665288090705872,0.14246755838394165,0.27969154715538025,0.2032397836446762,0.23180195689201355,0.18020902574062347,0.17585790157318115,0.17452266812324524,0.24228736758232117,0.305902361869812,0.13820494711399078
",",0.4933079481124878,0.1838729828596115,0.3307904303073883,0.4691906273365021,0.427140474319458,0.2277175933122635,0.4946078956127167,0.2530863881111145,0.3680937886238098,0.3658004403114319,0.2816491723060608,0.2153971791267395,0.23687973618507385,0.2977514863014221,0.31091248989105225
some,0.4566698372364044,0.19783423840999603,0.17393550276756287,0.3038453459739685,0.34539633989334106,0.2892989218235016,0.4300730526447296,0.3499045670032501,0.306446373462677,0.5407140851020813,0.32524365186691284,0.16643980145454407,0.23831671476364136,0.19498828053474426,0.2562315762042999
