,what,was,the,title,of,abc,'s,broadcast,film,program,that,debuted,on,sundays,in,1962,?
due,0.15204688906669617,0.29011407494544983,0.22577603161334991,0.08547372370958328,0.2533245384693146,0.13995635509490967,0.03925589844584465,0.14409776031970978,0.11235865950584412,0.10729874670505524,0.2827286720275879,0.2195466011762619,0.3553527891635895,0.24943046271800995,0.2516716718673706,0.02490498498082161,0.10954997688531876
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.24913249909877777,0.41548454761505127,0.1762417107820511,0.03782717138528824,0.2326623648405075,0.20211438834667206,0.23681028187274933,0.5436353087425232,0.17721480131149292,0.41031414270401,0.19580106437206268,0.45010748505592346,-0.048656053841114044,0.29463258385658264
pressure,0.2625555694103241,0.17634209990501404,0.28285476565361023,0.07881803065538406,0.22627468407154083,0.03434740751981735,0.024452058598399162,0.11318305134773254,0.06128290668129921,0.14131887257099152,0.30906030535697937,0.12808099389076233,0.21295574307441711,0.03334913030266762,0.16116683185100555,-0.03858425095677376,0.142023503780365
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.18666937947273254,0.4249346852302551,0.12159302085638046,-0.01936490088701248,0.1824430525302887,0.17437699437141418,0.20039871335029602,0.3477667272090912,0.18207629024982452,0.36926645040512085,0.11968012899160385,0.4274188280105591,-0.01246687863022089,0.19969791173934937
film,0.17437689006328583,0.25235438346862793,0.2824619710445404,0.17419393360614777,0.22166931629180908,0.19744548201560974,0.055141352117061615,0.3051234781742096,0.9999999403953552,0.20774605870246887,0.19801650941371918,0.2132939249277115,0.162833571434021,0.1869906187057495,0.22183799743652344,-0.010105723515152931,0.16369038820266724
studios,0.15965642035007477,0.2800624668598175,0.25030121207237244,0.1946445107460022,0.2043924331665039,0.2829587459564209,0.051580291241407394,0.3257775902748108,0.36148586869239807,0.214865580201149,0.1842111200094223,0.2912522554397583,0.22911055386066437,0.2821475863456726,0.24788589775562286,-0.06574647128582001,0.16383133828639984
wanting,0.36352014541625977,0.1841149479150772,0.3089021146297455,0.1594913750886917,0.25761446356773376,0.18640856444835663,-0.020956851541996002,0.15051305294036865,0.14904281497001648,0.18666119873523712,0.43561869859695435,0.11473733186721802,0.2510661482810974,0.18428625166416168,0.18305066227912903,-0.01702865958213806,0.34244680404663086
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.24913249909877777,0.41548454761505127,0.1762417107820511,0.03782717138528824,0.2326623648405075,0.20211438834667206,0.23681028187274933,0.5436353087425232,0.17721480131149292,0.41031414270401,0.19580106437206268,0.45010748505592346,-0.048656053841114044,0.29463258385658264
increase,0.21153631806373596,0.13373249769210815,0.32049667835235596,0.03763188049197197,0.3156060576438904,0.08817001432180405,-0.07857929915189743,0.12389481067657471,0.08118294179439545,0.18653810024261475,0.3491165041923523,0.16444380581378937,0.20996718108654022,0.14647246897220612,0.25893163681030273,0.04068513214588165,0.11119163036346436
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.15217867493629456,0.4329940676689148,0.17463743686676025,-0.005530759692192078,0.16217587888240814,0.09573940187692642,0.1622253656387329,0.4266771972179413,0.1859177201986313,0.3598666191101074,0.1984098255634308,0.34976133704185486,-0.01981823891401291,0.1898253709077835
production,0.16636081039905548,0.20499728620052338,0.2657334506511688,0.13280780613422394,0.1928233802318573,0.23261262476444244,0.01652577519416809,0.22171650826931,0.2881653308868408,0.24828316271305084,0.2620202302932739,0.17349255084991455,0.19293728470802307,0.22923272848129272,0.22079120576381683,-0.0557621531188488,0.19318072497844696
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2202284336090088,0.4946078956127167,0.2097204476594925,-0.0016132977325469255,0.24917922914028168,0.2552308440208435,0.17760658264160156,0.4137537479400635,0.23864160478115082,0.49057599902153015,0.2922166585922241,0.5201468467712402,-0.05353415384888649,0.31091248989105225
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2520829439163208,0.3886612355709076,0.2286096066236496,-0.05775856226682663,0.19535446166992188,0.21341748535633087,0.19883424043655396,0.4735107421875,0.14402928948402405,0.36047765612602234,0.19798028469085693,0.3887844979763031,-0.04405030980706215,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.27465343475341797,0.733189046382904,0.2068762183189392,-0.01540423184633255,0.2713715434074402,0.2824619710445404,0.22986935079097748,0.5473989248275757,0.28418588638305664,0.5107308030128479,0.22255757451057434,0.6662389636039734,-0.023296929895877838,0.22068053483963013
major,0.21026742458343506,0.20676274597644806,0.31775903701782227,0.10961238294839859,0.2641255557537079,0.1743539571762085,-0.010959804058074951,0.23280981183052063,0.12428916990756989,0.1435575783252716,0.2570328712463379,0.18770760297775269,0.21282386779785156,0.18508319556713104,0.3249945342540741,-0.08471991866827011,0.19788557291030884
networks,0.18279550969600677,0.169170543551445,0.24705806374549866,0.12049078941345215,0.17763681709766388,0.350273072719574,0.11665306240320206,0.4932264983654022,0.2063026875257492,0.3980877101421356,0.27920618653297424,0.24726760387420654,0.26789405941963196,0.3214118778705597,0.17525765299797058,-0.08979856967926025,0.17815114557743073
began,0.1665823757648468,0.4683617055416107,0.3059147596359253,0.09140989184379578,0.2330763041973114,0.2686883211135864,-0.026281554251909256,0.23070372641086578,0.16010649502277374,0.21812832355499268,0.21520264446735382,0.30794382095336914,0.29460400342941284,0.2278585135936737,0.34154343605041504,-0.08538282662630081,0.1370266228914261
airing,0.19145789742469788,0.22454959154129028,0.26751524209976196,0.13653883337974548,0.173755943775177,0.45737579464912415,0.0008048965246416628,0.5772807598114014,0.27418792247772217,0.43568626046180725,0.239456906914711,0.4561751186847687,0.37249085307121277,0.5170523524284363,0.2771850824356079,-0.11555862426757812,0.20769737660884857
theatrically,0.16735351085662842,0.36295491456985474,0.28603723645210266,0.12077312171459198,0.17996831238269806,0.21590431034564972,0.023242846131324768,0.2628563344478607,0.43464645743370056,0.17046865820884705,0.31320494413375854,0.2838931679725647,0.25586897134780884,0.2486605942249298,0.2608987092971802,0.0012333746999502182,0.09199856966733932
released,0.20228935778141022,0.32720035314559937,0.24578391015529633,0.17610017955303192,0.17721395194530487,0.2587141990661621,-0.03765496984124184,0.27412527799606323,0.3011223375797272,0.13989797234535217,0.23219406604766846,0.5176793336868286,0.31313204765319824,0.2632467746734619,0.2659924626350403,-0.057984016835689545,0.20329579710960388
films,0.19852851331233978,0.16167162358760834,0.23072484135627747,0.2157067209482193,0.2151229828596115,0.2945549488067627,0.029887473210692406,0.2753957509994507,0.706394612789154,0.19357462227344513,0.17196457087993622,0.21423855423927307,0.20159213244915009,0.23940040171146393,0.19618625938892365,-0.019196245819330215,0.20618696510791779
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2202284336090088,0.4946078956127167,0.2097204476594925,-0.0016132977325469255,0.24917922914028168,0.2552308440208435,0.17760658264160156,0.4137537479400635,0.23864160478115082,0.49057599902153015,0.2922166585922241,0.5201468467712402,-0.05353415384888649,0.31091248989105225
abc,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.15317635238170624,0.14607268571853638,1.0000001192092896,0.06670809537172318,0.4876510202884674,0.19744548201560974,0.28949791193008423,0.17440107464790344,0.27247121930122375,0.2862928807735443,0.33209943771362305,0.1697147786617279,-0.12502028048038483,0.19065172970294952
joined,0.11022865772247314,0.3172960579395294,0.2943263649940491,0.06172260642051697,0.24761945009231567,0.13839231431484222,0.08263400942087173,0.1640741378068924,0.0651993677020073,0.11729885637760162,0.20437166094779968,0.34708401560783386,0.2652397155761719,0.15449193120002747,0.29866936802864075,-0.11733643710613251,0.06566751003265381
cbs,0.1950361132621765,0.26256829500198364,0.2283918708562851,0.18089517951011658,0.16151919960975647,0.636570394039154,0.1045214831829071,0.5521507263183594,0.2626362442970276,0.32758140563964844,0.19930922985076904,0.28151053190231323,0.25146469473838806,0.33575958013534546,0.17584392428398132,-0.14860330522060394,0.14594407379627228
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20763245224952698,0.5116966962814331,0.16453155875205994,0.06895173341035843,0.22526025772094727,0.23832054436206818,0.24895258247852325,0.4731321930885315,0.17266049981117249,0.4077630043029785,0.22147157788276672,0.4954058527946472,-0.05160701274871826,0.20544172823429108
nbc,0.1638578325510025,0.251334547996521,0.20618264377117157,0.1668594628572464,0.12012486904859543,0.63486248254776,0.07915050536394119,0.5847012996673584,0.2382788360118866,0.3746427595615387,0.20609372854232788,0.2740643620491028,0.22545471787452698,0.36898675560951233,0.19303210079669952,-0.11986244469881058,0.1680917739868164
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2263992726802826,0.5696388483047485,0.1697147786617279,-0.037580832839012146,0.26723843812942505,0.22183799743652344,0.1994907110929489,0.435920387506485,0.25110283493995667,0.46853652596473694,0.2116008996963501,1.0,-0.0651141032576561,0.20430970191955566
broadcasting,0.18499015271663666,0.25895166397094727,0.29916465282440186,0.13703423738479614,0.25924646854400635,0.45669859647750854,0.10137476027011871,0.843898594379425,0.29452991485595703,0.42913591861724854,0.23971983790397644,0.27814745903015137,0.25327786803245544,0.35315603017807007,0.27609771490097046,-0.09428607672452927,0.10870421677827835
films,0.19852851331233978,0.16167162358760834,0.23072484135627747,0.2157067209482193,0.2151229828596115,0.2945549488067627,0.029887473210692406,0.2753957509994507,0.706394612789154,0.19357462227344513,0.17196457087993622,0.21423855423927307,0.20159213244915009,0.23940040171146393,0.19618625938892365,-0.019196245819330215,0.20618696510791779
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.16559039056301117,0.3966929316520691,0.2862928807735443,0.0026888418942689896,0.2845228910446167,0.162833571434021,0.23327119648456573,0.42569106817245483,0.3414226770401001,0.9999999403953552,0.36681032180786133,0.46853652596473694,-0.12164092063903809,0.2714994251728058
