,why,are,newly,discovered,oil,sold,at,a,higher,price,?
the,0.30742117762565613,0.40399202704429626,0.35828328132629395,0.27493247389793396,0.21849922835826874,0.21929198503494263,0.457212895154953,0.5829201340675354,0.3292480409145355,0.22636492550373077,0.22068053483963013
system,0.18228374421596527,0.21917270123958588,0.189229354262352,0.21322160959243774,0.12200137972831726,0.08114355057477951,0.1684759259223938,0.2589043080806732,0.26608607172966003,0.149384543299675,0.15556083619594574
limited,0.18514885008335114,0.22569195926189423,0.23888583481311798,0.11622537672519684,0.15871982276439667,0.28664430975914,0.14846943318843842,0.25281569361686707,0.26321104168891907,0.225942462682724,0.09444807469844818
the,0.30742117762565613,0.40399202704429626,0.35828328132629395,0.27493247389793396,0.21849922835826874,0.21929198503494263,0.457212895154953,0.5829201340675354,0.3292480409145355,0.22636492550373077,0.22068053483963013
price,0.10916681587696075,0.16159531474113464,0.06619758158922195,0.10381646454334259,0.3166557550430298,0.38536250591278076,0.21396350860595703,0.18269109725952148,0.24399851262569427,1.0,0.14631175994873047
of,0.28464117646217346,0.39081433415412903,0.28144341707229614,0.22074753046035767,0.22900764644145966,0.2036660611629486,0.42558613419532776,0.5052502155303955,0.3096220791339874,0.15675179660320282,0.1826142966747284
``,0.05334433168172836,0.12624181807041168,0.0023615991231054068,-0.020482761785387993,0.022594861686229706,-0.1484820395708084,-0.07642947137355804,0.07272057235240936,0.09723145514726639,-0.03538885712623596,0.0685480609536171
old,0.22926823794841766,0.17688636481761932,0.2239317148923874,0.1771269589662552,0.10463039577007294,0.21898296475410461,0.17987459897994995,0.2846200466156006,0.08691417425870895,0.08051598072052002,0.20577076077461243
oil,0.20345439016819,0.18339769542217255,0.06534678488969803,0.15983004868030548,1.0,0.21971328556537628,0.14921875298023224,0.18393073976039886,0.1341117024421692,0.3166557550430298,0.14867261052131653
'',-0.038651224225759506,0.0263817198574543,-0.048749133944511414,0.04094013199210167,0.12877920269966125,0.0659409835934639,0.04379578307271004,0.04890415817499161,-0.02041453868150711,-0.0014510699547827244,0.018684765323996544
(,0.23387731611728668,0.23263892531394958,0.11788202822208405,0.12828822433948517,0.152932271361351,0.1318512260913849,0.23315078020095825,0.3206180930137634,0.17905442416667938,0.1816353052854538,0.40561532974243164
that,0.5601457357406616,0.45265161991119385,0.27251172065734863,0.3047933280467987,0.2114400863647461,0.1977335810661316,0.3183255195617676,0.47537946701049805,0.31370723247528076,0.2150627225637436,0.32716336846351624
which,0.4444611668586731,0.42922598123550415,0.35063013434410095,0.2420753687620163,0.20154443383216858,0.20852339267730713,0.3286694884300232,0.56894451379776,0.3562684655189514,0.21813181042671204,0.25814583897590637
had,0.24633871018886566,0.3489702045917511,0.3286672532558441,0.3197344243526459,0.1329135298728943,0.36393168568611145,0.3288320302963257,0.34897568821907043,0.20919585227966309,0.1814015656709671,0.20728366076946259
already,0.46158409118652344,0.3256095051765442,0.3733993172645569,0.2924034297466278,0.15590712428092957,0.23569506406784058,0.2775039076805115,0.33469632267951965,0.3043856918811798,0.11704908311367035,0.3477933406829834
been,0.3097085654735565,0.4703826308250427,0.38064754009246826,0.3348144292831421,0.1410050392150879,0.29884928464889526,0.2504468560218811,0.3315402865409851,0.21638675034046173,0.14821341633796692,0.24354910850524902
discovered,0.1878858357667923,0.202674001455307,0.2657557427883148,0.9999998807907104,0.15983004868030548,0.23364800214767456,0.18777406215667725,0.20319467782974243,0.11875174194574356,0.10381646454334259,0.08452875912189484
),0.25356316566467285,0.2373749315738678,0.13070212304592133,0.11319553852081299,0.15803109109401703,0.15492770075798035,0.23338089883327484,0.3640355169773102,0.19929355382919312,0.19483336806297302,0.42300865054130554
while,0.3304853141307831,0.34230953454971313,0.23269452154636383,0.190935879945755,0.07943879067897797,0.16862142086029053,0.37809836864471436,0.3733035624027252,0.241228386759758,0.2004517763853073,0.21076419949531555
allowing,0.27470090985298157,0.2531200349330902,0.28098005056381226,0.10392739623785019,0.09160526841878891,0.13746510446071625,0.1780121624469757,0.3025304675102234,0.29370084404945374,0.16309073567390442,0.1434045135974884
newly,0.16400040686130524,0.22362323105335236,0.9999999403953552,0.2657557427883148,0.06534678488969803,0.19945554435253143,0.22695361077785492,0.24233584105968475,0.1314898133277893,0.06619758158922195,0.08549588173627853
discovered,0.1878858357667923,0.202674001455307,0.2657557427883148,0.9999998807907104,0.15983004868030548,0.23364800214767456,0.18777406215667725,0.20319467782974243,0.11875174194574356,0.10381646454334259,0.08452875912189484
oil,0.20345439016819,0.18339769542217255,0.06534678488969803,0.15983004868030548,1.0,0.21971328556537628,0.14921875298023224,0.18393073976039886,0.1341117024421692,0.3166557550430298,0.14867261052131653
to,0.4100138247013092,0.3504326641559601,0.28304818272590637,0.17764629423618317,0.1619214415550232,0.17380841076374054,0.36524343490600586,0.45503583550453186,0.3279348313808441,0.2590087652206421,0.29463258385658264
be,0.4042811989784241,0.5556803941726685,0.2829202711582184,0.17532077431678772,0.22906209528446198,0.25204747915267944,0.30379733443260193,0.39883795380592346,0.31005796790122986,0.2920445501804352,0.3324260413646698
sold,0.08457858860492706,0.1941569596529007,0.19945554435253143,0.23364800214767456,0.21971328556537628,1.0,0.19503015279769897,0.2147083878517151,0.13126204907894135,0.38536250591278076,0.14943712949752808
at,0.23853865265846252,0.2074895054101944,0.22695361077785492,0.18777406215667725,0.14921875298023224,0.19503015279769897,1.0,0.3095070421695709,0.2542303204536438,0.21396350860595703,0.21978627145290375
a,0.2667238116264343,0.265255331993103,0.24233584105968475,0.20319467782974243,0.18393073976039886,0.2147083878517151,0.3095070421695709,1.0,0.2608921229839325,0.18269109725952148,0.23916715383529663
higher,0.17308205366134644,0.2964613437652588,0.1314898133277893,0.11875174194574356,0.1341117024421692,0.13126204907894135,0.2542303204536438,0.2608921229839325,1.0,0.24399851262569427,0.15679465234279633
price,0.10916681587696075,0.16159531474113464,0.06619758158922195,0.10381646454334259,0.3166557550430298,0.38536250591278076,0.21396350860595703,0.18269109725952148,0.24399851262569427,1.0,0.14631175994873047
to,0.4100138247013092,0.3504326641559601,0.28304818272590637,0.17764629423618317,0.1619214415550232,0.17380841076374054,0.36524343490600586,0.45503583550453186,0.3279348313808441,0.2590087652206421,0.29463258385658264
encourage,0.3857499361038208,0.3247438371181488,0.18874219059944153,0.0999399945139885,0.16650992631912231,0.07893204689025879,0.17334891855716705,0.22210997343063354,0.2147829830646515,0.16726212203502655,0.3081754148006439
investment,0.16058290004730225,0.15820907056331635,0.09348541498184204,0.1405779868364334,0.3787538409233093,0.32777127623558044,0.13591277599334717,0.270089328289032,0.25933125615119934,0.3905178904533386,0.17811161279678345
.,0.32909876108169556,0.3452940285205841,0.25876227021217346,0.23523737490177155,0.22117017209529877,0.31428393721580505,0.4549728035926819,0.50484299659729,0.2524722218513489,0.20274421572685242,0.4130953550338745
,why,are,newly,discovered,oil,sold,at,a,higher,price,?
price,0.10916681587696075,0.16159531474113464,0.06619758158922195,0.10381646454334259,0.3166557550430298,0.38536250591278076,0.21396350860595703,0.18269109725952148,0.24399851262569427,1.0,0.14631175994873047
controls,0.20683445036411285,0.25124168395996094,0.1637648046016693,0.07383187115192413,0.11178780347108841,0.2076854109764099,0.14198361337184906,0.23051191866397858,0.28148552775382996,0.17105737328529358,0.11236714571714401
exacerbated,0.2762751877307892,0.28854113817214966,0.15418443083763123,0.3311901092529297,0.20709110796451569,0.24280358850955963,0.28019246459007263,0.29699456691741943,0.23407332599163055,0.1979551762342453,0.23153939843177795
the,0.30742117762565613,0.40399202704429626,0.35828328132629395,0.27493247389793396,0.21849922835826874,0.21929198503494263,0.457212895154953,0.5829201340675354,0.3292480409145355,0.22636492550373077,0.22068053483963013
crisis,0.18682779371738434,0.07034463435411453,0.14111736416816711,0.08374673128128052,0.2694509029388428,0.1086905375123024,0.16190165281295776,0.1976640820503235,0.18328703939914703,0.20939864218235016,0.17902959883213043
in,0.23227278888225555,0.3841303884983063,0.3222779333591461,0.2801778018474579,0.21800900995731354,0.2828634977340698,0.4374977946281433,0.539380669593811,0.23285751044750214,0.2097182273864746,0.20430970191955566
the,0.30742117762565613,0.40399202704429626,0.35828328132629395,0.27493247389793396,0.21849922835826874,0.21929198503494263,0.457212895154953,0.5829201340675354,0.3292480409145355,0.22636492550373077,0.22068053483963013
us,0.2816409468650818,0.20678593218326569,0.10799358040094376,0.05180744826793671,0.20205363631248474,0.1899384707212448,0.2341633439064026,0.1862444281578064,0.194816455245018,0.19459043443202972,0.2742428481578827
.,0.32909876108169556,0.3452940285205841,0.25876227021217346,0.23523737490177155,0.22117017209529877,0.31428393721580505,0.4549728035926819,0.50484299659729,0.2524722218513489,0.20274421572685242,0.4130953550338745
