,disney-abc,television,group,merged,with,abc,studios,and,what,other,entity,in,2009,?
in,0.24368822574615479,0.2689782977104187,0.2304753065109253,0.20397168397903442,0.4080928862094879,0.1697147786617279,0.24788589775562286,0.4954058527946472,0.30808621644973755,0.39989137649536133,0.22507517039775848,1.0,-0.28531888127326965,0.20430970191955566
early,0.1717405617237091,0.23914358019828796,0.2605319023132324,0.16951033473014832,0.23919914662837982,0.17947594821453094,0.151889830827713,0.29847630858421326,0.2454567849636078,0.2753033936023712,0.1124933511018753,0.34672921895980835,-0.16188423335552216,0.15272949635982513
2009,-0.07399976253509521,-0.03899844363331795,-0.12655717134475708,-0.2559903860092163,-0.24345144629478455,-0.07355155050754547,0.06172221153974533,-0.22857710719108582,-0.2519478499889374,-0.2502623498439789,-0.2040296196937561,-0.28531888127326965,1.0,-0.2287932187318802
",",0.24468442797660828,0.27995240688323975,0.2809832692146301,0.2192392498254776,0.4120737314224243,0.2097204476594925,0.2194606214761734,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.19129666686058044,0.5201468467712402,-0.3093184232711792,0.31091248989105225
disney–abc,0.9854602813720703,0.4371485412120819,0.237766295671463,0.20013883709907532,0.2595196068286896,0.4950595200061798,0.5430513024330139,0.29275235533714294,0.2614334523677826,0.2951570153236389,0.22257794439792633,0.2635791003704071,-0.10235816985368729,0.2595943808555603
television,0.419070303440094,1.0000001192092896,0.14428815245628357,0.060539234429597855,0.17469868063926697,0.46871840953826904,0.33228906989097595,0.29514092206954956,0.19838058948516846,0.22152510285377502,0.17642901837825775,0.2689782977104187,-0.03899844363331795,0.16825827956199646
group,0.20508883893489838,0.14428815245628357,0.9999999403953552,0.13873474299907684,0.23998425900936127,0.11665991693735123,0.11975184828042984,0.3510662019252777,0.2114069163799286,0.3767421245574951,0.2090454250574112,0.2304753065109253,-0.12655717134475708,0.13827809691429138
merged,0.18650414049625397,0.060539234429597855,0.13873474299907684,1.0,0.1912609189748764,0.0735054463148117,0.16911423206329346,0.1286735236644745,0.13653609156608582,0.18338629603385925,0.17793649435043335,0.20397168397903442,-0.2559903860092163,0.16063673794269562
abc,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.0735054463148117,0.17432008683681488,1.0000001192092896,0.2829587459564209,0.16453155875205994,0.1317344456911087,0.10159935057163239,0.1619563102722168,0.1697147786617279,-0.07355155050754547,0.19065172970294952
entertainment,0.4061053991317749,0.37605300545692444,0.21839508414268494,0.15221039950847626,0.22968845069408417,0.28069135546684265,0.4293292164802551,0.2582898437976837,0.21648827195167542,0.22955796122550964,0.17732998728752136,0.20493005216121674,-0.038295187056064606,0.11855241656303406
