,what,were,the,first,two,stations,to,carry,abc,'s,programming,?
since,0.29783400893211365,0.3373812139034271,0.4054957628250122,0.42581459879875183,0.3151581287384033,0.27896636724472046,0.3733763098716736,0.1450706124305725,0.20685888826847076,-0.04899144917726517,0.24059461057186127,0.2876587212085724
its,0.30393704771995544,0.20452921092510223,0.559237003326416,0.26377397775650024,0.2658975422382355,0.2549050748348236,0.3691340684890747,0.18896733224391937,0.19045390188694,0.03202139586210251,0.22158177196979523,0.15103481709957123
inception,0.22563821077346802,0.19657345116138458,0.3476756513118744,0.2921290695667267,0.2259131669998169,0.15836547315120697,0.18807204067707062,0.09352966398000717,0.2624455690383911,0.00620659627020359,0.16094720363616943,0.14288537204265594
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.35859420895576477,0.26337406039237976,0.44245919585227966,0.1951419711112976,0.2097204476594925,-0.0016132977325469255,0.255766898393631,0.31091248989105225
abc,0.1317344456911087,0.09045279771089554,0.2068762183189392,0.2403600513935089,0.15247683227062225,0.23858611285686493,0.1762417107820511,0.14462321996688843,1.0000001192092896,0.06670809537172318,0.3165910840034485,0.19065172970294952
has,0.20338068902492523,0.2784052789211273,0.4177538752555847,0.28288596868515015,0.3772575855255127,0.2237684279680252,0.3619994819164276,0.16321200132369995,0.23067910969257355,-0.040683966130018234,0.15239253640174866,0.15994466841220856
had,0.23849567770957947,0.6150832772254944,0.3875846862792969,0.3379828929901123,0.41487234830856323,0.2031255066394806,0.37984350323677063,0.2570294737815857,0.18355661630630493,-0.004401352722197771,0.15021167695522308,0.20728366076946259
many,0.36131182312965393,0.4804460406303406,0.4335206151008606,0.2931244373321533,0.5147606730461121,0.2893238365650177,0.40243685245513916,0.28331053256988525,0.18267793953418732,0.01698932610452175,0.20624485611915588,0.2124512493610382
affiliated,0.13132897019386292,0.15136848390102386,0.2365114837884903,0.18831495940685272,0.21963803470134735,0.3117665648460388,0.19526073336601257,0.13393941521644592,0.19617167115211487,0.0344148613512516,0.17178721725940704,0.09345421195030212
stations,0.1621520221233368,0.19006890058517456,0.24762700498104095,0.17878416180610657,0.25703883171081543,1.0,0.21700026094913483,0.2684228718280792,0.23858611285686493,0.029389679431915283,0.22747810184955597,0.13192185759544373
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.35859420895576477,0.26337406039237976,0.44245919585227966,0.1951419711112976,0.2097204476594925,-0.0016132977325469255,0.255766898393631,0.31091248989105225
which,0.5261979103088379,0.2807837128639221,0.6521818041801453,0.3828166127204895,0.4674137234687805,0.25455939769744873,0.5345056653022766,0.3581438362598419,0.1991286277770996,0.03856118768453598,0.317421019077301,0.25814583897590637
include,0.1535889357328415,0.3062470853328705,0.2951717972755432,0.1494411677122116,0.2755211889743805,0.22530119121074677,0.1820748895406723,0.20876279473304749,0.07311426848173141,-0.07849370688199997,0.1560400128364563,0.14925788342952728
wabc-tv,0.2753899097442627,0.2069435715675354,0.365464985370636,0.26584866642951965,0.27097266912460327,0.4442092180252075,0.31311294436454773,0.20543044805526733,0.5460134148597717,0.10335475951433182,0.3252362608909607,0.2822728157043457
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.3167642652988434,0.4671151638031006,0.2687023878097534,0.48971283435821533,0.2731964588165283,0.16453155875205994,0.06895173341035843,0.23146864771842957,0.20544172823429108
wpvi-tv,0.19311726093292236,0.21442797780036926,0.3346294164657593,0.2836151421070099,0.26411905884742737,0.44050315022468567,0.23930034041404724,0.2805471122264862,0.4654618799686432,0.09781016409397125,0.37826088070869446,0.22201858460903168
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.35859420895576477,0.26337406039237976,0.44245919585227966,0.1951419711112976,0.2097204476594925,-0.0016132977325469255,0.255766898393631,0.31091248989105225
the,0.42745697498321533,0.3906462490558624,1.0,0.49448907375335693,0.43858039379119873,0.24762700498104095,0.535392165184021,0.26752355694770813,0.2068762183189392,-0.01540423184633255,0.17869283258914948,0.22068053483963013
first,0.28086137771606445,0.3285558819770813,0.49448907375335693,1.0,0.3794230818748474,0.17878416180610657,0.3792489171028137,0.19887983798980713,0.2403600513935089,-0.014458609744906425,0.19660015404224396,0.18701928853988647
two,0.23363454639911652,0.4493520259857178,0.43858039379119873,0.3794230818748474,1.0000001192092896,0.25703883171081543,0.3343428373336792,0.2173939347267151,0.15247683227062225,0.038143858313560486,0.16837987303733826,0.19645625352859497
stations,0.1621520221233368,0.19006890058517456,0.24762700498104095,0.17878416180610657,0.25703883171081543,1.0,0.21700026094913483,0.2684228718280792,0.23858611285686493,0.029389679431915283,0.22747810184955597,0.13192185759544373
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.3792489171028137,0.3343428373336792,0.21700026094913483,1.0,0.32521840929985046,0.1762417107820511,0.03782717138528824,0.1961597204208374,0.29463258385658264
carry,0.22239743173122406,0.2568962872028351,0.26752355694770813,0.19887983798980713,0.2173939347267151,0.2684228718280792,0.32521840929985046,0.9999998807907104,0.14462321996688843,0.016908660531044006,0.10558780282735825,0.17171701788902283
the,0.42745697498321533,0.3906462490558624,1.0,0.49448907375335693,0.43858039379119873,0.24762700498104095,0.535392165184021,0.26752355694770813,0.2068762183189392,-0.01540423184633255,0.17869283258914948,0.22068053483963013
network,0.16917307674884796,0.14680062234401703,0.27187061309814453,0.2069581300020218,0.18832415342330933,0.4009798467159271,0.25940340757369995,0.22525767982006073,0.4295894205570221,0.07819218933582306,0.38232916593551636,0.17853789031505585
's,0.02692362666130066,0.007088581565767527,-0.01540423184633255,-0.014458609744906425,0.038143858313560486,0.029389679431915283,0.03782717138528824,0.016908660531044006,0.06670809537172318,0.9999999403953552,0.011488005518913269,-0.023395681753754616
programming,0.22725710272789001,0.10785797983407974,0.17869283258914948,0.19660015404224396,0.16837987303733826,0.22747810184955597,0.1961597204208374,0.10558780282735825,0.3165910840034485,0.011488005518913269,0.9999999403953552,0.22249025106430054
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.4345304071903229,0.3524959683418274,0.22839494049549103,0.4645031690597534,0.21299658715724945,0.2567209303379059,-0.003708066651597619,0.1874377578496933,0.4130953550338745
