,how,would,one,write,t,(,n,),=,7n2,+,15n,+,40,in,big,o,notation,?
for,0.3308170735836029,0.39877474308013916,0.384836345911026,0.3243878483772278,0.26018503308296204,0.3357032239437103,0.1384572833776474,0.3639558255672455,-0.04357342794537544,0.12540385127067566,0.22752368450164795,-0.1637326031923294,0.22752368450164795,-0.02182970941066742,0.4322226941585541,0.16949701309204102,0.140855610370636,0.2495897263288498,0.264628142118454
instance,0.3896791636943817,0.3531370759010315,0.40681207180023193,0.27604052424430847,0.3012818396091461,0.24901790916919708,0.11868586391210556,0.2763386070728302,0.02716953493654728,0.014865328557789326,0.17105130851268768,0.010009710676968098,0.17105130851268768,-0.0003569450636859983,0.23631897568702698,0.2031654268503189,0.16074544191360474,0.413219690322876,0.30205854773521423
",",0.22659391164779663,0.32586824893951416,0.3696635365486145,0.24658997356891632,0.31002363562583923,0.6363511681556702,0.2316582053899765,0.63033527135849,-0.04015415534377098,0.07612713426351547,0.20503701269626617,-0.2517765164375305,0.20503701269626617,0.019106578081846237,0.5201468467712402,0.30276864767074585,0.2621893286705017,0.25212112069129944,0.31091248989105225
if,0.4917012155056,0.5543612837791443,0.37931159138679504,0.35500824451446533,0.4470151960849762,0.26899856328964233,0.23619018495082855,0.2878422141075134,-0.014500393532216549,0.13081470131874084,0.25962647795677185,-0.12407204508781433,0.25962647795677185,-0.0016345944022759795,0.2589588761329651,0.21988748013973236,0.15862438082695007,0.3094532787799835,0.4441644251346588
t,0.3184654712677002,0.41249412298202515,0.24080070853233337,0.2588352560997009,0.9999999403953552,0.29704031348228455,0.28198158740997314,0.2804548442363739,-0.003833294613286853,0.06585755944252014,0.30554354190826416,-0.1554526537656784,0.30554354190826416,-0.006798554211854935,0.1924382597208023,0.19482721388339996,0.2834673225879669,0.24554544687271118,0.4954066574573517
(,0.1676948219537735,0.21630488336086273,0.2922096848487854,0.1890999674797058,0.29704031348228455,0.9999999403953552,0.23732076585292816,0.9561100602149963,-0.08594375848770142,0.13758313655853271,0.33777567744255066,-0.14900749921798706,0.33777567744255066,0.06148579344153404,0.3087427020072937,0.22645877301692963,0.25657227635383606,0.18932604789733887,0.40561532974243164
n,0.11270806193351746,0.15486650168895721,0.23284418880939484,0.149613156914711,0.28198158740997314,0.23732076585292816,1.0,0.23685944080352783,0.010700499638915062,0.005076207686215639,0.27411696314811707,-0.047242604196071625,0.27411696314811707,-0.07923325151205063,0.16728445887565613,0.1453421413898468,0.3377559185028076,0.20416401326656342,0.19161871075630188
),0.17939934134483337,0.2093871831893921,0.31658053398132324,0.21409611403942108,0.2804548442363739,0.9561100602149963,0.23685944080352783,1.0,-0.0923217236995697,0.13207392394542694,0.34662315249443054,-0.16394856572151184,0.34662315249443054,0.01472508069127798,0.3326910734176636,0.20796522498130798,0.2661559283733368,0.2095392942428589,0.42300865054130554
=,0.005664738826453686,-0.020843004807829857,-0.0763685405254364,0.06799432635307312,-0.003833294613286853,-0.08594375848770142,0.010700499638915062,-0.0923217236995697,1.0,-0.0020251607056707144,0.0027080480940639973,0.12506403028964996,0.0027080480940639973,0.0006768406601622701,-0.08381625264883041,-0.008038024418056011,-0.032841164618730545,0.012246767990291119,-0.005643122363835573
7n2,0.010056450963020325,0.16510269045829773,0.1531989723443985,0.026433510705828667,0.06585755944252014,0.13758313655853271,0.005076207686215639,0.13207392394542694,-0.0020251607056707144,1.0000001192092896,0.05251458287239075,0.00585861224681139,0.05251458287239075,0.02041909284889698,0.030433662235736847,-0.027832427993416786,0.035223525017499924,0.0705406442284584,0.0790974572300911
+,0.12079110741615295,0.20643210411071777,0.2168196588754654,0.21369968354701996,0.30554354190826416,0.33777567744255066,0.27411696314811707,0.34662315249443054,0.0027080480940639973,0.05251458287239075,1.0000001192092896,-0.047599148005247116,1.0000001192092896,0.017660433426499367,0.15357549488544464,0.05008486658334732,0.19765882194042206,0.2738841772079468,0.2903686463832855
15n,-0.06822343915700912,-0.1497298926115036,-0.09279888868331909,-0.08332914859056473,-0.1554526537656784,-0.14900749921798706,-0.047242604196071625,-0.16394856572151184,0.12506403028964996,0.00585861224681139,-0.047599148005247116,1.0,-0.047599148005247116,0.09953529387712479,-0.24071693420410156,-0.07082159072160721,-0.019819073379039764,0.07236715406179428,-0.13645710051059723
+,0.12079110741615295,0.20643210411071777,0.2168196588754654,0.21369968354701996,0.30554354190826416,0.33777567744255066,0.27411696314811707,0.34662315249443054,0.0027080480940639973,0.05251458287239075,1.0000001192092896,-0.047599148005247116,1.0000001192092896,0.017660433426499367,0.15357549488544464,0.05008486658334732,0.19765882194042206,0.2738841772079468,0.2903686463832855
40,0.03806556016206741,0.03801249712705612,-0.03292606398463249,0.10148565471172333,-0.006798554211854935,0.06148579344153404,-0.07923325151205063,0.01472508069127798,0.0006768406601622701,0.02041909284889698,0.017660433426499367,0.09953529387712479,0.017660433426499367,1.0,-0.058843277394771576,0.09007509052753448,-0.0332026407122612,-0.014648680575191975,0.010195288807153702
",",0.22659391164779663,0.32586824893951416,0.3696635365486145,0.24658997356891632,0.31002363562583923,0.6363511681556702,0.2316582053899765,0.63033527135849,-0.04015415534377098,0.07612713426351547,0.20503701269626617,-0.2517765164375305,0.20503701269626617,0.019106578081846237,0.5201468467712402,0.30276864767074585,0.2621893286705017,0.25212112069129944,0.31091248989105225
in,0.2601168751716614,0.30461156368255615,0.4129433035850525,0.24632485210895538,0.1924382597208023,0.3087427020072937,0.16728445887565613,0.3326910734176636,-0.08381625264883041,0.030433662235736847,0.15357549488544464,-0.24071693420410156,0.15357549488544464,-0.058843277394771576,1.0,0.2359251081943512,0.17052006721496582,0.14093919098377228,0.20430970191955566
big,0.27570170164108276,0.27934661507606506,0.2943592369556427,0.06678350269794464,0.19482721388339996,0.22645877301692963,0.1453421413898468,0.20796522498130798,-0.008038024418056011,-0.027832427993416786,0.05008486658334732,-0.07082159072160721,0.05008486658334732,0.09007509052753448,0.2359251081943512,1.0,0.17300747334957123,0.11269620805978775,0.20497842133045197
o,0.1453389823436737,0.16546739637851715,0.22074149549007416,0.15246258676052094,0.2834673225879669,0.25657227635383606,0.3377559185028076,0.2661559283733368,-0.032841164618730545,0.035223525017499924,0.19765882194042206,-0.019819073379039764,0.19765882194042206,-0.0332026407122612,0.17052006721496582,0.17300747334957123,1.0,0.21548517048358917,0.23868927359580994
notation,0.28286370635032654,0.20864032208919525,0.28083980083465576,0.36345145106315613,0.24554544687271118,0.18932604789733887,0.20416401326656342,0.2095392942428589,0.012246767990291119,0.0705406442284584,0.2738841772079468,0.07236715406179428,0.2738841772079468,-0.014648680575191975,0.14093919098377228,0.11269620805978775,0.21548517048358917,1.0,0.2337181121110916
one,0.3213292360305786,0.38529840111732483,1.0000001192092896,0.2761746346950531,0.24080070853233337,0.2922096848487854,0.23284418880939484,0.31658053398132324,-0.0763685405254364,0.1531989723443985,0.2168196588754654,-0.09279888868331909,0.2168196588754654,-0.03292606398463249,0.4129433035850525,0.2943592369556427,0.22074149549007416,0.28083980083465576,0.2673267424106598
would,0.43239715695381165,1.0000001192092896,0.38529840111732483,0.38941267132759094,0.41249412298202515,0.21630488336086273,0.15486650168895721,0.2093871831893921,-0.020843004807829857,0.16510269045829773,0.20643210411071777,-0.1497298926115036,0.20643210411071777,0.03801249712705612,0.30461156368255615,0.27934661507606506,0.16546739637851715,0.20864032208919525,0.37178951501846313
write,0.35886260867118835,0.38941267132759094,0.2761746346950531,1.0,0.2588352560997009,0.1890999674797058,0.149613156914711,0.21409611403942108,0.06799432635307312,0.026433510705828667,0.21369968354701996,-0.08332914859056473,0.21369968354701996,0.10148565471172333,0.24632485210895538,0.06678350269794464,0.15246258676052094,0.36345145106315613,0.3189060389995575
t,0.3184654712677002,0.41249412298202515,0.24080070853233337,0.2588352560997009,0.9999999403953552,0.29704031348228455,0.28198158740997314,0.2804548442363739,-0.003833294613286853,0.06585755944252014,0.30554354190826416,-0.1554526537656784,0.30554354190826416,-0.006798554211854935,0.1924382597208023,0.19482721388339996,0.2834673225879669,0.24554544687271118,0.4954066574573517
(,0.1676948219537735,0.21630488336086273,0.2922096848487854,0.1890999674797058,0.29704031348228455,0.9999999403953552,0.23732076585292816,0.9561100602149963,-0.08594375848770142,0.13758313655853271,0.33777567744255066,-0.14900749921798706,0.33777567744255066,0.06148579344153404,0.3087427020072937,0.22645877301692963,0.25657227635383606,0.18932604789733887,0.40561532974243164
n,0.11270806193351746,0.15486650168895721,0.23284418880939484,0.149613156914711,0.28198158740997314,0.23732076585292816,1.0,0.23685944080352783,0.010700499638915062,0.005076207686215639,0.27411696314811707,-0.047242604196071625,0.27411696314811707,-0.07923325151205063,0.16728445887565613,0.1453421413898468,0.3377559185028076,0.20416401326656342,0.19161871075630188
),0.17939934134483337,0.2093871831893921,0.31658053398132324,0.21409611403942108,0.2804548442363739,0.9561100602149963,0.23685944080352783,1.0,-0.0923217236995697,0.13207392394542694,0.34662315249443054,-0.16394856572151184,0.34662315249443054,0.01472508069127798,0.3326910734176636,0.20796522498130798,0.2661559283733368,0.2095392942428589,0.42300865054130554
=,0.005664738826453686,-0.020843004807829857,-0.0763685405254364,0.06799432635307312,-0.003833294613286853,-0.08594375848770142,0.010700499638915062,-0.0923217236995697,1.0,-0.0020251607056707144,0.0027080480940639973,0.12506403028964996,0.0027080480940639973,0.0006768406601622701,-0.08381625264883041,-0.008038024418056011,-0.032841164618730545,0.012246767990291119,-0.005643122363835573
o,0.1453389823436737,0.16546739637851715,0.22074149549007416,0.15246258676052094,0.2834673225879669,0.25657227635383606,0.3377559185028076,0.2661559283733368,-0.032841164618730545,0.035223525017499924,0.19765882194042206,-0.019819073379039764,0.19765882194042206,-0.0332026407122612,0.17052006721496582,0.17300747334957123,1.0,0.21548517048358917,0.23868927359580994
(,0.1676948219537735,0.21630488336086273,0.2922096848487854,0.1890999674797058,0.29704031348228455,0.9999999403953552,0.23732076585292816,0.9561100602149963,-0.08594375848770142,0.13758313655853271,0.33777567744255066,-0.14900749921798706,0.33777567744255066,0.06148579344153404,0.3087427020072937,0.22645877301692963,0.25657227635383606,0.18932604789733887,0.40561532974243164
n2,0.137460857629776,0.2266959697008133,0.13053633272647858,0.12952855229377747,0.2275521159172058,0.12540452182292938,-0.026901084929704666,0.12292135506868362,0.004050660878419876,0.5831584930419922,0.08159703016281128,0.035836417227983475,0.08159703016281128,0.03552252799272537,0.018215352669358253,0.02454143576323986,0.005960711278021336,0.1779002547264099,0.1808086335659027
),0.17939934134483337,0.2093871831893921,0.31658053398132324,0.21409611403942108,0.2804548442363739,0.9561100602149963,0.23685944080352783,1.0,-0.0923217236995697,0.13207392394542694,0.34662315249443054,-0.16394856572151184,0.34662315249443054,0.01472508069127798,0.3326910734176636,0.20796522498130798,0.2661559283733368,0.2095392942428589,0.42300865054130554
.,0.3287222981452942,0.35067233443260193,0.4123194217681885,0.2647448778152466,0.3410096764564514,0.5072786808013916,0.29137879610061646,0.5363735556602478,-0.057402096688747406,0.02799779549241066,0.2855761647224426,-0.2281206101179123,0.2855761647224426,-0.0721147358417511,0.5591574311256409,0.27374890446662903,0.26146236062049866,0.22257189452648163,0.4130953550338745
