,what,do,concentric,unstacked,thylakoids,surround,?
glaucophyte,0.24588492512702942,0.2763095200061798,0.31035205721855164,0.24235138297080994,0.6283521056175232,0.14366355538368225,0.21570050716400146
chloroplasts,0.2524593770503998,0.2621478736400604,0.36501166224479675,0.33478763699531555,0.6528801918029785,0.2862917482852936,0.13049766421318054
also,0.42747777700424194,0.36242780089378357,0.24652281403541565,0.2632627785205841,0.26328837871551514,0.22983363270759583,0.21848613023757935
contain,0.1832355558872223,0.31365397572517395,0.301483154296875,0.3202255070209503,0.4001360535621643,0.30018171668052673,0.18853069841861725
concentric,0.29216569662094116,0.25308483839035034,0.9999998807907104,0.31473246216773987,0.3105429708957672,0.19566746056079865,0.1435566246509552
unstacked,0.2799413800239563,0.2785477340221405,0.31473246216773987,1.0,0.2910192012786865,0.32898759841918945,0.18766379356384277
thylakoids,0.18655724823474884,0.2835867404937744,0.3105429708957672,0.2910192012786865,1.0,0.18556803464889526,0.17522360384464264
",",0.3087472915649414,0.3283645510673523,0.2505508065223694,0.246840700507164,0.20282846689224243,0.22851920127868652,0.31091248989105225
which,0.5261979103088379,0.31153854727745056,0.2779395878314972,0.3142257332801819,0.33822375535964966,0.3238523006439209,0.25814583897590637
surround,0.1624242216348648,0.1669616848230362,0.19566746056079865,0.32898759841918945,0.18556803464889526,1.0000001192092896,0.013390609063208103
a,0.3320399522781372,0.26237669587135315,0.23859433829784393,0.21435412764549255,0.20871521532535553,0.21035946905612946,0.23916715383529663
carboxysome,0.277178019285202,0.32321229577064514,0.41597557067871094,0.47460320591926575,0.6208636164665222,0.24697814881801605,0.28281453251838684
-,0.13380742073059082,0.14758093655109406,0.1315622180700302,0.15915507078170776,0.11831798404455185,0.17849543690681458,0.3336010277271271
an,0.2821882665157318,0.25865980982780457,0.20068113505840302,0.17967863380908966,0.15098996460437775,0.15425407886505127,0.19793890416622162
icosahedral,0.20843079686164856,0.23026739060878754,0.3248592019081116,0.2789073586463928,0.351010262966156,0.28505632281303406,0.19141626358032227
structure,0.27351704239845276,0.1761092096567154,0.29399412870407104,0.3002692461013794,0.2608416676521301,0.2412685751914978,0.1770772784948349
that,0.6297725439071655,0.44533252716064453,0.3158990740776062,0.3638509511947632,0.2705019414424896,0.23204299807548523,0.32716336846351624
glaucophyte,0.24588492512702942,0.2763095200061798,0.31035205721855164,0.24235138297080994,0.6283521056175232,0.14366355538368225,0.21570050716400146
chloroplasts,0.2524593770503998,0.2621478736400604,0.36501166224479675,0.33478763699531555,0.6528801918029785,0.2862917482852936,0.13049766421318054
and,0.31309178471565247,0.276123583316803,0.3230779469013214,0.3351074457168579,0.23562830686569214,0.27637791633605957,0.20544172823429108
cyanobacteria,0.2489619106054306,0.2873201370239258,0.2989113926887512,0.24239876866340637,0.6526305079460144,0.20210184156894684,0.2106003761291504
keep,0.3147064745426178,0.3047105073928833,0.22097228467464447,0.2584700882434845,0.20776191353797913,0.19618664681911469,0.2537146508693695
their,0.35142919421195984,0.35424983501434326,0.274333119392395,0.22661544382572174,0.3428037166595459,0.18695591390132904,0.1898253709077835
carbon,0.22238978743553162,0.21659953892230988,0.3958445191383362,0.3680601716041565,0.42439398169517517,0.26398977637290955,0.19040444493293762
fixation,0.2975921332836151,0.26333367824554443,0.35307034850120544,0.24465973675251007,0.33461064100265503,0.1993369162082672,0.16920623183250427
enzyme,0.20453688502311707,0.24075697362422943,0.2655485272407532,0.2980403006076813,0.49273988604545593,0.2025304138660431,0.19525861740112305
rubisco,0.18222950398921967,0.1936156153678894,0.3195980489253998,0.31831464171409607,0.32620325684547424,0.11584203690290451,0.14757676422595978
in,0.30808621644973755,0.23402775824069977,0.235675647854805,0.17875024676322937,0.19204016029834747,0.3349120616912842,0.20430970191955566
.,0.3567904531955719,0.3613996207714081,0.21226851642131805,0.23841145634651184,0.20680563151836395,0.21938712894916534,0.4130953550338745
