,what,was,the,name,of,the,tangut,capital,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.28882312774658203,0.3233928978443146,0.20430970191955566
1227,0.0861235037446022,-0.009198027662932873,0.10243739187717438,0.0215742327272892,0.05362348631024361,0.10243739187717438,0.16608670353889465,-0.010924046859145164,0.2234923541545868
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3729153573513031,0.28033894300460815,0.31091248989105225
genghis,0.24369274079799652,0.3037589192390442,0.3448939025402069,0.1921190470457077,0.2938849925994873,0.3448939025402069,0.3830920457839966,0.28575485944747925,0.18813461065292358
khan,0.16476042568683624,0.23483267426490784,0.21067845821380615,0.09873242676258087,0.17124508321285248,0.21067845821380615,0.2926086187362671,0.19148284196853638,0.12862591445446014
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.04642871767282486,0.01144334115087986,-0.023395681753754616
army,0.1698741316795349,0.30177709460258484,0.31011611223220825,0.11530444025993347,0.2669098675251007,0.31011611223220825,0.16007310152053833,0.223799467086792,0.180583193898201
attacked,0.1623094528913498,0.28015604615211487,0.27774572372436523,0.1320241540670395,0.1974567323923111,0.27774572372436523,0.19443215429782867,0.2090921550989151,0.08601678907871246
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.35823047161102295,0.218168243765831,0.20544172823429108
destroyed,0.19114850461483002,0.3184264302253723,0.3403017520904541,0.14388994872570038,0.27498680353164673,0.3403017520904541,0.17072363197803497,0.2626829445362091,0.10318030416965485
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.300812304019928,0.3049491047859192,0.22068053483963013
tangut,0.21620458364486694,0.1868833750486374,0.300812304019928,0.18527868390083313,0.3153865933418274,0.300812304019928,1.0,0.23031915724277496,0.157356396317482
capital,0.17967931926250458,0.21907466650009155,0.3049491047859192,0.19736909866333008,0.30823585391044617,0.3049491047859192,0.23031915724277496,0.9999999403953552,0.0907452180981636
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3153865933418274,0.30823585391044617,0.1826142966747284
ning,0.14553113281726837,0.22675539553165436,0.2728937566280365,0.09453897923231125,0.2562739849090576,0.2728937566280365,0.28286516666412354,0.14081330597400665,0.1254691630601883
hia,0.15211144089698792,0.15013079345226288,0.18901050090789795,0.15528766810894012,0.1527973860502243,0.18901050090789795,0.18074031174182892,0.1257219761610031,0.2300696074962616
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.35823047161102295,0.218168243765831,0.20544172823429108
continued,0.17878234386444092,0.40578481554985046,0.29953038692474365,0.14872042834758759,0.2527073323726654,0.29953038692474365,0.14660373330116272,0.13521738350391388,0.10404038429260254
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.24317984282970428,0.1844596415758133,0.29463258385658264
advance,0.21946227550506592,0.2502216100692749,0.2887929677963257,0.06701476871967316,0.19167833030223846,0.2887929677963257,0.19750043749809265,0.10159005969762802,0.21102593839168549
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3729153573513031,0.28033894300460815,0.31091248989105225
