,which,male,child,of,ghengis,khan,and,börte,was,born,last,?
börte,0.2234799563884735,0.08886183053255081,0.2082253098487854,0.2801446318626404,0.3368605673313141,0.25507286190986633,0.22556085884571075,1.0,0.25561463832855225,0.24784033000469208,0.20896202325820923,0.2609442472457886
had,0.3188965916633606,0.16917262971401215,0.25409579277038574,0.37755560874938965,0.23726290464401245,0.1740240752696991,0.3872550129890442,0.20829665660858154,0.5927209258079529,0.19602090120315552,0.2946646511554718,0.20728366076946259
three,0.40919098258018494,0.1074458509683609,0.12762458622455597,0.3844621181488037,0.23209603130817413,0.11997674405574799,0.3826501965522766,0.18547029793262482,0.2748996615409851,0.13050593435764313,0.23876327276229858,0.20928427577018738
more,0.4639437198638916,0.22044740617275238,0.18404532968997955,0.30478984117507935,0.1869850754737854,0.1011371836066246,0.39880692958831787,0.21692456305027008,0.21525104343891144,0.0783839076757431,0.27220308780670166,0.27894994616508484
sons,0.09716101735830307,0.15206441283226013,0.35215064883232117,0.17722462117671967,0.2789103090763092,0.2521197199821472,0.22999194264411926,0.22274290025234222,0.2263665646314621,0.3477359414100647,0.15214884281158447,0.13006451725959778
",",0.3658004403114319,0.19301897287368774,0.24469749629497528,0.4946078956127167,0.3502814471721649,0.19700400531291962,0.6633074283599854,0.30557334423065186,0.45456063747406006,0.37898433208465576,0.29026782512664795,0.31091248989105225
chagatai,0.23523885011672974,0.12881937623023987,0.13057582080364227,0.29625993967056274,0.4342893064022064,0.39546430110931396,0.2582676410675049,0.3179619610309601,0.24193820357322693,0.2968752086162567,0.17735286056995392,0.1902039349079132
(,0.2589828372001648,0.15397608280181885,0.20179787278175354,0.35032153129577637,0.2274685949087143,0.1773909628391266,0.4862271547317505,0.3193424940109253,0.2980341613292694,0.33313798904418945,0.290768563747406,0.40561532974243164
1187—1241,0.15145757794380188,0.08427831530570984,0.03619622811675072,0.11511966586112976,0.16835825145244598,0.0775931105017662,0.13287802040576935,0.20794907212257385,0.1764451265335083,0.09716855734586716,0.06913436204195023,0.05855670943856239
),0.2758678197860718,0.15918458998203278,0.21542808413505554,0.3680361211299896,0.23886603116989136,0.2105041742324829,0.4961937665939331,0.3353121876716614,0.3267642855644226,0.3665171265602112,0.30915912985801697,0.42300865054130554
",",0.3658004403114319,0.19301897287368774,0.24469749629497528,0.4946078956127167,0.3502814471721649,0.19700400531291962,0.6633074283599854,0.30557334423065186,0.45456063747406006,0.37898433208465576,0.29026782512664795,0.31091248989105225
ögedei,0.2478010207414627,0.2962210178375244,0.29784950613975525,0.31509923934936523,0.45028209686279297,0.43523725867271423,0.26411235332489014,0.3619779050350189,0.3649882376194,0.3516222834587097,0.2994053363800049,0.20177854597568512
(,0.2589828372001648,0.15397608280181885,0.20179787278175354,0.35032153129577637,0.2274685949087143,0.1773909628391266,0.4862271547317505,0.3193424940109253,0.2980341613292694,0.33313798904418945,0.290768563747406,0.40561532974243164
1189—1241,0.1609542965888977,0.15626175701618195,0.05594513565301895,0.037393003702163696,0.09534955024719238,0.08605194836854935,0.11532192677259445,0.1263573318719864,0.08341417461633682,0.027010105550289154,0.04775334149599075,0.05494954064488411
),0.2758678197860718,0.15918458998203278,0.21542808413505554,0.3680361211299896,0.23886603116989136,0.2105041742324829,0.4961937665939331,0.3353121876716614,0.3267642855644226,0.3665171265602112,0.30915912985801697,0.42300865054130554
",",0.3658004403114319,0.19301897287368774,0.24469749629497528,0.4946078956127167,0.3502814471721649,0.19700400531291962,0.6633074283599854,0.30557334423065186,0.45456063747406006,0.37898433208465576,0.29026782512664795,0.31091248989105225
and,0.506277859210968,0.26849403977394104,0.22121839225292206,0.5116966962814331,0.29734885692596436,0.22885166108608246,1.0,0.22556085884571075,0.3740963041782379,0.25002726912498474,0.25967320799827576,0.20544172823429108
tolui,0.25708869099617004,0.16046984493732452,0.10770634561777115,0.24690158665180206,0.47154659032821655,0.33795106410980225,0.3073253631591797,0.4482001066207886,0.22922302782535553,0.2930961549282074,0.2029799371957779,0.18748058378696442
(,0.2589828372001648,0.15397608280181885,0.20179787278175354,0.35032153129577637,0.2274685949087143,0.1773909628391266,0.4862271547317505,0.3193424940109253,0.2980341613292694,0.33313798904418945,0.290768563747406,0.40561532974243164
1190–1232,0.3520660996437073,0.26676905155181885,0.13268651068210602,0.1341240257024765,0.15117621421813965,0.05625881627202034,0.24147000908851624,0.14947117865085602,0.0514715351164341,0.022037459537386894,0.1207149550318718,0.14254438877105713
),0.2758678197860718,0.15918458998203278,0.21542808413505554,0.3680361211299896,0.23886603116989136,0.2105041742324829,0.4961937665939331,0.3353121876716614,0.3267642855644226,0.3665171265602112,0.30915912985801697,0.42300865054130554
.,0.45942068099975586,0.26742851734161377,0.21665646135807037,0.5352458953857422,0.2829025685787201,0.19819748401641846,0.588965117931366,0.31827959418296814,0.40146201848983765,0.2350279539823532,0.3548945486545563,0.4130953550338745
