,what,is,the,first,line,of,defense,against,pathogens,that,prevents,them,from,entering,an,organism,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.4127444326877594,0.2258777767419815,0.5696388483047485,0.20235490798950195,0.27273955941200256,0.17208784818649292,0.435920387506485,0.17510715126991272,0.29119014739990234,0.4274188280105591,0.2848501205444336,0.2605783939361572,0.20910242199897766,0.20430970191955566
simple,0.4218197166919708,0.29377081990242004,0.24738673865795135,0.20846977829933167,0.1595514714717865,0.23205730319023132,0.13170979917049408,0.13667292892932892,0.24868236482143402,0.4371768534183502,0.32657700777053833,0.4104422628879547,0.18467454612255096,0.18507938086986542,0.25539350509643555,0.32617542147636414,0.4614735543727875
terms,0.23885610699653625,0.27452221512794495,0.29706791043281555,0.21486249566078186,0.10834819078445435,0.2767748534679413,0.20023539662361145,0.11389955133199692,0.24856813251972198,0.29983192682266235,0.19034701585769653,0.2780153453350067,0.24940045177936554,0.1880847066640854,0.18021589517593384,0.26222294569015503,0.23466452956199646
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.34503069519996643,0.22637072205543518,0.4946078956127167,0.21538467705249786,0.31168749928474426,0.20320750772953033,0.4137537479400635,0.19073960185050964,0.3985835015773773,0.39760664105415344,0.21769265830516815,0.3581022024154663,0.15651610493659973,0.31091248989105225
physical,0.27895045280456543,0.16296368837356567,0.20230218768119812,0.16885176301002502,0.11303652077913284,0.3124530017375946,0.14468902349472046,0.10654416680335999,0.3011585772037506,0.30393490195274353,0.27019184827804565,0.24957995116710663,0.15376286208629608,0.18004153668880463,0.199143648147583,0.3232802748680115,0.11781801283359528
barriers,0.22092224657535553,0.20278379321098328,0.2820606231689453,0.20719800889492035,0.23866619169712067,0.20672127604484558,0.25612032413482666,0.18363338708877563,0.4205505847930908,0.30217245221138,0.3860126733779907,0.34818488359451294,0.17674630880355835,0.2571907341480255,0.1900167167186737,0.30549776554107666,0.12831342220306396
prevent,0.2723881006240845,0.1984136700630188,0.2841009497642517,0.1481156051158905,0.17674291133880615,0.22669163346290588,0.2365473210811615,0.3712892234325409,0.36349859833717346,0.3359993100166321,0.8686361312866211,0.3905278146266937,0.3330691456794739,0.24947874248027802,0.24787792563438416,0.23913982510566711,0.2547389566898346
pathogens,0.24503889679908752,0.19907276332378387,0.23115308582782745,0.12156758457422256,0.13596715033054352,0.22946582734584808,0.2758696973323822,0.1829705536365509,1.0,0.28222689032554626,0.4010411202907562,0.37643104791641235,0.20573127269744873,0.19274911284446716,0.13588155806064606,0.6062185168266296,0.21364152431488037
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.18129806220531464,0.14236873388290405,0.3209529519081116,0.1624310463666916,0.20227466523647308,0.28425803780555725,0.4479874074459076,0.34670135378837585,0.35903200507164,0.24813218414783478,0.2173895239830017,0.2025681436061859,0.23943567276000977,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.33842000365257263,0.22621846199035645,0.3886612355709076,0.23991791903972626,0.24545185267925262,0.22061175107955933,0.4735107421875,0.2843379080295563,0.33716270327568054,0.3251767158508301,0.2199222296476364,0.37218472361564636,0.2224765121936798,0.27043893933296204
bacteria,0.1863701492547989,0.15164050459861755,0.1839996725320816,0.14047910273075104,0.10804273188114166,0.17966590821743011,0.12492453306913376,0.14054761826992035,0.7157832980155945,0.2798275947570801,0.3084118664264679,0.3101564943790436,0.21068820357322693,0.14305832982063293,0.1501981019973755,0.5993368029594421,0.18786604702472687
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3167642652988434,0.24584348499774933,0.5116966962814331,0.20962949097156525,0.3292689621448517,0.21800068020820618,0.4731321930885315,0.2817623019218445,0.48717668652534485,0.3601827025413513,0.3364776074886322,0.2838519215583801,0.20019865036010742,0.20544172823429108
viruses,0.22483296692371368,0.19504015147686005,0.22837135195732117,0.1534712016582489,0.11004886776208878,0.23382140696048737,0.2293280065059662,0.2589288055896759,0.6977815628051758,0.2764965295791626,0.33828580379486084,0.3343627154827118,0.19057603180408478,0.1453484296798706,0.1342434138059616,0.520376980304718,0.2074798345565796
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.23348960280418396,0.2599041163921356,0.4249346852302551,0.10595439374446869,0.2447778731584549,0.20573127269744873,0.3477667272090912,0.3159327805042267,0.2957119345664978,1.0,0.23517350852489471,0.20876385271549225,0.16779635846614838,0.19969791173934937
entering,0.22441062331199646,0.23489101231098175,0.41189688444137573,0.17673259973526,0.16282452642917633,0.33436477184295654,0.18317683041095734,0.15783151984214783,0.19274911284446716,0.2680288553237915,0.2814483046531677,0.2822367548942566,0.23517350852489471,0.9999999403953552,0.18766263127326965,0.15496905148029327,0.12499018758535385
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.29789501428604126,0.733189046382904,0.2604767382144928,0.3090755045413971,0.23115308582782745,0.5473989248275757,0.3293589949607849,0.4788833558559418,0.40150508284568787,0.41189688444137573,0.4207492768764496,0.23149779438972473,0.22068053483963013
organism,0.2626836597919464,0.22845785319805145,0.23149779438972473,0.14741094410419464,0.09275443851947784,0.23540134727954865,0.17795470356941223,0.15629395842552185,0.6062185168266296,0.30370086431503296,0.27528485655784607,0.26822003722190857,0.16779635846614838,0.15496905148029327,0.2073080688714981,0.9999999403953552,0.21088039875030518
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.4345304071903229,0.25851553678512573,0.5352458953857422,0.26610422134399414,0.28705209493637085,0.2375609129667282,0.4460422694683075,0.23939263820648193,0.39945515990257263,0.41536515951156616,0.24007031321525574,0.3581749200820923,0.24682649970054626,0.4130953550338745
