,in,what,year,did,joseph,priestley,recognize,oxygen,?
oxygen,0.1672476977109909,0.16781960427761078,0.09150878340005875,0.15723921358585358,0.17987263202667236,0.3131166696548462,0.08414773643016815,0.9999999403953552,0.16786395013332367
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.29824966192245483,0.2731526494026184,0.12082388997077942,0.16070082783699036,0.18412111699581146
discovered,0.2801778018474579,0.19526781141757965,0.12310795485973358,0.22983382642269135,0.2660231590270996,0.28183066844940186,0.15483419597148895,0.24155859649181366,0.08452875912189484
independently,0.2756878137588501,0.33537206053733826,0.1699831485748291,0.24351412057876587,0.1479676514863968,0.17167168855667114,0.3611340820789337,0.1612648069858551,0.1474725753068924
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.2003411054611206,0.23467956483364105,0.24444718658924103,0.1292176991701126,0.17966607213020325
carl,0.20401424169540405,0.10712110996246338,0.12455183267593384,0.1659640669822693,0.20745514333248138,0.1761094480752945,0.14493706822395325,0.18195247650146484,0.1315603405237198
wilhelm,0.16685768961906433,0.19761525094509125,0.10006871819496155,0.1907045841217041,0.26936617493629456,0.22878025472164154,0.14632414281368256,0.15722836554050446,0.12678855657577515
scheele,0.27004459500312805,0.13744013011455536,0.14767099916934967,0.19889143109321594,0.2577603757381439,0.3009266257286072,0.11744328588247299,0.17754292488098145,0.15227437019348145
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.24271315336227417,0.31705740094184875,0.28637704253196716,0.21812842786312103,0.31091248989105225
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.12985283136367798,0.20879624783992767,0.30322882533073425,0.1672476977109909,0.20430970191955566
uppsala,0.32686689496040344,0.15236195921897888,0.19646894931793213,0.15489061176776886,0.12808601558208466,0.28883588314056396,0.13806353509426117,0.16387690603733063,0.19133128225803375
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.24271315336227417,0.31705740094184875,0.28637704253196716,0.21812842786312103,0.31091248989105225
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.12985283136367798,0.20879624783992767,0.30322882533073425,0.1672476977109909,0.20430970191955566
1773,0.17042210698127747,0.09998965263366699,0.10347983986139297,0.09043867886066437,0.18050064146518707,0.20834746956825256,0.14267395436763763,0.21188822388648987,0.14483530819416046
or,0.3586423695087433,0.33867141604423523,0.21137036383152008,0.28211739659309387,0.10075130313634872,0.2204224169254303,0.2682661712169647,0.2669152021408081,0.32389625906944275
earlier,0.24141792953014374,0.22624605894088745,0.21058620512485504,0.24518106877803802,0.1182406023144722,0.1491764485836029,0.1397424191236496,0.12949305772781372,0.13306351006031036
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.24271315336227417,0.31705740094184875,0.28637704253196716,0.21812842786312103,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.181125670671463,0.28026387095451355,0.27655500173568726,0.22261030972003937,0.20544172823429108
joseph,0.12985283136367798,0.20494906604290009,0.09898927062749863,0.19009922444820404,0.9999999403953552,0.35218968987464905,0.1232277899980545,0.17987263202667236,0.08421234786510468
priestley,0.20879624783992767,0.20325376093387604,0.11196614801883698,0.2297242283821106,0.35218968987464905,1.0000001192092896,0.10117819160223007,0.3131166696548462,0.13982412219047546
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.12985283136367798,0.20879624783992767,0.30322882533073425,0.1672476977109909,0.20430970191955566
wiltshire,0.2411922663450241,0.17611093819141388,0.14563247561454773,0.1676144301891327,0.19402502477169037,0.35008490085601807,0.0699959546327591,0.13153305649757385,0.1399499475955963
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.24271315336227417,0.31705740094184875,0.28637704253196716,0.21812842786312103,0.31091248989105225
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.12985283136367798,0.20879624783992767,0.30322882533073425,0.1672476977109909,0.20430970191955566
1774,0.12216868996620178,0.04774466156959534,0.07680362462997437,0.006837746128439903,0.07960374653339386,0.06343577802181244,0.05129186064004898,0.08786603808403015,0.07276970893144608
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.24271315336227417,0.31705740094184875,0.28637704253196716,0.21812842786312103,0.31091248989105225
but,0.48674455285072327,0.5029441118240356,0.2701607942581177,0.49033689498901367,0.12830109894275665,0.16600953042507172,0.37590134143829346,0.262522429227829,0.27921953797340393
priestley,0.20879624783992767,0.20325376093387604,0.11196614801883698,0.2297242283821106,0.35218968987464905,1.0000001192092896,0.10117819160223007,0.3131166696548462,0.13982412219047546
is,0.5394441485404968,0.28837618231773376,0.2402215600013733,0.19247472286224365,0.1339416801929474,0.1603458970785141,0.23268704116344452,0.21825239062309265,0.22961433231830597
often,0.3380797803401947,0.3849453330039978,0.15926864743232727,0.26973026990890503,0.18621079623699188,0.230787992477417,0.22469103336334229,0.27292680740356445,0.23748154938220978
given,0.2528568208217621,0.21883496642112732,0.2564636766910553,0.24950160086154938,0.1922888606786728,0.23030903935432434,0.301700621843338,0.2006402611732483,0.2570464313030243
priority,0.19576391577720642,0.3652358651161194,0.16974562406539917,0.23176109790802002,0.15107397735118866,0.12828810513019562,0.2734994888305664,0.25172334909439087,0.2980290353298187
because,0.37423941493034363,0.46729007363319397,0.23307009041309357,0.45674043893814087,0.17079107463359833,0.2013966292142868,0.3355098068714142,0.28859952092170715,0.2528740465641022
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.24828970432281494,0.23296187818050385,0.2552439868450165,0.1720821112394333,0.18075084686279297
work,0.2753349542617798,0.3762225806713104,0.18683093786239624,0.336654931306839,0.14105908572673798,0.2395932823419571,0.24127934873104095,0.20575018227100372,0.2621155381202698
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.29824966192245483,0.2731526494026184,0.12082388997077942,0.16070082783699036,0.18412111699581146
published,0.26697060465812683,0.20457668602466583,0.18425042927265167,0.17877818644046783,0.20322361588478088,0.2152271568775177,0.10617710649967194,0.020142076537013054,0.16280238330364227
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.21640700101852417,0.2066122144460678,0.15664733946323395,0.17370176315307617,0.18701928853988647
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2262967973947525,0.24535804986953735,0.25127753615379333,0.2554275095462799,0.4130953550338745
