,what,factors,negatively,impacted,jacksonville,following,the,war,?
in,0.30808621644973755,0.19490711390972137,0.21876925230026245,0.21262972056865692,0.22147351503372192,0.355264812707901,0.6662389636039734,0.29904094338417053,0.20430970191955566
march,0.20529508590698242,0.04564126208424568,0.1298219859600067,0.20584915578365326,0.24328264594078064,0.23134875297546387,0.2680487632751465,0.24420683085918427,0.2802562415599823
1864,0.12873968482017517,0.038487233221530914,0.09565004706382751,0.1366019994020462,0.0604112409055233,-0.054374925792217255,0.08191413432359695,-0.027021296322345734,0.1412568986415863
a,0.3320399522781372,0.19412465393543243,0.2802250385284424,0.20443657040596008,0.28008249402046204,0.27489006519317627,0.5829201340675354,0.2368277609348297,0.23916715383529663
confederate,0.1444343775510788,0.09480874985456467,0.21561767160892487,0.1859947144985199,0.36438611149787903,0.16401799023151398,0.24595312774181366,0.378765344619751,0.15273870527744293
cavalry,0.19119445979595184,0.14715763926506042,0.16408176720142365,0.1723334640264511,0.22073976695537567,0.13377197086811066,0.2398451566696167,0.29240432381629944,0.17862899601459503
confronted,0.21653518080711365,0.16598325967788696,0.18004685640335083,0.2306801676750183,0.09100444614887238,0.16094596683979034,0.22254350781440735,0.2684066891670227,0.15124325454235077
a,0.3320399522781372,0.19412465393543243,0.2802250385284424,0.20443657040596008,0.28008249402046204,0.27489006519317627,0.5829201340675354,0.2368277609348297,0.23916715383529663
union,0.1396910548210144,0.14131127297878265,0.17522431910037994,0.14256726205348969,0.2896147072315216,0.22377504408359528,0.24421639740467072,0.31622445583343506,0.07797172665596008
expedition,0.19300568103790283,0.1121964231133461,0.11355434358119965,0.2570648193359375,0.1268690675497055,0.19003263115882874,0.26213887333869934,0.28006091713905334,0.10355690121650696
resulting,0.17960047721862793,0.38218218088150024,0.3643762171268463,0.3867122530937195,0.18114712834358215,0.3781090974807739,0.3905409574508667,0.2422839105129242,0.10813049972057343
in,0.30808621644973755,0.19490711390972137,0.21876925230026245,0.21262972056865692,0.22147351503372192,0.355264812707901,0.6662389636039734,0.29904094338417053,0.20430970191955566
the,0.42745697498321533,0.2769666314125061,0.2790641486644745,0.2348020076751709,0.2176690250635147,0.39779382944107056,1.0,0.366199791431427,0.22068053483963013
battle,0.17112864553928375,0.09337151795625687,0.07795978337526321,0.1464235484600067,0.17926530539989471,0.09824816882610321,0.2820790410041809,0.5131220817565918,0.1680624783039093
of,0.33290785551071167,0.30045145750045776,0.18762752413749695,0.2348475158214569,0.23084138333797455,0.3576679527759552,0.733189046382904,0.31680163741111755,0.1826142966747284
cedar,0.1989702433347702,0.055780719965696335,0.044827885925769806,0.2284492701292038,0.37809625267982483,0.12740455567836761,0.19908298552036285,0.17544084787368774,0.1513606160879135
creek,0.14430326223373413,0.10601778328418732,0.05678585544228554,0.21030454337596893,0.27954620122909546,0.13249583542346954,0.18927018344402313,0.18544414639472961,0.10912753641605377
.,0.3567904531955719,0.21191899478435516,0.23670132458209991,0.24438737332820892,0.2843366861343384,0.30538758635520935,0.5934505462646484,0.3000848889350891,0.4130953550338745
