,who,led,the,kievian,rus,',troops,against,subutai,'s,mongol,army,?
heading,0.20097310841083527,0.18628431856632233,0.32832297682762146,0.18439024686813354,0.17004293203353882,0.25602278113365173,0.22412224113941193,0.14632971584796906,0.2771083414554596,-0.012754184193909168,0.18491679430007935,0.19165262579917908,0.33725887537002563
home,0.2542758285999298,0.1680571287870407,0.28978195786476135,0.1454765945672989,0.07711956650018692,0.2281721532344818,0.1584358513355255,0.2297106385231018,0.14366357028484344,0.07170099765062332,0.13388113677501678,0.18851500749588013,0.0757145956158638
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.2411273866891861,0.2609914243221283,0.5178600549697876,0.23846548795700073,0.31168749928474426,0.31464719772338867,-0.0016132977325469255,0.2229510098695755,0.230897456407547,0.31091248989105225
subutai,0.17468728125095367,0.23041383922100067,0.33055391907691956,0.20032373070716858,0.25162649154663086,0.2550942897796631,0.16884088516235352,0.17168018221855164,1.0,-0.027223998680710793,0.3745034635066986,0.23728635907173157,0.1578579694032669
's,0.05599616840481758,-0.01628696173429489,-0.01540423184633255,0.09016399830579758,0.021789325401186943,0.07651367038488388,0.06779379397630692,-0.0006242102244868875,-0.027223998680710793,0.9999999403953552,-0.05976467952132225,0.03417222201824188,-0.023395681753754616
forces,0.2532956302165985,0.3057844340801239,0.3134811818599701,0.21311138570308685,0.1320507824420929,0.16047309339046478,0.6963536739349365,0.339370995759964,0.2101045846939087,0.011176351457834244,0.29515793919563293,0.6373161673545837,0.16984491050243378
attacked,0.27659302949905396,0.3367331326007843,0.27774572372436523,0.09563411772251129,0.15767870843410492,0.15553808212280273,0.4761466681957245,0.3889724314212799,0.24516591429710388,-0.07133986800909042,0.2384442538022995,0.3841877579689026,0.08601678907871246
the,0.3733934462070465,0.3267505168914795,1.0,0.26362043619155884,0.2636447250843048,0.474788099527359,0.3229958415031433,0.3090755045413971,0.33055391907691956,-0.01540423184633255,0.2924198508262634,0.31011611223220825,0.22068053483963013
allied,0.21010679006576538,0.30835190415382385,0.3092154562473297,0.2097824662923813,0.15190142393112183,0.10989321023225784,0.5683454275131226,0.27649760246276855,0.19542740285396576,0.06812217831611633,0.29909923672676086,0.493033230304718,0.1341097056865692
forces,0.2532956302165985,0.3057844340801239,0.3134811818599701,0.21311138570308685,0.1320507824420929,0.16047309339046478,0.6963536739349365,0.339370995759964,0.2101045846939087,0.011176351457834244,0.29515793919563293,0.6373161673545837,0.16984491050243378
of,0.2827862501144409,0.32918456196784973,0.733189046382904,0.21353915333747864,0.21578308939933777,0.39136970043182373,0.23602326214313507,0.2669808566570282,0.31992506980895996,-0.03817026689648628,0.22712039947509766,0.2669098675251007,0.1826142966747284
the,0.3733934462070465,0.3267505168914795,1.0,0.26362043619155884,0.2636447250843048,0.474788099527359,0.3229958415031433,0.3090755045413971,0.33055391907691956,-0.01540423184633255,0.2924198508262634,0.31011611223220825,0.22068053483963013
cuman–kipchaks,0.34922534227371216,0.29845762252807617,0.44940367341041565,0.423839271068573,0.3088967502117157,0.27419158816337585,0.3577251434326172,0.3186139762401581,0.42839667201042175,0.022916460409760475,0.38908982276916504,0.3777340054512024,0.27609050273895264
and,0.41279885172843933,0.2780643701553345,0.5171257257461548,0.1982915699481964,0.2066546380519867,0.3053182065486908,0.23100681602954865,0.3292689621448517,0.28429698944091797,0.06895173341035843,0.21553155779838562,0.25581875443458557,0.20544172823429108
the,0.3733934462070465,0.3267505168914795,1.0,0.26362043619155884,0.2636447250843048,0.474788099527359,0.3229958415031433,0.3090755045413971,0.33055391907691956,-0.01540423184633255,0.2924198508262634,0.31011611223220825,0.22068053483963013
poorly,0.18769587576389313,0.16076922416687012,0.23045407235622406,0.14277152717113495,0.17886632680892944,0.1698714643716812,0.1790015697479248,0.16513852775096893,0.16949114203453064,-0.02595488540828228,0.12808938324451447,0.2000841647386551,0.20710419118404388
coordinated,0.07558747380971909,0.19129474461078644,0.2540585994720459,0.1558769941329956,0.14291933178901672,0.1990864872932434,0.13750025629997253,0.18053309619426727,0.18104282021522522,-0.014061092399060726,0.10685937851667404,0.1033349260687828,0.1664249449968338
"80,000",0.020001361146569252,-0.05650430917739868,0.00957481749355793,-0.0257644671946764,-0.03742571920156479,-0.05818459019064903,-0.15834371745586395,-0.14989066123962402,-0.15346071124076843,-0.03487439826130867,-0.1316879689693451,-0.12721304595470428,-0.07242488861083984
kievan,0.23781515657901764,0.21780991554260254,0.29959583282470703,0.6911214590072632,0.6210689544677734,0.12705008685588837,0.2561495900154114,0.18940863013267517,0.2946189343929291,0.052298955619335175,0.5146178603172302,0.2288060486316681,0.1342822015285492
rus,0.19337615370750427,0.1757296621799469,0.2636447250843048,0.4293278753757477,1.0,0.20741838216781616,0.16324785351753235,0.20794615149497986,0.25162649154663086,0.021789325401186943,0.41763564944267273,0.15740540623664856,0.1432476043701172
',0.22534559667110443,0.1525333672761917,0.474788099527359,0.19146546721458435,0.20741838216781616,1.0,0.14822299778461456,0.18114927411079407,0.2550942897796631,0.07651367038488388,0.1913980096578598,0.17244453728199005,0.330942302942276
troops,0.2254970222711563,0.35978636145591736,0.3229958415031433,0.1918443739414215,0.16324785351753235,0.14822299778461456,1.0000001192092896,0.27469438314437866,0.16884088516235352,0.06779379397630692,0.3218892514705658,0.6153157353401184,0.14329779148101807
led,0.2450801581144333,0.9999999403953552,0.3267505168914795,0.1919892430305481,0.1757296621799469,0.1525333672761917,0.35978636145591736,0.3520243763923645,0.23041383922100067,-0.01628696173429489,0.24448665976524353,0.3755970299243927,0.09273858368396759
by,0.39727845788002014,0.30694612860679626,0.4408751428127289,0.14186684787273407,0.08466585725545883,0.2610379159450531,0.2625257074832916,0.24816733598709106,0.18674224615097046,-0.010884488001465797,0.1995033621788025,0.2323688417673111,0.17966607213020325
mstislav,0.29689204692840576,0.1939259171485901,0.19781456887722015,0.424044132232666,0.3639058470726013,0.10313451290130615,0.15077707171440125,0.12045397609472275,0.1811317652463913,0.014450044371187687,0.30610841512680054,0.16081643104553223,0.18772651255130768
the,0.3733934462070465,0.3267505168914795,1.0,0.26362043619155884,0.2636447250843048,0.474788099527359,0.3229958415031433,0.3090755045413971,0.33055391907691956,-0.01540423184633255,0.2924198508262634,0.31011611223220825,0.22068053483963013
bold,0.1734606921672821,0.12769757211208344,0.20297379791736603,0.2118396759033203,0.1579827070236206,0.25069889426231384,0.15641188621520996,0.14621247351169586,0.16711591184139252,-0.008238040842115879,0.12836100161075592,0.1535612940788269,0.27128171920776367
of,0.2827862501144409,0.32918456196784973,0.733189046382904,0.21353915333747864,0.21578308939933777,0.39136970043182373,0.23602326214313507,0.2669808566570282,0.31992506980895996,-0.03817026689648628,0.22712039947509766,0.2669098675251007,0.1826142966747284
halych,0.1775812953710556,0.18815572559833527,0.23450104892253876,0.44939300417900085,0.43051260709762573,0.1789265275001526,0.2522450387477875,0.19093777239322662,0.287055104970932,-0.006810285616666079,0.36746537685394287,0.22041434049606323,0.2247624546289444
and,0.41279885172843933,0.2780643701553345,0.5171257257461548,0.1982915699481964,0.2066546380519867,0.3053182065486908,0.23100681602954865,0.3292689621448517,0.28429698944091797,0.06895173341035843,0.21553155779838562,0.25581875443458557,0.20544172823429108
mstislav,0.29689204692840576,0.1939259171485901,0.19781456887722015,0.424044132232666,0.3639058470726013,0.10313451290130615,0.15077707171440125,0.12045397609472275,0.1811317652463913,0.014450044371187687,0.30610841512680054,0.16081643104553223,0.18772651255130768
iii,0.1920083463191986,0.13938866555690765,0.18552400171756744,0.181684210896492,0.12306507676839828,0.15618175268173218,0.17816877365112305,0.1823013573884964,0.16177453100681305,-0.025885440409183502,0.2404220998287201,0.22167626023292542,0.13642357289791107
