,in,which,etude,of,neumes,rythmiques,do,the,primes,41,",",43,",",47,and,53,appear,in,?
in,1.0,0.4840516746044159,0.2505403757095337,0.5696388483047485,0.28757843375205994,0.2494267225265503,0.23402775824069977,0.6662389636039734,0.20882321894168854,0.17217706143856049,0.5201468467712402,-0.01301285158842802,0.5201468467712402,-0.026636576279997826,0.4954058527946472,0.2449575811624527,0.2517908811569214,1.0,0.20430970191955566
works,0.2656683027744293,0.2730301022529602,0.3502703309059143,0.1964656114578247,0.2443104386329651,0.24027566611766815,0.20262973010540009,0.26337864995002747,0.2440372258424759,-0.03163118287920952,0.29211118817329407,-0.00602687057107687,0.29211118817329407,-0.11500070244073868,0.33871909976005554,0.16263577342033386,0.22794218361377716,0.2656683027744293,0.19597402215003967
such,0.2704046070575714,0.406057745218277,0.1681050807237625,0.3209529519081116,0.29331591725349426,0.26162976026535034,0.337398886680603,0.3575236201286316,0.22065632045269012,-0.032262638211250305,0.39626169204711914,-0.05197688192129135,0.39626169204711914,-0.07471036165952682,0.44540345668792725,0.0978211835026741,0.33007684350013733,0.2704046070575714,0.17851735651493073
as,0.3887844979763031,0.41006597876548767,0.15038035809993744,0.3886612355709076,0.28413572907447815,0.2542611360549927,0.38329678773880005,0.48381632566452026,0.23833559453487396,0.04624905064702034,0.48816442489624023,-0.050252288579940796,0.48816442489624023,-0.07858744263648987,0.49487000703811646,0.20644883811473846,0.32869234681129456,0.3887844979763031,0.27043893933296204
la,0.25750628113746643,0.17938022315502167,0.3364775776863098,0.2191537618637085,0.1455235332250595,0.3060338497161865,0.0835726410150528,0.23999373614788055,0.12278101593255997,0.27575168013572693,0.24157072603702545,-0.0374036580324173,0.24157072603702545,0.05265449360013008,0.23309366405010223,0.3940008580684662,0.05372656136751175,0.25750628113746643,0.16701938211917877
nativité,0.22109641134738922,0.1718560755252838,0.47113722562789917,0.25151827931404114,0.2438843548297882,0.4693991243839264,0.10608693957328796,0.2425185739994049,0.12922188639640808,0.1604950726032257,0.24433764815330505,0.017487114295363426,0.24433764815330505,0.08607207238674164,0.15131238102912903,0.3883695602416992,-0.00739299226552248,0.22109641134738922,0.1894640475511551
du,0.22358232736587524,0.15514041483402252,0.39443695545196533,0.19881431758403778,0.16633707284927368,0.3593846559524536,0.08816930651664734,0.22366085648536682,0.11576888710260391,0.051500238478183746,0.2132224291563034,-0.005855749826878309,0.2132224291563034,0.10102367401123047,0.2060590386390686,0.20939111709594727,0.0018473370000720024,0.22358232736587524,0.155681312084198
seigneur,0.1947830468416214,0.10699889808893204,0.37269386649131775,0.25865796208381653,0.2543119490146637,0.458120733499527,0.06925173848867416,0.25352826714515686,0.14573395252227783,0.0056801144964993,0.28966039419174194,0.04309559240937233,0.28966039419174194,0.03498411178588867,0.21290935575962067,0.39789023995399475,0.09375043213367462,0.1947830468416214,0.24135538935661316
(,0.3087427020072937,0.2589828372001648,0.2784974277019501,0.35032153129577637,0.1908361315727234,0.16925819218158722,0.24216170608997345,0.33289089798927307,0.210494726896286,0.10300757735967636,0.6363511681556702,0.06550073623657227,0.6363511681556702,0.08857256919145584,0.4862271547317505,0.3651670813560486,0.19830937683582306,0.3087427020072937,0.40561532974243164
1935,-0.009043186902999878,-0.01793883927166462,-0.0253765806555748,-0.030646556988358498,-0.09767142683267593,-0.08487945795059204,0.0019311557989567518,-0.008596410043537617,-0.11188547313213348,0.23122966289520264,0.023624476045370102,0.05173502117395401,0.023624476045370102,0.10351990163326263,-0.059636812657117844,-0.04560532420873642,-0.028678810223937035,-0.009043186902999878,0.11409125477075577
