,what,actor,did,sign,language,for,the,national,anthem,at,superbowl,50,?
six-time,0.2736853361129761,0.2578686475753784,0.25986844301223755,0.2251538187265396,0.2122444361448288,0.37040430307388306,0.365296334028244,0.2829841673374176,0.2520275115966797,0.3067348301410675,0.3434012234210968,-0.06117400527000427,0.24173711240291595
grammy,0.14717522263526917,0.3506210446357727,0.21635033190250397,0.12346772849559784,0.18101467192173004,0.31679627299308777,0.19602857530117035,0.18846407532691956,0.23692619800567627,0.18267156183719635,0.2782540023326874,0.09543588012456894,0.1939576119184494
winner,0.16745254397392273,0.1872924417257309,0.1856318712234497,0.12981510162353516,0.07262121140956879,0.23969365656375885,0.25965070724487305,0.1814597249031067,0.15567472577095032,0.1698586344718933,0.18650662899017334,-0.00988845620304346,0.14322948455810547
and,0.31309178471565247,0.22134684026241302,0.34479495882987976,0.1664041429758072,0.24699117243289948,0.5064792633056641,0.5171257257461548,0.2608908712863922,0.20261578261852264,0.3571503460407257,0.21946720778942108,0.0032697415444999933,0.20544172823429108
academy,0.11844556778669357,0.3607645034790039,0.16967160999774933,0.10928341746330261,0.20971518754959106,0.2934502065181732,0.2649388611316681,0.3110312521457672,0.17999127507209778,0.2552899122238159,0.22738978266716003,-0.015036085620522499,0.1340850442647934
award,0.15951679646968842,0.30538707971572876,0.19671815633773804,0.11615011841058731,0.16543014347553253,0.33284175395965576,0.24073810875415802,0.23192229866981506,0.17386911809444427,0.14759428799152374,0.20413929224014282,-0.05123968794941902,0.18240714073181152
nominee,0.18658216297626495,0.23676693439483643,0.19428716599941254,0.05416906625032425,0.182134211063385,0.3177494406700134,0.22298216819763184,0.17334584891796112,0.18887969851493835,0.14467518031597137,0.19086340069770813,0.027617555111646652,0.21817171573638916
lady,0.14833222329616547,0.1766381859779358,0.13136650621891022,0.06696368753910065,0.15205544233322144,0.15180884301662445,0.21662424504756927,0.11993757635354996,0.32031533122062683,0.1407996267080307,0.17410866916179657,0.028952300548553467,0.14158371090888977
gaga,0.19459430873394012,0.26029670238494873,0.18077217042446136,0.10514011979103088,0.20596906542778015,0.21170346438884735,0.22846719622612,0.11412747204303741,0.3087579011917114,0.14388209581375122,0.25506094098091125,-0.04943951219320297,0.20982980728149414
performed,0.17447373270988464,0.23511727154254913,0.2536868453025818,0.0883609876036644,0.14960168302059174,0.26222237944602966,0.239950031042099,0.13351796567440033,0.23832270503044128,0.2366236299276352,0.23900587856769562,0.062247756868600845,0.14428307116031647
the,0.42745697498321533,0.1662968546152115,0.34736719727516174,0.22875791788101196,0.30198320746421814,0.4739971458911896,1.0,0.32739606499671936,0.23423314094543457,0.457212895154953,0.25067996978759766,0.03602437674999237,0.22068053483963013
