,what,halftime,performer,previously,headlined,super,bowl,xlvii,?
the,0.42745697498321533,0.31780552864074707,0.20656965672969818,0.33854439854621887,0.2894550859928131,0.21959073841571808,0.21576224267482758,0.2988950312137604,0.22068053483963013
super,0.13651713728904724,0.4056760370731354,0.16502171754837036,0.24618855118751526,0.18724042177200317,1.0000001192092896,0.4848237931728363,0.5601666569709778,0.166326642036438
bowl,0.15942467749118805,0.4822790324687958,0.1688113957643509,0.13252989947795868,0.1954048126935959,0.4848237931728363,1.0,0.5970584154129028,0.21118052303791046
50,-0.04124141484498978,0.010851318016648293,-0.01874636299908161,0.04435834288597107,0.07918412983417511,0.0833745002746582,0.005446359980851412,0.13962267339229584,0.030512850731611252
halftime,0.18945850431919098,1.0000001192092896,0.4130599796772003,0.27846986055374146,0.4387337267398834,0.4056760370731354,0.4822790324687958,0.5093367695808411,0.21138669550418854
show,0.29653704166412354,0.3664279878139496,0.36386021971702576,0.2516939640045166,0.2542087435722351,0.16737808287143707,0.19135026633739471,0.21301409602165222,0.2520138621330261
was,0.22111038863658905,0.3564006984233856,0.24841447174549103,0.41197097301483154,0.22705139219760895,0.21420986950397491,0.21915455162525177,0.3066164255142212,0.18412111699581146
headlined,0.20502004027366638,0.4387337267398834,0.3094898760318756,0.21714195609092712,1.0000001192092896,0.18724042177200317,0.1954048126935959,0.267196923494339,0.26601076126098633
by,0.2455483376979828,0.3021155297756195,0.17332784831523895,0.29680147767066956,0.2042505443096161,0.15233319997787476,0.12992306053638458,0.2112206071615219,0.17966607213020325
the,0.42745697498321533,0.31780552864074707,0.20656965672969818,0.33854439854621887,0.2894550859928131,0.21959073841571808,0.21576224267482758,0.2988950312137604,0.22068053483963013
british,0.19255435466766357,0.15968884527683258,0.19210517406463623,0.18649038672447205,0.11987248063087463,0.09609456360340118,0.07435981184244156,0.10035902261734009,0.09711728990077972
rock,0.1923677921295166,0.4056971073150635,0.2352941483259201,0.16764798760414124,0.2310975342988968,0.1722574681043625,0.18685930967330933,0.21591398119926453,0.13172835111618042
group,0.2114069163799286,0.1973573863506317,0.15446791052818298,0.23152752220630646,0.1444120705127716,0.19919921457767487,0.07137768715620041,0.18104498088359833,0.13827809691429138
coldplay,0.23672455549240112,0.5025559067726135,0.35705506801605225,0.2323770970106125,0.3842167556285858,0.1792786419391632,0.2318706214427948,0.2444736659526825,0.2499987930059433
with,0.2464839518070221,0.3187163174152374,0.15892113745212555,0.22913505136966705,0.2896673083305359,0.1518537551164627,0.18353787064552307,0.2391500324010849,0.2433311939239502
special,0.24134232103824615,0.2269991636276245,0.22327294945716858,0.22910897433757782,0.1802847981452942,0.2675681412220001,0.188632994890213,0.19859661161899567,0.29623302817344666
guest,0.1783466339111328,0.3126589357852936,0.39892488718032837,0.21240977942943573,0.3399943709373474,0.14743146300315857,0.15391510725021362,0.1834283471107483,0.23479853570461273
performers,0.18230268359184265,0.4207268953323364,0.8322836756706238,0.21659238636493683,0.37757447361946106,0.18863414227962494,0.21752095222473145,0.19964797794818878,0.1344873309135437
beyoncé,0.2106333076953888,0.4306446313858032,0.4143809676170349,0.1933179497718811,0.37132003903388977,0.24138446152210236,0.12174837291240692,0.1944548487663269,0.25188755989074707
and,0.31309178471565247,0.34601953625679016,0.28396618366241455,0.28226712346076965,0.22864364087581635,0.18368244171142578,0.1698254644870758,0.1989569365978241,0.20544172823429108
